,Skip The Bull,Ice Bar,Rey O Reyes,Ingreido,Earthquakedirector,Tweet This,Feisty Kitten,Lunar Image,Suleman
06-01-2023 13:23:04.848200,"(19.0, 38.0, 26.0)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.533333333333333)","(5.5, 9.8, 8.088888888888889)","(26.0, 34.0, 30.8)","(4.6, 6.4, 6.8)","(26.0, 85.0, 67.5)","(26.0, 65.0, 53.33333333333333)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:06.251525,"(19.0, 38.0, 28.75)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.533333333333333)","(5.5, 9.8, 7.8235294117647065)","(26.0, 34.0, 30.8)","(4.6, 8.6, 7.825000000000001)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:07.526337,"(19.0, 38.0, 28.75)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 8.120000000000001)","(26.0, 34.0, 30.8)","(4.6, 8.8, 6.914285714285715)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:08.786790,"(19.0, 38.0, 28.75)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 8.120000000000001)","(26.0, 34.0, 30.8)","(4.6, 8.2, 7.55)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:10.146387,"(19.0, 38.0, 28.75)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 9.05)","(26.0, 34.0, 30.5)","(4.6, 8.0, 7.55)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:11.483583,"(19.0, 38.0, 28.75)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.6, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 8.0, 7.1000000000000005)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:12.924261,"(19.0, 38.0, 33.77777777777778)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.1000000000000005)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:14.387360,"(19.0, 38.0, 34.4)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 6.5600000000000005)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:16.086135,"(19.0, 38.0, 34.4)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.6, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 6.816666666666667)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:17.779630,"(19.0, 38.0, 34.4)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 6.816666666666667)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:19.197928,"(19.0, 38.0, 34.4)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 6.84)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:20.609343,"(19.0, 38.0, 34.4)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.6, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 6.84)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:21.976908,"(19.0, 38.0, 35.42857142857143)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.6, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 6.84)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:23:23.271972,"(19.0, 38.0, 29.5)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 6.84)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 2.98, 2.82)"
06-01-2023 13:23:24.561953,"(19.0, 38.0, 32.333333333333336)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.05)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:25.853757,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.8, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.166666666666667)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:27.181863,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.45)","(5.5, 9.6, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.166666666666667)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:28.463967,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.575)","(5.5, 9.6, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.333333333333334)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:29.765327,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.575)","(5.5, 9.6, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.333333333333334)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:31.090336,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.575)","(5.5, 9.6, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.333333333333334)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:32.483526,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.575)","(5.5, 9.8, 8.120000000000001)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.333333333333334)","(26.0, 85.0, 66.5)","(26.0, 65.0, 47.5)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:33.823989,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.575)","(5.5, 9.8, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.333333333333334)","(26.0, 85.0, 66.5)","(26.0, 65.0, 54.0)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:35.162302,"(19.0, 38.0, 31.2)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.575)","(5.5, 9.6, 9.05)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.388888888888889)","(26.0, 85.0, 66.5)","(26.0, 65.0, 57.25)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:36.508430,"(19.0, 38.0, 30.0)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.575)","(5.5, 9.6, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.952941176470588)","(26.0, 85.0, 66.5)","(26.0, 65.0, 57.25)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:37.791905,"(19.0, 38.0, 30.0)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 8.0, 7.733333333333333)","(26.0, 85.0, 78.75)","(26.0, 65.0, 38.0)","(2.05, 3.0, 2.82)"
06-01-2023 13:23:39.018481,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.785185185185185)","(26.0, 85.0, 78.75)","(26.0, 42.0, 41.8)","(2.05, 3.0, 2.8114285714285714)"
06-01-2023 13:23:40.237043,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.785185185185185)","(26.0, 85.0, 78.75)","(26.0, 65.0, 41.8)","(2.05, 3.0, 2.8114285714285714)"
06-01-2023 13:23:41.426734,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.785185185185185)","(26.0, 85.0, 80.0)","(26.0, 65.0, 41.8)","(2.05, 3.0, 2.9228571428571426)"
06-01-2023 13:23:42.595638,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.785185185185185)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.9228571428571426)"
06-01-2023 13:23:43.806898,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.785185185185185)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.84)"
06-01-2023 13:23:45.067598,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.795555555555556)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.84)"
06-01-2023 13:23:46.386572,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.8, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.795555555555556)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.9014285714285712)"
06-01-2023 13:23:47.681003,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.6, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.795555555555556)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.9014285714285712)"
06-01-2023 13:23:48.978393,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.6, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.5)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.813333333333333)"
06-01-2023 13:23:50.235050,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.6, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.8, 7.0)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.813333333333333)"
06-01-2023 13:23:51.412793,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.6, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.181818181818182)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.813333333333333)"
06-01-2023 13:23:52.609679,"(19.0, 38.0, 32.5)","(6.0, 13.5, 10.9)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.6, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.181818181818182)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.813333333333333)"
06-01-2023 13:23:53.721328,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.86)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.6, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.181818181818182)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.813333333333333)"
06-01-2023 13:23:54.924526,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.86)","(4.4, 6.2, 6.026086956521739)","(5.5, 9.6, 8.5)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.28)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.813333333333333)"
06-01-2023 13:23:56.250666,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.55)","(4.4, 6.2, 5.7)","(5.5, 9.6, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.4, 7.161290322580645)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.813333333333333)"
06-01-2023 13:23:57.518544,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.55)","(4.4, 6.2, 5.7)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.2, 7.1755102040816325)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.791578947368421)"
06-01-2023 13:23:58.743834,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.55)","(4.4, 6.2, 5.7)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.2, 7.179310344827586)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:23:59.999273,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.55)","(4.4, 6.2, 5.7)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.2, 7.173333333333334)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:01.175891,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.55)","(4.4, 6.2, 5.7)","(5.5, 9.8, 7.7)","(26.0, 34.0, 30.5)","(4.6, 7.2, 7.173333333333334)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:02.321422,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.55)","(4.4, 6.2, 5.7)","(5.5, 9.8, 7.777777777777779)","(26.0, 34.0, 30.5)","(4.6, 7.2, 7.367741935483871)","(26.0, 85.0, 80.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:03.521481,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.7)","(5.5, 9.8, 7.7)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.4, 7.535483870967742)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:04.792403,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.7)","(5.5, 9.8, 7.7)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.6, 6.725)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:06.009196,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.7)","(5.5, 9.8, 8.5)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.6, 6.92)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:07.281369,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.5)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.4, 6.666666666666667)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:08.508212,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.5)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 6.666666666666667)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.83)"
06-01-2023 13:24:09.771449,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.5)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 6.979310344827587)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:24:11.010187,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.866666666666667)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.022222222222222)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:24:12.195132,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.866666666666667)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.022222222222222)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:24:13.408379,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.866666666666667)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.130434782608695)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:24:14.645754,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.866666666666667)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.111111111111112)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:24:15.932757,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.627272727272727)","(5.5, 9.6, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.111111111111112)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:24:17.227944,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.57)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.8)"
06-01-2023 13:24:18.519287,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.57)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 75.0)","(26.0, 65.0, 50.5)","(2.05, 2.96, 2.8)"
06-01-2023 13:24:19.770688,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.78)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 78.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.96, 2.82)"
06-01-2023 13:24:21.056107,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.78)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 78.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:22.254217,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.78)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 78.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:23.393556,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.78)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 78.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:24.609809,"(19.0, 38.0, 32.5)","(6.0, 13.5, 11.94)","(4.4, 6.2, 5.78)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 76.4)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:25.886301,"(19.0, 38.0, 33.14285714285714)","(6.0, 13.5, 10.9)","(4.4, 6.2, 5.785714285714286)","(5.5, 9.8, 8.971428571428572)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:27.107473,"(19.0, 38.0, 27.333333333333332)","(6.0, 13.5, 10.9)","(4.4, 6.0, 5.785714285714286)","(5.5, 9.6, 8.971428571428572)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:28.308131,"(19.0, 38.0, 27.333333333333332)","(6.0, 13.5, 10.9)","(4.4, 6.0, 5.681818181818182)","(5.5, 9.6, 8.971428571428572)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:29.487537,"(19.0, 38.0, 27.333333333333332)","(6.0, 13.5, 10.9)","(4.4, 6.0, 5.681818181818182)","(5.5, 9.6, 8.971428571428572)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.82)"
06-01-2023 13:24:30.632380,"(19.0, 38.0, 27.333333333333332)","(6.0, 13.5, 10.9)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.6, 8.971428571428572)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 2.94, 2.791578947368421)"
06-01-2023 13:24:31.850892,"(19.0, 38.0, 33.42857142857143)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.6, 8.339130434782609)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:33.109584,"(19.0, 38.0, 33.42857142857143)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:34.416870,"(19.0, 38.0, 35.33333333333333)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:35.710419,"(19.0, 38.0, 32.0)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:36.994361,"(19.0, 38.0, 32.0)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:38.241683,"(19.0, 38.0, 32.0)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.0588235294117645)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:39.526713,"(19.0, 38.0, 32.0)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.08)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:40.793437,"(19.0, 38.0, 32.0)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.055172413793104)","(26.0, 85.0, 71.33333333333333)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.791578947368421)"
06-01-2023 13:24:42.071495,"(19.0, 38.0, 32.0)","(6.0, 13.5, 12.2)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.055172413793104)","(26.0, 85.0, 72.0)","(26.0, 65.0, 50.5)","(2.05, 3.0, 2.83)"
06-01-2023 13:24:43.334157,"(19.0, 38.0, 32.0)","(6.0, 13.5, 10.9)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.055172413793104)","(26.0, 85.0, 72.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
06-01-2023 13:24:44.547371,"(19.0, 38.0, 33.714285714285715)","(6.0, 13.5, 10.9)","(4.4, 6.0, 5.377777777777778)","(5.5, 9.8, 8.031578947368422)","(26.0, 34.0, 29.333333333333332)","(4.6, 7.2, 7.055172413793104)","(26.0, 85.0, 72.0)","(26.0, 65.0, 50.5)","(2.05, 2.98, 2.83)"
