,Avvertimento,Blazing Sunrise,Dissonance,Lady Tabloid,Discreet Miss,Cider Bite,Spritely Emily,Talent Award
08-01-2023 13:32:27.398526,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.23)","(3.9, 6.8, 6.14)","(8.5, 17.0, 16.076923076923077)","(7.0, 9.6, 8.666666666666666)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:28.511935,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.23)","(3.9, 6.8, 6.14)","(8.5, 17.0, 16.076923076923077)","(7.0, 9.6, 8.666666666666666)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:29.586303,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.23)","(3.9, 6.8, 6.038461538461538)","(8.5, 17.0, 16.333333333333332)","(7.0, 9.6, 8.666666666666666)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:30.751667,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2415384615384615)","(3.9, 6.8, 6.038461538461538)","(8.5, 17.0, 13.833333333333334)","(7.0, 9.6, 8.666666666666666)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:31.935309,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2415384615384615)","(3.9, 6.8, 6.038461538461538)","(8.5, 16.5, 15.071428571428571)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:33.110664,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2415384615384615)","(3.9, 6.8, 6.038461538461538)","(8.5, 16.5, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:34.267423,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2415384615384615)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:35.410169,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.642857142857142)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2415384615384615)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:36.529412,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.85)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2415384615384615)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:37.654977,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.85)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2415384615384615)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:38.776200,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.85)","(21.0, 25.0, 23.2)","(2.15, 2.28, 2.2199999999999998)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:39.911651,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.85)","(21.0, 25.0, 23.2)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:40.994701,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.85)","(21.0, 25.0, 23.2)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.61111111111111)","(7.0, 9.6, 9.333333333333332)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:42.129619,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.869565217391305)","(21.0, 25.0, 23.2)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.038461538461538)","(8.5, 15.0, 14.5)","(7.0, 9.6, 9.166666666666668)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:43.178555,"(10.0, 15.0, 14.4)","(7.0, 16.0, 15.869565217391305)","(21.0, 25.0, 23.615384615384617)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.369565217391305)","(8.5, 15.0, 14.5)","(7.0, 9.4, 9.166666666666668)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:44.352966,"(10.0, 15.0, 14.4)","(7.0, 15.5, 14.5)","(21.0, 25.0, 23.615384615384617)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.369565217391305)","(8.5, 15.0, 14.5)","(7.0, 9.4, 9.166666666666668)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:45.453933,"(10.0, 15.0, 14.4)","(7.0, 15.5, 14.5)","(21.0, 25.0, 23.615384615384617)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.369565217391305)","(8.5, 15.0, 14.5)","(7.0, 9.4, 9.166666666666668)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:46.563810,"(10.0, 15.0, 14.4)","(7.0, 15.5, 14.5)","(21.0, 25.0, 23.615384615384617)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.107692307692307)","(8.5, 15.0, 14.5)","(7.0, 9.4, 9.0)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:47.717053,"(10.0, 15.0, 14.4)","(7.0, 15.5, 14.75)","(21.0, 25.0, 23.615384615384617)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.107692307692307)","(8.5, 15.0, 14.5)","(7.0, 9.2, 9.0)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:48.878404,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.5, 14.75)","(21.0, 85.0, 34.25)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.107692307692307)","(8.5, 15.0, 14.5)","(7.0, 9.2, 9.0)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:50.151627,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.5, 14.75)","(21.0, 36.0, 32.4)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.107692307692307)","(8.5, 15.0, 13.0)","(7.0, 9.2, 9.0)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:51.356545,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.5, 14.75)","(21.0, 70.0, 26.666666666666668)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.8, 6.333333333333333)","(8.5, 15.0, 13.0)","(7.0, 9.2, 8.833333333333334)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:52.469047,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.5, 14.5)","(21.0, 34.0, 26.666666666666668)","(2.15, 2.26, 2.1984615384615385)","(3.9, 6.6, 6.333333333333333)","(8.5, 15.0, 13.0)","(7.0, 9.0, 8.833333333333334)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:53.560793,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.5, 14.5)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 13.0)","(7.0, 9.0, 8.733333333333333)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:54.649578,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.0, 14.25)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 13.0)","(7.0, 9.0, 8.733333333333333)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:55.701864,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.0, 14.25)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 9.0, 10.066666666666666)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:56.726672,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.0, 14.25)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 11.0, 10.066666666666666)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:57.825607,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.0, 14.25)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 11.0, 10.142857142857142)","(101.0, 220.0, 140.0)"
08-01-2023 13:32:58.976018,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.0, 14.25)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 11.0, 10.083333333333334)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:00.139056,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.0, 14.25)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.5, 10.083333333333334)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:01.206874,"(10.0, 15.5, 14.545454545454545)","(7.0, 15.0, 14.25)","(21.0, 34.0, 28.5)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.5, 10.083333333333334)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:02.364726,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.333333333333334)","(21.0, 34.0, 25.444444444444443)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.5, 8.774999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:03.492610,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.333333333333334)","(21.0, 34.0, 27.0)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.5, 8.774999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:04.570602,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.333333333333334)","(21.0, 34.0, 27.0)","(2.1, 2.26, 2.1984615384615385)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.5, 8.774999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:05.627134,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.2)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:06.637581,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.2)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:07.743944,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.2)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:08.921184,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.2)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:10.037587,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.1933333333333334)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:11.212240,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.1933333333333334)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:12.189596,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.1933333333333334)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:13.215041,"(10.0, 15.5, 14.545454545454545)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.1933333333333334)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.735294117647058)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:14.364945,"(10.0, 22.0, 20.4)","(7.0, 14.5, 13.1)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.8)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:15.407668,"(10.0, 21.0, 17.285714285714285)","(7.0, 14.5, 11.95)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.8)","(7.0, 10.0, 8.799999999999999)","(101.0, 220.0, 130.0)"
08-01-2023 13:33:16.523008,"(10.0, 21.0, 17.666666666666668)","(7.0, 14.5, 11.440000000000001)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.8)","(7.0, 10.0, 9.466666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:17.560916,"(10.0, 20.0, 18.625)","(7.0, 14.0, 11.7)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.8)","(7.0, 10.0, 9.466666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:18.573105,"(10.0, 20.0, 18.625)","(7.0, 14.0, 11.7)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.8)","(7.0, 10.0, 9.466666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:19.519178,"(10.0, 19.0, 17.5)","(7.0, 13.5, 12.32857142857143)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 12.8)","(7.0, 10.0, 9.466666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:20.541644,"(10.0, 19.0, 17.5)","(7.0, 13.5, 12.816666666666666)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 13.5)","(7.0, 10.0, 9.55)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:21.537299,"(10.0, 19.0, 17.5)","(7.0, 13.5, 11.55)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 13.5)","(7.0, 9.4, 8.753846153846153)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:22.543871,"(10.0, 19.0, 17.5)","(7.0, 13.5, 13.145454545454545)","(21.0, 34.0, 30.11111111111111)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 15.0, 13.5)","(7.0, 9.4, 8.753846153846153)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:23.618397,"(10.0, 19.0, 17.5)","(7.0, 13.5, 12.02)","(21.0, 34.0, 30.11111111111111)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 14.5, 12.909090909090908)","(7.0, 9.4, 8.753846153846153)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:24.633275,"(10.0, 19.0, 17.5)","(7.0, 13.5, 12.2)","(21.0, 34.0, 30.11111111111111)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 14.5, 12.909090909090908)","(7.0, 9.4, 8.753846153846153)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:25.727402,"(10.0, 18.5, 17.5)","(7.0, 13.5, 12.442857142857143)","(21.0, 34.0, 27.0)","(2.1, 2.24, 2.184)","(4.0, 6.6, 6.333333333333333)","(8.5, 14.5, 12.909090909090908)","(7.0, 9.4, 8.95)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:26.754048,"(10.0, 18.5, 17.5)","(7.0, 13.5, 13.204)","(21.0, 34.0, 30.0625)","(2.1, 2.22, 2.18)","(4.0, 6.6, 6.333333333333333)","(8.5, 14.5, 13.25)","(7.0, 9.2, 9.057142857142857)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:27.905377,"(10.0, 18.5, 17.3)","(7.0, 13.5, 13.204)","(21.0, 34.0, 32.61538461538461)","(2.1, 2.22, 2.18)","(4.0, 6.6, 6.493333333333333)","(8.5, 14.5, 13.25)","(7.0, 9.2, 9.057142857142857)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:29.163624,"(10.0, 18.5, 17.3)","(7.0, 13.5, 13.204)","(21.0, 34.0, 32.61538461538461)","(2.1, 2.22, 2.18)","(4.0, 6.6, 6.493333333333333)","(8.5, 14.5, 13.029411764705882)","(7.0, 9.2, 9.057142857142857)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:30.337568,"(10.0, 18.5, 17.3)","(7.0, 13.5, 13.235714285714286)","(21.0, 34.0, 32.61538461538461)","(2.1, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(8.5, 14.5, 13.029411764705882)","(7.0, 9.2, 8.885714285714286)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:31.498729,"(10.0, 18.5, 17.3)","(7.0, 13.5, 12.625)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(8.5, 14.5, 13.029411764705882)","(7.0, 9.0, 8.866666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:32.635092,"(10.0, 18.5, 17.3)","(7.0, 13.5, 12.25)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(8.5, 14.5, 13.029411764705882)","(7.0, 9.0, 8.866666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:33.700013,"(10.0, 18.5, 17.3)","(7.0, 13.0, 12.25)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(8.5, 14.5, 13.029411764705882)","(7.0, 9.0, 8.905882352941177)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:34.803614,"(10.0, 18.5, 17.3)","(7.5, 13.0, 12.25)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.4, 8.905882352941177)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:35.957929,"(10.0, 18.5, 17.3)","(7.5, 13.0, 11.666666666666666)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.4, 8.905882352941177)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:37.045547,"(10.0, 18.5, 17.3)","(7.5, 13.0, 11.666666666666666)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.4, 8.905882352941177)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:38.133208,"(10.0, 18.5, 17.3)","(7.5, 13.0, 11.666666666666666)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.4, 8.905882352941177)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:39.233280,"(10.0, 18.5, 17.3)","(7.5, 13.0, 11.666666666666666)","(21.0, 34.0, 30.0)","(2.05, 2.22, 2.1771428571428575)","(4.0, 6.6, 6.493333333333333)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.2, 9.033333333333333)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:40.258275,"(10.0, 18.5, 17.3)","(7.5, 13.0, 11.666666666666666)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.2, 9.033333333333333)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:41.311984,"(10.0, 18.5, 17.3)","(7.5, 13.0, 11.6)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.2, 9.033333333333333)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:42.332231,"(10.0, 18.5, 17.3)","(7.5, 14.0, 11.6)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.2, 8.866666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:43.350026,"(10.0, 18.5, 17.3)","(7.5, 16.0, 13.5)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.0, 8.866666666666667)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:44.427894,"(10.0, 18.5, 17.3)","(7.5, 16.0, 13.5)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.0, 8.866666666666667)","(101.0, 220.0, 165.0)"
08-01-2023 13:33:45.481742,"(10.0, 18.5, 16.625)","(7.5, 16.0, 13.777777777777779)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.178823529411765)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.0, 8.866666666666667)","(101.0, 220.0, 172.0)"
08-01-2023 13:33:46.489026,"(10.0, 18.5, 16.625)","(7.5, 16.0, 12.923076923076923)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 9.0, 10.95)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:47.505180,"(10.0, 18.5, 16.625)","(7.5, 15.5, 13.5)","(21.0, 24.0, 22.5)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 11.5, 10.133333333333333)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:48.572239,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.22, 2.196923076923077)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 11.0, 10.6)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:49.756774,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.22, 2.2290909090909095)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.029411764705882)","(7.0, 11.0, 10.0)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:50.897938,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 12.576923076923077)","(7.0, 11.0, 9.555555555555555)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:51.929806,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 12.576923076923077)","(7.0, 11.0, 10.133333333333333)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:53.003985,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.25)","(7.0, 11.0, 10.133333333333333)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:54.225531,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.25)","(7.0, 11.0, 9.8)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:55.425673,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 23.0, 21.857142857142858)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 13.8)","(7.0, 10.5, 9.8)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:56.556354,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 24.0, 21.857142857142858)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 15.0, 12.75)","(7.0, 10.5, 8.647058823529411)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:57.652619,"(10.0, 18.5, 16.625)","(7.5, 15.0, 13.25)","(21.0, 24.0, 21.857142857142858)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 12.75)","(7.0, 10.5, 8.647058823529411)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:58.618687,"(10.0, 18.5, 17.0)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 12.75)","(7.0, 9.8, 9.333333333333334)","(101.0, 220.0, 140.0)"
08-01-2023 13:33:59.653290,"(10.0, 18.5, 17.0)","(7.5, 15.0, 13.25)","(21.0, 23.0, 22.0)","(2.05, 2.24, 2.1900000000000004)","(4.0, 6.6, 6.377777777777777)","(9.0, 14.5, 12.75)","(7.0, 9.8, 9.333333333333334)","(101.0, 220.0, 140.0)"
