,Avvertimento,Blazing Sunrise,Dissonance,Lady Tabloid,Discreet Miss,Cider Bite,Spritely Emily,Talent Award
08-01-2023 13:22:12.109753,"(9.0, 13.5, 12.136363636363637)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.96923076923077)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:13.293860,"(9.0, 13.5, 12.136363636363637)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.96923076923077)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:14.451595,"(9.0, 13.5, 12.136363636363637)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.96923076923077)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:15.619250,"(9.0, 13.5, 12.136363636363637)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.96923076923077)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:16.720556,"(9.0, 13.0, 11.653846153846153)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.96923076923077)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:17.822373,"(9.0, 13.0, 11.653846153846153)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.96923076923077)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:18.985228,"(9.0, 13.0, 11.653846153846153)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.96923076923077)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:20.137148,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 14.5, 11.545454545454547)","(7.0, 8.6, 7.8533333333333335)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:21.332826,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 11.545454545454547)","(7.0, 8.6, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:22.517337,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:23.734291,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:24.915777,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:26.063393,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:27.204215,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:28.356806,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:29.529665,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:30.723554,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:31.937195,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:33.187425,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:34.402674,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:35.571026,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:36.697591,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:37.801670,"(9.0, 13.0, 11.25)","(7.0, 13.0, 11.0)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.289230769230769)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:38.921838,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.085714285714285)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:40.014025,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:41.102591,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:42.158014,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:43.192370,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:44.376647,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:45.557646,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:46.726159,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.304)","(3.9, 6.4, 5.942857142857143)","(8.5, 13.0, 10.333333333333334)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:47.907699,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.2114285714285717)","(3.9, 6.4, 5.942857142857143)","(8.5, 12.5, 10.100000000000001)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:49.060793,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.2114285714285717)","(3.9, 6.4, 5.942857142857143)","(8.5, 12.5, 10.100000000000001)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:50.299892,"(9.0, 12.5, 11.342857142857143)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.2114285714285717)","(3.9, 6.4, 5.942857142857143)","(8.5, 12.5, 10.100000000000001)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:51.539691,"(9.0, 12.5, 11.342857142857143)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.2114285714285717)","(3.9, 6.4, 5.942857142857143)","(8.5, 12.5, 10.100000000000001)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:52.794756,"(9.0, 12.5, 11.547058823529412)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.2114285714285717)","(3.9, 6.4, 5.942857142857143)","(8.5, 12.5, 10.100000000000001)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:54.019401,"(9.0, 12.5, 11.547058823529412)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.2680000000000002)","(3.9, 6.4, 5.942857142857143)","(8.5, 12.5, 10.100000000000001)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:55.229505,"(9.0, 12.5, 11.547058823529412)","(7.0, 13.0, 12.2)","(21.0, 70.0, 46.69230769230769)","(2.15, 2.4, 2.2680000000000002)","(3.9, 6.4, 5.942857142857143)","(8.5, 12.5, 10.100000000000001)","(7.0, 8.4, 7.9)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:56.426145,"(9.0, 12.5, 11.547058823529412)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:57.645525,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:22:58.904515,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:00.232698,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:01.506178,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:02.716631,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:03.893565,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:05.111831,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:06.345280,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:07.578116,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:08.829140,"(9.0, 12.5, 11.6)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.34)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:10.062765,"(9.0, 12.5, 11.728571428571428)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.5, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:11.323278,"(9.0, 12.5, 11.728571428571428)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:12.522795,"(9.0, 12.5, 11.728571428571428)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:13.763909,"(9.0, 12.5, 11.728571428571428)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:15.015581,"(9.0, 12.5, 11.75)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:16.263810,"(9.0, 12.5, 11.75)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:17.502808,"(9.0, 12.5, 11.75)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:18.670907,"(9.0, 12.5, 11.166666666666666)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:19.816357,"(9.0, 12.5, 11.785714285714285)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:21.025907,"(9.0, 12.5, 11.785714285714285)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:22.256940,"(9.0, 12.5, 11.785714285714285)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:23.499190,"(9.0, 12.5, 11.875)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:24.725721,"(9.0, 12.5, 11.642857142857142)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:25.891961,"(9.0, 12.5, 11.642857142857142)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:27.205783,"(9.0, 12.5, 11.642857142857142)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:28.570842,"(9.0, 12.5, 11.642857142857142)","(7.0, 13.0, 12.288888888888888)","(21.0, 70.0, 27.142857142857142)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.4, 5.4)","(8.5, 12.0, 10.533333333333333)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:30.053813,"(9.0, 12.5, 11.642857142857142)","(7.0, 13.0, 12.727272727272727)","(21.0, 70.0, 50.0)","(2.15, 2.4, 2.386516853932584)","(3.9, 6.4, 6.323076923076924)","(8.5, 12.0, 11.633333333333333)","(7.0, 8.4, 8.237837837837837)","(101.0, 220.0, 140.0)"
08-01-2023 13:23:31.311123,"(9.0, 12.5, 12.1)","(7.0, 13.0, 12.727272727272727)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.386516853932584)","(3.9, 6.4, 5.7)","(8.5, 12.0, 10.666666666666666)","(7.0, 8.4, 8.237837837837837)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:32.610878,"(9.0, 12.5, 12.055555555555555)","(7.0, 13.0, 12.727272727272727)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.3868131868131868)","(3.9, 6.4, 5.9)","(8.5, 12.0, 10.375)","(7.0, 8.4, 8.237837837837837)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:34.048726,"(9.0, 12.5, 12.055555555555555)","(7.0, 13.0, 12.727272727272727)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.3868131868131868)","(3.9, 6.8, 5.9)","(8.5, 11.5, 11.107692307692307)","(7.0, 8.4, 8.237837837837837)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:35.866294,"(9.0, 12.5, 12.055555555555555)","(7.0, 13.0, 12.727272727272727)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.386516853932584)","(3.9, 6.8, 6.0285714285714285)","(8.5, 11.5, 11.107692307692307)","(7.0, 8.4, 8.237837837837837)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:37.735356,"(9.0, 12.5, 12.055555555555555)","(7.0, 13.0, 11.75)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.386516853932584)","(3.9, 6.8, 5.6)","(8.5, 11.5, 11.107692307692307)","(7.0, 8.4, 8.237837837837837)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:39.033354,"(9.0, 12.5, 12.071428571428571)","(7.0, 13.0, 11.75)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.386516853932584)","(3.9, 6.6, 5.6)","(8.5, 11.5, 11.107692307692307)","(7.0, 8.4, 8.237837837837837)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:40.244290,"(9.0, 12.5, 12.071428571428571)","(7.0, 13.0, 11.75)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.6)","(8.5, 11.5, 10.225000000000001)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:41.535495,"(9.0, 12.5, 11.40909090909091)","(7.0, 13.0, 12.722222222222221)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.6)","(8.5, 11.5, 10.225000000000001)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:42.829236,"(9.0, 12.5, 11.40909090909091)","(7.0, 13.0, 12.722222222222221)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.6)","(8.5, 11.5, 10.225000000000001)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:44.132927,"(9.0, 12.5, 11.40909090909091)","(7.0, 13.0, 12.722222222222221)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.6)","(8.5, 11.5, 10.225000000000001)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:45.346943,"(9.0, 12.5, 11.40909090909091)","(7.0, 13.0, 12.722222222222221)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.6)","(8.5, 11.5, 10.225000000000001)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:46.528198,"(9.0, 12.5, 11.40909090909091)","(7.0, 13.0, 12.722222222222221)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.6)","(8.5, 11.5, 10.225000000000001)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:47.794868,"(9.0, 12.5, 11.40909090909091)","(7.0, 13.0, 12.722222222222221)","(21.0, 70.0, 53.33333333333333)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.6)","(8.5, 11.5, 10.225000000000001)","(7.0, 8.4, 7.938461538461539)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:49.139658,"(9.0, 12.5, 11.40909090909091)","(7.0, 14.0, 12.0)","(21.0, 70.0, 66.15384615384616)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 6.518918918918919)","(8.5, 16.0, 14.889285714285714)","(7.0, 11.0, 10.2)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:50.438671,"(9.0, 12.5, 11.40909090909091)","(7.0, 14.0, 12.0)","(21.0, 70.0, 63.875)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.9)","(8.5, 15.5, 12.2)","(7.0, 10.5, 8.085714285714285)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:51.664259,"(9.0, 12.5, 11.40909090909091)","(7.0, 14.0, 12.0)","(21.0, 70.0, 63.875)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 5.9)","(8.5, 15.5, 11.428571428571429)","(7.0, 11.0, 8.428571428571429)","(101.0, 220.0, 172.0)"
08-01-2023 13:23:52.974475,"(9.0, 12.5, 11.40909090909091)","(7.0, 14.0, 12.266666666666667)","(21.0, 70.0, 63.875)","(2.15, 2.4, 2.2666666666666666)","(3.9, 6.6, 6.0)","(8.5, 15.0, 12.0)","(7.0, 10.5, 8.428571428571429)","(101.0, 220.0, 172.0)"
