,Lamont Bale,Caps Lock On,Rogue Temptation,Specter Litt,Hoppy Bob,Bigsy,Summer Daze,Jasper Bale
15-12-2022 15:27:43.200476,"(10.0, 21.0, 12.25)","(6.0, 10.5, 7.875)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 26.923076923076923)","(3.5, 5.5, 4.588888888888889)","(4.4, 8.4, 6.25)","(4.2, 6.6, 5.089655172413793)","(4.6, 6.6, 5.6)"
15-12-2022 15:27:44.171525,"(10.0, 21.0, 12.0)","(6.0, 10.5, 7.875)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 26.923076923076923)","(3.5, 5.5, 4.588888888888889)","(4.4, 6.8, 6.35)","(4.2, 6.4, 5.352941176470588)","(4.6, 6.4, 5.6000000000000005)"
15-12-2022 15:27:45.173674,"(10.0, 21.0, 12.0)","(6.0, 10.5, 9.2625)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.5, 4.46)","(4.4, 7.0, 6.35)","(4.2, 6.2, 5.352941176470588)","(4.6, 6.4, 5.6000000000000005)"
15-12-2022 15:27:46.167955,"(10.0, 21.0, 12.0)","(6.0, 10.5, 9.2625)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 26.4)","(3.5, 5.5, 4.46)","(4.4, 7.0, 6.35)","(4.2, 6.2, 5.352941176470588)","(4.6, 6.4, 5.6000000000000005)"
15-12-2022 15:27:47.202327,"(10.0, 21.0, 12.0)","(6.0, 10.5, 8.353846153846154)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.5, 4.143478260869565)","(4.4, 7.0, 6.133333333333334)","(4.2, 6.2, 4.904761904761904)","(4.6, 6.4, 5.221052631578948)"
15-12-2022 15:27:48.254913,"(10.0, 21.0, 15.923076923076923)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.5, 4.143478260869565)","(4.4, 7.0, 6.266666666666667)","(4.2, 6.2, 5.219230769230769)","(4.6, 6.4, 5.445454545454545)"
15-12-2022 15:27:49.285009,"(10.0, 21.0, 12.428571428571429)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.5, 4.143478260869565)","(4.4, 7.0, 6.266666666666667)","(4.2, 6.2, 5.219230769230769)","(4.6, 6.4, 5.445454545454545)"
15-12-2022 15:27:50.312214,"(10.0, 21.0, 12.428571428571429)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.359375)","(4.4, 7.0, 6.266666666666667)","(4.2, 6.2, 5.006818181818182)","(4.6, 6.4, 5.622222222222223)"
15-12-2022 15:27:51.357153,"(10.0, 21.0, 12.428571428571429)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.359375)","(4.4, 7.0, 6.066666666666666)","(4.2, 6.2, 5.172727272727273)","(4.6, 6.4, 5.622222222222223)"
15-12-2022 15:27:52.393921,"(10.0, 21.0, 12.428571428571429)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.153846153846154)","(4.4, 7.0, 6.236363636363636)","(4.2, 6.0, 5.065217391304348)","(4.6, 6.4, 5.368421052631579)"
15-12-2022 15:27:53.464925,"(10.0, 21.0, 12.428571428571429)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.415625)","(4.4, 7.0, 6.133333333333334)","(4.2, 5.9, 5.065217391304348)","(4.6, 6.4, 5.368421052631579)"
15-12-2022 15:27:54.528355,"(10.0, 21.0, 17.0)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.415625)","(4.4, 7.0, 6.133333333333334)","(4.2, 5.9, 5.065217391304348)","(4.6, 6.4, 5.368421052631579)"
15-12-2022 15:27:55.539373,"(10.0, 21.0, 17.0)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.415625)","(4.4, 7.0, 6.133333333333334)","(4.2, 5.9, 5.065217391304348)","(4.6, 6.4, 5.368421052631579)"
15-12-2022 15:27:56.556478,"(10.0, 21.0, 17.0)","(6.0, 10.5, 9.031578947368422)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.415625)","(4.4, 7.0, 6.181818181818182)","(4.2, 5.9, 4.58235294117647)","(4.6, 6.4, 5.65)"
15-12-2022 15:27:57.644185,"(10.0, 21.0, 16.615384615384613)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.471875)","(4.4, 7.0, 6.236363636363636)","(4.2, 5.9, 4.824137931034483)","(4.6, 6.4, 5.442105263157894)"
15-12-2022 15:27:58.626019,"(10.0, 21.0, 17.142857142857142)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 30.833333333333332)","(3.5, 5.4, 4.654166666666667)","(4.4, 7.0, 6.236363636363636)","(4.2, 5.9, 5.199999999999999)","(4.6, 6.4, 5.442105263157894)"
15-12-2022 15:27:59.648688,"(10.0, 21.0, 17.142857142857142)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 40.0, 28.266666666666666)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 6.133333333333334)","(4.2, 5.8, 4.95)","(4.6, 6.4, 5.442105263157894)"
15-12-2022 15:28:00.722966,"(10.0, 21.0, 17.142857142857142)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.428125)","(4.4, 7.0, 6.133333333333334)","(4.2, 5.7, 4.95)","(4.6, 6.4, 5.466666666666667)"
15-12-2022 15:28:01.710437,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.428125)","(4.4, 7.0, 5.714285714285714)","(4.2, 5.7, 4.95)","(4.6, 6.2, 5.4)"
15-12-2022 15:28:02.707595,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.428125)","(4.4, 7.0, 6.236363636363636)","(4.2, 5.7, 4.95)","(4.6, 6.2, 5.466666666666667)"
15-12-2022 15:28:03.760120,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 6.0375)","(4.2, 5.7, 4.95)","(4.6, 6.2, 5.466666666666667)"
15-12-2022 15:28:04.792734,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 5.9437500000000005)","(4.2, 5.7, 4.95)","(4.6, 6.2, 5.466666666666667)"
15-12-2022 15:28:05.796717,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 5.9437500000000005)","(4.2, 5.7, 4.95)","(4.6, 6.2, 5.466666666666667)"
15-12-2022 15:28:06.817600,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.428125)","(4.4, 7.0, 5.9437500000000005)","(4.2, 5.7, 4.575)","(4.6, 6.2, 5.654545454545454)"
15-12-2022 15:28:07.858380,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.428125)","(4.4, 7.0, 5.9437500000000005)","(4.2, 5.7, 4.575)","(4.6, 6.2, 5.654545454545454)"
15-12-2022 15:28:08.898590,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 6.133333333333333)","(4.2, 5.7, 4.875)","(4.6, 6.2, 5.7555555555555555)"
15-12-2022 15:28:09.956313,"(10.0, 21.0, 17.142857142857142)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 6.133333333333333)","(4.2, 5.7, 4.875)","(4.6, 6.2, 5.7555555555555555)"
15-12-2022 15:28:10.950142,"(10.0, 21.0, 17.142857142857142)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 28.285714285714285)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 6.133333333333333)","(4.2, 5.7, 4.875)","(4.6, 6.2, 5.7555555555555555)"
15-12-2022 15:28:11.931060,"(10.0, 21.0, 17.142857142857142)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 28.285714285714285)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 6.133333333333333)","(4.2, 5.7, 4.875)","(4.6, 6.2, 5.7555555555555555)"
15-12-2022 15:28:12.893455,"(10.0, 21.0, 17.142857142857142)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 28.285714285714285)","(3.5, 5.3, 4.1375)","(4.4, 7.0, 6.133333333333333)","(4.2, 5.7, 4.875)","(4.6, 6.2, 5.788235294117647)"
15-12-2022 15:28:13.908738,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 9.65)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.2, 4.1125)","(4.4, 7.0, 6.1875)","(4.2, 5.7, 5.0181818181818185)","(4.6, 6.4, 5.882352941176471)"
15-12-2022 15:28:14.938256,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 9.65)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.2, 4.1125)","(4.4, 7.0, 6.3500000000000005)","(4.2, 5.7, 5.0181818181818185)","(4.6, 6.4, 5.882352941176471)"
15-12-2022 15:28:15.986725,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 9.65)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 29.200000000000003)","(3.5, 5.2, 4.1125)","(4.4, 7.0, 6.3500000000000005)","(4.2, 5.7, 5.0181818181818185)","(4.6, 6.4, 5.882352941176471)"
15-12-2022 15:28:17.051016,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 9.65)","(61.0, 550.0, 468.3673469387755)","(19.0, 42.0, 33.07692307692308)","(3.5, 5.2, 4.118181818181818)","(4.4, 7.0, 6.4944444444444445)","(4.2, 5.7, 4.817647058823529)","(4.6, 6.4, 5.527272727272727)"
15-12-2022 15:28:18.141551,"(10.0, 21.0, 18.545454545454547)","(6.0, 11.0, 9.65)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.1, 4.38)","(4.4, 7.0, 5.9437500000000005)","(4.2, 5.7, 4.817647058823529)","(4.6, 6.4, 5.430769230769231)"
15-12-2022 15:28:19.205087,"(10.0, 21.0, 18.545454545454547)","(6.0, 11.0, 9.65)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.1, 4.38)","(4.4, 7.0, 6.290909090909091)","(4.2, 5.7, 5.086363636363636)","(4.6, 6.2, 5.65)"
15-12-2022 15:28:20.259366,"(10.0, 21.0, 18.545454545454547)","(6.0, 11.0, 9.65)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.1, 4.118181818181818)","(4.4, 7.0, 6.290909090909091)","(4.2, 5.7, 5.086363636363636)","(4.6, 6.0, 5.65)"
15-12-2022 15:28:21.337614,"(10.0, 21.0, 18.545454545454547)","(6.0, 11.0, 9.65)","(61.0, 550.0, 527.2727272727273)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.1, 4.118181818181818)","(4.4, 7.0, 6.290909090909091)","(4.2, 5.7, 5.086363636363636)","(4.6, 6.0, 5.65)"
15-12-2022 15:28:22.369617,"(10.0, 21.0, 18.545454545454547)","(6.0, 11.0, 9.65)","(61.0, 550.0, 527.2727272727273)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.1, 4.0625)","(4.4, 7.0, 6.08235294117647)","(4.2, 5.7, 4.863636363636363)","(4.6, 6.0, 5.333333333333334)"
15-12-2022 15:28:23.403692,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 9.65)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.296875)","(4.4, 7.0, 6.31904761904762)","(4.2, 5.6, 4.863636363636363)","(4.6, 6.0, 5.470588235294118)"
15-12-2022 15:28:24.461461,"(10.0, 20.0, 16.57142857142857)","(6.0, 11.0, 9.65)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.205555555555556)","(4.2, 5.6, 5.1499999999999995)","(4.6, 6.0, 5.533333333333333)"
15-12-2022 15:28:25.452938,"(10.0, 20.0, 16.53846153846154)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.205555555555556)","(4.2, 5.6, 5.1499999999999995)","(4.6, 6.0, 5.533333333333333)"
15-12-2022 15:28:26.487655,"(10.0, 20.0, 16.5)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.205555555555556)","(4.2, 5.6, 5.1499999999999995)","(4.6, 6.0, 5.533333333333333)"
15-12-2022 15:28:27.514148,"(10.0, 20.0, 16.5)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.205555555555556)","(4.2, 5.6, 5.1499999999999995)","(4.6, 6.0, 5.533333333333333)"
15-12-2022 15:28:28.542275,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.08235294117647)","(4.2, 5.6, 4.863636363636363)","(4.6, 6.0, 5.55)"
15-12-2022 15:28:29.572839,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.08235294117647)","(4.2, 5.6, 4.863636363636363)","(4.6, 6.0, 5.55)"
15-12-2022 15:28:30.603112,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.205555555555556)","(4.2, 5.6, 4.863636363636363)","(4.6, 6.0, 5.233333333333333)"
15-12-2022 15:28:31.588642,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.205555555555556)","(4.2, 5.6, 5.085714285714285)","(4.6, 5.9, 5.5)"
15-12-2022 15:28:32.672426,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.205555555555556)","(4.2, 5.6, 5.085714285714285)","(4.6, 5.9, 5.5)"
15-12-2022 15:28:33.742328,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 7.0, 6.4625)","(4.2, 5.6, 5.085714285714285)","(4.6, 5.9, 5.5)"
15-12-2022 15:28:34.808262,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 6.8, 6.371428571428571)","(4.2, 5.6, 4.61)","(4.6, 5.9, 5.233333333333333)"
15-12-2022 15:28:35.899462,"(10.0, 21.0, 18.333333333333332)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.0625)","(4.4, 6.8, 6.35)","(4.2, 5.6, 5.0375)","(4.6, 5.9, 5.433333333333334)"
15-12-2022 15:28:36.980408,"(10.0, 20.0, 16.5)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.390909090909091)","(4.2, 5.6, 4.869230769230769)","(4.6, 5.9, 5.7250000000000005)"
15-12-2022 15:28:38.055396,"(10.0, 20.0, 17.0)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.390909090909091)","(4.2, 5.6, 4.869230769230769)","(4.6, 5.9, 5.7250000000000005)"
15-12-2022 15:28:39.160414,"(10.0, 20.0, 16.0)","(6.0, 11.0, 10.672727272727272)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.390909090909091)","(4.2, 5.6, 5.2299999999999995)","(4.6, 5.9, 5.7250000000000005)"
15-12-2022 15:28:40.243122,"(10.0, 20.0, 16.0)","(6.0, 11.0, 10.690909090909091)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.484210526315789)","(4.2, 5.5, 4.96)","(4.6, 5.9, 5.6000000000000005)"
15-12-2022 15:28:41.338989,"(10.0, 21.0, 17.5)","(6.0, 11.0, 10.690909090909091)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.484210526315789)","(4.2, 5.5, 4.96)","(4.6, 5.9, 5.800000000000001)"
15-12-2022 15:28:42.354255,"(10.0, 21.0, 17.5)","(6.0, 11.0, 10.690909090909091)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.484210526315789)","(4.2, 5.5, 5.2)","(4.6, 5.9, 5.675)"
15-12-2022 15:28:43.453938,"(10.0, 21.0, 17.5)","(6.0, 11.0, 10.690909090909091)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.390909090909091)","(4.2, 5.5, 5.2)","(4.6, 5.9, 5.675)"
15-12-2022 15:28:44.556159,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.390909090909091)","(4.2, 5.5, 5.2)","(4.6, 5.9, 5.7125)"
15-12-2022 15:28:45.552219,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.390909090909091)","(4.2, 5.5, 5.2)","(4.6, 5.9, 5.7125)"
15-12-2022 15:28:46.561612,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.07692307692308)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.484210526315789)","(4.2, 5.5, 4.96)","(4.6, 5.9, 5.7125)"
15-12-2022 15:28:47.912500,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 46.0, 33.166666666666664)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.35)","(4.2, 5.5, 4.95)","(4.6, 5.9, 5.790909090909091)"
15-12-2022 15:28:49.214123,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.4)","(4.2, 5.4, 4.95)","(4.6, 5.9, 5.790909090909091)"
15-12-2022 15:28:50.396985,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.557575757575758)","(4.2, 5.4, 4.95)","(4.6, 5.9, 5.790909090909091)"
15-12-2022 15:28:51.644769,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.613333333333333)","(4.2, 5.4, 4.745454545454545)","(4.6, 5.9, 5.733333333333333)"
15-12-2022 15:28:52.825641,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.2, 5.4, 4.95)","(4.6, 5.9, 5.6)"
15-12-2022 15:28:53.930039,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.2, 5.4, 4.95)","(4.6, 5.9, 5.6)"
15-12-2022 15:28:55.175089,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.2, 5.4, 4.95)","(4.6, 5.9, 5.6)"
15-12-2022 15:28:56.339177,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.613333333333333)","(4.2, 5.4, 4.745454545454545)","(4.6, 5.9, 5.6)"
15-12-2022 15:28:57.477525,"(10.0, 21.0, 17.0)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.578947368421055)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.2, 5.4, 5.0)","(4.6, 5.9, 5.825)"
15-12-2022 15:28:58.816088,"(10.0, 21.0, 15.666666666666666)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 25.583333333333332)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 5.9, 5.825)"
15-12-2022 15:29:00.033796,"(10.0, 21.0, 15.666666666666666)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 25.583333333333332)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 5.9, 5.825)"
15-12-2022 15:29:01.210192,"(10.0, 20.0, 15.333333333333334)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 25.583333333333332)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.613333333333333)","(4.0, 5.3, 4.727272727272727)","(4.6, 5.9, 5.64)"
15-12-2022 15:29:02.265183,"(10.0, 20.0, 15.333333333333334)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 25.583333333333332)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 6.2, 6.022222222222222)"
15-12-2022 15:29:03.320750,"(10.0, 20.0, 15.333333333333334)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 25.583333333333332)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 6.2, 6.022222222222222)"
15-12-2022 15:29:04.391635,"(10.0, 20.0, 15.333333333333334)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 25.583333333333332)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 6.2, 6.022222222222222)"
15-12-2022 15:29:05.554719,"(10.0, 20.0, 15.333333333333334)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 25.583333333333332)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.613333333333333)","(4.0, 5.3, 4.914285714285715)","(4.6, 6.2, 5.890909090909091)"
15-12-2022 15:29:06.711852,"(10.0, 21.0, 15.666666666666666)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 27.326923076923077)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.613333333333333)","(4.0, 5.3, 4.727272727272727)","(4.6, 6.0, 5.7)"
15-12-2022 15:29:07.849008,"(10.0, 21.0, 15.666666666666666)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 29.428571428571427)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 6.0, 5.781818181818181)"
15-12-2022 15:29:08.988694,"(10.0, 21.0, 15.666666666666666)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 29.428571428571427)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 6.0, 5.781818181818181)"
15-12-2022 15:29:10.079096,"(10.0, 21.0, 15.666666666666666)","(6.0, 11.0, 10.32)","(61.0, 550.0, 538.0952380952381)","(19.0, 44.0, 29.428571428571427)","(3.5, 5.0, 4.285714285714286)","(4.4, 6.8, 6.45)","(4.0, 5.3, 4.914285714285715)","(4.6, 6.0, 5.781818181818181)"
