,Bethencourt,Five Crowns,Momack,Shaka Rock,Galaxy Belle,Awesome Lad,Diva Bella,Showtime Lady,Oakfield Prince,Sonic Tycoon,Burning Need,La Jolie Fille,Ella Te Ama,Izfallingdown,Tornado Light
15-12-2022 15:48:42.486812,"(4.4, 6.4, 6.380769230769231)","(21.0, 30.0, 29.076923076923077)","(12.0, 15.5, 15.0)","(31.0, 60.0, 59.72222222222222)","(6.5, 8.4, 8.332203389830509)","(6.5, 8.4, 8.333333333333334)","(19.0, 26.0, 24.0)","(12.0, 14.5, 13.857142857142858)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.549382716049383)","(31.0, 46.0, 43.5)","(11.0, 14.0, 13.75)","(71.0, 120.0, 118.46153846153847)","(101.0, 420.0, 360.0)"
15-12-2022 15:48:43.970873,"(4.4, 6.4, 6.36969696969697)","(21.0, 30.0, 29.076923076923077)","(12.0, 15.5, 15.0)","(31.0, 60.0, 59.72222222222222)","(6.5, 8.4, 8.332203389830509)","(6.5, 8.4, 8.333333333333334)","(19.0, 26.0, 24.0)","(12.0, 14.5, 13.857142857142858)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.549382716049383)","(31.0, 46.0, 43.5)","(11.0, 14.0, 13.75)","(71.0, 120.0, 118.46153846153847)","(101.0, 420.0, 360.0)"
15-12-2022 15:48:45.598997,"(4.4, 6.4, 6.36969696969697)","(21.0, 30.0, 29.083333333333332)","(12.0, 15.5, 15.2)","(31.0, 60.0, 59.72222222222222)","(6.5, 8.4, 8.268493150684932)","(6.5, 8.4, 8.333333333333334)","(19.0, 26.0, 24.0)","(12.0, 14.5, 13.857142857142858)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.549382716049383)","(31.0, 46.0, 43.5)","(11.0, 14.0, 14.404761904761905)","(71.0, 120.0, 118.46153846153847)","(101.0, 420.0, 360.0)"
15-12-2022 15:48:47.077244,"(4.4, 6.4, 6.356521739130435)","(21.0, 30.0, 29.083333333333332)","(12.0, 16.0, 14.615384615384615)","(31.0, 60.0, 59.72222222222222)","(6.5, 8.4, 8.316417910447761)","(6.5, 8.4, 8.333333333333334)","(19.0, 26.0, 24.0)","(12.0, 14.5, 13.461538461538462)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.549382716049383)","(31.0, 46.0, 43.5)","(11.0, 14.5, 14.382352941176471)","(71.0, 120.0, 118.46153846153847)","(101.0, 420.0, 360.0)"
15-12-2022 15:48:48.627796,"(4.4, 6.4, 6.356521739130435)","(21.0, 30.0, 29.083333333333332)","(12.0, 16.0, 14.615384615384615)","(31.0, 60.0, 59.72222222222222)","(6.5, 8.4, 8.316417910447761)","(6.5, 8.4, 8.333333333333334)","(19.0, 26.0, 24.428571428571427)","(12.0, 14.5, 14.228915662650602)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.549382716049383)","(31.0, 46.0, 43.5)","(11.0, 14.5, 13.75)","(71.0, 120.0, 118.46153846153847)","(101.0, 420.0, 413.3333333333333)"
15-12-2022 15:48:50.176492,"(4.4, 6.4, 6.356521739130435)","(21.0, 30.0, 29.083333333333332)","(12.0, 15.5, 14.857142857142858)","(31.0, 60.0, 59.72222222222222)","(6.5, 8.4, 8.316417910447761)","(6.5, 8.4, 8.333333333333334)","(19.0, 25.0, 24.428571428571427)","(12.0, 14.5, 14.228915662650602)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.549382716049383)","(31.0, 46.0, 43.5)","(11.0, 14.0, 13.75)","(71.0, 120.0, 116.11111111111111)","(101.0, 470.0, 375.0)"
15-12-2022 15:48:51.685522,"(4.6, 6.4, 6.356521739130435)","(21.0, 30.0, 29.083333333333332)","(12.0, 15.5, 14.857142857142858)","(31.0, 60.0, 59.72222222222222)","(6.5, 8.4, 8.36551724137931)","(6.5, 8.4, 8.333333333333334)","(19.0, 25.0, 24.428571428571427)","(12.0, 14.5, 14.125)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.549382716049383)","(31.0, 46.0, 43.5)","(11.0, 14.0, 13.75)","(71.0, 120.0, 116.11111111111111)","(101.0, 450.0, 375.0)"
15-12-2022 15:48:53.244242,"(4.6, 6.4, 6.356521739130435)","(21.0, 30.0, 29.083333333333332)","(12.0, 15.5, 14.857142857142858)","(31.0, 60.0, 59.6875)","(6.5, 8.4, 8.36551724137931)","(6.5, 8.4, 8.333333333333334)","(19.0, 25.0, 24.428571428571427)","(12.0, 14.5, 14.125)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.958333333333334)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.0, 13.863636363636363)","(71.0, 120.0, 113.0)","(101.0, 450.0, 365.0)"
15-12-2022 15:48:54.803493,"(4.6, 6.4, 6.362962962962963)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.0)","(31.0, 60.0, 59.6875)","(6.5, 8.4, 8.36551724137931)","(6.5, 8.4, 8.333333333333334)","(19.0, 25.0, 24.428571428571427)","(12.0, 14.5, 14.125)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.81578947368421)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.0, 13.863636363636363)","(71.0, 120.0, 113.0)","(101.0, 430.0, 365.0)"
15-12-2022 15:48:56.311163,"(4.6, 6.4, 6.362962962962963)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.0)","(31.0, 60.0, 59.6875)","(6.5, 8.4, 8.36551724137931)","(6.5, 8.4, 8.333333333333334)","(19.0, 25.0, 23.857142857142858)","(12.0, 14.5, 13.774193548387096)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.9125)","(10.0, 12.5, 11.934782608695652)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.0, 14.2)","(71.0, 120.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:48:57.864647,"(4.6, 6.4, 6.362962962962963)","(21.0, 30.0, 29.5)","(12.0, 16.0, 15.2)","(31.0, 60.0, 59.6875)","(6.5, 8.4, 8.378571428571428)","(6.5, 8.4, 8.32857142857143)","(19.0, 26.0, 23.857142857142858)","(12.0, 14.5, 13.875)","(31.0, 36.0, 35.142857142857146)","(6.5, 8.0, 7.345945945945946)","(10.0, 12.5, 11.934782608695652)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.5, 14.2)","(71.0, 110.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:48:59.387011,"(4.6, 6.4, 6.362962962962963)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.2)","(31.0, 60.0, 59.6875)","(6.5, 8.4, 8.318367346938775)","(6.5, 8.4, 8.33939393939394)","(19.0, 26.0, 23.857142857142858)","(12.0, 14.5, 13.875)","(31.0, 36.0, 35.142857142857146)","(6.5, 7.6, 7.345945945945946)","(10.0, 12.5, 11.934782608695652)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.5, 14.2)","(71.0, 110.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:00.848118,"(4.6, 6.4, 6.362962962962963)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.2)","(31.0, 60.0, 59.6875)","(6.5, 8.6, 8.354545454545454)","(6.5, 8.4, 8.33939393939394)","(19.0, 26.0, 23.857142857142858)","(12.0, 14.5, 13.521739130434783)","(31.0, 36.0, 35.142857142857146)","(6.5, 7.6, 7.266666666666667)","(10.0, 12.5, 11.934782608695652)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.5, 14.2)","(71.0, 110.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:02.370882,"(4.6, 6.4, 6.247826086956522)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.2)","(31.0, 60.0, 59.6875)","(6.5, 8.6, 8.354545454545454)","(6.5, 8.4, 8.33939393939394)","(19.0, 26.0, 23.857142857142858)","(12.0, 14.5, 13.521739130434783)","(31.0, 36.0, 35.142857142857146)","(6.5, 7.6, 7.266666666666667)","(10.0, 12.5, 11.934782608695652)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.5, 14.2)","(71.0, 110.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:03.843176,"(4.6, 6.4, 6.247826086956522)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.2)","(31.0, 60.0, 59.6875)","(6.5, 8.6, 8.354545454545454)","(6.5, 8.4, 8.33939393939394)","(19.0, 26.0, 23.857142857142858)","(12.0, 14.5, 13.797297297297296)","(31.0, 36.0, 35.142857142857146)","(6.5, 7.6, 7.222641509433962)","(10.0, 12.5, 11.934782608695652)","(31.0, 46.0, 42.82539682539682)","(11.0, 14.5, 14.2)","(71.0, 110.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:05.365318,"(4.6, 6.4, 6.275)","(21.0, 30.0, 29.5)","(12.0, 16.0, 14.772727272727273)","(31.0, 60.0, 59.6875)","(6.5, 8.6, 8.354545454545454)","(6.5, 8.4, 8.33939393939394)","(19.0, 25.0, 24.333333333333332)","(12.0, 14.5, 13.797297297297296)","(31.0, 36.0, 35.142857142857146)","(6.5, 7.6, 7.224489795918367)","(10.0, 12.5, 11.77027027027027)","(31.0, 46.0, 42.82539682539682)","(11.0, 13.5, 13.485294117647058)","(71.0, 110.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:06.880819,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 16.0, 14.772727272727273)","(31.0, 60.0, 59.6875)","(6.5, 8.6, 8.354545454545454)","(6.5, 8.4, 8.33939393939394)","(19.0, 25.0, 24.333333333333332)","(12.0, 14.5, 13.842105263157894)","(31.0, 36.0, 35.142857142857146)","(6.5, 7.6, 7.344444444444444)","(10.0, 12.5, 11.625)","(31.0, 46.0, 44.68421052631579)","(11.0, 13.5, 12.166666666666666)","(71.0, 110.0, 109.28571428571429)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:08.410469,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 16.0, 14.772727272727273)","(31.0, 75.0, 68.23529411764706)","(6.0, 8.2, 8.0337899543379)","(6.5, 8.4, 8.33939393939394)","(19.0, 25.0, 24.77777777777778)","(12.0, 14.0, 13.707317073170731)","(31.0, 36.0, 35.6)","(6.5, 7.6, 7.449999999999999)","(10.0, 12.0, 11.625)","(31.0, 46.0, 44.68421052631579)","(11.0, 13.5, 12.166666666666666)","(71.0, 110.0, 109.47368421052632)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:09.939121,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 16.0, 15.0)","(31.0, 70.0, 68.23529411764706)","(6.0, 8.2, 8.0337899543379)","(6.5, 8.4, 8.33939393939394)","(19.0, 25.0, 24.77777777777778)","(12.0, 14.0, 13.707317073170731)","(31.0, 36.0, 35.6)","(6.5, 7.6, 7.449999999999999)","(10.0, 12.0, 11.625)","(31.0, 46.0, 44.68421052631579)","(11.0, 13.5, 12.166666666666666)","(71.0, 110.0, 109.47368421052632)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:11.449281,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 16.0, 15.0)","(31.0, 70.0, 68.23529411764706)","(6.0, 8.2, 8.04378698224852)","(6.5, 8.4, 8.33939393939394)","(19.0, 25.0, 24.77777777777778)","(12.0, 14.0, 13.707317073170731)","(31.0, 36.0, 35.6)","(6.5, 7.6, 7.349367088607595)","(10.0, 12.0, 11.294820717131474)","(31.0, 46.0, 44.214285714285715)","(11.0, 13.5, 12.166666666666666)","(71.0, 110.0, 109.47368421052632)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:12.948476,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 16.0, 15.166666666666666)","(31.0, 70.0, 59.411764705882355)","(6.0, 8.2, 8.054945054945055)","(6.5, 8.4, 8.33939393939394)","(19.0, 25.0, 26.666666666666668)","(12.0, 14.0, 13.76)","(31.0, 36.0, 35.6)","(6.5, 7.4, 7.349367088607595)","(10.0, 12.0, 11.294820717131474)","(31.0, 46.0, 44.214285714285715)","(11.0, 13.5, 13.6)","(71.0, 110.0, 109.47368421052632)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:14.475196,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.166666666666666)","(31.0, 60.0, 59.5)","(6.0, 8.2, 8.054945054945055)","(6.5, 8.4, 8.33939393939394)","(19.0, 27.0, 26.666666666666668)","(12.0, 14.0, 13.76)","(31.0, 36.0, 35.6)","(6.5, 7.4, 7.349367088607595)","(10.0, 12.0, 11.294820717131474)","(31.0, 46.0, 44.214285714285715)","(11.0, 14.0, 13.6)","(71.0, 110.0, 109.47368421052632)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:16.054791,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.0)","(31.0, 60.0, 59.5)","(6.0, 8.2, 8.054945054945055)","(6.5, 8.4, 8.33939393939394)","(19.0, 27.0, 26.666666666666668)","(12.0, 14.0, 13.76)","(31.0, 36.0, 35.6)","(6.5, 7.4, 7.349367088607595)","(10.0, 12.0, 11.294820717131474)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.333333333333334)","(71.0, 110.0, 109.47368421052632)","(101.0, 430.0, 365.0)"
15-12-2022 15:49:17.541435,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.0)","(31.0, 60.0, 59.5)","(6.0, 8.2, 8.144927536231883)","(6.5, 8.4, 8.33939393939394)","(19.0, 27.0, 24.864864864864863)","(12.0, 14.0, 13.76)","(31.0, 36.0, 35.6)","(6.5, 7.4, 7.349367088607595)","(10.0, 12.0, 11.294820717131474)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.333333333333334)","(71.0, 110.0, 109.47368421052632)","(101.0, 430.0, 360.0)"
15-12-2022 15:49:19.117735,"(4.6, 6.4, 6.272727272727273)","(21.0, 30.0, 29.5)","(12.0, 15.5, 15.0)","(31.0, 60.0, 59.73684210526316)","(6.0, 8.0, 7.971851851851852)","(6.5, 8.4, 8.33939393939394)","(19.0, 28.0, 24.864864864864863)","(12.0, 14.0, 13.612903225806452)","(31.0, 36.0, 34.76923076923077)","(6.5, 7.4, 7.349367088607595)","(10.0, 12.0, 11.294820717131474)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.333333333333334)","(71.0, 110.0, 107.5)","(101.0, 420.0, 355.0)"
15-12-2022 15:49:20.642600,"(4.6, 6.4, 6.324528301886793)","(21.0, 30.0, 29.076923076923077)","(12.0, 15.5, 14.764705882352942)","(31.0, 60.0, 66.81818181818181)","(6.0, 8.0, 7.972463768115942)","(6.5, 8.4, 8.316129032258065)","(19.0, 28.0, 26.4)","(12.0, 14.0, 13.555555555555555)","(31.0, 36.0, 34.64)","(6.5, 7.4, 7.35609756097561)","(10.0, 12.0, 11.532432432432433)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.772727272727273)","(71.0, 110.0, 107.3913043478261)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:22.176553,"(4.6, 6.4, 6.323076923076924)","(21.0, 32.0, 30.2)","(12.0, 16.0, 14.764705882352942)","(31.0, 75.0, 66.81818181818181)","(6.0, 8.0, 7.972463768115942)","(6.5, 8.6, 8.379999999999999)","(19.0, 27.0, 26.4)","(12.0, 14.0, 13.555555555555555)","(31.0, 36.0, 34.64)","(6.5, 7.6, 7.35609756097561)","(10.0, 12.0, 11.530150753768844)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.772727272727273)","(71.0, 110.0, 106.66666666666667)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:23.683148,"(4.6, 6.4, 6.323076923076924)","(21.0, 32.0, 30.2)","(13.0, 16.0, 14.764705882352942)","(31.0, 70.0, 69.0)","(6.0, 8.0, 7.988888888888889)","(6.5, 8.6, 8.379999999999999)","(20.0, 27.0, 26.4)","(12.0, 14.0, 13.555555555555555)","(31.0, 36.0, 34.64)","(6.5, 7.6, 7.35609756097561)","(10.0, 12.0, 11.530150753768844)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.772727272727273)","(71.0, 110.0, 106.66666666666667)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:25.235452,"(4.6, 6.4, 6.323076923076924)","(21.0, 32.0, 30.2)","(13.0, 16.0, 14.909090909090908)","(31.0, 70.0, 69.0)","(6.0, 8.0, 7.988888888888889)","(6.5, 8.6, 8.379999999999999)","(20.0, 27.0, 26.4)","(12.0, 14.0, 13.555555555555555)","(31.0, 36.0, 34.64)","(6.5, 7.6, 7.35609756097561)","(10.0, 11.5, 11.420454545454545)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.772727272727273)","(71.0, 110.0, 106.66666666666667)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:26.709545,"(4.6, 6.4, 6.323076923076924)","(21.0, 32.0, 30.2)","(13.0, 16.0, 14.909090909090908)","(31.0, 65.0, 59.11764705882353)","(6.0, 8.0, 7.988888888888889)","(6.5, 8.6, 8.379999999999999)","(20.0, 27.0, 25.6)","(12.0, 14.0, 13.555555555555555)","(31.0, 36.0, 34.64)","(6.5, 7.6, 7.35609756097561)","(10.0, 12.0, 11.558823529411764)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.95)","(71.0, 110.0, 106.66666666666667)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:28.188171,"(4.6, 6.4, 6.323076923076924)","(21.0, 32.0, 30.2)","(13.0, 16.0, 14.909090909090908)","(31.0, 60.0, 59.11764705882353)","(6.0, 8.0, 7.988888888888889)","(6.5, 8.6, 8.379999999999999)","(20.0, 26.0, 25.6)","(12.0, 14.0, 13.555555555555555)","(31.0, 36.0, 34.64)","(6.5, 7.6, 7.305882352941176)","(10.0, 12.0, 11.543478260869565)","(31.0, 46.0, 44.4)","(11.0, 14.0, 13.95)","(71.0, 110.0, 106.66666666666667)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:29.728397,"(4.6, 6.4, 6.311111111111112)","(21.0, 32.0, 30.434782608695652)","(13.0, 16.0, 15.368421052631579)","(31.0, 60.0, 59.333333333333336)","(6.0, 8.0, 7.82)","(6.5, 8.6, 8.348571428571429)","(20.0, 26.0, 25.5)","(12.0, 14.0, 12.565217391304348)","(31.0, 36.0, 34.64)","(6.5, 7.6, 7.305882352941176)","(10.0, 12.0, 11.566115702479339)","(31.0, 46.0, 44.4)","(11.0, 14.0, 12.629032258064516)","(71.0, 110.0, 106.66666666666667)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:31.203806,"(4.6, 6.8, 6.654545454545454)","(21.0, 32.0, 30.434782608695652)","(13.0, 16.0, 15.368421052631579)","(31.0, 60.0, 59.333333333333336)","(6.0, 8.0, 7.82)","(6.5, 8.6, 8.348571428571429)","(20.0, 26.0, 25.5)","(12.0, 13.0, 12.578947368421053)","(31.0, 36.0, 34.81481481481482)","(6.5, 7.6, 7.391666666666667)","(10.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.42622950819672)","(11.0, 13.0, 12.71875)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:32.720209,"(4.6, 6.8, 6.654545454545454)","(21.0, 32.0, 30.5)","(13.0, 16.0, 15.428571428571429)","(31.0, 70.0, 66.66666666666667)","(6.0, 7.8, 7.567164179104478)","(6.5, 8.6, 8.374358974358973)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.578947368421053)","(31.0, 36.0, 34.81481481481482)","(6.5, 7.6, 7.391666666666667)","(10.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.42622950819672)","(11.0, 13.0, 12.71875)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:34.292097,"(4.6, 6.8, 6.654545454545454)","(21.0, 32.0, 30.5)","(13.0, 16.0, 15.428571428571429)","(31.0, 70.0, 67.85714285714286)","(6.0, 7.8, 7.567164179104478)","(6.5, 8.6, 8.374358974358973)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.578947368421053)","(31.0, 36.0, 33.46938775510204)","(6.5, 7.6, 7.391666666666667)","(10.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.18867924528302)","(11.0, 13.0, 12.71875)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:35.782505,"(4.6, 6.8, 6.654545454545454)","(21.0, 32.0, 30.5)","(13.0, 15.0, 14.607142857142858)","(31.0, 70.0, 67.85714285714286)","(6.0, 7.8, 7.654545454545454)","(6.5, 8.6, 8.374358974358973)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.578947368421053)","(31.0, 34.0, 33.422222222222224)","(6.5, 7.6, 7.391666666666667)","(10.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.285714285714285)","(11.0, 13.0, 12.71875)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:37.315568,"(4.6, 6.8, 6.654545454545454)","(21.0, 32.0, 30.5)","(13.0, 15.0, 14.607142857142858)","(31.0, 70.0, 63.0)","(6.0, 7.8, 7.703030303030303)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.578947368421053)","(31.0, 34.0, 33.422222222222224)","(6.5, 7.6, 7.387755102040816)","(10.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.285714285714285)","(11.0, 13.0, 12.71875)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:38.851354,"(4.6, 6.8, 6.647619047619048)","(21.0, 32.0, 30.607142857142858)","(13.0, 15.0, 14.607142857142858)","(31.0, 65.0, 63.0)","(6.0, 7.8, 7.703030303030303)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.578947368421053)","(31.0, 34.0, 33.422222222222224)","(6.5, 7.6, 7.5687500000000005)","(10.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.285714285714285)","(11.0, 13.0, 12.71875)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:40.352746,"(4.6, 6.8, 6.647619047619048)","(21.0, 32.0, 30.607142857142858)","(13.0, 15.0, 14.607142857142858)","(31.0, 65.0, 63.0)","(6.0, 7.8, 7.703030303030303)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.578947368421053)","(31.0, 34.0, 33.422222222222224)","(6.5, 8.0, 7.5687500000000005)","(10.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.285714285714285)","(11.0, 13.0, 12.590909090909092)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:41.898102,"(4.6, 6.8, 6.647619047619048)","(21.0, 32.0, 30.607142857142858)","(13.0, 15.0, 14.607142857142858)","(31.0, 65.0, 63.0)","(6.0, 7.8, 7.654545454545454)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.622641509433961)","(31.0, 34.0, 33.422222222222224)","(6.5, 8.0, 7.5687500000000005)","(11.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.285714285714285)","(11.0, 13.0, 12.036380597014926)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:43.465072,"(4.6, 6.8, 6.647619047619048)","(21.0, 32.0, 30.375)","(13.0, 15.0, 14.607142857142858)","(31.0, 65.0, 59.23076923076923)","(6.0, 7.8, 7.654545454545454)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.912280701754385)","(31.0, 34.0, 33.422222222222224)","(6.5, 8.0, 7.5687500000000005)","(11.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.42622950819672)","(11.0, 12.5, 12.036380597014926)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:44.981543,"(4.6, 6.8, 6.688888888888889)","(21.0, 32.0, 30.083333333333332)","(13.0, 15.0, 14.607142857142858)","(31.0, 60.0, 64.16666666666667)","(6.0, 7.8, 7.654545454545454)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 12.913793103448276)","(31.0, 34.0, 33.422222222222224)","(6.5, 8.0, 7.5687500000000005)","(11.0, 12.0, 11.593023255813954)","(31.0, 46.0, 44.42622950819672)","(11.0, 12.5, 12.036380597014926)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 355.0)"
15-12-2022 15:49:46.518062,"(4.6, 6.8, 6.688888888888889)","(21.0, 32.0, 30.083333333333332)","(13.0, 15.0, 14.607142857142858)","(31.0, 65.0, 62.8)","(6.0, 7.8, 7.691525423728813)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 13.0, 13.307692307692308)","(31.0, 34.0, 33.422222222222224)","(6.5, 8.0, 7.5687500000000005)","(11.0, 12.0, 11.51834862385321)","(31.0, 46.0, 44.285714285714285)","(11.0, 12.5, 11.609126984126984)","(71.0, 110.0, 107.05882352941177)","(101.0, 410.0, 413.3333333333333)"
15-12-2022 15:49:48.052557,"(4.6, 6.8, 6.688888888888889)","(21.0, 32.0, 30.083333333333332)","(13.0, 15.0, 14.607142857142858)","(31.0, 70.0, 62.8)","(6.0, 7.8, 7.691525423728813)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 14.0, 13.372093023255815)","(31.0, 34.0, 33.422222222222224)","(6.5, 8.0, 7.5687500000000005)","(11.0, 12.0, 11.522727272727273)","(31.0, 46.0, 44.285714285714285)","(11.0, 12.5, 11.609126984126984)","(71.0, 110.0, 107.05882352941177)","(101.0, 470.0, 380.0)"
15-12-2022 15:49:49.543294,"(4.6, 6.8, 6.688888888888889)","(21.0, 32.0, 30.083333333333332)","(13.0, 15.0, 14.607142857142858)","(31.0, 70.0, 62.8)","(6.0, 7.8, 7.691525423728813)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 14.0, 13.372093023255815)","(31.0, 34.0, 33.422222222222224)","(6.5, 8.0, 7.6571428571428575)","(11.0, 12.0, 12.774193548387096)","(31.0, 46.0, 44.285714285714285)","(11.0, 12.5, 11.609126984126984)","(71.0, 110.0, 107.05882352941177)","(101.0, 460.0, 380.0)"
15-12-2022 15:49:51.076479,"(4.6, 6.8, 6.688888888888889)","(21.0, 32.0, 30.083333333333332)","(13.0, 15.0, 14.607142857142858)","(31.0, 65.0, 63.888888888888886)","(6.0, 7.8, 7.691525423728813)","(6.5, 8.6, 8.37)","(20.0, 26.0, 25.666666666666668)","(12.0, 14.0, 13.516129032258064)","(31.0, 34.0, 33.333333333333336)","(6.5, 7.8, 7.6571428571428575)","(11.0, 13.0, 12.774193548387096)","(31.0, 46.0, 44.11764705882353)","(11.0, 12.5, 11.623046875)","(71.0, 110.0, 107.05882352941177)","(101.0, 460.0, 380.0)"
