,Talkerup Nz,Malinjang,Cheddar Made Beta Nz,Royal Princess,Windy Hill Wally,Mister Artikulate,Charlevoix,Midnight Somewhere,Whostolemypigeon
08-12-2022 14:27:04.491695,"(4.4, 99999, 99990)","(10.0, 16.0, 16.67857142857143)","(26.0, 99999, 99990)","(5.0, 6.6, 6.333333333333333)","(11.0, 16.5, 14.625)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.625)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:05.903389,"(4.4, 99999, 99990)","(10.0, 17.0, 16.142857142857142)","(26.0, 99999, 99990)","(5.0, 6.6, 6.333333333333333)","(11.0, 16.5, 14.625)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.3, 3.625)","(11.0, 14.0, 13.423076923076923)"
08-12-2022 14:27:07.359254,"(4.4, 99999, 99990)","(10.0, 17.0, 14.357142857142858)","(26.0, 99999, 99990)","(5.0, 6.6, 6.333333333333333)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.3, 3.58)","(11.0, 14.0, 13.423076923076923)"
08-12-2022 14:27:08.802327,"(4.4, 99999, 99990)","(10.0, 16.5, 14.357142857142858)","(26.0, 99999, 99990)","(5.0, 6.6, 6.333333333333333)","(11.0, 16.5, 14.625)","(51.0, 100.0, 80.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.3, 3.6)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:10.245589,"(4.4, 99999, 99990)","(10.0, 16.5, 14.714285714285714)","(26.0, 99999, 99990)","(5.0, 6.6, 6.333333333333333)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.3, 3.9333333333333336)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:11.717878,"(4.4, 99999, 99990)","(10.0, 16.5, 15.764705882352942)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.72)","(11.0, 14.0, 13.423076923076923)"
08-12-2022 14:27:13.196721,"(4.4, 99999, 99990)","(10.0, 16.5, 16.625)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.8)"
08-12-2022 14:27:14.856950,"(4.4, 99999, 99990)","(10.0, 17.5, 16.5)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 80.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.8)"
08-12-2022 14:27:16.406044,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 80.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:17.988926,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 96.66666666666667)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.72)","(11.0, 14.0, 13.423076923076923)"
08-12-2022 14:27:19.768273,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 96.66666666666667)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.72)","(11.0, 14.0, 13.423076923076923)"
08-12-2022 14:27:21.456069,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:23.005149,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.6, 6.18)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.109090909090909)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:24.505830,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.6, 5.990909090909091)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 14.0)"
08-12-2022 14:27:25.964752,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 16.5, 14.625)","(51.0, 100.0, 80.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.5, 13.583333333333334)"
08-12-2022 14:27:27.469945,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 16.5, 14.625)","(51.0, 100.0, 93.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.857142857142858)"
08-12-2022 14:27:28.982226,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 16.5, 16.2)","(51.0, 100.0, 93.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.857142857142858)"
08-12-2022 14:27:30.527844,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 18.0, 15.0)","(51.0, 100.0, 93.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.857142857142858)"
08-12-2022 14:27:31.965593,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 18.0, 15.0)","(51.0, 100.0, 93.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.8)"
08-12-2022 14:27:33.507505,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 18.0, 15.0)","(51.0, 100.0, 80.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 13.285714285714286)"
08-12-2022 14:27:34.935415,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 18.0, 15.0)","(51.0, 100.0, 93.0)","(4.8, 7.6, 6.699999999999999)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 13.285714285714286)"
08-12-2022 14:27:36.507396,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 18.0, 15.0)","(51.0, 100.0, 93.0)","(4.8, 7.6, 6.766666666666667)","(3.1, 4.2, 3.625)","(11.0, 14.0, 12.8)"
08-12-2022 14:27:38.043818,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.990909090909091)","(11.0, 18.0, 15.0)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 6.949999999999999)","(3.1, 4.3, 3.625)","(11.0, 14.0, 12.384615384615385)"
08-12-2022 14:27:39.596324,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.4, 5.94)","(11.0, 18.0, 15.0)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 6.949999999999999)","(3.1, 4.3, 3.625)","(11.0, 14.0, 12.384615384615385)"
08-12-2022 14:27:41.000517,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.0)","(51.0, 100.0, 96.81818181818181)","(4.8, 7.6, 6.949999999999999)","(3.1, 4.3, 3.625)","(11.0, 14.0, 13.285714285714286)"
08-12-2022 14:27:42.465830,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.0)","(51.0, 100.0, 92.5)","(4.8, 7.6, 6.906666666666666)","(3.1, 4.3, 3.6666666666666665)","(11.0, 14.0, 12.833333333333334)"
08-12-2022 14:27:43.869525,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 16.2)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.75)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:45.382326,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.1, 3.75)","(11.0, 14.0, 13.0)"
08-12-2022 14:27:47.031415,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.1, 3.6666666666666665)","(11.0, 14.0, 12.666666666666666)"
08-12-2022 14:27:48.552054,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:27:50.169817,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:27:51.644568,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 96.81818181818181)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:27:53.181302,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:27:54.626195,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 80.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:27:56.171434,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 80.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:27:57.744154,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:27:59.311350,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:00.829222,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 96.5)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:02.303543,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 15.333333333333334)","(51.0, 100.0, 96.5)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:03.728205,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.94)","(11.0, 18.0, 16.666666666666668)","(51.0, 100.0, 96.5)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:05.664038,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.2, 5.91)","(11.0, 18.0, 16.666666666666668)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:07.263581,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.0, 5.91)","(11.0, 18.0, 16.666666666666668)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.764705882352942)"
08-12-2022 14:28:08.805760,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.0, 5.91)","(11.0, 18.0, 16.25)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.145454545454545)","(3.1, 4.2, 3.6)","(11.0, 14.0, 12.764705882352942)"
08-12-2022 14:28:10.350402,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.0, 5.91)","(11.0, 18.0, 16.25)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.333333333333333)","(3.1, 4.3, 3.5636363636363635)","(11.0, 14.0, 12.970588235294118)"
08-12-2022 14:28:11.897659,"(4.4, 99999, 99990)","(10.0, 17.0, 15.875)","(26.0, 99999, 99990)","(5.0, 6.0, 5.91)","(11.0, 18.0, 16.25)","(51.0, 100.0, 93.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.3, 3.6666666666666665)","(11.0, 14.0, 13.453125)"
08-12-2022 14:28:13.390882,"(4.4, 99999, 99990)","(10.0, 17.0, 15.125)","(26.0, 99999, 99990)","(5.0, 6.0, 5.91)","(11.0, 18.0, 15.375)","(51.0, 100.0, 80.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6333333333333333)","(11.0, 14.0, 12.666666666666666)"
08-12-2022 14:28:14.886781,"(4.4, 99999, 99990)","(10.0, 17.0, 16.464285714285715)","(26.0, 99999, 99990)","(5.0, 6.0, 5.803225806451613)","(11.0, 18.0, 15.375)","(51.0, 100.0, 96.66666666666667)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.1, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:16.382410,"(4.4, 99999, 99990)","(10.0, 17.0, 16.6875)","(26.0, 99999, 99990)","(5.0, 5.9, 5.800000000000001)","(11.0, 18.0, 15.375)","(51.0, 100.0, 98.18181818181819)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:17.842581,"(4.4, 99999, 99990)","(10.0, 17.0, 17.384615384615383)","(26.0, 99999, 99990)","(5.0, 5.9, 5.800000000000001)","(11.0, 18.0, 15.375)","(51.0, 100.0, 98.18181818181819)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.6666666666666665)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:19.333513,"(4.4, 99999, 99990)","(10.0, 17.5, 16.0)","(26.0, 99999, 99990)","(5.0, 5.9, 5.800000000000001)","(11.0, 18.0, 15.375)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.384615384615385)"
08-12-2022 14:28:20.844405,"(4.4, 99999, 99990)","(10.0, 17.5, 16.0)","(26.0, 99999, 99990)","(5.0, 5.9, 5.800000000000001)","(11.0, 18.0, 15.375)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.384615384615385)"
08-12-2022 14:28:22.372327,"(4.4, 99999, 99990)","(10.0, 17.5, 16.0)","(26.0, 99999, 99990)","(5.0, 5.9, 5.800000000000001)","(11.0, 18.0, 15.375)","(51.0, 100.0, 96.81818181818181)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.72)","(11.0, 14.0, 12.970588235294118)"
08-12-2022 14:28:23.852368,"(4.4, 99999, 99990)","(10.0, 17.5, 16.0)","(26.0, 99999, 99990)","(5.0, 5.9, 5.800000000000001)","(11.0, 18.0, 15.375)","(51.0, 100.0, 96.81818181818181)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.72)","(11.0, 14.0, 12.970588235294118)"
08-12-2022 14:28:25.324583,"(4.4, 99999, 99990)","(10.0, 17.5, 15.75)","(26.0, 99999, 99990)","(5.0, 5.9, 5.964705882352941)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:26.805452,"(4.4, 99999, 99990)","(10.0, 17.0, 15.125)","(26.0, 99999, 99990)","(5.0, 6.2, 5.964705882352941)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:28.221466,"(4.4, 99999, 99990)","(10.0, 17.0, 15.125)","(26.0, 99999, 99990)","(5.0, 6.2, 5.964705882352941)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:29.649491,"(4.4, 99999, 99990)","(10.0, 17.0, 17.25)","(26.0, 99999, 99990)","(5.0, 6.2, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 93.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:31.092433,"(4.4, 99999, 99990)","(10.0, 17.5, 16.0)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 96.81818181818181)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:33.145789,"(4.4, 99999, 99990)","(10.0, 17.5, 15.75)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 98.33333333333334)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.9333333333333336)","(11.0, 14.0, 12.833333333333334)"
08-12-2022 14:28:34.867931,"(4.4, 99999, 99990)","(10.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 92.5)","(4.8, 7.6, 7.171428571428572)","(3.1, 4.2, 3.72)","(11.0, 14.0, 12.970588235294118)"
08-12-2022 14:28:36.405790,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.2, 3.72)","(11.0, 14.0, 12.970588235294118)"
08-12-2022 14:28:37.930635,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.2, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:39.445968,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:40.965214,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 92.5)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:42.403052,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:43.897306,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 94.0)","(5.0, 7.6, 7.369230769230769)","(3.0, 4.1, 3.625)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:45.429561,"(4.4, 99999, 99990)","(11.0, 17.0, 17.25)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 16.5)","(51.0, 100.0, 80.0)","(5.0, 7.6, 7.1)","(3.0, 4.3, 3.5636363636363635)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:46.890299,"(4.4, 99999, 99990)","(11.0, 17.5, 17.25)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.333333333333333)","(3.0, 4.3, 3.72)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:48.408562,"(4.4, 99999, 99990)","(11.0, 17.5, 16.0)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 96.81818181818181)","(5.0, 7.6, 7.333333333333333)","(3.0, 4.2, 3.72)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:49.972018,"(4.4, 99999, 99990)","(11.0, 17.5, 15.75)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 98.33333333333334)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.2, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:51.460806,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.1, 3.75)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:52.968054,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(5.0, 7.6, 7.1)","(3.0, 4.1, 3.5384615384615383)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:54.471139,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.916)","(11.0, 18.0, 15.75)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.1)","(3.0, 4.3, 3.5636363636363635)","(11.0, 14.0, 12.444444444444445)"
08-12-2022 14:28:55.954532,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 6.0, 5.5962962962962965)","(11.0, 18.0, 15.75)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.3, 3.72)","(11.0, 14.0, 12.666666666666666)"
08-12-2022 14:28:57.739364,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 5.7, 5.5962962962962965)","(11.0, 18.0, 16.5)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.2, 3.72)","(11.0, 14.0, 12.666666666666666)"
08-12-2022 14:28:59.456498,"(4.4, 99999, 99990)","(11.0, 17.0, 14.916666666666666)","(26.0, 99999, 99990)","(5.0, 5.7, 5.5962962962962965)","(11.0, 18.0, 16.5)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.385714285714285)","(3.0, 4.2, 3.625)","(11.0, 14.0, 12.666666666666666)"
08-12-2022 14:29:01.169088,"(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(26.0, 99999, 99990)","(5.0, 5.7, 5.5962962962962965)","(11.0, 18.0, 16.5)","(51.0, 100.0, 93.33333333333334)","(5.0, 7.6, 7.242857142857142)","(3.0, 4.3, 3.625)","(11.0, 14.0, 12.88888888888889)"
08-12-2022 14:29:02.808402,"(4.4, 99999, 99990)","(11.0, 17.5, 17.25)","(26.0, 99999, 99990)","(5.0, 5.7, 5.5962962962962965)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(5.0, 7.6, 7.333333333333333)","(3.0, 4.3, 3.58)","(11.0, 14.0, 13.428571428571429)"
08-12-2022 14:29:04.324234,"(4.4, 99999, 99990)","(11.0, 17.5, 17.25)","(26.0, 99999, 99990)","(5.0, 5.7, 5.6125)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.3, 3.72)","(11.0, 14.0, 13.428571428571429)"
08-12-2022 14:29:05.791065,"(4.4, 99999, 99990)","(11.0, 17.5, 16.0)","(26.0, 99999, 99990)","(5.0, 5.7, 5.6125)","(11.0, 18.0, 15.75)","(51.0, 100.0, 94.0)","(5.0, 7.6, 7.171428571428572)","(3.0, 4.2, 3.5636363636363635)","(11.0, 14.0, 12.88888888888889)"
