,Tiny Zambora,Fabizio,Arturo,Blueberry Danish,Star Kit,Burringbar Gypsy,Velocity Elsie
15-12-2022 11:02:05.739692,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.0, 4.919047619047619)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.35)"
15-12-2022 11:02:07.087848,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.0, 4.919047619047619)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 13.6875)"
15-12-2022 11:02:08.148988,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.2166666666666663)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.0, 4.919047619047619)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:09.139463,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.0, 4.919047619047619)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:10.030257,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.0, 4.919047619047619)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:11.180195,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.0, 6.233333333333333)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:12.253452,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.1333333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.0, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:13.347110,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.2166666666666663)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:14.558881,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:15.705428,"(9.0, 18.0, 12.0)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:16.812074,"(9.0, 18.0, 10.666666666666666)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:17.832512,"(9.0, 18.0, 10.666666666666666)","(2.8, 3.3, 3.1333333333333333)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:18.842133,"(9.0, 18.0, 10.666666666666666)","(2.8, 3.3, 3.2166666666666663)","(31.0, 75.0, 64.75)","(11.0, 21.0, 18.5)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:19.893253,"(9.0, 18.0, 10.666666666666666)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:20.955070,"(9.0, 18.0, 10.666666666666666)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:21.973742,"(9.0, 18.0, 10.666666666666666)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:23.307285,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:24.423800,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.2166666666666663)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:25.501103,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.2166666666666663)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:26.631939,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.366666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:27.858645,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.828571428571429)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:29.238474,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.828571428571429)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 11.45)"
15-12-2022 11:02:30.549820,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.1333333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.575)","(3.1, 4.1, 3.8571428571428568)","(7.0, 14.5, 9.225)"
15-12-2022 11:02:31.815473,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.575)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 9.225)"
15-12-2022 11:02:33.112313,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 5.6375)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 9.225)"
15-12-2022 11:02:34.344070,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 5.6375)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 9.225)"
15-12-2022 11:02:35.628595,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 5.866666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 9.225)"
15-12-2022 11:02:36.801113,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 5.866666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 9.96)"
15-12-2022 11:02:38.006107,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 5.7625)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.545454545454545)"
15-12-2022 11:02:39.172988,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.223333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 5.7625)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.545454545454545)"
15-12-2022 11:02:40.211566,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.1333333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 7.2, 6.325)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.545454545454545)"
15-12-2022 11:02:41.182376,"(9.0, 16.5, 12.166666666666666)","(2.8, 3.3, 3.1333333333333333)","(31.0, 75.0, 64.75)","(11.0, 22.0, 18.0)","(4.4, 6.8, 6.325)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 11.733333333333334)"
15-12-2022 11:02:42.193640,"(9.0, 16.5, 12.166666666666666)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 15.333333333333334)","(4.4, 6.8, 6.325)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 11.733333333333334)"
15-12-2022 11:02:43.199805,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 15.333333333333334)","(4.4, 6.8, 5.6125)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 11.733333333333334)"
15-12-2022 11:02:44.344940,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 15.333333333333334)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.239999999999998)"
15-12-2022 11:02:45.541070,"(9.0, 17.5, 12.5)","(2.8, 3.3, 2.9)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.239999999999998)"
15-12-2022 11:02:46.650860,"(9.0, 17.5, 12.5)","(2.8, 3.3, 2.9923076923076923)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 4.966666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.239999999999998)"
15-12-2022 11:02:47.801686,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 4.966666666666667)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.239999999999998)"
15-12-2022 11:02:48.956676,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.8)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 11.92)"
15-12-2022 11:02:50.167300,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.4875)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:51.398301,"(9.0, 17.5, 12.5)","(2.8, 3.3, 2.9923076923076923)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.6)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:52.537453,"(9.0, 17.5, 12.5)","(2.8, 3.3, 2.9923076923076923)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:53.693863,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:54.874934,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:56.075460,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:57.249704,"(9.0, 17.5, 12.5)","(2.8, 3.3, 2.9923076923076923)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:58.382695,"(9.0, 17.5, 12.5)","(2.8, 3.3, 2.9923076923076923)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:02:59.455404,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:00.525322,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:01.575590,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:02.570966,"(9.0, 17.5, 12.5)","(2.8, 3.3, 2.9)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:03.503832,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:04.484649,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:05.492137,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:06.522177,"(9.0, 17.5, 12.5)","(2.8, 3.3, 3.0169230769230766)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:07.580948,"(9.0, 17.5, 12.5)","(2.8, 3.25, 2.9499999999999997)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 5.04)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:08.698914,"(9.0, 17.5, 12.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 17.555555555555557)","(4.4, 6.8, 4.7555555555555555)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:09.851982,"(9.0, 18.0, 10.88888888888889)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.2, 5.9)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:10.963549,"(9.0, 18.0, 10.88888888888889)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.2, 5.9)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:12.056165,"(9.0, 18.0, 10.88888888888889)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.2, 5.9)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:13.034520,"(9.0, 18.0, 10.88888888888889)","(2.8, 3.25, 3.07)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.2, 4.7555555555555555)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:14.004211,"(9.0, 18.0, 10.88888888888889)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.4, 4.7555555555555555)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:14.977067,"(9.0, 17.5, 11.875)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.2, 4.866666666666666)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:15.986740,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.0, 4.866666666666666)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.52)"
15-12-2022 11:03:17.067865,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.0, 5.628571428571428)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:18.122144,"(9.0, 17.5, 11.5)","(2.8, 3.25, 2.9499999999999997)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.0, 5.628571428571428)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:19.233458,"(9.0, 17.5, 11.5)","(2.8, 3.25, 2.9499999999999997)","(31.0, 75.0, 64.75)","(11.0, 22.0, 20.5)","(4.4, 7.0, 5.628571428571428)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:20.386389,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 20.5)","(4.4, 7.0, 5.75)","(3.1, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:21.517989,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 20.5)","(4.4, 6.8, 5.6)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:22.573861,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 20.5)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:23.663724,"(9.0, 17.5, 11.5)","(2.8, 3.25, 2.9499999999999997)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 20.5)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:24.721852,"(9.0, 17.5, 11.5)","(2.8, 3.25, 2.9499999999999997)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 20.5)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:25.781415,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 65.0, 61.55555555555556)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:26.832872,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 70.0, 56.15384615384615)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.8)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:27.832781,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 70.0, 56.15384615384615)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.8)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:28.888270,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 70.0, 56.15384615384615)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.8)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.106666666666667)"
15-12-2022 11:03:30.004158,"(9.0, 17.5, 11.5)","(2.8, 3.25, 2.9499999999999997)","(31.0, 70.0, 56.15384615384615)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.942857142857143)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.8)"
15-12-2022 11:03:31.035180,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 70.0, 56.15384615384615)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.85)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.8)"
15-12-2022 11:03:32.064737,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 70.0, 56.15384615384615)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.85)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.8)"
15-12-2022 11:03:33.296155,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0677777777777777)","(31.0, 70.0, 57.0)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.1499999999999995)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 8.7)"
15-12-2022 11:03:34.475260,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.022222222222222)","(31.0, 80.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.1499999999999995)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 11.64)"
15-12-2022 11:03:35.697331,"(9.0, 17.5, 11.5)","(2.8, 3.2, 3.022222222222222)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.1499999999999995)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.347368421052632)"
15-12-2022 11:03:36.964923,"(9.0, 17.5, 11.5)","(2.8, 3.2, 3.04)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.1499999999999995)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 12.347368421052632)"
15-12-2022 11:03:38.200500,"(9.0, 17.5, 11.5)","(2.8, 3.2, 3.04)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.239999999999998)"
15-12-2022 11:03:39.661188,"(9.0, 17.5, 11.5)","(2.8, 3.2, 2.933333333333333)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.239999999999998)"
15-12-2022 11:03:40.894383,"(9.0, 17.5, 11.5)","(2.8, 3.2, 2.933333333333333)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.8571428571428568)","(7.0, 15.0, 10.8)"
15-12-2022 11:03:42.234269,"(9.0, 17.5, 11.5)","(2.8, 3.2, 3.1816666666666666)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.75)","(3.0, 4.1, 3.425)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:43.422374,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.1816666666666666)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.942857142857143)","(3.0, 3.6, 3.675)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:44.578691,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.1816666666666666)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.942857142857143)","(3.0, 4.1, 3.8166666666666664)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:45.767915,"(9.0, 17.5, 11.5)","(2.8, 3.25, 3.0206666666666666)","(31.0, 75.0, 70.44444444444444)","(11.0, 22.0, 18.0)","(4.4, 6.8, 5.942857142857143)","(3.0, 4.1, 3.8166666666666664)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:46.913178,"(9.0, 17.0, 12.333333333333334)","(2.8, 3.25, 2.9976923076923074)","(31.0, 80.0, 48.72)","(11.0, 22.0, 18.0)","(4.4, 7.0, 5.777777777777778)","(3.0, 4.1, 3.8166666666666664)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:48.016193,"(9.0, 17.0, 12.333333333333334)","(2.8, 3.25, 2.9976923076923074)","(31.0, 80.0, 48.72)","(11.0, 22.0, 18.0)","(4.4, 7.0, 5.777777777777778)","(3.0, 4.1, 3.8166666666666664)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:49.072097,"(9.0, 17.0, 12.333333333333334)","(2.8, 3.25, 2.9976923076923074)","(31.0, 80.0, 48.72)","(11.0, 22.0, 18.0)","(4.4, 7.0, 5.777777777777778)","(3.0, 4.1, 3.8166666666666664)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:50.132035,"(9.0, 17.0, 12.333333333333334)","(2.8, 3.25, 3.0206666666666666)","(31.0, 80.0, 52.4)","(11.0, 22.0, 20.4)","(4.4, 7.4, 5.295238095238095)","(3.0, 4.1, 3.8166666666666664)","(7.0, 15.0, 11.92)"
15-12-2022 11:03:51.130352,"(9.0, 17.0, 12.333333333333334)","(2.8, 3.25, 3.0206666666666666)","(31.0, 80.0, 52.4)","(11.0, 22.0, 20.4)","(4.4, 7.4, 5.275)","(3.0, 4.1, 3.8166666666666664)","(7.0, 15.0, 10.52)"
