,Tiny Zambora,Fabizio,Arturo,Blueberry Danish,Star Kit,Burringbar Gypsy,Velocity Elsie
15-12-2022 10:54:12.528291,"(9.0, 18.5, 16.68)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:13.596029,"(9.0, 18.5, 16.68)","(2.8, 4.2, 3.2446153846153845)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:14.641700,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:15.630898,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:16.622654,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:17.618032,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:18.641682,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:19.649343,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:20.642036,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:21.567036,"(9.0, 18.5, 16.68)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.676923076923078)"
15-12-2022 10:54:22.497603,"(9.0, 18.5, 15.533333333333333)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:54:23.517853,"(9.0, 18.5, 15.533333333333333)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:54:24.576359,"(9.0, 18.5, 15.533333333333333)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:54:25.713124,"(9.0, 18.5, 15.533333333333333)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:26.753136,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:27.766919,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:28.708963,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:29.654437,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.3, 3.242857142857143)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:30.619726,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.2, 3.2446153846153845)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:31.622940,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:32.582525,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:33.540831,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:34.473338,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:35.398495,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:36.352970,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:37.297793,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:38.287570,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:39.293489,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:40.381855,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:41.379528,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:42.378760,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:43.382690,"(9.0, 18.5, 16.759999999999998)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 44.75)","(10.0, 19.5, 13.166666666666666)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:44.341798,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:45.347611,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:46.309820,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:47.359226,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.3, 3.242857142857143)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:48.302897,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.3, 3.242857142857143)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.492857142857143)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:49.294297,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.42)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:54:50.323475,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.42)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:54:51.389514,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:54:52.348881,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:54:53.402361,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:54:54.333976,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.854545454545455)"
15-12-2022 10:54:55.349564,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.854545454545455)"
15-12-2022 10:54:56.294477,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:54:57.366631,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 12.575)"
15-12-2022 10:54:58.341068,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:54:59.287008,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:55:00.233200,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:55:01.183154,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:55:02.335754,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:55:03.233455,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:55:04.251200,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.695238095238095)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:55:05.352627,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:55:06.370956,"(9.0, 18.5, 15.600000000000001)","(2.8, 4.3, 3.242857142857143)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 14.222222222222221)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.854545454545455)"
15-12-2022 10:55:07.458312,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.854545454545455)"
15-12-2022 10:55:08.541114,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.854545454545455)"
15-12-2022 10:55:09.613527,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:55:10.612278,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.533333333333333)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:55:11.559302,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:55:12.450893,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:55:13.385337,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:55:14.311877,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 5.833333333333333)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:55:15.269923,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.533333333333333)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:55:16.254204,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.533333333333333)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.569230769230769)"
15-12-2022 10:55:17.301174,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:55:18.294385,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.981818181818182)"
15-12-2022 10:55:19.266749,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.67)"
15-12-2022 10:55:20.344311,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.533333333333333)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.67)"
15-12-2022 10:55:21.337625,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.0, 3.183076923076923)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.67)"
15-12-2022 10:55:22.458021,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.0, 3.157142857142857)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.411764705882353)"
15-12-2022 10:55:23.456780,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.3, 3.242857142857143)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.695238095238095)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.854545454545455)"
15-12-2022 10:55:24.402259,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.695238095238095)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.854545454545455)"
15-12-2022 10:55:25.478714,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:55:26.478088,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:55:27.468791,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 12.575)"
15-12-2022 10:55:28.429976,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 12.575)"
15-12-2022 10:55:29.410779,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.533333333333333)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:55:30.383058,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.10909090909091)"
15-12-2022 10:55:31.333095,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:55:32.256936,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 12.0)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.81)"
15-12-2022 10:55:33.328139,"(9.0, 18.5, 12.833333333333334)","(2.8, 4.1, 3.1613333333333333)","(31.0, 100.0, 47.69230769230769)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.743749999999999)"
15-12-2022 10:55:34.382609,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.85, 3.0774999999999997)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.675)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.743749999999999)"
15-12-2022 10:55:35.421301,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.85, 3.0774999999999997)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 10.75)"
15-12-2022 10:55:36.469921,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.85, 3.0774999999999997)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.3775)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.530000000000001)"
15-12-2022 10:55:37.477962,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.85, 3.0774999999999997)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.896)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.981818181818182)"
15-12-2022 10:55:38.461774,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.85, 3.0774999999999997)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.896)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.67)"
15-12-2022 10:55:39.388023,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.85, 3.0774999999999997)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.505)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.67)"
15-12-2022 10:55:40.324348,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.85, 3.0774999999999997)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.59)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.67)"
15-12-2022 10:55:41.233826,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.8, 3.0813333333333333)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.59)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 9.39)"
15-12-2022 10:55:42.238764,"(9.0, 18.0, 12.666666666666666)","(2.8, 3.75, 3.0524999999999998)","(31.0, 100.0, 44.75)","(10.0, 19.5, 11.5)","(4.2, 6.8, 4.59)","(3.1, 4.4, 3.6142857142857143)","(6.5, 14.5, 11.05)"
