,Underwater,Majestic Man,Rons Brother,Buster Up,Country Girl,Dark Ruby,Keyed Alike,Spring Lionel
07-01-2023 20:23:26.236162,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.2263157894736842)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:27.284686,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.209090909090909)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:28.350648,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.209090909090909)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:29.415129,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:30.491850,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.35, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:31.595120,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.35, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:32.731988,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.35, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:33.810323,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.35, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:34.910499,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.35, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:35.941360,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.35, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:36.969207,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.35, 3.3222222222222224)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:37.978561,"(11.0, 34.0, 33.375)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 9.8)","(18.0, 42.0, 26.65909090909091)","(2.9, 3.35, 3.2111111111111112)","(9.0, 17.0, 13.7)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:39.090080,"(11.0, 34.0, 33.375)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 9.8)","(18.0, 42.0, 26.285714285714285)","(2.9, 3.35, 3.2111111111111112)","(9.0, 17.0, 13.7)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:40.159320,"(11.0, 34.0, 33.375)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 9.8)","(18.0, 42.0, 26.285714285714285)","(2.9, 3.35, 3.2111111111111112)","(9.0, 17.0, 13.7)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:41.287590,"(11.0, 34.0, 33.375)","(7.0, 10.0, 8.6)","(4.6, 6.2, 5.75)","(5.5, 9.4, 9.246153846153847)","(18.0, 42.0, 26.285714285714285)","(2.9, 3.35, 3.2111111111111112)","(9.0, 17.0, 13.7)","(6.0, 9.0, 8.879999999999999)"
07-01-2023 20:23:42.365141,"(11.0, 34.0, 33.375)","(7.0, 10.0, 8.6)","(4.6, 6.2, 5.75)","(5.5, 9.4, 9.529032258064515)","(18.0, 42.0, 37.0)","(2.9, 3.35, 3.122727272727273)","(9.0, 17.0, 15.785714285714285)","(6.0, 9.0, 8.353846153846154)"
07-01-2023 20:23:43.421950,"(11.0, 34.0, 31.894736842105264)","(7.0, 10.0, 7.55)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 9.529032258064515)","(18.0, 38.0, 29.5)","(2.9, 3.35, 3.122727272727273)","(9.0, 16.5, 15.785714285714285)","(6.0, 9.0, 8.288888888888888)"
07-01-2023 20:23:44.532452,"(11.0, 34.0, 31.894736842105264)","(7.0, 10.0, 7.511111111111111)","(4.6, 6.8, 5.8)","(5.5, 9.6, 7.933333333333333)","(18.0, 38.0, 23.833333333333332)","(2.9, 3.35, 3.122727272727273)","(9.0, 16.5, 13.642857142857142)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:45.535375,"(11.0, 34.0, 31.894736842105264)","(7.0, 10.0, 7.511111111111111)","(4.6, 6.8, 5.8)","(5.5, 9.6, 7.933333333333333)","(18.0, 38.0, 26.0)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.5, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:46.492247,"(11.0, 34.0, 31.894736842105264)","(7.0, 10.0, 7.511111111111111)","(4.6, 6.8, 5.8)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 26.0)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:47.506816,"(11.0, 34.0, 31.894736842105264)","(7.0, 10.0, 7.511111111111111)","(4.6, 6.8, 5.8)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 31.0)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:48.517381,"(11.0, 34.0, 29.5)","(7.0, 10.0, 8.755555555555556)","(4.6, 6.8, 5.8)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.55555555555556)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:49.695509,"(11.0, 34.0, 29.5)","(7.0, 10.0, 8.755555555555556)","(4.6, 6.8, 5.55)","(5.5, 9.6, 7.933333333333333)","(18.0, 34.0, 32.55555555555556)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:50.790814,"(11.0, 34.0, 31.0)","(7.0, 10.0, 8.755555555555556)","(4.6, 6.8, 5.55)","(5.5, 9.6, 7.933333333333333)","(18.0, 34.0, 32.55555555555556)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:51.884956,"(11.0, 36.0, 29.88888888888889)","(7.0, 10.0, 8.95)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 34.0, 33.14285714285714)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:52.994032,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.771428571428571)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 33.14285714285714)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:54.130317,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.771428571428571)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 33.14285714285714)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:55.296054,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.771428571428571)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:56.481658,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.771428571428571)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:57.554923,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.771428571428571)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:58.690572,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 9.178947368421053)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:23:59.848234,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 9.178947368421053)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:00.944581,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 9.178947368421053)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:01.990185,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 9.541176470588235)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:03.009099,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:04.004614,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:05.016748,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:06.025724,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:07.093880,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:08.384326,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:09.521316,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:10.594927,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:11.590995,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:12.658701,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 5.949999999999999)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:13.876501,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.491666666666666)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:15.026672,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.491666666666666)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:16.059903,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.491666666666666)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:17.060083,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 7.832432432432432)"
07-01-2023 20:24:18.081143,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1208333333333336)","(9.0, 16.0, 15.653846153846153)","(6.0, 9.0, 8.690000000000001)"
07-01-2023 20:24:19.109205,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1357142857142857)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.8, 8.690000000000001)"
07-01-2023 20:24:20.202998,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1357142857142857)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.8, 8.690000000000001)"
07-01-2023 20:24:21.272619,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1357142857142857)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.8, 8.690000000000001)"
07-01-2023 20:24:22.296135,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1357142857142857)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.8, 8.690000000000001)"
07-01-2023 20:24:23.471090,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1357142857142857)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.8, 8.690000000000001)"
07-01-2023 20:24:24.581508,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1357142857142857)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.8, 8.690000000000001)"
07-01-2023 20:24:25.609940,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.5434782608695645)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.8, 8.5)"
07-01-2023 20:24:26.698674,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 8.061538461538461)"
07-01-2023 20:24:28.032523,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 8.183333333333334)"
07-01-2023 20:24:29.265554,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:30.474894,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:31.786663,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:33.041694,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:34.177953,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.1416666666666666)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:35.337608,"(11.0, 36.0, 31.76923076923077)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:36.418369,"(11.0, 36.0, 30.5)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:37.622625,"(11.0, 36.0, 30.5)","(7.0, 10.0, 7.942857142857142)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:38.907806,"(11.0, 36.0, 30.5)","(7.0, 10.0, 8.56)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:40.095010,"(11.0, 36.0, 30.5)","(7.0, 10.0, 9.04)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 7.933333333333333)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:41.281040,"(11.0, 36.0, 30.5)","(7.0, 10.0, 9.04)","(4.6, 6.6, 6.527777777777778)","(5.5, 9.6, 8.3)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:42.637766,"(11.0, 36.0, 30.5)","(7.0, 10.0, 9.485714285714286)","(4.6, 6.0, 5.961111111111111)","(5.5, 9.0, 8.1)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:43.919921,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.485714285714286)","(4.6, 6.0, 5.961111111111111)","(5.5, 8.6, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:45.205039,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.485714285714286)","(4.6, 6.0, 5.961111111111111)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:46.320464,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.485714285714286)","(4.6, 6.0, 5.961111111111111)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:47.492640,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.485714285714286)","(4.6, 6.0, 5.961111111111111)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:48.672084,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.485714285714286)","(4.6, 6.0, 5.961111111111111)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:49.751124,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 8.8)","(4.6, 6.0, 5.961111111111111)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:50.823626,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.223529411764705)","(4.6, 6.0, 5.963157894736842)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:51.861181,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.223529411764705)","(4.6, 6.0, 5.963157894736842)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:52.908816,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.528571428571428)","(4.6, 6.0, 5.963157894736842)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
07-01-2023 20:24:53.955494,"(11.0, 36.0, 29.714285714285715)","(7.0, 10.0, 9.528571428571428)","(4.6, 6.0, 5.963157894736842)","(5.5, 9.2, 8.399999999999999)","(18.0, 36.0, 32.08695652173913)","(2.9, 3.35, 3.225)","(9.0, 16.0, 15.653846153846153)","(6.0, 8.6, 7.866666666666666)"
