,Underwater,Majestic Man,Rons Brother,Buster Up,Country Girl,Dark Ruby,Keyed Alike,Spring Lionel
07-01-2023 20:21:57.235704,"(10.0, 34.0, 33.0)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 13.5)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:21:58.360329,"(10.0, 34.0, 33.0)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.35)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:21:59.504847,"(10.0, 34.0, 33.0)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.35)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:00.645636,"(10.0, 34.0, 33.0)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.35)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:01.747145,"(10.0, 34.0, 33.0)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.35)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:02.907521,"(10.0, 34.0, 33.0)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:04.026315,"(10.0, 34.0, 33.0)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:05.108259,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:06.096356,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:07.125702,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:08.180540,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:09.271391,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:10.321264,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:11.352924,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:12.374660,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:13.357931,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:14.437312,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:15.546735,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:16.704116,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:17.826896,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:18.970762,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:20.063964,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:21.163778,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:22.222495,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:23.322735,"(10.0, 36.0, 33.84615384615385)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 9.09090909090909)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:24.461613,"(10.0, 36.0, 32.285714285714285)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.557142857142857)","(5.5, 9.6, 8.778947368421052)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.6928571428571426)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:25.633521,"(10.0, 36.0, 32.285714285714285)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.669230769230769)","(5.5, 9.6, 8.778947368421052)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:26.724460,"(10.0, 36.0, 32.285714285714285)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.669230769230769)","(5.5, 9.6, 8.778947368421052)","(17.0, 34.0, 33.36538461538461)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:27.845963,"(10.0, 36.0, 32.285714285714285)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.669230769230769)","(5.5, 9.6, 9.178378378378378)","(17.0, 34.0, 44.58333333333333)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:28.928434,"(10.0, 36.0, 33.83333333333333)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(17.0, 50.0, 44.58333333333333)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:29.953591,"(10.0, 38.0, 31.333333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(17.0, 50.0, 44.58333333333333)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:30.965704,"(10.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(17.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:32.032328,"(10.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(17.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:33.145403,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:34.213006,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:35.254524,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:36.285736,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 9.178378378378378)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:37.337109,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 8.752941176470587)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:38.532009,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 8.752941176470587)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:39.726110,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.739285714285714)","(5.5, 9.6, 8.752941176470587)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.876190476190477)"
07-01-2023 20:22:40.912973,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.160714285714286)","(5.5, 9.6, 9.915151515151514)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 16.657894736842106)","(6.0, 9.0, 8.304761904761905)"
07-01-2023 20:22:42.058149,"(11.0, 38.0, 29.25)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.2, 6.160714285714286)","(5.5, 10.0, 9.915151515151514)","(18.0, 50.0, 40.714285714285715)","(2.9, 3.8, 3.425)","(9.0, 17.0, 15.5)","(6.0, 8.4, 8.876190476190477)"
07-01-2023 20:22:43.149447,"(11.0, 38.0, 26.470588235294116)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.685714285714285)","(5.5, 10.0, 9.915151515151514)","(18.0, 50.0, 33.5)","(2.9, 3.8, 3.5333333333333337)","(9.0, 17.0, 14.461538461538462)","(6.0, 9.0, 8.815384615384616)"
07-01-2023 20:22:44.216859,"(11.0, 38.0, 28.2)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.685714285714285)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 33.5)","(2.9, 3.7, 3.5333333333333337)","(9.0, 17.0, 14.461538461538462)","(6.0, 9.0, 8.815384615384616)"
07-01-2023 20:22:45.254119,"(11.0, 38.0, 28.2)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.685714285714285)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 33.5)","(2.9, 3.7, 3.5333333333333337)","(9.0, 17.0, 14.461538461538462)","(6.0, 9.0, 8.815384615384616)"
07-01-2023 20:22:46.304240,"(11.0, 38.0, 28.2)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.685714285714285)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 36.24193548387097)","(2.9, 3.7, 3.5333333333333337)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:47.446722,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 36.24193548387097)","(2.9, 3.7, 3.5333333333333337)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:48.631798,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 36.24193548387097)","(2.9, 3.7, 3.3888888888888893)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:49.809182,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 36.24193548387097)","(2.9, 3.7, 3.3888888888888893)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:51.035416,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 36.24193548387097)","(2.9, 3.7, 3.3888888888888893)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:52.241044,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 36.24193548387097)","(2.9, 3.7, 3.2012987012987013)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:53.480324,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 36.24193548387097)","(2.9, 3.7, 3.50625)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:54.649817,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 26.2)","(2.9, 3.6, 3.4250000000000003)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:55.801345,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 26.2)","(2.9, 3.6, 3.4250000000000003)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:56.869572,"(11.0, 38.0, 29.833333333333336)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 26.2)","(2.9, 3.6, 3.4250000000000003)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:57.953149,"(11.0, 38.0, 30.74074074074074)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 35.39285714285714)","(2.9, 3.6, 3.4250000000000003)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:22:59.008791,"(11.0, 38.0, 30.74074074074074)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 21.708333333333332)","(2.9, 3.6, 3.4250000000000003)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:23:00.159534,"(11.0, 38.0, 30.74074074074074)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 21.708333333333332)","(2.9, 3.6, 3.4250000000000003)","(9.0, 17.0, 13.135135135135135)","(6.0, 9.0, 8.904)"
07-01-2023 20:23:01.289217,"(11.0, 38.0, 30.74074074074074)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.7384615384615385)","(5.5, 10.0, 9.915151515151514)","(18.0, 46.0, 23.25)","(2.9, 3.6, 3.291176470588235)","(9.0, 17.0, 13.660714285714285)","(6.0, 9.0, 8.904)"
07-01-2023 20:23:02.430214,"(11.0, 38.0, 30.74074074074074)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.715789473684211)","(5.5, 10.0, 9.915151515151514)","(18.0, 42.0, 23.25)","(2.9, 3.6, 3.291176470588235)","(9.0, 17.0, 13.660714285714285)","(6.0, 9.0, 8.904)"
07-01-2023 20:23:03.577277,"(11.0, 38.0, 30.74074074074074)","(6.5, 10.0, 9.863636363636363)","(4.6, 6.8, 6.715789473684211)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.75)","(2.9, 3.6, 3.2379310344827585)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:04.728204,"(11.0, 38.0, 30.758620689655174)","(6.5, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.75)","(2.9, 3.6, 3.376923076923077)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:05.840617,"(11.0, 38.0, 30.758620689655174)","(6.5, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.55, 3.3285714285714287)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:06.952347,"(11.0, 38.0, 30.758620689655174)","(6.5, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.3285714285714287)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:08.052776,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.3285714285714287)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:09.130513,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.3285714285714287)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:10.210434,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.3285714285714287)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:11.202105,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.3285714285714287)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:12.255398,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.3285714285714287)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:13.270117,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.268421052631579)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:14.298497,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.268421052631579)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:15.336992,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.268421052631579)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:16.393616,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.5, 3.268421052631579)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:17.387507,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.45, 3.3333333333333335)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:18.453264,"(11.0, 38.0, 30.758620689655174)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.3666666666666667)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.907692307692308)"
07-01-2023 20:23:19.537692,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.3666666666666667)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.911111111111111)"
07-01-2023 20:23:20.645071,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.3666666666666667)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.911111111111111)"
07-01-2023 20:23:21.772203,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.3666666666666667)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.911111111111111)"
07-01-2023 20:23:22.893600,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.3666666666666667)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.911111111111111)"
07-01-2023 20:23:23.994652,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.3666666666666667)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.911111111111111)"
07-01-2023 20:23:25.114924,"(11.0, 38.0, 30.774193548387096)","(7.0, 10.0, 8.6)","(4.6, 6.8, 6.05)","(5.5, 10.0, 8.7)","(18.0, 42.0, 21.0)","(2.9, 3.4, 3.2333333333333334)","(9.0, 17.0, 13.775862068965516)","(6.0, 9.0, 8.879999999999999)"
