,Delightful Gnp Nz,Sabreur Nz,Toby Ogara Nz,Secret Operation,Double O Heaven Nz,Animal,Harry Ovens,Steam Cleaned
12-01-2023 15:54:54.786764,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(15.0, 23.0, 21.625)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:54:55.904427,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(15.0, 23.0, 21.625)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:54:56.925000,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(15.0, 23.0, 21.625)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:54:58.030629,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(15.0, 23.0, 21.625)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:54:59.082820,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(15.0, 23.0, 20.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:00.158149,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(15.0, 23.0, 20.2)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:01.163312,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(15.0, 22.0, 20.2)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:02.157649,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 4.863636363636363)","(15.0, 22.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:03.188972,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:04.258443,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:05.293713,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:06.340625,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:07.325541,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:08.294529,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:09.348883,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:10.386140,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:11.419541,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(15.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:12.433892,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(16.0, 23.0, 19.333333333333332)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:13.456781,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(16.0, 23.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:14.524156,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:15.632790,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:16.810728,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:17.926045,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.4714285714285715)","(4.0, 99999, 99990)","(3.7, 5.6, 5.233333333333333)","(16.0, 25.0, 23.125)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:19.036876,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.414285714285715)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 23.125)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:20.115519,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.6, 5.625)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 23.125)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:21.203268,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.640000000000001)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:22.343701,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.7, 5.48)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:23.352874,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.48)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:24.342632,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.48)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:25.322723,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.428571428571429)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:26.305243,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.428571428571429)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:27.394491,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.428571428571429)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:28.437532,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.318181818181818)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:29.488328,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.346153846153846)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:30.530388,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.214285714285714)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:31.531950,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.214285714285714)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 21.25)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:32.602832,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.2)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 19.375)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:33.693445,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.4, 5.2)","(4.0, 99999, 99990)","(3.7, 5.5, 5.233333333333333)","(16.0, 25.0, 18.583333333333332)","(4.2, 5.5, 5.583333333333334)"
12-01-2023 15:55:34.786220,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.126666666666666)","(4.0, 99999, 99990)","(3.7, 5.5, 4.863636363636363)","(16.0, 24.0, 18.583333333333332)","(4.2, 5.7, 5.35)"
12-01-2023 15:55:35.848000,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.126666666666666)","(4.0, 99999, 99990)","(3.7, 5.6, 4.863636363636363)","(16.0, 24.0, 19.333333333333332)","(4.2, 5.7, 5.333333333333333)"
12-01-2023 15:55:36.916717,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.126666666666666)","(4.0, 99999, 99990)","(3.7, 5.6, 4.925)","(16.0, 23.0, 21.625)","(4.2, 5.6, 5.333333333333333)"
12-01-2023 15:55:37.980738,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.126666666666666)","(4.0, 99999, 99990)","(3.7, 5.6, 4.925)","(16.0, 23.0, 21.625)","(4.2, 5.6, 5.333333333333333)"
12-01-2023 15:55:39.073645,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.126666666666666)","(4.0, 99999, 99990)","(3.7, 5.6, 4.925)","(16.0, 23.0, 21.625)","(4.2, 5.6, 5.333333333333333)"
12-01-2023 15:55:40.121147,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.5, 5.13)","(4.0, 99999, 99990)","(3.7, 5.6, 5.0)","(16.0, 23.0, 23.92857142857143)","(4.2, 5.6, 5.333333333333333)"
12-01-2023 15:55:41.186777,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.4, 5.13)","(4.0, 99999, 99990)","(3.7, 5.3, 5.1)","(16.0, 25.0, 23.92857142857143)","(4.2, 5.6, 5.583333333333334)"
12-01-2023 15:55:42.183607,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.4, 5.13)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(16.0, 25.0, 23.92857142857143)","(4.2, 5.7, 5.35)"
12-01-2023 15:55:43.279220,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.4, 4.825925925925926)","(4.0, 99999, 99990)","(3.7, 5.5, 5.18)","(16.0, 25.0, 23.92857142857143)","(4.2, 5.7, 5.428571428571428)"
12-01-2023 15:55:44.374257,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 4.9, 4.9)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(16.0, 25.0, 24.25)","(4.2, 5.6, 5.375)"
12-01-2023 15:55:45.492695,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.4, 4.9)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(16.0, 25.0, 23.75)","(4.2, 5.6, 5.375)"
12-01-2023 15:55:46.629814,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.4, 5.122222222222223)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(16.0, 25.0, 23.75)","(4.2, 5.6, 5.375)"
12-01-2023 15:55:47.649808,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.3, 5.122222222222223)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(16.0, 25.0, 21.11111111111111)","(4.2, 5.6, 5.375)"
12-01-2023 15:55:48.739697,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.4, 5.3, 5.16)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(16.0, 25.0, 22.666666666666664)","(4.2, 5.6, 5.15)"
12-01-2023 15:55:49.753155,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.16)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.23076923076923)","(4.2, 5.6, 5.083333333333333)"
12-01-2023 15:55:50.829487,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.16)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:51.929082,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.16)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:53.027468,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.16)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:54.011576,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.16)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:55.041957,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.218181818181818)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:56.082938,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:57.116956,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:58.100809,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:55:59.060507,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:00.032454,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:01.028979,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:02.158561,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:03.313102,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.1)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:04.400593,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.166666666666667)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:05.437599,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 4.833333333333334)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:06.549053,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 4.9)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:07.654664,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.0636363636363635)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:08.804172,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.0636363636363635)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:09.939301,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 4.814285714285714)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:10.955351,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 4.814285714285714)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:11.986009,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.235714285714286)","(4.0, 99999, 99990)","(3.7, 5.5, 5.0)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:13.019312,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.3, 5.6)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:14.086820,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.7, 5.316666666666666)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:15.160458,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.9, 5.375)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:16.158951,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.8, 5.342857142857143)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.46153846153846)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:17.193197,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.7, 5.342857142857143)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:18.208866,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.7, 5.342857142857143)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:19.224151,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.7, 5.342857142857143)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:20.354767,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.1, 5.5600000000000005)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:21.393803,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.7, 5.5600000000000005)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:22.525473,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.7, 5.366666666666667)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:23.653033,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.7, 5.32)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:24.775660,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.6, 5.35)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:25.876742,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.6, 5.257142857142857)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:27.118375,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.6, 5.285714285714286)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:28.274869,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.6, 5.285714285714286)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:29.357689,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.6, 5.285714285714286)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:30.452955,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.6, 5.285714285714286)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
12-01-2023 15:56:31.486739,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(31.0, 99999, 99990)","(4.2, 5.6, 5.285714285714286)","(4.0, 99999, 99990)","(3.7, 5.3, 4.871428571428572)","(17.0, 24.0, 21.884615384615383)","(4.2, 5.5, 5.083333333333333)"
