,Venting,Stately Star,Laelaps,Alchian,Sheezabigdeel,Master Of Zerprise,Sports Idol,Raise The Colours,If You Leave,Albanian Eagle,Chattering,Bungalally Babe
06-01-2023 13:52:07.026434,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.563265306122449)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.97029702970297)","(9.0, 12.0, 11.578947368421053)","(41.0, 75.0, 63.0)","(91.0, 120.0, 112.72727272727272)"
06-01-2023 13:52:08.357115,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.459701492537314)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.076923076923077)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.960526315789474)","(9.0, 12.0, 11.555555555555555)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:09.702956,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.459701492537314)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 25.0, 24.076923076923077)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.25)","(9.0, 12.0, 11.555555555555555)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:11.120363,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.5777777777777775)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.9)","(17.0, 28.0, 27.666666666666668)","(18.0, 25.0, 24.81818181818182)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.863636363636363)","(9.0, 12.0, 11.555555555555555)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:12.617020,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.208284023668639)","(5.5, 7.6, 7.364705882352941)","(5.0, 6.2, 5.9)","(17.0, 28.0, 27.666666666666668)","(18.0, 25.0, 24.81818181818182)","(7.0, 9.2, 9.123076923076923)","(11.0, 13.0, 12.863636363636363)","(9.0, 12.0, 11.833333333333334)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:14.230608,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.4, 5.208284023668639)","(5.5, 7.6, 7.364705882352941)","(5.0, 6.2, 5.9714285714285715)","(17.0, 28.0, 27.8)","(18.0, 25.0, 24.81818181818182)","(7.0, 9.2, 9.125925925925925)","(11.0, 13.0, 12.38)","(9.0, 12.0, 11.833333333333334)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:15.703520,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.4, 5.211764705882353)","(5.5, 7.6, 7.36)","(5.0, 6.2, 5.9)","(17.0, 28.0, 27.8)","(18.0, 25.0, 24.6)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 12.0, 12.162790697674419)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:17.162853,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.4, 5.211764705882353)","(5.5, 7.6, 7.36)","(5.0, 6.2, 5.836363636363636)","(17.0, 28.0, 27.8)","(18.0, 25.0, 24.625)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 13.0, 12.162790697674419)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:18.557269,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.4, 5.155121951219512)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.784)","(17.0, 28.0, 27.8)","(18.0, 25.0, 24.625)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 13.0, 12.2)","(41.0, 75.0, 63.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:19.940502,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.2, 5.172903225806452)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.784)","(17.0, 28.0, 29.22222222222222)","(18.0, 25.0, 24.625)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 13.0, 12.2)","(41.0, 75.0, 53.4)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:21.367075,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.2, 5.172903225806452)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.784)","(17.0, 32.0, 28.53846153846154)","(18.0, 25.0, 24.625)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 13.0, 12.2)","(41.0, 75.0, 60.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:22.736022,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.2, 5.196581196581197)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.784)","(17.0, 32.0, 28.53846153846154)","(18.0, 25.0, 24.625)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 13.0, 12.2)","(41.0, 70.0, 55.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:24.088766,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.2, 5.196581196581197)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.784)","(17.0, 32.0, 28.53846153846154)","(18.0, 25.0, 24.625)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 13.0, 12.2)","(41.0, 70.0, 55.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:25.472703,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.2, 5.084615384615384)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.784)","(17.0, 32.0, 29.227272727272727)","(18.0, 25.0, 24.625)","(7.0, 9.2, 9.123076923076923)","(11.0, 12.5, 12.38)","(9.0, 13.0, 11.714285714285714)","(41.0, 70.0, 55.0)","(91.0, 120.0, 117.5)"
06-01-2023 13:52:26.865475,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.3, 5.084615384615384)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.836363636363636)","(17.0, 34.0, 28.3)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 12.5, 12.41304347826087)","(9.0, 13.0, 12.071428571428571)","(41.0, 70.0, 56.666666666666664)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:28.204728,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.1)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.836363636363636)","(17.0, 34.0, 29.333333333333332)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 12.5, 12.55)","(9.0, 12.5, 12.3)","(41.0, 70.0, 56.666666666666664)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:29.662829,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.1)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 29.333333333333332)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.5, 12.543478260869565)","(9.0, 12.5, 12.3)","(41.0, 70.0, 52.857142857142854)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:31.250144,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.29344262295082)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 29.333333333333332)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.5, 12.543478260869565)","(9.0, 12.5, 12.3)","(41.0, 70.0, 52.857142857142854)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:32.801923,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.29344262295082)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 29.333333333333332)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.5, 12.543478260869565)","(9.0, 12.5, 12.3)","(41.0, 70.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:34.372650,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.29344262295082)","(5.5, 7.6, 7.36)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 29.333333333333332)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.5, 12.475)","(9.0, 12.5, 12.3)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:35.956687,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.285826771653543)","(5.5, 7.6, 7.217021276595744)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 31.46666666666667)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.475)","(9.0, 12.5, 11.9)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:37.511402,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.285826771653543)","(5.5, 7.6, 7.217021276595744)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 31.666666666666668)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.475)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:38.980830,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.3, 5.285826771653543)","(5.5, 7.6, 7.217021276595744)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 31.333333333333332)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.475)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:40.466408,"(8.0, 99999, 99990)","(13.0, 17.5, 16.9375)","(5.0, 5.3, 5.203225806451613)","(5.5, 7.6, 7.054545454545455)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 31.428571428571427)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.475)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:42.050737,"(8.0, 99999, 99990)","(13.0, 17.5, 16.625)","(5.0, 5.4, 5.2093750000000005)","(5.5, 7.6, 7.054545454545455)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 30.0)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.475)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:43.652192,"(8.0, 99999, 99990)","(13.0, 17.5, 16.625)","(5.0, 5.4, 5.2096)","(5.5, 7.6, 7.054545454545455)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 30.0)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.463414634146341)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:45.226023,"(8.0, 99999, 99990)","(13.0, 17.5, 16.625)","(5.0, 5.4, 5.2275)","(5.5, 7.6, 7.054545454545455)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 30.0)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.463414634146341)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:46.826052,"(8.0, 99999, 99990)","(13.0, 17.5, 16.625)","(4.8, 5.4, 5.2275)","(5.5, 7.6, 7.046153846153846)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 30.0)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.463414634146341)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:48.377213,"(9.0, 99999, 99990)","(13.0, 17.5, 16.625)","(4.8, 5.4, 5.2275)","(5.5, 7.6, 7.171428571428572)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 30.0)","(18.0, 25.0, 23.6)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.463414634146341)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:49.879527,"(9.0, 99999, 99990)","(13.0, 17.5, 16.84375)","(4.8, 5.4, 5.2275)","(5.5, 7.4, 7.171428571428572)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 30.0)","(18.0, 26.0, 23.6)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.463414634146341)","(9.0, 12.5, 11.807692307692308)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:51.422054,"(9.0, 99999, 99990)","(13.0, 17.5, 16.833333333333332)","(4.8, 5.4, 5.2275)","(5.5, 7.4, 7.171428571428572)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 26.75)","(18.0, 26.0, 23.6)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.463414634146341)","(9.0, 12.5, 11.9)","(41.0, 65.0, 57.5)","(91.0, 120.0, 117.77777777777777)"
06-01-2023 13:52:52.992977,"(9.0, 99999, 99990)","(13.0, 17.0, 15.8)","(4.8, 5.4, 5.22972972972973)","(5.5, 7.4, 7.076923076923077)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 26.4)","(18.0, 26.0, 23.6)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.75)","(9.0, 12.5, 11.9)","(41.0, 65.0, 57.5)","(91.0, 130.0, 117.14285714285714)"
06-01-2023 13:52:54.640230,"(9.0, 99999, 99990)","(13.0, 17.0, 15.8)","(4.8, 5.4, 5.22972972972973)","(5.5, 7.4, 7.076923076923077)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 26.4)","(18.0, 26.0, 23.6)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.75)","(9.0, 12.5, 12.0)","(41.0, 65.0, 57.5)","(91.0, 130.0, 117.14285714285714)"
06-01-2023 13:52:56.259536,"(9.0, 99999, 99990)","(13.0, 17.0, 15.772727272727273)","(4.8, 5.4, 5.2444444444444445)","(5.5, 7.4, 6.938461538461539)","(5.0, 6.0, 5.836363636363636)","(17.0, 32.0, 29.6)","(18.0, 26.0, 23.6)","(7.0, 9.2, 9.057142857142857)","(11.0, 13.0, 12.75)","(9.0, 12.5, 12.4)","(41.0, 65.0, 60.0)","(91.0, 130.0, 117.14285714285714)"
06-01-2023 13:52:57.871747,"(9.0, 99999, 99990)","(13.0, 17.0, 15.772727272727273)","(4.8, 5.4, 5.2405063291139244)","(5.5, 7.4, 6.928571428571429)","(5.0, 6.0, 5.832)","(17.0, 32.0, 30.5)","(18.0, 26.0, 24.333333333333332)","(7.0, 9.2, 9.05)","(11.0, 13.0, 12.954545454545455)","(9.0, 12.5, 12.4)","(41.0, 65.0, 60.0)","(91.0, 130.0, 117.14285714285714)"
06-01-2023 13:52:59.421553,"(9.0, 99999, 99990)","(13.0, 17.0, 15.75)","(4.8, 5.4, 5.2405063291139244)","(5.5, 7.4, 6.892307692307692)","(5.0, 6.0, 5.832)","(17.0, 32.0, 30.5)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.114285714285714)","(11.0, 13.0, 12.435483870967742)","(9.0, 12.5, 12.4)","(41.0, 65.0, 60.0)","(91.0, 130.0, 117.14285714285714)"
06-01-2023 13:53:00.962892,"(9.0, 99999, 99990)","(13.0, 16.0, 15.75)","(4.8, 5.4, 5.2405063291139244)","(5.5, 7.4, 6.882758620689655)","(5.0, 6.0, 5.832)","(17.0, 32.0, 30.5)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.114285714285714)","(11.0, 12.5, 12.28125)","(9.0, 12.5, 12.434782608695652)","(41.0, 65.0, 57.5)","(91.0, 130.0, 117.14285714285714)"
06-01-2023 13:53:02.437066,"(9.0, 99999, 99990)","(13.0, 16.5, 15.75)","(4.8, 5.4, 5.2405063291139244)","(5.5, 7.4, 6.882758620689655)","(5.0, 6.0, 5.832)","(17.0, 32.0, 30.5)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.114285714285714)","(11.0, 12.5, 12.275510204081632)","(9.0, 12.5, 12.40625)","(41.0, 65.0, 57.5)","(91.0, 130.0, 117.14285714285714)"
06-01-2023 13:53:03.997768,"(9.0, 99999, 99990)","(13.0, 16.5, 16.083333333333332)","(4.8, 5.4, 5.2405063291139244)","(5.5, 7.4, 6.892307692307692)","(5.0, 6.0, 5.832)","(17.0, 32.0, 26.555555555555557)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.11111111111111)","(11.0, 12.5, 12.25)","(9.0, 12.5, 12.40625)","(41.0, 65.0, 57.5)","(91.0, 130.0, 121.81818181818181)"
06-01-2023 13:53:05.520812,"(9.0, 99999, 99990)","(13.0, 16.5, 15.75)","(4.8, 5.4, 5.23764705882353)","(5.5, 7.4, 6.892307692307692)","(5.0, 6.0, 5.857142857142858)","(17.0, 32.0, 24.125)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.11111111111111)","(11.0, 12.5, 12.25)","(9.0, 12.5, 12.40625)","(41.0, 65.0, 57.5)","(91.0, 130.0, 121.81818181818181)"
06-01-2023 13:53:06.975758,"(9.0, 99999, 99990)","(13.0, 16.5, 16.23913043478261)","(4.8, 5.4, 5.218823529411765)","(5.5, 7.4, 7.332710280373832)","(5.0, 5.9, 5.930000000000001)","(17.0, 32.0, 24.166666666666668)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.11111111111111)","(11.0, 12.5, 12.077272727272728)","(9.0, 12.5, 12.3)","(41.0, 65.0, 57.5)","(91.0, 130.0, 123.33333333333333)"
06-01-2023 13:53:08.474947,"(9.0, 99999, 99990)","(13.0, 16.5, 16.38372093023256)","(4.8, 5.3, 5.218823529411765)","(5.5, 7.4, 7.332710280373832)","(5.0, 6.0, 5.930000000000001)","(17.0, 30.0, 23.7)","(18.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.11111111111111)","(11.0, 12.5, 12.077272727272728)","(9.0, 12.5, 12.3)","(41.0, 65.0, 57.5)","(91.0, 130.0, 123.33333333333333)"
06-01-2023 13:53:09.957065,"(9.0, 99999, 99990)","(13.0, 16.5, 16.38372093023256)","(4.8, 5.3, 5.218823529411765)","(5.5, 7.4, 7.332710280373832)","(5.0, 6.0, 5.930000000000001)","(17.0, 30.0, 25.333333333333332)","(19.0, 25.0, 24.333333333333332)","(7.5, 9.2, 9.11111111111111)","(11.0, 12.5, 12.091397849462366)","(10.0, 12.5, 12.3)","(31.0, 65.0, 57.5)","(91.0, 130.0, 123.33333333333333)"
06-01-2023 13:53:11.473691,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.4, 7.332710280373832)","(5.0, 6.0, 5.930000000000001)","(17.0, 30.0, 26.846153846153847)","(19.0, 25.0, 24.333333333333332)","(7.5, 9.2, 9.181818181818182)","(11.0, 12.5, 12.091397849462366)","(10.0, 12.5, 12.3)","(31.0, 65.0, 57.5)","(91.0, 130.0, 121.42857142857143)"
06-01-2023 13:53:12.967261,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.4, 7.332710280373832)","(5.0, 6.0, 5.930000000000001)","(17.0, 28.0, 26.846153846153847)","(19.0, 25.0, 24.333333333333332)","(7.5, 9.2, 9.184615384615384)","(11.0, 12.5, 12.091397849462366)","(10.0, 12.5, 12.3)","(31.0, 65.0, 57.5)","(91.0, 130.0, 121.42857142857143)"
06-01-2023 13:53:14.503184,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.4, 7.332710280373832)","(5.0, 6.0, 5.930000000000001)","(17.0, 28.0, 26.846153846153847)","(19.0, 25.0, 24.333333333333332)","(7.5, 9.2, 9.184615384615384)","(11.0, 12.5, 12.091397849462366)","(10.0, 12.5, 12.3)","(31.0, 65.0, 57.5)","(91.0, 130.0, 121.42857142857143)"
06-01-2023 13:53:16.127034,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.4, 7.553846153846154)","(5.0, 6.0, 5.930000000000001)","(17.0, 28.0, 26.571428571428573)","(19.0, 25.0, 24.333333333333332)","(7.5, 9.2, 9.184615384615384)","(11.0, 12.5, 12.091397849462366)","(10.0, 12.5, 12.3)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:17.633432,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.6, 7.495238095238095)","(5.0, 6.0, 5.930000000000001)","(17.0, 28.0, 27.09090909090909)","(19.0, 25.0, 25.0)","(7.5, 9.2, 9.184615384615384)","(11.0, 12.5, 12.091397849462366)","(10.0, 12.5, 11.978260869565217)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:19.204536,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.8, 7.483333333333333)","(5.0, 6.0, 5.930000000000001)","(17.0, 28.0, 27.09090909090909)","(19.0, 26.0, 25.0)","(7.5, 9.2, 9.184615384615384)","(11.0, 12.5, 12.091397849462366)","(10.0, 12.5, 11.9)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:20.869321,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.8, 7.518518518518519)","(5.0, 6.0, 5.930000000000001)","(17.0, 28.0, 27.09090909090909)","(19.0, 26.0, 25.0)","(7.5, 9.2, 9.176470588235293)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.642857142857142)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:22.349525,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.8, 7.518518518518519)","(5.0, 6.0, 5.930000000000001)","(17.0, 28.0, 26.96)","(19.0, 26.0, 25.0)","(7.5, 9.2, 9.169230769230769)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.642857142857142)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:23.905547,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.8, 7.518518518518519)","(5.0, 6.0, 5.930000000000001)","(17.0, 32.0, 26.272727272727273)","(19.0, 26.0, 25.25)","(7.5, 9.2, 9.169230769230769)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.642857142857142)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:25.525264,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.8, 7.454545454545455)","(5.0, 6.0, 5.930000000000001)","(17.0, 32.0, 27.333333333333332)","(19.0, 26.0, 24.714285714285715)","(7.5, 9.2, 9.177777777777777)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.642857142857142)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:27.172798,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2372093023255815)","(5.5, 7.8, 7.454545454545455)","(5.0, 6.0, 5.906923076923078)","(17.0, 32.0, 28.5)","(19.0, 26.0, 23.9)","(7.5, 9.2, 9.18095238095238)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.642857142857142)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:28.757639,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2065843621399175)","(5.5, 7.8, 7.454545454545455)","(5.0, 6.0, 5.906923076923078)","(17.0, 32.0, 30.2)","(19.0, 26.0, 23.9)","(7.5, 9.2, 9.18095238095238)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.473684210526315)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:30.280674,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2050209205020925)","(5.5, 7.8, 7.454545454545455)","(5.0, 6.0, 5.906923076923078)","(17.0, 32.0, 30.285714285714285)","(19.0, 26.0, 24.133333333333333)","(7.5, 9.2, 9.18095238095238)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.473684210526315)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:31.893571,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2063492063492065)","(5.5, 7.8, 7.454545454545455)","(5.0, 6.0, 5.906923076923078)","(17.0, 32.0, 30.285714285714285)","(19.0, 26.0, 24.133333333333333)","(7.5, 9.2, 9.18095238095238)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.473684210526315)","(31.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:33.331984,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2063492063492065)","(5.5, 7.8, 7.446153846153846)","(5.0, 6.0, 5.906923076923078)","(17.0, 32.0, 30.285714285714285)","(19.0, 26.0, 24.133333333333333)","(7.5, 9.2, 9.107692307692307)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.473684210526315)","(41.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
06-01-2023 13:53:34.869115,"(9.0, 99999, 99990)","(13.0, 16.5, 16.1875)","(4.8, 5.3, 5.2063492063492065)","(5.5, 7.6, 7.446153846153846)","(5.0, 6.0, 5.906923076923078)","(17.0, 32.0, 31.4)","(19.0, 26.0, 24.133333333333333)","(7.5, 9.2, 9.107692307692307)","(11.0, 12.5, 12.089473684210526)","(10.0, 12.5, 11.473684210526315)","(41.0, 65.0, 57.5)","(91.0, 130.0, 118.0)"
