,Jelignite Jack,Diego Delgado,Fraya,The Tax Cullector,Major Slip Up,Rancho Man,Gabbys Ideal,Hit The Track,Clares Fool,Jet Force
06-01-2023 13:49:58.416856,"(31.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.7, 3.05, 2.9499999999999997)","(2.1, 2.44, 2.362222222222222)","(21.0, 44.0, 36.666666666666664)","(26.0, 60.0, 52.0)","(31.0, 85.0, 59.0)","(7.0, 12.5, 11.625)","(31.0, 100.0, 64.0)","(17.0, 30.0, 28.5)"
06-01-2023 13:49:59.903567,"(31.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.7, 3.05, 2.9499999999999997)","(2.1, 2.44, 2.362222222222222)","(21.0, 42.0, 36.666666666666664)","(26.0, 60.0, 52.0)","(31.0, 85.0, 59.0)","(7.0, 12.5, 11.25)","(31.0, 100.0, 64.0)","(17.0, 30.0, 30.666666666666668)"
06-01-2023 13:50:01.403597,"(31.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.7, 3.05, 2.9499999999999997)","(2.1, 2.44, 2.362222222222222)","(21.0, 42.0, 36.666666666666664)","(26.0, 60.0, 52.0)","(31.0, 85.0, 59.0)","(7.0, 12.0, 11.44)","(31.0, 100.0, 64.0)","(17.0, 32.0, 30.0)"
06-01-2023 13:50:02.831299,"(31.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.7, 3.0, 2.912)","(2.1, 2.44, 2.362222222222222)","(21.0, 42.0, 36.666666666666664)","(26.0, 60.0, 52.0)","(31.0, 85.0, 59.0)","(7.0, 12.0, 10.8)","(31.0, 100.0, 64.0)","(17.0, 32.0, 27.5)"
06-01-2023 13:50:04.204316,"(31.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.7, 3.0, 2.912)","(2.1, 2.44, 2.362222222222222)","(21.0, 42.0, 36.666666666666664)","(26.0, 60.0, 52.0)","(31.0, 85.0, 59.0)","(7.0, 12.0, 10.9)","(31.0, 100.0, 64.0)","(17.0, 32.0, 30.2)"
06-01-2023 13:50:05.686168,"(31.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.7, 3.0, 2.9371428571428573)","(2.1, 2.44, 2.362222222222222)","(21.0, 42.0, 36.666666666666664)","(26.0, 60.0, 52.0)","(31.0, 85.0, 59.0)","(7.0, 12.0, 10.9)","(31.0, 100.0, 64.0)","(17.0, 32.0, 30.2)"
06-01-2023 13:50:07.147474,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.6, 3.0, 2.9466666666666668)","(2.05, 2.44, 2.362222222222222)","(21.0, 42.0, 36.666666666666664)","(31.0, 60.0, 54.666666666666664)","(31.0, 85.0, 65.5)","(6.5, 12.0, 11.04)","(31.0, 100.0, 70.0)","(17.0, 32.0, 30.2)"
06-01-2023 13:50:08.508575,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.6, 2.98, 2.9371428571428573)","(2.05, 2.44, 2.362222222222222)","(21.0, 42.0, 36.666666666666664)","(31.0, 60.0, 55.333333333333336)","(31.0, 85.0, 65.5)","(6.5, 12.0, 10.9)","(31.0, 100.0, 70.0)","(17.0, 32.0, 30.2)"
06-01-2023 13:50:09.844494,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.6, 3.0, 2.933333333333333)","(2.05, 2.44, 2.362222222222222)","(21.0, 42.0, 34.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 65.5)","(7.0, 12.0, 11.628571428571428)","(41.0, 100.0, 77.5)","(17.0, 32.0, 30.2)"
06-01-2023 13:50:11.337925,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.6, 3.0, 2.933333333333333)","(2.05, 2.44, 2.362222222222222)","(21.0, 42.0, 34.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 65.5)","(7.0, 12.0, 10.8)","(41.0, 100.0, 77.5)","(17.0, 32.0, 31.0)"
06-01-2023 13:50:12.878012,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.6, 3.0, 2.933333333333333)","(2.05, 2.44, 2.3646153846153846)","(21.0, 42.0, 34.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 65.5)","(7.0, 12.0, 10.8)","(41.0, 100.0, 77.5)","(17.0, 32.0, 31.0)"
06-01-2023 13:50:14.374922,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 33.333333333333336)","(2.6, 3.0, 2.964)","(2.05, 2.38, 2.335)","(21.0, 42.0, 34.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 65.5)","(7.0, 12.0, 11.6)","(41.0, 100.0, 77.5)","(17.0, 32.0, 31.0)"
06-01-2023 13:50:15.777446,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 34.0)","(2.6, 3.0, 2.9745454545454546)","(2.05, 2.38, 2.3363636363636364)","(21.0, 42.0, 38.25)","(31.0, 60.0, 54.0)","(31.0, 85.0, 74.42857142857143)","(7.0, 12.0, 10.75)","(41.0, 100.0, 88.57142857142857)","(17.0, 32.0, 29.333333333333332)"
06-01-2023 13:50:17.180083,"(26.0, 38.0, 32.666666666666664)","(21.0, 44.0, 34.0)","(2.6, 3.0, 2.8027027027027027)","(2.05, 2.38, 2.384)","(21.0, 42.0, 36.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 67.5)","(7.0, 11.5, 11.75)","(41.0, 100.0, 76.66666666666667)","(17.0, 32.0, 27.142857142857142)"
06-01-2023 13:50:18.601736,"(26.0, 38.0, 33.0)","(21.0, 44.0, 42.0)","(2.6, 2.82, 2.9714285714285715)","(2.05, 2.4, 2.3345454545454545)","(21.0, 42.0, 38.75)","(31.0, 60.0, 54.0)","(31.0, 85.0, 76.25)","(7.0, 12.0, 11.125)","(41.0, 100.0, 88.33333333333333)","(17.0, 34.0, 29.0)"
06-01-2023 13:50:19.981677,"(26.0, 38.0, 32.705882352941174)","(21.0, 44.0, 42.0)","(2.6, 3.0, 2.9714285714285715)","(2.05, 2.36, 2.324705882352941)","(21.0, 42.0, 38.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 70.0)","(7.0, 11.5, 11.125)","(41.0, 100.0, 86.0)","(17.0, 32.0, 28.666666666666668)"
06-01-2023 13:50:21.345093,"(26.0, 38.0, 32.705882352941174)","(21.0, 44.0, 38.0)","(2.6, 3.0, 2.9714285714285715)","(2.05, 2.36, 2.3249999999999997)","(21.0, 42.0, 40.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 75.0)","(7.0, 11.5, 11.714285714285714)","(41.0, 100.0, 80.0)","(17.0, 32.0, 29.5)"
06-01-2023 13:50:22.789041,"(26.0, 38.0, 32.285714285714285)","(21.0, 44.0, 42.75)","(2.6, 3.0, 2.9857142857142858)","(2.0, 2.36, 2.325333333333333)","(21.0, 42.0, 40.57142857142857)","(31.0, 60.0, 54.0)","(31.0, 85.0, 75.0)","(7.0, 12.0, 11.6)","(41.0, 100.0, 90.0)","(18.0, 32.0, 29.5)"
06-01-2023 13:50:24.259589,"(26.0, 38.0, 32.0)","(21.0, 44.0, 42.888888888888886)","(2.6, 3.0, 2.9466666666666668)","(2.0, 2.36, 2.324)","(21.0, 42.0, 39.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 75.0)","(7.0, 12.0, 11.0)","(41.0, 110.0, 50.666666666666664)","(18.0, 32.0, 31.2)"
06-01-2023 13:50:26.320381,"(26.0, 38.0, 32.705882352941174)","(21.0, 44.0, 44.5)","(2.6, 3.0, 2.9466666666666668)","(2.0, 2.36, 2.324)","(21.0, 42.0, 39.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 75.0)","(7.0, 12.0, 11.52)","(41.0, 90.0, 83.33333333333334)","(18.0, 32.0, 28.666666666666668)"
06-01-2023 13:50:28.321173,"(26.0, 38.0, 33.26315789473684)","(21.0, 46.0, 41.0)","(2.6, 3.0, 2.9466666666666668)","(2.0, 2.36, 2.324)","(21.0, 48.0, 44.0)","(31.0, 60.0, 54.0)","(31.0, 85.0, 75.0)","(7.0, 12.0, 11.6)","(41.0, 90.0, 83.33333333333334)","(17.0, 32.0, 29.333333333333332)"
06-01-2023 13:50:30.160649,"(26.0, 38.0, 34.666666666666664)","(21.0, 46.0, 44.857142857142854)","(2.6, 3.0, 3.0444444444444443)","(2.0, 2.36, 2.324)","(21.0, 48.0, 45.142857142857146)","(31.0, 60.0, 54.0)","(31.0, 85.0, 75.0)","(7.0, 12.5, 11.6)","(41.0, 85.0, 79.16666666666666)","(17.0, 32.0, 31.0)"
06-01-2023 13:50:32.119573,"(26.0, 38.0, 34.25)","(21.0, 46.0, 44.857142857142854)","(2.6, 3.05, 3.06)","(2.0, 2.36, 2.301224489795918)","(21.0, 48.0, 45.142857142857146)","(31.0, 60.0, 54.0)","(31.0, 85.0, 70.0)","(7.0, 12.5, 12.083333333333334)","(41.0, 90.0, 83.33333333333334)","(17.0, 32.0, 29.5)"
06-01-2023 13:50:33.797799,"(26.0, 38.0, 34.25)","(21.0, 46.0, 44.0)","(2.6, 3.1, 3.0846153846153848)","(2.0, 2.36, 2.301224489795918)","(21.0, 48.0, 46.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 80.0)","(7.0, 12.5, 12.083333333333334)","(41.0, 90.0, 83.33333333333334)","(20.0, 32.0, 32.0)"
06-01-2023 13:50:35.293753,"(26.0, 38.0, 34.25)","(21.0, 48.0, 44.0)","(2.6, 3.1, 3.0846153846153848)","(2.0, 2.36, 2.301224489795918)","(21.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.0, 12.5, 11.6)","(41.0, 90.0, 83.33333333333334)","(18.0, 34.0, 27.333333333333332)"
06-01-2023 13:50:36.791260,"(26.0, 38.0, 34.25)","(21.0, 48.0, 45.5)","(2.6, 3.1, 3.0846153846153848)","(2.0, 2.36, 2.301224489795918)","(21.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.0, 12.5, 11.6)","(41.0, 90.0, 83.33333333333334)","(18.0, 34.0, 30.0)"
06-01-2023 13:50:38.280019,"(26.0, 38.0, 34.25)","(21.0, 48.0, 45.5)","(2.6, 3.1, 3.066666666666667)","(2.0, 2.36, 2.3049999999999997)","(21.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.0, 12.5, 12.23)","(41.0, 90.0, 83.33333333333334)","(16.0, 34.0, 27.333333333333332)"
06-01-2023 13:50:39.744276,"(26.0, 38.0, 36.0)","(21.0, 48.0, 44.0)","(2.6, 3.1, 3.066666666666667)","(2.0, 2.4, 2.3041666666666667)","(21.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.0, 12.5, 12.23)","(41.0, 90.0, 83.33333333333334)","(16.0, 34.0, 28.8)"
06-01-2023 13:50:41.176147,"(26.0, 44.0, 37.0)","(21.0, 46.0, 44.0)","(2.6, 3.1, 3.0714285714285716)","(2.0, 2.4, 2.3049999999999997)","(21.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.0, 12.5, 12.23)","(41.0, 90.0, 83.33333333333334)","(16.0, 30.0, 25.333333333333332)"
06-01-2023 13:50:42.726606,"(26.0, 42.0, 37.0)","(21.0, 46.0, 40.18181818181818)","(2.6, 3.1, 3.066666666666667)","(2.0, 2.4, 2.3049999999999997)","(21.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.0, 12.5, 12.23)","(41.0, 90.0, 83.33333333333334)","(17.0, 30.0, 27.333333333333332)"
06-01-2023 13:50:44.282601,"(26.0, 42.0, 37.0)","(21.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.066666666666667)","(2.0, 2.4, 2.2859999999999996)","(21.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.0, 12.5, 12.23)","(41.0, 90.0, 83.33333333333334)","(17.0, 30.0, 26.0)"
06-01-2023 13:50:45.751580,"(26.0, 42.0, 36.8)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.055555555555556)","(1.95, 2.4, 2.2859999999999996)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 77.5)","(7.5, 12.5, 10.200000000000001)","(31.0, 90.0, 83.33333333333334)","(18.0, 30.0, 26.0)"
06-01-2023 13:50:47.210691,"(26.0, 40.0, 37.333333333333336)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.055555555555556)","(1.95, 2.4, 2.3155555555555556)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 100.0, 102.14285714285714)","(7.5, 11.0, 9.654545454545454)","(31.0, 90.0, 83.33333333333334)","(18.0, 30.0, 27.333333333333332)"
06-01-2023 13:50:48.689661,"(26.0, 40.0, 37.333333333333336)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.055555555555556)","(1.95, 2.4, 2.3155555555555556)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 110.0, 102.14285714285714)","(7.5, 9.8, 9.654545454545454)","(31.0, 90.0, 83.33333333333334)","(18.0, 32.0, 30.0)"
06-01-2023 13:50:50.197088,"(26.0, 40.0, 37.333333333333336)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.05)","(1.95, 2.4, 2.3155555555555556)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 110.0, 102.14285714285714)","(7.5, 9.8, 9.685714285714287)","(31.0, 90.0, 83.33333333333334)","(18.0, 32.0, 27.764705882352942)"
06-01-2023 13:50:51.699282,"(26.0, 40.0, 38.0)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.05)","(1.95, 2.4, 2.3348571428571425)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 110.0, 102.14285714285714)","(7.5, 9.8, 9.707692307692309)","(31.0, 90.0, 83.33333333333334)","(18.0, 36.0, 26.666666666666668)"
06-01-2023 13:50:53.100007,"(26.0, 40.0, 38.0)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.05)","(1.95, 2.4, 2.348695652173913)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 110.0, 105.0)","(7.5, 9.8, 9.707692307692309)","(31.0, 90.0, 83.33333333333334)","(18.0, 30.0, 26.363636363636363)"
06-01-2023 13:50:54.462618,"(26.0, 44.0, 36.8)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.0733333333333333)","(1.95, 2.38, 2.308)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 130.0, 105.0)","(7.5, 9.8, 9.707692307692309)","(31.0, 90.0, 83.33333333333334)","(18.0, 30.0, 26.666666666666668)"
06-01-2023 13:50:55.933732,"(26.0, 44.0, 36.8)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.075)","(1.95, 2.38, 2.3188235294117647)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 130.0, 77.5)","(7.5, 9.8, 10.026315789473683)","(31.0, 90.0, 78.57142857142857)","(18.0, 30.0, 26.923076923076923)"
06-01-2023 13:50:57.433553,"(26.0, 44.0, 38.0)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.075)","(1.95, 2.38, 2.3341176470588234)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 130.0, 77.5)","(7.5, 10.5, 10.0)","(31.0, 90.0, 55.0)","(17.0, 30.0, 24.545454545454547)"
06-01-2023 13:50:59.093055,"(26.0, 44.0, 38.0)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.075)","(1.95, 2.38, 2.3341176470588234)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 130.0, 77.5)","(7.5, 10.5, 10.125)","(31.0, 65.0, 55.0)","(17.0, 30.0, 25.454545454545453)"
06-01-2023 13:51:00.742619,"(26.0, 44.0, 38.0)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 3.075)","(1.95, 2.38, 2.337142857142857)","(31.0, 48.0, 47.0)","(31.0, 60.0, 54.0)","(31.0, 130.0, 77.5)","(7.5, 10.5, 10.125)","(31.0, 65.0, 55.0)","(17.0, 30.0, 24.545454545454547)"
06-01-2023 13:51:02.645033,"(26.0, 44.0, 38.0)","(26.0, 42.0, 40.18181818181818)","(2.6, 3.1, 2.984)","(1.95, 2.38, 2.3653658536585365)","(31.0, 48.0, 42.8)","(31.0, 60.0, 54.0)","(31.0, 130.0, 77.5)","(7.5, 10.5, 10.21875)","(31.0, 65.0, 55.0)","(18.0, 30.0, 25.454545454545453)"
06-01-2023 13:51:04.565885,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 40.4)","(2.6, 3.0, 2.980506329113924)","(1.95, 2.38, 2.3725)","(31.0, 44.0, 43.6)","(31.0, 75.0, 62.5)","(31.0, 120.0, 100.0)","(7.5, 10.5, 10.292307692307693)","(31.0, 65.0, 55.357142857142854)","(18.0, 30.0, 28.0)"
06-01-2023 13:51:06.634795,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 40.4)","(2.6, 3.0, 2.9403870967741934)","(1.95, 2.38, 2.3718181818181816)","(31.0, 44.0, 43.6)","(31.0, 75.0, 61.5)","(31.0, 120.0, 100.0)","(7.5, 10.5, 10.32)","(31.0, 65.0, 55.357142857142854)","(19.0, 30.0, 24.666666666666668)"
06-01-2023 13:51:08.080750,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 40.4)","(2.6, 3.0, 2.944968152866242)","(1.95, 2.38, 2.3737931034482758)","(31.0, 44.0, 43.6)","(31.0, 75.0, 66.66666666666667)","(31.0, 120.0, 92.5)","(7.5, 10.5, 10.32)","(31.0, 65.0, 54.61538461538461)","(19.0, 30.0, 26.0)"
06-01-2023 13:51:09.586642,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 40.4)","(2.6, 3.0, 2.9404761904761902)","(1.95, 2.38, 2.3815999999999997)","(31.0, 44.0, 43.6)","(31.0, 75.0, 65.0)","(31.0, 120.0, 92.5)","(7.5, 10.5, 10.15)","(31.0, 65.0, 54.61538461538461)","(19.0, 30.0, 26.0)"
06-01-2023 13:51:11.057379,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 40.4)","(2.6, 3.0, 2.9465546218487395)","(2.0, 2.4, 2.3417241379310343)","(31.0, 44.0, 47.55555555555556)","(31.0, 75.0, 59.5)","(31.0, 120.0, 92.5)","(7.5, 10.5, 10.309090909090909)","(31.0, 65.0, 54.61538461538461)","(19.0, 30.0, 27.6)"
06-01-2023 13:51:12.491240,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 36.285714285714285)","(2.6, 3.0, 2.9465546218487395)","(2.0, 2.38, 2.3346938775510204)","(31.0, 48.0, 47.55555555555556)","(31.0, 75.0, 67.25)","(31.0, 120.0, 92.5)","(7.5, 10.5, 10.1625)","(31.0, 65.0, 54.61538461538461)","(19.0, 30.0, 27.333333333333332)"
06-01-2023 13:51:14.081073,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 36.0)","(2.6, 3.0, 2.9465546218487395)","(2.0, 2.38, 2.3268965517241376)","(31.0, 48.0, 47.6)","(31.0, 75.0, 60.5)","(31.0, 120.0, 92.5)","(7.5, 10.5, 9.675)","(31.0, 65.0, 54.61538461538461)","(19.0, 30.0, 28.76923076923077)"
06-01-2023 13:51:15.579520,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 39.27272727272727)","(2.6, 3.0, 2.9495238095238094)","(2.0, 2.38, 2.342222222222222)","(31.0, 48.0, 47.142857142857146)","(31.0, 75.0, 65.33333333333333)","(31.0, 120.0, 71.42857142857143)","(7.5, 10.5, 9.975000000000001)","(31.0, 65.0, 54.61538461538461)","(19.0, 30.0, 28.76923076923077)"
06-01-2023 13:51:17.089759,"(26.0, 44.0, 38.666666666666664)","(26.0, 42.0, 36.08695652173913)","(2.6, 3.0, 2.953684210526316)","(2.0, 2.36, 2.2805494505494504)","(31.0, 50.0, 47.45454545454545)","(26.0, 75.0, 60.333333333333336)","(31.0, 110.0, 92.22222222222223)","(7.5, 10.5, 10.071428571428571)","(31.0, 65.0, 70.9090909090909)","(17.0, 30.0, 29.666666666666668)"
06-01-2023 13:51:18.599996,"(26.0, 46.0, 38.0)","(26.0, 50.0, 36.666666666666664)","(2.6, 3.0, 3.02)","(2.0, 2.3, 2.2473684210526317)","(31.0, 50.0, 47.45454545454545)","(26.0, 85.0, 66.66666666666667)","(31.0, 110.0, 85.0)","(7.5, 11.0, 10.071428571428571)","(31.0, 90.0, 78.75)","(17.0, 30.0, 27.5)"
06-01-2023 13:51:20.118646,"(26.0, 46.0, 36.76923076923077)","(21.0, 50.0, 36.666666666666664)","(2.6, 3.05, 3.0647058823529414)","(2.0, 2.26, 2.2466666666666666)","(31.0, 50.0, 48.666666666666664)","(26.0, 100.0, 74.28571428571428)","(31.0, 110.0, 90.0)","(7.5, 11.0, 9.885714285714286)","(31.0, 85.0, 80.0)","(20.0, 30.0, 28.333333333333332)"
06-01-2023 13:51:21.608263,"(26.0, 46.0, 36.76923076923077)","(21.0, 50.0, 36.666666666666664)","(2.6, 3.1, 3.0166666666666666)","(2.0, 2.26, 2.239375)","(31.0, 50.0, 49.6)","(26.0, 100.0, 66.0)","(31.0, 110.0, 90.0)","(7.5, 11.0, 10.133333333333333)","(31.0, 85.0, 80.0)","(20.0, 30.0, 28.75)"
06-01-2023 13:51:23.016955,"(26.0, 46.0, 36.76923076923077)","(21.0, 50.0, 38.0)","(2.6, 3.1, 3.0625)","(2.0, 2.26, 2.244285714285714)","(31.0, 50.0, 52.22222222222222)","(31.0, 120.0, 70.9090909090909)","(41.0, 110.0, 100.0)","(7.5, 11.0, 9.933333333333334)","(31.0, 85.0, 83.75)","(20.0, 30.0, 29.333333333333332)"
06-01-2023 13:51:24.359674,"(26.0, 46.0, 36.76923076923077)","(21.0, 48.0, 36.333333333333336)","(2.6, 3.15, 3.0646341463414632)","(2.0, 2.26, 2.244285714285714)","(31.0, 60.0, 52.22222222222222)","(31.0, 120.0, 70.5)","(41.0, 110.0, 95.0)","(7.5, 11.0, 9.727272727272727)","(31.0, 90.0, 83.75)","(20.0, 30.0, 29.428571428571427)"
06-01-2023 13:51:25.712032,"(26.0, 46.0, 35.714285714285715)","(21.0, 48.0, 36.333333333333336)","(2.6, 3.15, 3.0646341463414632)","(2.0, 2.26, 2.2325)","(31.0, 60.0, 52.22222222222222)","(31.0, 120.0, 75.0)","(41.0, 110.0, 95.0)","(7.5, 11.0, 9.727272727272727)","(41.0, 90.0, 83.75)","(17.0, 30.0, 29.428571428571427)"
06-01-2023 13:51:27.198233,"(26.0, 46.0, 35.714285714285715)","(21.0, 48.0, 41.0)","(2.6, 3.15, 3.0646341463414632)","(2.0, 2.26, 2.236842105263158)","(31.0, 60.0, 52.22222222222222)","(31.0, 120.0, 75.0)","(41.0, 110.0, 95.0)","(7.5, 11.0, 9.703703703703704)","(41.0, 90.0, 83.75)","(17.0, 30.0, 29.428571428571427)"
06-01-2023 13:51:28.658137,"(26.0, 46.0, 35.714285714285715)","(21.0, 48.0, 41.0)","(2.6, 3.15, 3.0646341463414632)","(2.0, 2.26, 2.236842105263158)","(31.0, 60.0, 52.22222222222222)","(31.0, 120.0, 78.33333333333333)","(41.0, 110.0, 95.0)","(7.5, 11.0, 9.703703703703704)","(41.0, 90.0, 83.75)","(17.0, 30.0, 29.428571428571427)"
06-01-2023 13:51:30.072284,"(26.0, 46.0, 35.714285714285715)","(21.0, 48.0, 41.0)","(2.6, 3.15, 3.1074074074074076)","(2.0, 2.26, 2.1810909090909094)","(31.0, 60.0, 52.22222222222222)","(31.0, 120.0, 78.33333333333333)","(41.0, 110.0, 95.0)","(7.5, 11.0, 10.111111111111112)","(41.0, 90.0, 83.75)","(19.0, 30.0, 28.25)"
06-01-2023 13:51:31.499032,"(26.0, 46.0, 36.76923076923077)","(21.0, 48.0, 41.0)","(2.6, 3.15, 3.119902912621359)","(2.0, 2.2, 2.27615763546798)","(31.0, 60.0, 53.0)","(31.0, 120.0, 86.66666666666667)","(41.0, 110.0, 95.0)","(7.5, 11.0, 9.608695652173914)","(41.0, 90.0, 85.0)","(19.0, 32.0, 28.25)"
06-01-2023 13:51:32.932899,"(26.0, 46.0, 36.76923076923077)","(21.0, 48.0, 41.0)","(2.6, 3.15, 3.119902912621359)","(1.95, 2.28, 2.2768965517241377)","(31.0, 60.0, 53.0)","(31.0, 120.0, 83.33333333333333)","(41.0, 110.0, 95.0)","(7.5, 11.0, 9.608695652173914)","(41.0, 90.0, 85.0)","(19.0, 32.0, 28.25)"
06-01-2023 13:51:34.389089,"(26.0, 46.0, 36.4)","(21.0, 48.0, 41.0)","(2.6, 3.15, 3.1895348837209303)","(1.95, 2.28, 2.2768965517241377)","(31.0, 60.0, 53.0)","(31.0, 120.0, 86.66666666666667)","(41.0, 110.0, 95.0)","(7.5, 11.0, 9.766666666666667)","(41.0, 90.0, 85.0)","(19.0, 32.0, 28.25)"
06-01-2023 13:51:35.734677,"(26.0, 46.0, 36.76923076923077)","(21.0, 48.0, 41.0)","(2.6, 3.2, 3.246)","(1.95, 2.28, 2.2768965517241377)","(31.0, 60.0, 53.0)","(31.0, 120.0, 70.0)","(31.0, 110.0, 95.0)","(7.5, 10.5, 9.7)","(41.0, 90.0, 85.71428571428572)","(19.0, 32.0, 29.75)"
06-01-2023 13:51:36.987448,"(26.0, 46.0, 36.76923076923077)","(21.0, 48.0, 41.0)","(2.6, 3.25, 3.246)","(1.95, 2.28, 2.2768965517241377)","(31.0, 60.0, 53.0)","(31.0, 110.0, 70.0)","(31.0, 110.0, 100.0)","(7.5, 10.5, 9.7)","(41.0, 90.0, 78.75)","(19.0, 32.0, 28.0)"
06-01-2023 13:51:38.272359,"(26.0, 46.0, 36.76923076923077)","(21.0, 46.0, 38.0)","(2.6, 3.25, 3.246)","(1.95, 2.28, 2.276766467065868)","(31.0, 60.0, 52.22222222222222)","(31.0, 110.0, 73.33333333333333)","(31.0, 110.0, 100.0)","(7.5, 10.5, 9.866666666666667)","(41.0, 85.0, 78.75)","(19.0, 30.0, 28.8)"
06-01-2023 13:51:39.592233,"(26.0, 46.0, 36.76923076923077)","(21.0, 46.0, 42.888888888888886)","(2.6, 3.25, 3.2430232558139536)","(1.95, 2.28, 2.276766467065868)","(31.0, 60.0, 52.22222222222222)","(31.0, 110.0, 70.0)","(41.0, 110.0, 113.33333333333334)","(7.5, 10.0, 9.866666666666667)","(41.0, 85.0, 78.75)","(19.0, 30.0, 28.285714285714285)"
06-01-2023 13:51:40.854658,"(26.0, 46.0, 36.76923076923077)","(21.0, 46.0, 42.888888888888886)","(2.6, 3.25, 3.2430232558139536)","(1.95, 2.28, 2.2812137203166225)","(31.0, 60.0, 52.22222222222222)","(31.0, 110.0, 76.66666666666667)","(41.0, 130.0, 113.33333333333334)","(7.5, 10.0, 9.644444444444444)","(41.0, 85.0, 78.75)","(19.0, 30.0, 28.285714285714285)"
