,Awol,Beatty,Medinah,Vivideel,Just Call Me Bella,Mira Flores,Voodoo Woman
08-01-2023 12:43:08.413595,"(2.4, 2.56, 2.5246902654867256)","(6.0, 10.5, 9.87)","(3.3, 3.65, 3.607627118644068)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.11111111111111)","(19.0, 36.0, 34.93333333333333)"
08-01-2023 12:43:09.620795,"(2.4, 2.56, 2.5246902654867256)","(6.0, 10.5, 9.87)","(3.3, 3.65, 3.607627118644068)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.11111111111111)","(19.0, 36.0, 34.93333333333333)"
08-01-2023 12:43:10.790565,"(2.4, 2.56, 2.5246902654867256)","(6.0, 10.5, 9.87)","(3.3, 3.65, 3.607627118644068)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.11111111111111)","(19.0, 36.0, 34.93333333333333)"
08-01-2023 12:43:11.883251,"(2.4, 2.56, 2.5246902654867256)","(6.0, 10.5, 9.87)","(3.3, 3.65, 3.607627118644068)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.11111111111111)","(19.0, 36.0, 34.93333333333333)"
08-01-2023 12:43:12.954549,"(2.4, 2.56, 2.525)","(6.0, 10.5, 9.87)","(3.3, 3.65, 3.607627118644068)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 12.8)","(19.0, 36.0, 35.0)"
08-01-2023 12:43:14.030409,"(2.4, 2.56, 2.525)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 12.8)","(19.0, 36.0, 35.0)"
08-01-2023 12:43:15.063380,"(2.4, 2.56, 2.525)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 12.8)","(19.0, 36.0, 35.0)"
08-01-2023 12:43:16.261344,"(2.4, 2.56, 2.525)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.0)","(19.0, 36.0, 35.0)"
08-01-2023 12:43:17.409073,"(2.4, 2.56, 2.525)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.6, 8.22758620689655)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.0)","(19.0, 36.0, 35.0)"
08-01-2023 12:43:18.583110,"(2.4, 2.56, 2.525)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.6, 8.272727272727272)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.0)","(19.0, 38.0, 36.73684210526316)"
08-01-2023 12:43:19.866250,"(2.4, 2.56, 2.525)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.6, 8.272727272727272)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.0)","(19.0, 38.0, 36.73684210526316)"
08-01-2023 12:43:21.146983,"(2.4, 2.56, 2.5250442477876107)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.6, 8.32)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.3)","(19.0, 38.0, 36.73684210526316)"
08-01-2023 12:43:22.475700,"(2.4, 2.56, 2.541880733944954)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.8, 8.32)","(51.0, 150.0, 97.5)","(7.5, 14.0, 13.3)","(19.0, 38.0, 36.73684210526316)"
08-01-2023 12:43:23.607234,"(2.4, 2.56, 2.542163588390501)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.65, 3.6086776859504135)","(6.0, 8.8, 8.4)","(51.0, 160.0, 120.0)","(7.5, 14.0, 12.5)","(19.0, 38.0, 36.73684210526316)"
08-01-2023 12:43:24.715369,"(2.4, 2.56, 2.542163588390501)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.578918918918919)","(6.0, 8.8, 8.4)","(51.0, 160.0, 120.0)","(7.5, 14.0, 13.0)","(19.0, 38.0, 36.73684210526316)"
08-01-2023 12:43:25.831843,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.5748837209302327)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 141.25)","(7.5, 13.5, 12.0)","(19.0, 38.0, 36.54545454545455)"
08-01-2023 12:43:26.896357,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.5587786259541985)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 141.25)","(7.5, 13.5, 12.0)","(19.0, 38.0, 36.54545454545455)"
08-01-2023 12:43:27.987389,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.559090909090909)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.0)","(19.0, 38.0, 36.54545454545455)"
08-01-2023 12:43:29.172021,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.56)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.0)","(19.0, 38.0, 36.54545454545455)"
08-01-2023 12:43:30.359294,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.56)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.0)","(19.0, 38.0, 36.54545454545455)"
08-01-2023 12:43:31.642956,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.56)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.0)","(19.0, 38.0, 36.54545454545455)"
08-01-2023 12:43:32.746654,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.56)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.0)","(19.0, 38.0, 36.54545454545455)"
08-01-2023 12:43:33.899082,"(2.4, 2.56, 2.542477341389728)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.5602941176470586)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.75)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:43:35.168970,"(2.4, 2.56, 2.542210242587601)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.5602941176470586)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.26923076923077)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:43:36.248376,"(2.4, 2.56, 2.542210242587601)","(6.0, 10.5, 9.887500000000001)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.333333333333332)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.722222222222221)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:43:37.366346,"(2.4, 2.56, 2.5425396825396827)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:38.468849,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:39.677548,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:40.779850,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:41.865420,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 141.25)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:42.948967,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 141.25)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:43.998464,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 141.25)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:44.988957,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 141.25)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:45.988157,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 141.25)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:47.097745,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:48.171370,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5617021276595744)","(6.0, 8.6, 8.399999999999999)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:49.207518,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:50.174926,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:51.347713,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 141.25)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:52.670822,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 141.25)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:53.924176,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:55.106003,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 11.9)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:56.358521,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.5, 9.955555555555556)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.409090909090908)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:57.602095,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.409090909090908)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:43:58.846556,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.409090909090908)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:44:00.003171,"(2.4, 2.56, 2.5428402366863905)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.409090909090908)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:44:01.149851,"(2.4, 2.56, 2.54256)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 122.5)","(7.5, 13.5, 12.409090909090908)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:44:02.304389,"(2.4, 2.56, 2.54256)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 130.0)","(7.5, 13.5, 12.409090909090908)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:44:03.391064,"(2.4, 2.56, 2.54256)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 130.0)","(7.5, 13.5, 12.409090909090908)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:44:04.555511,"(2.4, 2.56, 2.54256)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.5652777777777778)","(6.0, 8.6, 8.466666666666667)","(51.0, 160.0, 117.5)","(7.5, 13.5, 13.112903225806452)","(19.0, 38.0, 34.90909090909091)"
08-01-2023 12:44:05.684480,"(2.4, 2.56, 2.54256)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.567391304347826)","(6.0, 8.6, 8.264)","(51.0, 150.0, 125.625)","(7.5, 13.5, 13.112903225806452)","(19.0, 36.0, 35.1764705882353)"
08-01-2023 12:44:06.876982,"(2.4, 2.56, 2.54256)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.567391304347826)","(6.0, 8.6, 8.264)","(51.0, 150.0, 117.5)","(7.5, 13.5, 13.112903225806452)","(19.0, 36.0, 35.1764705882353)"
08-01-2023 12:44:07.960078,"(2.4, 2.56, 2.54256)","(6.0, 10.0, 9.825531914893618)","(3.3, 3.6, 3.567391304347826)","(6.0, 8.6, 8.264)","(51.0, 150.0, 125.625)","(7.5, 13.5, 13.112903225806452)","(19.0, 36.0, 35.1764705882353)"
08-01-2023 12:44:09.053408,"(2.4, 2.56, 2.54256)","(6.5, 10.0, 9.825531914893618)","(3.4, 3.6, 3.567391304347826)","(6.0, 8.6, 8.264)","(51.0, 150.0, 125.625)","(7.5, 13.5, 13.112903225806452)","(19.0, 36.0, 35.1764705882353)"
08-01-2023 12:44:10.176474,"(2.4, 2.56, 2.54256)","(6.5, 10.0, 9.825531914893618)","(3.4, 3.6, 3.567391304347826)","(6.0, 8.6, 8.264)","(51.0, 150.0, 125.625)","(7.5, 13.5, 13.112903225806452)","(19.0, 36.0, 35.1764705882353)"
08-01-2023 12:44:11.299586,"(2.4, 2.56, 2.54256)","(6.5, 10.0, 9.825531914893618)","(3.4, 3.6, 3.567391304347826)","(6.0, 8.6, 8.264)","(51.0, 150.0, 125.625)","(7.5, 13.5, 13.112903225806452)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:12.394277,"(2.4, 2.56, 2.526882793017456)","(6.5, 10.0, 9.825531914893618)","(3.4, 3.6, 3.567391304347826)","(6.0, 8.6, 8.268085106382978)","(51.0, 150.0, 114.0)","(7.5, 13.5, 13.08974358974359)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:13.487026,"(2.4, 2.56, 2.542190812720848)","(6.5, 10.0, 9.823529411764707)","(3.4, 3.65, 3.6075221238938053)","(6.0, 8.6, 8.234782608695651)","(51.0, 150.0, 114.0)","(7.5, 13.5, 13.08974358974359)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:14.421330,"(2.4, 2.56, 2.542190812720848)","(6.5, 10.0, 9.823529411764707)","(3.4, 3.65, 3.6075221238938053)","(6.0, 8.6, 8.234782608695651)","(51.0, 150.0, 117.5)","(7.5, 13.5, 13.08974358974359)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:15.444215,"(2.4, 2.56, 2.5423048327137545)","(6.5, 10.0, 9.653846153846153)","(3.4, 3.65, 3.6075221238938053)","(6.0, 8.6, 8.234782608695651)","(51.0, 150.0, 117.5)","(7.5, 13.5, 13.08974358974359)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:16.536123,"(2.4, 2.56, 2.5423048327137545)","(6.5, 10.0, 9.653846153846153)","(3.4, 3.65, 3.6075221238938053)","(6.0, 8.6, 8.234782608695651)","(51.0, 150.0, 114.0)","(7.5, 13.5, 13.08974358974359)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:17.632561,"(2.4, 2.56, 2.5423048327137545)","(6.5, 10.0, 9.653846153846153)","(3.4, 3.65, 3.6075221238938053)","(6.0, 8.6, 8.234782608695651)","(51.0, 150.0, 105.0)","(7.5, 13.5, 13.0)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:18.706044,"(2.4, 2.56, 2.5423048327137545)","(6.5, 10.0, 9.63265306122449)","(3.4, 3.65, 3.6075221238938053)","(6.0, 8.6, 8.237209302325581)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.0)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:19.653852,"(2.4, 2.56, 2.5425641025641026)","(6.5, 10.0, 9.63265306122449)","(3.4, 3.65, 3.6075221238938053)","(6.0, 8.6, 8.237209302325581)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:20.768519,"(2.4, 2.56, 2.5425641025641026)","(6.5, 10.0, 9.63265306122449)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.237209302325581)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.214285714285714)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:21.857096,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.725000000000001)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.214285714285714)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:22.951511,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.725000000000001)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.214285714285714)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:23.894247,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.725000000000001)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.214285714285714)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:24.827899,"(2.4, 2.56, 2.5423102310231025)","(6.5, 9.8, 9.725000000000001)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.214285714285714)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:25.896737,"(2.4, 2.56, 2.5423102310231025)","(6.5, 9.8, 9.666666666666668)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 13.5, 13.214285714285714)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:26.989085,"(2.4, 2.56, 2.5423102310231025)","(6.5, 9.8, 9.666666666666668)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 13.5, 12.88888888888889)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:27.995346,"(2.4, 2.56, 2.5423102310231025)","(6.5, 9.8, 9.666666666666668)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:28.949028,"(2.4, 2.56, 2.5423102310231025)","(6.5, 9.8, 9.666666666666668)","(3.4, 3.65, 3.6078947368421055)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:29.922672,"(2.4, 2.56, 2.5423102310231025)","(6.5, 9.8, 9.666666666666668)","(3.4, 3.65, 3.6028846153846157)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 130.0)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:30.941378,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6028846153846157)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:32.087894,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:33.164794,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:34.194961,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:35.219974,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 35.42857142857143)"
08-01-2023 12:44:36.270820,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 36.0, 36.93333333333333)"
08-01-2023 12:44:37.372649,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 38.0, 36.93333333333333)"
08-01-2023 12:44:38.511264,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.166666666666666)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:39.621739,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.318181818181818)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:40.570384,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.318181818181818)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:41.660004,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.318181818181818)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:42.735826,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.5)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:43.851480,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.6002538071065993)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.473684210526315)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:45.002493,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.605612244897959)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.473684210526315)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:46.090892,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.605612244897959)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.0)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:47.136115,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.605612244897959)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.0)","(19.0, 38.0, 36.22222222222222)"
08-01-2023 12:44:48.183208,"(2.4, 2.56, 2.5425641025641026)","(6.5, 9.8, 9.666666666666668)","(3.3, 3.65, 3.605612244897959)","(6.0, 8.6, 8.26086956521739)","(51.0, 150.0, 122.5)","(7.5, 14.0, 13.0)","(19.0, 38.0, 36.22222222222222)"
