,Reality Jewel,Foxy Lady Song,Eddie Jet,Rio Sam,Inter Mary,We Are Cousins,Dolly Dagger,Run Topper
08-12-2022 13:56:00.930023,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:02.146486,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:03.470959,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:04.834802,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:06.247782,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:07.582876,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:08.920382,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:10.245419,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:11.566356,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:12.870236,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:14.177895,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:15.476131,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:16.787695,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:18.116453,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:19.395110,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:20.816506,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:22.280102,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 2.751578947368421)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:23.640094,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.2, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:24.995528,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:26.387363,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:27.754217,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 10.133333333333333)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:29.105786,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.0, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:30.458513,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:31.903643,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:33.434658,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:34.817189,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:36.175979,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:37.521975,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:38.846742,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:40.443200,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 60.5)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.62)","(31.0, 110.0, 51.42857142857143)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:41.743387,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 16.416666666666668)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 10.266666666666666)","(7.0, 12.5, 7.338461538461539)","(31.0, 110.0, 72.72727272727272)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:43.095946,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.0, 9.08)","(7.0, 12.5, 7.11764705882353)","(31.0, 110.0, 72.72727272727272)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:44.480564,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.08)","(7.0, 12.5, 7.11764705882353)","(31.0, 110.0, 72.72727272727272)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:45.761578,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 9.08)","(7.0, 12.5, 7.11764705882353)","(31.0, 110.0, 72.72727272727272)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:47.134387,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.5, 7.11764705882353)","(31.0, 110.0, 72.72727272727272)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:48.577484,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.5, 7.11764705882353)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.5, 7.814285714285714)"
08-12-2022 13:56:49.970920,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.5, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.5, 8.95)"
08-12-2022 13:56:51.545168,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.0, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:56:53.128521,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.0, 7.11764705882353)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:56:55.285570,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.5, 7.11764705882353)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:56:56.994766,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.5, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:56:58.524451,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.0, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:56:59.935048,"(3.3, 6.2, 5.0600000000000005)","(12.0, 36.0, 22.944444444444443)","(21.0, 100.0, 43.27272727272727)","(2.45, 4.3, 3.3899999999999997)","(7.0, 12.5, 8.7)","(7.0, 12.0, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:57:01.579999,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.944444444444443)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.3, 3.3899999999999997)","(7.5, 12.5, 8.7)","(6.5, 12.0, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:57:03.081289,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.944444444444443)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.3, 3.3899999999999997)","(7.5, 12.5, 8.7)","(6.5, 12.0, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:57:04.515660,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 21.9375)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.3, 2.751578947368421)","(7.5, 12.5, 8.7)","(6.5, 12.0, 8.64)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:57:06.144152,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.2, 2.827142857142857)","(7.5, 12.5, 8.7)","(6.5, 12.0, 8.24)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:57:07.661281,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 8.833333333333334)","(6.5, 11.0, 8.24)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.95)"
08-12-2022 13:57:09.096189,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 8.8)","(6.5, 11.0, 8.24)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:10.590754,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.5625)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.1, 2.827142857142857)","(7.5, 11.5, 9.8125)","(6.5, 11.0, 8.24)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:12.032146,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.5625)","(26.0, 100.0, 43.27272727272727)","(2.5, 4.1, 2.827142857142857)","(7.5, 11.5, 9.8125)","(6.5, 11.0, 8.24)","(31.0, 110.0, 63.14285714285714)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:13.584825,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 11.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:15.125926,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:16.703646,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:18.639859,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:20.147328,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 27.346153846153847)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:21.920947,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 27.346153846153847)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:23.330534,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.5625)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:24.826311,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.5625)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:26.278431,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.5625)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:27.761048,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 22.5625)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:29.120405,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:30.573268,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:32.017218,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:33.366620,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:34.758921,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:36.044982,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:37.498821,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 28.666666666666664)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:38.864351,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:40.843845,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:42.556927,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:44.294003,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:45.809107,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:47.382203,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:48.974144,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 8.633333333333333)"
08-12-2022 13:57:50.445727,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.0, 7.433333333333334)"
08-12-2022 13:57:51.794127,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:57:53.145870,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:57:54.627352,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 44.0)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 10.055555555555555)","(6.5, 11.0, 8.24)","(31.0, 110.0, 60.15384615384615)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:57:56.031260,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 17.25)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
08-12-2022 13:57:57.470156,"(3.3, 6.2, 5.0600000000000005)","(11.0, 36.0, 23.5)","(26.0, 100.0, 51.875)","(2.5, 4.1, 2.827142857142857)","(7.5, 12.5, 11.583333333333332)","(6.5, 11.0, 8.24)","(31.0, 110.0, 69.5)","(6.0, 10.5, 7.433333333333334)"
