,Que Up,Market Scooby,Mystic Rose,Ivanka Tea,Bugs,Hot Hand,Jets To Burn,Afro Puff
09-01-2023 18:56:35.394400,"(11.0, 22.0, 14.4)","(4.0, 4.8, 4.225)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:36.538517,"(11.0, 22.0, 14.4)","(4.0, 4.8, 4.225)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:37.829174,"(11.0, 22.0, 14.4)","(4.0, 4.8, 4.225)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:39.020609,"(11.0, 22.0, 14.4)","(4.0, 4.8, 4.225)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:40.216010,"(11.0, 22.0, 14.4)","(4.0, 4.8, 4.225)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 170.0, 143.5)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:41.426295,"(11.0, 22.0, 14.4)","(4.0, 4.8, 4.56)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 180.0, 143.5)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:42.597501,"(11.0, 22.0, 14.4)","(4.0, 4.8, 4.56)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 180.0, 143.5)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:43.733165,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.3999999999999995)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 180.0, 143.5)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.0)"
09-01-2023 18:56:44.915328,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.1)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 180.0, 143.5)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:46.051825,"(11.0, 22.0, 14.4)","(4.0, 4.6, 3.7199999999999998)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 180.0, 143.5)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:47.252524,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.5249999999999995)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.533333333333333)","(31.0, 180.0, 143.5)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.9714285714285715)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:48.381349,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.5249999999999995)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.5600000000000005)","(31.0, 180.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.6, 5.685714285714286)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:49.507776,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.5249999999999995)","(11.0, 20.0, 12.875)","(8.0, 9.0, 7.5600000000000005)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.2, 5.685714285714286)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:50.641930,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.5249999999999995)","(11.0, 20.0, 12.875)","(8.0, 9.0, 8.525)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.2, 5.685714285714286)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:51.800934,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.5249999999999995)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.225)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.2, 5.685714285714286)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:52.901916,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.5249999999999995)","(11.0, 20.0, 12.875)","(8.0, 12.5, 10.05)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.3692307692307693)","(4.0, 6.2, 5.685714285714286)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:53.991489,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.5249999999999995)","(11.0, 20.0, 12.875)","(8.0, 12.5, 9.95)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:55.040391,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.05)","(11.0, 20.0, 12.875)","(8.0, 12.5, 9.95)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:56.164756,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 9.95)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:57.250316,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 9.95)","(31.0, 170.0, 136.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:58.423708,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 170.0, 147.66666666666666)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:56:59.481309,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 170.0, 147.66666666666666)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:00.681528,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 170.0, 147.66666666666666)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:01.889100,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 170.0, 147.66666666666666)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:03.252373,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 170.0, 147.66666666666666)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:04.587712,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 170.0, 147.66666666666666)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:05.830288,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 170.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:06.959312,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:08.114253,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:09.181905,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:10.281386,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:11.395771,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 180.0, 91.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:12.536405,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 190.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:13.674667,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 11.366666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.218181818181819)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:14.769642,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.042857142857143)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:15.870266,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.2, 5.042857142857143)","(26.0, 110.0, 51.09090909090909)"
09-01-2023 18:57:17.088073,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 5.9, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:18.312121,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:19.521753,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:20.677597,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:21.727012,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:22.939938,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:24.144147,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 8.559999999999999)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:25.310890,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.2, 7.875)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:26.878621,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.0, 7.5)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:28.077436,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 9.0, 8.966666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:29.747379,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 8.82857142857143)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:31.045672,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.0, 9.440000000000001)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:32.183534,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 12.5, 8.766666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 51.09090909090909)"
09-01-2023 18:57:33.311525,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 8.766666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 49.25)"
09-01-2023 18:57:34.386492,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 8.766666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 58.57142857142857)"
09-01-2023 18:57:35.480331,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 8.766666666666667)","(31.0, 180.0, 91.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 58.57142857142857)"
09-01-2023 18:57:36.513410,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 8.766666666666667)","(31.0, 190.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 58.57142857142857)"
09-01-2023 18:57:37.540392,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 8.766666666666667)","(31.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 58.57142857142857)"
09-01-2023 18:57:38.629503,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 8.766666666666667)","(41.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 58.57142857142857)"
09-01-2023 18:57:39.686930,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 8.766666666666667)","(41.0, 180.0, 156.0)","(2.3, 4.2, 3.564705882352941)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 51.5)"
09-01-2023 18:57:40.712213,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 9.493333333333334)","(41.0, 180.0, 156.0)","(2.3, 4.2, 3.7142857142857144)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 51.5)"
09-01-2023 18:57:41.790716,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 20.0, 12.875)","(8.0, 11.5, 10.066666666666666)","(41.0, 180.0, 156.0)","(2.3, 4.2, 3.6750000000000003)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 56.0)"
09-01-2023 18:57:42.804747,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 12.0)","(8.0, 11.5, 10.066666666666666)","(41.0, 180.0, 156.0)","(2.3, 4.2, 3.4611111111111112)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 56.0)"
09-01-2023 18:57:44.053141,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.0)","(8.0, 11.5, 10.066666666666666)","(41.0, 180.0, 156.0)","(2.3, 4.5, 3.5083333333333333)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 56.0)"
09-01-2023 18:57:45.185719,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.0)","(8.0, 11.5, 10.066666666666666)","(41.0, 180.0, 156.0)","(2.3, 4.5, 3.565)","(4.0, 6.0, 5.066666666666666)","(26.0, 110.0, 56.0)"
09-01-2023 18:57:46.255167,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.958333333333334)","(8.0, 11.5, 10.066666666666666)","(41.0, 180.0, 156.0)","(2.3, 4.5, 3.581081081081081)","(4.0, 6.0, 4.981818181818182)","(26.0, 110.0, 56.0)"
09-01-2023 18:57:47.329387,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.958333333333334)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 156.0)","(2.3, 4.5, 3.577142857142857)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:48.867703,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.958333333333334)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 156.0)","(2.3, 4.5, 3.65625)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:57:50.103851,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 14.5)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 156.0)","(2.3, 4.4, 3.65625)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:51.374362,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 14.5)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 156.0)","(2.3, 4.4, 3.8400000000000003)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:52.584036,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 14.5)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 156.0)","(2.3, 4.4, 4.116666666666667)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:53.739397,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 14.5)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 156.0)","(2.3, 4.4, 3.8400000000000003)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:55.055339,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 14.5)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 156.0)","(2.3, 4.4, 3.8400000000000003)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:56.088605,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 12.0)","(8.0, 11.5, 9.588888888888889)","(41.0, 180.0, 151.2)","(2.3, 4.4, 3.8400000000000003)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:57.213816,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.958333333333334)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 4.116666666666667)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:58.224781,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.958333333333334)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.65625)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:57:59.226399,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.958333333333334)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.7714285714285714)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:00.251116,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.552173913043478)","(11.0, 19.5, 15.958333333333334)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:01.305700,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 19.5, 14.5)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:02.382742,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 19.5, 14.5)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:03.486925,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 19.5, 14.5)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:04.529822,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 19.5, 14.5)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 6.0, 4.7749999999999995)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:05.625739,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 19.5, 14.5)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 6.0, 4.833333333333333)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:06.739045,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 19.5, 12.0)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 6.0, 5.033333333333333)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:07.780998,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.542105263157895)","(11.0, 19.5, 12.0)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 5.9, 4.816666666666666)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:08.857996,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.449999999999999)","(11.0, 19.5, 15.0)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 5.9, 4.816666666666666)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:09.908652,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.449999999999999)","(11.0, 19.5, 16.23076923076923)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 5.9, 4.816666666666666)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:10.965935,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.449999999999999)","(11.0, 19.5, 16.23076923076923)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.620833333333333)","(4.0, 5.9, 4.816666666666666)","(26.0, 110.0, 47.75)"
09-01-2023 18:58:12.018635,"(11.0, 22.0, 14.4)","(4.0, 4.6, 4.449999999999999)","(11.0, 19.5, 16.23076923076923)","(8.0, 10.5, 9.033333333333333)","(41.0, 180.0, 157.0)","(2.3, 4.4, 3.9423076923076925)","(4.0, 5.9, 4.833333333333334)","(26.0, 110.0, 47.75)"
