,Sweet Babe,Yumar,Headache Gray,Its Time Lionel,Instigate,Mott The Hoople,Love You Wayne,Love A Rum
221,"[datetime.datetime(2022, 11, 28, 11, 23, 42, 246159), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 42, 247158), 11.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 23, 42, 247158), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 42, 247158), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 42, 247158), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 42, 247158), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 42, 247158), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 42, 247158), 2.8, 6.4]"
222,"[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 11.0, 29.0]","[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 43, 393959), 2.8, 6.4]"
223,"[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 44, 684382), 2.8, 6.4]"
224,"[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 45, 829824), 2.8, 6.4]"
225,"[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 46, 989806), 2.8, 6.4]"
226,"[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 48, 161229), 2.8, 6.4]"
227,"[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 49, 303817), 2.8, 6.4]"
228,"[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 50, 482107), 2.8, 6.4]"
229,"[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 51, 645296), 2.8, 6.4]"
230,"[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 52, 820181), 2.8, 6.4]"
231,"[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 53, 956271), 2.8, 6.4]"
232,"[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 55, 128974), 2.8, 6.4]"
233,"[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 56, 268870), 2.8, 6.4]"
234,"[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 57, 428325), 2.8, 6.6]"
235,"[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 81.0, 480.0]","[datetime.datetime(2022, 11, 28, 11, 23, 58, 565362), 2.8, 6.6]"
236,"[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 23, 59, 705145), 2.8, 6.6]"
237,"[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 0, 839146), 2.8, 6.6]"
238,"[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 1, 987131), 2.8, 6.6]"
239,"[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 3, 119129), 2.8, 6.4]"
240,"[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 4, 249030), 2.8, 6.4]"
241,"[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 5, 390119), 2.8, 6.4]"
242,"[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 6, 527961), 2.8, 6.4]"
243,"[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 7, 708635), 2.8, 6.4]"
244,"[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 8, 912845), 2.8, 6.4]"
245,"[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 10, 75764), 2.8, 6.4]"
246,"[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 11, 216657), 2.8, 6.4]"
247,"[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 11.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 12, 361903), 2.8, 6.4]"
248,"[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 7.5, 13.0]","[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 11, 24, 13, 489900), 2.8, 6.4]"
249,"[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 81.0, 470.0]","[datetime.datetime(2022, 11, 28, 11, 24, 14, 624753), 2.8, 6.4]"
250,"[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 81.0, 470.0]","[datetime.datetime(2022, 11, 28, 11, 24, 15, 755745), 2.8, 6.4]"
251,"[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 81.0, 470.0]","[datetime.datetime(2022, 11, 28, 11, 24, 16, 891653), 2.8, 6.4]"
252,"[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 81.0, 470.0]","[datetime.datetime(2022, 11, 28, 11, 24, 18, 19910), 2.8, 6.4]"
253,"[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 19, 156183), 2.8, 6.4]"
254,"[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 20, 285854), 2.8, 6.4]"
255,"[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 21, 426174), 2.8, 6.4]"
256,"[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 22, 569613), 2.8, 6.4]"
257,"[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 23, 714904), 2.8, 6.4]"
258,"[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 24, 849448), 2.8, 6.4]"
259,"[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 25, 983429), 2.8, 6.4]"
260,"[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 27, 130008), 2.8, 6.4]"
261,"[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 2.9, 3.35]","[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 11.0, 36.0]","[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 3.3, 4.8]","[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 101.0, 730.0]","[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 81.0, 510.0]","[datetime.datetime(2022, 11, 28, 11, 24, 28, 254400), 2.8, 6.4]"
