,Stupendo,Bahama Bay,Blakmax,Cuban Sunset,Dream Statement,Mt Niseko,Sorel Rising,Everylittle Breeze,Freeways,Harmonious Senora,Miss Magnifico,Under The Palais,Doublern
04-01-2023 15:01:30.253927,"(13.0, 14.5, 14.241071428571429)","(10.0, 12.0, 11.654205607476635)","(14.0, 24.0, 23.470588235294116)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.672262773722628)","(12.0, 15.0, 14.526315789473685)","(15.0, 18.0, 17.686746987951807)","(5.0, 5.9, 5.836458333333334)","(13.0, 13.5, 12.891891891891891)","(8.5, 10.5, 10.053497942386832)"
04-01-2023 15:01:31.702648,"(13.0, 14.5, 14.241071428571429)","(10.0, 11.5, 11.326086956521738)","(14.0, 24.0, 23.470588235294116)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.672262773722628)","(12.0, 15.0, 14.526315789473685)","(15.0, 18.0, 17.686746987951807)","(5.0, 5.9, 5.836458333333334)","(13.0, 13.0, 12.96031746031746)","(8.5, 10.5, 10.053497942386832)"
04-01-2023 15:01:33.184052,"(13.0, 14.5, 14.241071428571429)","(10.0, 11.5, 11.326086956521738)","(14.0, 24.0, 23.470588235294116)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.672262773722628)","(12.0, 15.0, 14.526315789473685)","(15.0, 18.0, 17.686746987951807)","(5.0, 5.9, 5.822435897435898)","(13.0, 13.5, 13.126315789473685)","(8.5, 10.5, 10.053497942386832)"
04-01-2023 15:01:34.646999,"(13.0, 14.5, 14.241071428571429)","(10.0, 11.5, 11.326086956521738)","(14.0, 24.0, 23.470588235294116)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.672262773722628)","(12.0, 15.0, 14.526315789473685)","(15.0, 18.0, 17.686746987951807)","(5.0, 5.9, 5.784285714285714)","(13.0, 13.5, 13.235294117647058)","(8.5, 10.5, 10.053497942386832)"
04-01-2023 15:01:36.314937,"(13.0, 14.5, 14.241071428571429)","(10.0, 11.5, 11.326086956521738)","(14.0, 24.0, 23.454545454545453)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 20.5)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.672262773722628)","(12.0, 15.0, 14.526315789473685)","(15.0, 18.0, 17.686746987951807)","(5.0, 5.9, 5.774698795180723)","(13.0, 14.0, 13.557692307692308)","(8.5, 10.5, 10.053497942386832)"
04-01-2023 15:01:37.909276,"(13.0, 14.5, 14.241071428571429)","(10.0, 11.5, 11.326086956521738)","(14.0, 24.0, 23.454545454545453)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 20.62962962962963)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.672262773722628)","(12.0, 15.0, 14.526315789473685)","(15.0, 18.0, 17.686746987951807)","(5.0, 5.9, 5.770857142857143)","(13.0, 14.0, 13.709677419354838)","(8.5, 10.5, 10.053497942386832)"
04-01-2023 15:01:39.536569,"(13.0, 14.5, 14.209090909090909)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.454545454545453)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 20.83783783783784)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.666666666666667)","(12.0, 15.0, 14.526315789473685)","(15.0, 18.0, 18.642857142857142)","(5.0, 5.9, 5.840157480314961)","(13.0, 14.0, 13.738372093023257)","(8.5, 10.5, 10.032327586206897)"
04-01-2023 15:01:40.965638,"(13.0, 14.5, 14.209090909090909)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.655172413793103)","(51.0, 90.0, 81.25)","(15.0, 18.0, 17.958333333333332)","(15.0, 21.0, 21.576923076923077)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.475)","(12.0, 15.0, 14.526315789473685)","(15.0, 19.0, 19.647058823529413)","(5.0, 5.9, 5.8629213483146065)","(13.0, 14.0, 13.703448275862069)","(8.5, 10.5, 10.019736842105264)"
04-01-2023 15:01:42.351637,"(13.0, 14.5, 14.209090909090909)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.655172413793103)","(51.0, 90.0, 81.25)","(14.0, 18.0, 17.9375)","(15.0, 22.0, 21.681818181818183)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.5, 5.471052631578948)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.772727272727273)","(5.0, 5.9, 5.852336448598131)","(13.0, 14.0, 13.7)","(8.5, 10.5, 10.019736842105264)"
04-01-2023 15:01:43.758190,"(13.0, 14.5, 14.40625)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.655172413793103)","(51.0, 90.0, 81.25)","(14.0, 18.0, 17.6875)","(15.0, 22.0, 21.681818181818183)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.5, 5.471052631578948)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.695652173913043)","(5.0, 5.9, 5.85)","(13.0, 14.0, 13.7)","(8.5, 10.5, 10.019736842105264)"
04-01-2023 15:01:45.260717,"(13.0, 14.5, 14.27659574468085)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.655172413793103)","(51.0, 90.0, 81.25)","(14.0, 18.0, 17.964285714285715)","(15.0, 22.0, 21.941176470588236)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.5, 5.471052631578948)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.8)","(5.0, 5.9, 5.7785714285714285)","(13.0, 14.0, 13.53763440860215)","(8.5, 10.5, 10.019736842105264)"
04-01-2023 15:01:46.783741,"(13.0, 15.0, 14.18840579710145)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.655172413793103)","(51.0, 90.0, 81.25)","(14.0, 18.0, 17.964285714285715)","(15.0, 22.0, 21.941176470588236)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.5, 5.471052631578948)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.736842105263158)","(5.0, 5.8, 5.76508875739645)","(13.0, 14.0, 13.72258064516129)","(8.5, 10.5, 10.019736842105264)"
04-01-2023 15:01:48.266841,"(13.0, 15.0, 14.18840579710145)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.655172413793103)","(51.0, 90.0, 81.25)","(14.0, 18.0, 17.964285714285715)","(15.0, 22.0, 21.941176470588236)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.5, 5.471052631578948)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.736842105263158)","(5.0, 5.9, 5.761797752808989)","(13.0, 14.0, 13.73448275862069)","(8.5, 10.5, 10.019736842105264)"
04-01-2023 15:01:49.739232,"(13.0, 15.0, 14.205673758865249)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 23.655172413793103)","(51.0, 90.0, 81.25)","(14.0, 18.0, 17.964285714285715)","(15.0, 22.0, 21.941176470588236)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.5, 5.471052631578948)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.736842105263158)","(5.0, 5.8, 5.761797752808989)","(13.0, 14.0, 13.72972972972973)","(8.5, 10.5, 10.019736842105264)"
04-01-2023 15:01:51.264184,"(13.0, 15.0, 14.205673758865249)","(10.0, 11.5, 11.29054054054054)","(14.0, 24.0, 21.6)","(51.0, 90.0, 81.25)","(14.0, 18.0, 17.466666666666665)","(15.0, 22.0, 21.941176470588236)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.5, 5.5728)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.736842105263158)","(5.0, 5.8, 5.76832298136646)","(13.0, 14.0, 12.903409090909092)","(8.5, 10.5, 10.088516746411484)"
04-01-2023 15:01:52.762126,"(13.0, 15.0, 14.585227272727273)","(10.0, 12.0, 11.549295774647888)","(14.0, 21.0, 20.09090909090909)","(51.0, 90.0, 81.25)","(14.0, 17.5, 17.381818181818183)","(15.0, 22.0, 21.941176470588236)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.6, 5.584732824427481)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.75)","(5.0, 5.8, 5.779012345679012)","(13.0, 13.5, 13.025)","(8.5, 10.5, 10.078723404255319)"
04-01-2023 15:01:54.196160,"(13.0, 15.0, 14.585227272727273)","(10.0, 12.0, 11.549295774647888)","(14.0, 21.0, 20.09090909090909)","(51.0, 90.0, 81.25)","(14.0, 17.5, 17.381818181818183)","(15.0, 22.0, 21.941176470588236)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.6, 5.584732824427481)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.75)","(5.0, 5.8, 5.766666666666667)","(13.0, 13.5, 13.166666666666666)","(8.5, 10.5, 10.078723404255319)"
04-01-2023 15:01:55.715876,"(13.0, 15.0, 14.572115384615385)","(10.0, 12.0, 11.549295774647888)","(14.0, 21.0, 20.322033898305083)","(51.0, 90.0, 81.25)","(14.0, 17.5, 17.466666666666665)","(15.0, 22.0, 21.9)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.6, 5.6213114754098354)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.52173913043478)","(5.0, 5.8, 5.732432432432432)","(13.0, 13.5, 13.13963963963964)","(8.5, 10.5, 10.078723404255319)"
04-01-2023 15:01:57.249187,"(13.0, 15.0, 14.572115384615385)","(10.0, 11.5, 11.211009174311927)","(14.0, 21.0, 20.3)","(51.0, 90.0, 81.25)","(14.0, 17.5, 17.466666666666665)","(15.0, 22.0, 21.9)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.623636363636363)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.11111111111111)","(5.0, 5.8, 5.724698795180723)","(13.0, 13.5, 13.351851851851851)","(8.5, 10.5, 10.069565217391304)"
04-01-2023 15:01:58.688074,"(13.0, 15.0, 14.572115384615385)","(10.0, 11.5, 11.383333333333333)","(14.0, 21.0, 20.3)","(51.0, 90.0, 81.25)","(14.0, 17.5, 17.466666666666665)","(15.0, 22.0, 21.9)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.6066666666666665)","(12.0, 15.0, 14.526315789473685)","(15.0, 21.0, 19.454545454545453)","(5.0, 5.8, 5.732432432432432)","(13.0, 13.5, 13.351851851851851)","(8.5, 10.5, 10.069565217391304)"
04-01-2023 15:02:00.201904,"(13.0, 15.0, 14.299212598425196)","(10.0, 11.5, 11.46938775510204)","(14.0, 21.0, 20.25531914893617)","(51.0, 90.0, 81.25)","(15.0, 17.5, 17.272727272727273)","(15.0, 22.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.632142857142857)","(12.0, 15.0, 14.555555555555555)","(15.0, 21.0, 19.454545454545453)","(5.0, 5.8, 5.74)","(13.0, 13.5, 13.274390243902438)","(8.5, 10.5, 10.069565217391304)"
04-01-2023 15:02:01.663296,"(13.0, 15.0, 14.377622377622378)","(10.0, 11.5, 11.46938775510204)","(14.0, 21.0, 20.027027027027028)","(51.0, 90.0, 81.25)","(15.0, 17.5, 17.272727272727273)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.62962962962963)","(12.0, 15.0, 14.555555555555555)","(15.0, 21.0, 19.454545454545453)","(5.0, 5.8, 5.73680981595092)","(13.0, 13.5, 13.274390243902438)","(8.5, 10.5, 10.069565217391304)"
04-01-2023 15:02:03.132966,"(13.0, 15.0, 14.377622377622378)","(10.0, 11.5, 11.46938775510204)","(14.0, 21.0, 20.027027027027028)","(51.0, 90.0, 72.5)","(14.0, 17.5, 17.272727272727273)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.62962962962963)","(12.0, 15.0, 14.555555555555555)","(16.0, 21.0, 19.454545454545453)","(5.0, 5.8, 5.73680981595092)","(13.0, 13.5, 13.274390243902438)","(8.5, 10.5, 10.069565217391304)"
04-01-2023 15:02:04.601253,"(13.0, 15.0, 14.377622377622378)","(10.0, 11.5, 11.46938775510204)","(14.0, 21.0, 19.689655172413794)","(51.0, 90.0, 76.11111111111111)","(14.0, 17.5, 17.272727272727273)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.62962962962963)","(12.0, 15.0, 14.555555555555555)","(16.0, 21.0, 19.454545454545453)","(5.0, 5.8, 5.745112781954887)","(13.0, 13.5, 13.274390243902438)","(8.5, 10.5, 10.069565217391304)"
04-01-2023 15:02:06.087467,"(13.0, 15.0, 14.377622377622378)","(10.0, 11.5, 11.46938775510204)","(14.0, 20.0, 19.357142857142858)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.272727272727273)","(15.0, 21.0, 20.485714285714284)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.586466165413533)","(12.0, 15.0, 14.555555555555555)","(16.0, 21.0, 19.9375)","(5.0, 5.8, 5.886206896551724)","(13.0, 13.5, 13.274390243902438)","(8.5, 10.5, 10.069565217391304)"
04-01-2023 15:02:07.536717,"(13.0, 15.0, 14.377622377622378)","(10.0, 11.5, 11.46938775510204)","(14.0, 19.5, 19.323529411764707)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.105263157894736)","(15.0, 21.0, 19.352941176470587)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.6, 5.627777777777778)","(12.0, 15.0, 14.651162790697674)","(16.0, 21.0, 22.81818181818182)","(5.0, 6.0, 5.845454545454546)","(13.0, 13.5, 13.357142857142858)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:09.056937,"(13.0, 15.0, 14.377622377622378)","(10.0, 11.5, 11.46938775510204)","(14.0, 19.5, 19.369565217391305)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.105263157894736)","(15.0, 19.5, 18.9)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.628176795580111)","(12.0, 15.0, 14.724137931034482)","(16.0, 23.0, 22.333333333333332)","(5.0, 5.9, 5.866666666666667)","(13.0, 13.5, 13.7)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:10.532843,"(13.0, 15.0, 14.616379310344827)","(10.0, 11.5, 11.651162790697674)","(14.0, 19.5, 19.342105263157894)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.20967741935484)","(15.0, 19.5, 18.892857142857142)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.7, 5.590624999999999)","(12.0, 15.0, 14.724137931034482)","(16.0, 23.0, 20.636363636363637)","(5.0, 5.9, 5.866666666666667)","(13.0, 14.0, 13.647058823529411)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:11.924229,"(13.0, 15.0, 14.616379310344827)","(10.0, 12.0, 11.5)","(14.0, 19.5, 19.342105263157894)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 16.93877551020408)","(15.0, 19.0, 18.892857142857142)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.6, 5.581118881118881)","(12.0, 15.0, 14.73913043478261)","(16.0, 21.0, 20.714285714285715)","(5.0, 5.9, 5.896774193548388)","(13.0, 14.0, 13.7375)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:13.368542,"(13.0, 15.0, 14.718354430379748)","(10.0, 11.5, 11.295180722891565)","(14.0, 19.5, 19.342105263157894)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.0, 17.166666666666668)","(15.0, 19.0, 18.97826086956522)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.6, 5.590624999999999)","(12.0, 15.0, 14.142857142857142)","(16.0, 21.0, 20.714285714285715)","(5.0, 5.9, 5.8641711229946525)","(13.0, 14.0, 13.75)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:14.851488,"(13.0, 15.0, 14.729299363057326)","(10.0, 11.5, 11.275280898876405)","(14.0, 19.5, 19.342105263157894)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.1875)","(15.0, 19.5, 18.97826086956522)","(21.0, 32.0, 30.928571428571427)","(4.6, 5.6, 5.590624999999999)","(12.0, 14.5, 13.978947368421053)","(16.0, 21.0, 20.714285714285715)","(5.0, 6.0, 5.871356783919598)","(13.0, 14.0, 13.75)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:16.282957,"(13.0, 15.0, 14.729299363057326)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.5, 19.53846153846154)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.22222222222222)","(15.0, 19.5, 18.75)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.6, 5.683276450511945)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.692307692307693)","(5.0, 6.0, 5.921472392638037)","(13.0, 14.0, 13.759493670886076)","(8.5, 10.5, 10.097674418604651)"
04-01-2023 15:02:17.728774,"(13.0, 15.0, 15.19767441860465)","(10.0, 11.5, 11.287234042553191)","(14.0, 20.0, 19.15)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.1875)","(15.0, 19.5, 18.7)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.7, 5.683276450511945)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.692307692307693)","(5.0, 6.0, 5.909219858156029)","(13.0, 14.0, 13.759493670886076)","(8.5, 10.5, 10.097674418604651)"
04-01-2023 15:02:19.222011,"(13.0, 15.5, 15.19767441860465)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.5, 18.854166666666668)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.35)","(15.0, 19.5, 18.7)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.7, 5.741666666666667)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.692307692307693)","(5.0, 6.0, 5.909219858156029)","(13.0, 14.0, 13.74698795180723)","(8.5, 10.5, 10.097674418604651)"
04-01-2023 15:02:20.907639,"(13.0, 15.5, 15.242857142857142)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.907894736842106)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.460526315789473)","(15.0, 19.5, 18.7)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.8, 5.758957654723127)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.636363636363637)","(5.0, 6.0, 5.90962962962963)","(13.0, 14.0, 13.74698795180723)","(8.5, 10.5, 10.097674418604651)"
04-01-2023 15:02:22.527336,"(13.0, 15.5, 15.242857142857142)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.460526315789473)","(15.0, 19.5, 18.7)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.8, 5.761056105610561)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.636363636363637)","(5.0, 6.0, 5.90962962962963)","(13.0, 14.0, 13.74698795180723)","(8.5, 10.5, 10.097674418604651)"
04-01-2023 15:02:24.028732,"(13.0, 15.5, 15.242857142857142)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.460526315789473)","(15.0, 19.5, 18.125)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.8, 5.761056105610561)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.0, 5.922292993630574)","(13.0, 14.0, 13.74698795180723)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:25.477590,"(13.0, 15.5, 15.193548387096774)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.463414634146343)","(15.0, 18.5, 17.96)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.8, 5.746534653465346)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.0, 5.922292993630574)","(13.0, 14.0, 13.759493670886076)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:26.940701,"(13.0, 15.5, 15.193548387096774)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.463414634146343)","(15.0, 18.0, 17.954545454545453)","(21.0, 32.0, 30.983050847457626)","(4.6, 5.8, 5.746534653465346)","(12.0, 14.0, 13.98)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.0, 5.922292993630574)","(13.0, 14.0, 13.759493670886076)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:28.446920,"(13.0, 15.5, 14.779310344827586)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 76.11111111111111)","(14.0, 17.5, 17.463414634146343)","(15.0, 18.0, 17.954545454545453)","(21.0, 32.0, 31.032258064516128)","(4.6, 5.8, 5.784589041095891)","(12.0, 14.0, 13.980582524271844)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.0, 5.922292993630574)","(13.0, 14.0, 13.759493670886076)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:29.976987,"(13.0, 15.0, 14.779310344827586)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 79.64285714285714)","(14.0, 17.5, 17.464285714285715)","(15.0, 18.0, 17.952380952380953)","(21.0, 32.0, 31.032258064516128)","(4.6, 5.8, 5.784589041095891)","(12.0, 14.0, 13.980582524271844)","(16.0, 21.0, 20.6)","(5.0, 6.0, 5.922292993630574)","(13.0, 14.0, 13.759493670886076)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:31.393410,"(13.0, 15.0, 14.779310344827586)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 78.6842105263158)","(14.0, 17.5, 17.464285714285715)","(15.0, 18.0, 18.65)","(21.0, 32.0, 29.41176470588235)","(4.6, 5.8, 5.784589041095891)","(12.0, 14.0, 13.93421052631579)","(16.0, 21.0, 20.6)","(5.0, 6.0, 5.919736842105263)","(13.0, 14.0, 13.715116279069768)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:32.915013,"(13.0, 15.0, 14.771428571428572)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 77.5)","(14.0, 17.5, 17.464285714285715)","(15.0, 19.0, 18.804347826086957)","(21.0, 30.0, 27.64)","(4.6, 5.8, 5.784589041095891)","(12.0, 14.0, 13.899193548387096)","(16.0, 21.0, 20.6)","(5.0, 6.0, 5.919736842105263)","(13.0, 14.0, 13.715116279069768)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:34.372228,"(13.0, 15.5, 15.163461538461538)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 77.5)","(14.0, 17.5, 17.464285714285715)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 27.842105263157894)","(4.6, 5.8, 5.784589041095891)","(12.0, 14.0, 13.899193548387096)","(16.0, 21.0, 19.90909090909091)","(5.0, 6.0, 5.919736842105263)","(12.0, 14.0, 13.715116279069768)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:35.809727,"(13.0, 15.5, 15.163461538461538)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 80.0)","(14.0, 17.5, 17.708333333333332)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 28.0)","(4.6, 5.8, 5.831944444444445)","(12.0, 14.0, 13.899193548387096)","(16.0, 21.0, 19.5)","(5.0, 6.0, 5.919736842105263)","(12.0, 14.0, 13.725609756097562)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:37.260918,"(13.0, 15.0, 14.675925925925926)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 80.71428571428571)","(14.0, 18.0, 17.708333333333332)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 28.0)","(4.6, 5.9, 5.831944444444445)","(12.0, 14.0, 13.899193548387096)","(16.0, 20.0, 19.5)","(5.0, 6.0, 5.919736842105263)","(12.0, 14.0, 13.715116279069768)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:38.678775,"(13.0, 15.0, 14.551282051282051)","(10.0, 11.5, 11.287234042553191)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 80.71428571428571)","(14.0, 18.0, 17.708333333333332)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 28.0)","(4.6, 5.9, 5.831944444444445)","(12.0, 14.0, 13.899193548387096)","(16.0, 20.0, 19.5)","(5.0, 6.0, 5.948305084745763)","(12.0, 14.0, 13.715116279069768)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:40.211865,"(13.0, 15.0, 14.551282051282051)","(10.0, 11.5, 11.457627118644067)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 79.0)","(14.0, 18.0, 17.75)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 28.0)","(4.6, 5.9, 5.81551724137931)","(12.0, 14.0, 13.899193548387096)","(16.0, 20.0, 19.5)","(5.0, 6.0, 5.948305084745763)","(12.0, 14.0, 13.715116279069768)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:41.688186,"(13.0, 15.0, 14.5)","(10.0, 11.5, 11.902173913043478)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 79.0)","(14.0, 18.0, 17.45)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 28.266666666666666)","(4.6, 5.9, 5.8653594771241835)","(12.0, 14.0, 13.90990990990991)","(16.0, 20.0, 19.42105263157895)","(5.0, 6.0, 6.018803418803419)","(12.0, 14.0, 13.660493827160494)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:43.115071,"(13.0, 14.5, 14.428571428571429)","(10.0, 12.0, 11.935294117647059)","(14.0, 19.0, 18.914634146341463)","(51.0, 85.0, 79.0)","(14.0, 17.5, 17.45)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 27.842105263157894)","(4.6, 5.9, 5.8653594771241835)","(12.0, 14.0, 13.90990990990991)","(16.0, 21.0, 19.42105263157895)","(5.0, 6.2, 6.01864406779661)","(12.0, 14.0, 13.619047619047619)","(8.5, 10.5, 10.086124401913876)"
04-01-2023 15:02:44.619061,"(13.0, 14.5, 14.428571428571429)","(10.0, 12.0, 11.935294117647059)","(13.0, 19.0, 18.914634146341463)","(51.0, 85.0, 79.0)","(14.0, 17.5, 17.45)","(16.0, 19.5, 18.804347826086957)","(21.0, 29.0, 27.666666666666668)","(4.6, 5.9, 5.8653594771241835)","(12.0, 14.0, 13.90566037735849)","(16.0, 21.0, 19.42105263157895)","(5.0, 6.2, 6.01864406779661)","(12.0, 14.0, 13.612612612612612)","(8.5, 10.5, 10.086124401913876)"
