,Anjo Tornado,Sorinder Bale,Sophie Did It,Dixie Showband,Ferocious Amigo,Raising Hell,Nobu Girl,Oscar Ruth
08-01-2023 17:50:57.241065,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:50:58.537315,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:50:59.929599,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:01.153639,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:02.492443,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:03.755972,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 20.833333333333332)","(13.0, 26.0, 14.75)","(101.0, 640.0, 210.0)","(15.0, 46.0, 20.583333333333332)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:04.958161,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 650.0, 370.0)","(15.0, 46.0, 20.583333333333332)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:06.222141,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:07.298003,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.4, 4.9)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:08.435154,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.2, 4.82)","(61.0, 390.0, 106.66666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 210.0)","(15.0, 36.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:09.565759,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.2, 4.82)","(61.0, 390.0, 217.0)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 650.0, 370.0)","(15.0, 36.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:10.669504,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.2, 4.82)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 36.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:11.755121,"(2.6, 3.7, 2.6292307692307695)","(3.9, 6.2, 4.82)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 36.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:12.865784,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.82)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 36.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:13.889763,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.82)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 36.0, 25.75)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:14.912250,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.82)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 20.833333333333332)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 36.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:15.881805,"(2.6, 3.7, 3.270909090909091)","(3.8, 6.2, 4.82)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 36.0, 29.166666666666664)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:16.897080,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.228571428571429)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 36.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:17.982954,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.228571428571429)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:19.287462,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.228571428571429)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 370.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:20.343297,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.228571428571429)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 640.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:21.488878,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 5.918367346938776)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:22.639488,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 5.918367346938776)","(61.0, 390.0, 110.83333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:23.913393,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 5.918367346938776)","(61.0, 390.0, 119.16666666666666)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:25.126221,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 5.161538461538462)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 325.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:26.443442,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.271428571428571)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 325.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:27.780057,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.314285714285714)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 325.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:29.047864,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.314285714285714)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 325.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.7894736842105265)"
08-01-2023 17:51:30.377471,"(2.6, 3.7, 2.6292307692307695)","(3.8, 6.2, 4.314285714285714)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 325.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.991304347826087)"
08-01-2023 17:51:31.435174,"(2.6, 3.7, 2.5864000000000003)","(3.8, 6.2, 4.314285714285714)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 325.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:32.491880,"(2.6, 3.7, 2.5864000000000003)","(3.8, 6.0, 4.25)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:33.633118,"(2.6, 3.7, 2.5864000000000003)","(3.8, 6.0, 4.133333333333334)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.57142857142857)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:34.785930,"(2.6, 3.7, 2.6248)","(3.8, 6.0, 4.133333333333334)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 20.833333333333332)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:35.884955,"(2.6, 3.7, 2.6248)","(3.8, 6.0, 4.133333333333334)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 20.833333333333332)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:36.946050,"(2.6, 3.7, 2.6248)","(3.8, 6.0, 4.133333333333334)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 32.0)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:37.975657,"(2.6, 3.7, 2.6248)","(3.8, 6.0, 4.133333333333334)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:39.080234,"(2.6, 3.7, 2.6248)","(3.8, 5.9, 4.126666666666667)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:40.291440,"(2.6, 3.7, 2.6248)","(3.8, 5.9, 4.07037037037037)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:41.403967,"(2.6, 3.7, 2.6248)","(3.8, 5.9, 4.07037037037037)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:42.503662,"(2.6, 3.7, 2.6248)","(3.8, 5.9, 4.07037037037037)","(61.0, 390.0, 123.33333333333334)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:43.701989,"(2.6, 3.7, 2.6248)","(3.8, 5.9, 4.07037037037037)","(61.0, 390.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:44.861215,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:45.938394,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:46.944791,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:47.966322,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:49.094029,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:50.110763,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:51.132309,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:52.239576,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:53.244963,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:54.362264,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:55.488119,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:56.529152,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 116.25)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:57.647052,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 650.0, 210.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:58.605038,"(2.6, 3.7, 2.666153846153846)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:51:59.580938,"(2.6, 3.7, 2.9094117647058826)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:52:00.525274,"(2.6, 3.7, 2.9094117647058826)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 40.0, 23.92857142857143)","(13.0, 26.0, 14.75)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:52:01.519726,"(2.6, 3.7, 2.9094117647058826)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 111.11111111111111)","(17.0, 44.0, 25.07142857142857)","(13.0, 28.0, 23.441176470588236)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:52:02.481884,"(2.6, 3.7, 2.9094117647058826)","(3.8, 5.9, 4.07037037037037)","(61.0, 440.0, 115.55555555555556)","(17.0, 44.0, 25.07142857142857)","(13.0, 28.0, 23.294117647058822)","(101.0, 550.0, 190.0)","(15.0, 46.0, 24.214285714285715)","(2.3, 3.95, 2.590625)"
08-01-2023 17:52:03.497356,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.8, 5.5)","(61.0, 430.0, 193.33333333333331)","(17.0, 42.0, 29.75)","(13.0, 27.0, 20.0)","(101.0, 540.0, 246.66666666666666)","(15.0, 44.0, 34.5)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:04.536178,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.8, 5.5)","(61.0, 430.0, 193.33333333333331)","(17.0, 42.0, 29.75)","(13.0, 27.0, 20.0)","(101.0, 540.0, 246.66666666666666)","(15.0, 44.0, 34.5)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:05.522299,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.8, 4.949999999999999)","(61.0, 430.0, 193.33333333333331)","(17.0, 42.0, 29.75)","(13.0, 27.0, 20.0)","(101.0, 540.0, 246.66666666666666)","(15.0, 44.0, 34.5)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:06.525752,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.8, 4.949999999999999)","(61.0, 430.0, 193.33333333333331)","(17.0, 42.0, 24.5)","(13.0, 27.0, 20.0)","(101.0, 540.0, 153.75)","(15.0, 44.0, 34.5)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:07.538937,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.8, 4.949999999999999)","(61.0, 340.0, 128.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 530.0, 153.75)","(15.0, 44.0, 36.875)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:08.555548,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 126.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:09.541955,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 126.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:10.506451,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 126.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:11.500688,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 126.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:12.462345,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 126.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:13.506260,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 126.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:14.479435,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 126.0)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:15.518154,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 330.0, 106.875)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:16.542414,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 310.0, 192.5)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:17.521644,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 310.0, 153.33333333333331)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:18.580593,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 310.0, 153.33333333333331)","(17.0, 42.0, 21.583333333333332)","(13.0, 27.0, 20.0)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:19.816110,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 310.0, 153.33333333333331)","(17.0, 42.0, 25.666666666666664)","(13.0, 27.0, 25.846153846153847)","(101.0, 520.0, 240.0)","(15.0, 44.0, 36.875)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:20.871438,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 310.0, 153.33333333333331)","(17.0, 42.0, 25.666666666666664)","(13.0, 27.0, 25.846153846153847)","(101.0, 520.0, 240.0)","(15.0, 44.0, 36.875)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:21.945773,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 290.0, 146.66666666666669)","(17.0, 42.0, 25.666666666666664)","(13.0, 27.0, 19.75)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:23.007109,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 280.0, 116.0)","(17.0, 42.0, 25.666666666666664)","(13.0, 27.0, 19.75)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:24.063047,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 280.0, 116.0)","(17.0, 42.0, 25.666666666666664)","(13.0, 27.0, 19.75)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:25.085395,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 280.0, 120.0)","(17.0, 42.0, 36.9)","(13.0, 27.0, 19.75)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:26.164783,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 280.0, 120.0)","(17.0, 42.0, 36.9)","(13.0, 27.0, 19.75)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:27.214345,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 280.0, 120.0)","(17.0, 42.0, 36.9)","(13.0, 27.0, 19.75)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
08-01-2023 17:52:28.234110,"(2.6, 3.7, 2.794117647058824)","(3.8, 5.9, 5.0)","(61.0, 260.0, 140.0)","(17.0, 42.0, 25.333333333333336)","(13.0, 27.0, 19.75)","(101.0, 520.0, 240.0)","(15.0, 44.0, 38.3)","(2.3, 3.9, 3.6666666666666665)"
