,Slingshot Roxy,Reality One,Slingshot Penny,Laceby Girl,Rise Again,Crave Calamity,Checkout Chick,Bang On Blue
09-01-2023 18:17:33.160869,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:34.269524,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:35.420470,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:36.559345,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:37.721548,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:38.776667,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:39.898909,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:41.176269,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 7.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:42.510118,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.5, 9.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:43.739899,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:44.993064,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:46.371762,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:47.689137,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:48.918812,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:50.167079,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.3836363636363633)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:51.374219,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.628)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:52.544099,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:53.734890,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:54.876722,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:56.031485,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:57.150022,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:58.279901,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:17:59.417202,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:00.536878,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 9.5)","(2.7, 4.3, 3.7070588235294117)","(4.2, 8.8, 6.466666666666667)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:01.689929,"(10.0, 21.0, 13.083333333333334)","(10.0, 23.0, 13.375)","(21.0, 65.0, 37.14285714285714)","(21.0, 85.0, 31.46153846153846)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.3, 4.078181818181818)","(4.2, 8.8, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:02.857860,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 13.666666666666666)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:04.066933,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:05.158421,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:06.330898,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:07.558325,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:08.723691,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:09.855758,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:10.997699,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:12.142622,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 8.666666666666666)","(2.7, 4.2, 4.078181818181818)","(4.2, 8.6, 6.949999999999999)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:13.238632,"(10.0, 20.0, 14.333333333333334)","(10.0, 22.0, 15.333333333333334)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 11.0)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.6, 7.711111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:14.385413,"(10.0, 20.0, 14.333333333333334)","(10.0, 21.0, 13.5)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 11.0)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.4, 7.3)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:15.529594,"(10.0, 20.0, 14.333333333333334)","(10.0, 20.0, 16.0)","(21.0, 60.0, 43.0)","(21.0, 80.0, 53.5)","(6.0, 12.0, 10.571428571428571)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.088888888888889)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:16.786019,"(10.0, 20.0, 14.333333333333334)","(10.0, 20.0, 16.0)","(21.0, 60.0, 55.33333333333333)","(21.0, 80.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.917647058823529)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:18.048531,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.941176470588235)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:19.298710,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.941176470588235)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:20.611817,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.941176470588235)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:21.890541,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.941176470588235)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:23.048347,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.941176470588235)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:24.255525,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.941176470588235)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:25.527411,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.941176470588235)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:26.666774,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 53.5)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:27.843051,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 80.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 4.136190476190476)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:29.025190,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:30.249621,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:31.429451,"(10.0, 25.0, 16.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:32.583182,"(10.0, 24.0, 14.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:33.723025,"(10.0, 24.0, 14.0)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:34.843057,"(10.0, 24.0, 18.166666666666668)","(10.0, 20.0, 16.0)","(21.0, 70.0, 55.33333333333333)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:35.965029,"(10.0, 24.0, 17.75)","(10.0, 20.0, 16.0)","(21.0, 70.0, 52.0)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:37.093241,"(10.0, 24.0, 17.75)","(10.0, 20.0, 16.0)","(21.0, 65.0, 52.0)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:38.141799,"(10.0, 24.0, 17.75)","(10.0, 20.0, 16.0)","(21.0, 65.0, 52.0)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:39.388075,"(10.0, 24.0, 17.75)","(10.0, 20.0, 16.0)","(21.0, 65.0, 52.0)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:40.563020,"(10.0, 24.0, 17.75)","(10.0, 20.0, 16.0)","(21.0, 65.0, 52.0)","(21.0, 85.0, 56.0)","(6.0, 12.0, 11.166666666666668)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:41.810248,"(10.0, 24.0, 18.166666666666668)","(10.0, 20.0, 15.5)","(21.0, 65.0, 52.0)","(21.0, 85.0, 56.0)","(6.0, 12.0, 10.15)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.3999999999999995)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:43.044357,"(10.0, 24.0, 17.75)","(10.0, 20.0, 15.5)","(21.0, 65.0, 52.0)","(21.0, 85.0, 51.285714285714285)","(6.0, 13.5, 12.644444444444444)","(2.7, 4.2, 3.54)","(4.2, 8.2, 7.300000000000001)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:44.349787,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 65.0, 60.44444444444444)","(21.0, 85.0, 70.25)","(6.0, 13.0, 12.663157894736841)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.300000000000001)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:45.713252,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 65.0, 60.44444444444444)","(21.0, 85.0, 70.25)","(6.0, 13.0, 11.47391304347826)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.5200000000000005)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:46.875604,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 65.0, 60.44444444444444)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:48.012955,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 65.0, 60.44444444444444)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:49.104045,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 65.0, 60.44444444444444)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:50.213936,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 65.0, 60.44444444444444)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:51.282516,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 65.0, 60.44444444444444)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:52.406177,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:53.503977,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:54.570536,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.911111111111111)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:55.640463,"(10.0, 24.0, 17.333333333333336)","(10.0, 20.0, 15.5)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.010526315789474)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:56.668028,"(10.0, 23.0, 18.208333333333336)","(10.0, 21.0, 16.0)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.010526315789474)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:57.724602,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.010526315789474)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:58.760009,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.010526315789474)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:18:59.825902,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.010526315789474)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:19:00.854873,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.010526315789474)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:19:01.930843,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.010526315789474)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:19:03.026884,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 3.54)","(4.2, 8.4, 7.08)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:19:04.114472,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 4.2, 2.8870860927152315)","(4.2, 8.4, 7.08)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:19:05.206465,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.911538461538463)","(2.7, 3.95, 3.3899999999999997)","(4.2, 8.4, 7.08)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:19:06.327461,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 12.5, 10.180769230769231)","(2.7, 3.9, 3.3899999999999997)","(4.2, 8.4, 7.08)","(3.4, 4.0, 3.9762500000000003)"
09-01-2023 18:19:07.391518,"(10.0, 22.0, 18.85)","(10.0, 21.0, 12.11111111111111)","(21.0, 60.0, 56.0)","(21.0, 85.0, 61.400000000000006)","(6.0, 11.5, 10.6)","(2.7, 3.9, 3.757142857142857)","(4.2, 8.4, 7.08)","(3.4, 4.0, 3.9693548387096773)"
