,Blue Cherry Miss,River Matt,Scarlett Express,Gabbys Gyros,Tabasco Lad
04-01-2023 11:28:05.698784,"(71.0, 570.0, 320.0)","(2.9, 5.2, 4.2775)","(6.5, 11.5, 9.54)","(2.6, 3.45, 3.022222222222222)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:06.661280,"(71.0, 570.0, 320.0)","(2.9, 5.2, 4.2775)","(6.5, 11.5, 9.54)","(2.6, 3.45, 3.1461538461538465)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:07.510556,"(71.0, 570.0, 320.0)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.5, 9.54)","(2.6, 3.45, 3.1461538461538465)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:08.337137,"(71.0, 570.0, 320.0)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.5, 9.54)","(2.6, 3.45, 3.1461538461538465)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:09.216670,"(71.0, 570.0, 320.0)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.5, 9.54)","(2.6, 3.45, 3.1461538461538465)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:10.125922,"(71.0, 570.0, 320.0)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.5, 9.54)","(2.6, 3.45, 3.1461538461538465)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:11.064746,"(71.0, 570.0, 320.0)","(2.9, 5.2, 4.2775)","(6.5, 11.5, 9.54)","(2.6, 3.45, 2.9562500000000003)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:12.010049,"(71.0, 570.0, 487.5)","(2.9, 5.2, 4.2775)","(6.5, 11.5, 9.54)","(2.6, 3.45, 2.9562500000000003)","(3.0, 3.25, 3.1)"
04-01-2023 11:28:12.941925,"(71.0, 570.0, 515.0)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.5, 9.54)","(2.6, 3.45, 3.14)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:13.878352,"(71.0, 570.0, 515.0)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.5, 9.54)","(2.6, 3.6, 3.0815384615384613)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:14.696353,"(71.0, 570.0, 515.0)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.0, 10.371428571428572)","(2.6, 3.55, 3.0815384615384613)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:15.543203,"(71.0, 570.0, 515.0)","(2.9, 5.2, 3.7807692307692307)","(6.5, 11.0, 10.371428571428572)","(2.6, 3.55, 3.0815384615384613)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:16.445946,"(71.0, 560.0, 506.1111111111111)","(2.9, 5.2, 3.7807692307692307)","(6.5, 11.0, 10.371428571428572)","(2.6, 3.55, 3.0815384615384613)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:17.359941,"(71.0, 560.0, 506.1111111111111)","(2.9, 5.2, 3.7807692307692307)","(6.5, 11.0, 10.371428571428572)","(2.6, 3.55, 3.0815384615384613)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:18.223695,"(71.0, 560.0, 506.1111111111111)","(2.9, 5.2, 3.7807692307692307)","(6.5, 11.0, 10.371428571428572)","(2.6, 3.55, 3.0815384615384613)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:19.070088,"(71.0, 560.0, 506.1111111111111)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.0, 10.371428571428572)","(2.6, 3.55, 3.0815384615384613)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:20.027852,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.0, 10.371428571428572)","(2.6, 3.55, 2.955)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:20.931893,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.0, 8.9)","(2.6, 3.55, 2.955)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:21.873456,"(71.0, 560.0, 322.5)","(2.9, 5.2, 4.175)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.066666666666667)","(3.0, 3.25, 3.0936842105263156)"
04-01-2023 11:28:22.787393,"(71.0, 560.0, 322.5)","(2.9, 5.2, 4.175)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.066666666666667)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:23.695635,"(71.0, 560.0, 322.5)","(2.9, 5.2, 4.175)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.0250000000000004)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:24.630748,"(71.0, 560.0, 322.5)","(2.9, 5.2, 4.175)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.0250000000000004)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:25.478915,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.0250000000000004)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:26.376475,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.0250000000000004)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:27.236084,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.563636363636364)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.0250000000000004)","(3.0, 3.25, 3.0535714285714284)"
04-01-2023 11:28:28.153316,"(71.0, 560.0, 322.5)","(2.9, 5.2, 4.175)","(6.5, 11.0, 8.9)","(2.6, 3.5, 3.0250000000000004)","(3.0, 3.25, 3.1125)"
04-01-2023 11:28:29.052833,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.644444444444445)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.1125)"
04-01-2023 11:28:29.965836,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.644444444444445)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.1125)"
04-01-2023 11:28:30.810013,"(71.0, 560.0, 322.5)","(2.9, 5.2, 3.644444444444445)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.1125)"
04-01-2023 11:28:31.668961,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.6833333333333336)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.1125)"
04-01-2023 11:28:32.706038,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.6833333333333336)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.1125)"
04-01-2023 11:28:33.699246,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.6833333333333336)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:34.628850,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.5374999999999996)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:35.621758,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.5374999999999996)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.00625)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:36.609783,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.5374999999999996)","(6.5, 11.0, 8.9)","(2.6, 3.45, 3.3475)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:37.669222,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.6833333333333336)","(6.5, 11.0, 8.9)","(2.6, 3.55, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:38.663363,"(71.0, 570.0, 327.5)","(2.9, 5.2, 4.01304347826087)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:39.614885,"(71.0, 570.0, 327.5)","(2.9, 5.2, 4.01304347826087)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:40.599171,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.5374999999999996)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:41.490450,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.5374999999999996)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:42.380558,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.5374999999999996)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:43.267196,"(71.0, 570.0, 327.5)","(2.9, 5.2, 4.01304347826087)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:44.219823,"(71.0, 570.0, 327.5)","(2.9, 5.2, 3.563392857142857)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:45.115495,"(71.0, 570.0, 327.5)","(2.9, 5.1, 4.915)","(6.5, 11.0, 8.9)","(2.6, 3.4, 2.96875)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:46.057525,"(71.0, 570.0, 327.5)","(2.9, 5.1, 4.875)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:46.947248,"(71.0, 560.0, 322.5)","(2.9, 5.1, 4.875)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:47.914634,"(71.0, 560.0, 322.5)","(2.9, 5.1, 4.875)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:48.874983,"(71.0, 560.0, 480.83333333333337)","(2.9, 5.1, 4.74)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:49.881690,"(71.0, 560.0, 480.83333333333337)","(2.9, 5.1, 4.74)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:50.920298,"(71.0, 560.0, 480.83333333333337)","(2.9, 5.1, 4.74)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.078125)"
04-01-2023 11:28:51.958318,"(71.0, 560.0, 480.83333333333337)","(2.9, 5.1, 3.9)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:53.043407,"(71.0, 560.0, 480.83333333333337)","(2.9, 5.1, 3.9)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:54.045034,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:54.983260,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:55.924426,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:56.766777,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:57.615761,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:58.568403,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:28:59.519685,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 2.95)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:00.436629,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.3, 3.076)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:01.309732,"(71.0, 560.0, 322.5)","(2.9, 5.1, 3.7666666666666666)","(6.5, 11.0, 8.9)","(2.6, 3.55, 3.226)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:02.161058,"(71.0, 570.0, 327.5)","(2.9, 5.1, 3.8333333333333335)","(6.5, 11.0, 8.9)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:03.021926,"(71.0, 570.0, 327.5)","(2.9, 5.1, 3.8333333333333335)","(6.5, 11.0, 8.9)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:03.979215,"(71.0, 570.0, 327.5)","(2.9, 5.1, 4.086666666666667)","(6.5, 11.0, 8.9)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:04.893245,"(71.0, 570.0, 327.5)","(2.9, 5.1, 3.58)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:05.765604,"(71.0, 570.0, 327.5)","(2.9, 5.1, 4.086666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:06.689763,"(71.0, 570.0, 327.5)","(2.9, 5.1, 3.8333333333333335)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:07.613244,"(71.0, 570.0, 332.5)","(2.9, 5.1, 3.4555555555555557)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:08.551572,"(71.0, 570.0, 332.5)","(2.9, 5.1, 3.4555555555555557)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:09.474464,"(71.0, 570.0, 332.5)","(2.9, 5.1, 3.4555555555555557)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.9875000000000003)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:10.428059,"(71.0, 560.0, 327.5)","(2.9, 5.1, 3.7545454545454544)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:11.240099,"(71.0, 560.0, 327.5)","(2.9, 5.1, 3.7545454545454544)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:12.034888,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:12.964090,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:13.879987,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:14.745697,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1357142857142857)"
04-01-2023 11:29:15.680523,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:16.497482,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:17.414169,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:18.289047,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:19.214289,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:20.087676,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:20.939290,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:21.776104,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:22.649145,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:23.532541,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:24.409197,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:25.303670,"(71.0, 560.0, 327.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:26.169268,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.55, 3.04375)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:27.039655,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.5, 3.0250000000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:27.875317,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:28.783170,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:29.616787,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:30.421854,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:31.226598,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:32.089671,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:32.985767,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.918181818181818)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:33.852452,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.45, 2.8731250000000004)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:34.773336,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.716666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:35.643907,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.68)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:36.549795,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.68)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:37.468993,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.8666666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:38.289641,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.8666666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:39.109549,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.8666666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:39.982785,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.68)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:40.851159,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.68)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:41.698736,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.68)","(6.5, 11.5, 7.74)","(2.6, 3.4, 2.9875000000000003)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:42.570754,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.68)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:43.433369,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.8666666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.96875)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:44.260274,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.8666666666666667)","(6.5, 11.5, 7.74)","(2.6, 3.35, 2.955294117647059)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:45.090439,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.062068965517241)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.955294117647059)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:45.981209,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.742857142857143)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.955294117647059)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:46.858172,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.742857142857143)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.955294117647059)","(3.0, 3.25, 3.1576923076923076)"
04-01-2023 11:29:47.742938,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.7199999999999998)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.955294117647059)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:48.654455,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.833846153846154)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:49.484570,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.833846153846154)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:50.409852,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.933333333333333)","(6.5, 11.0, 8.9)","(2.6, 3.35, 2.7792307692307694)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:51.337637,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.085714285714285)","(6.5, 11.0, 8.9)","(2.6, 3.25, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:52.172062,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.872727272727273)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:53.009954,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.872727272727273)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:53.877856,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.872727272727273)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:54.733983,"(71.0, 570.0, 332.5)","(2.9, 5.0, 3.6947368421052635)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:55.625952,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.0)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:56.566882,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.0)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:57.458946,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.0)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:58.362031,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.0)","(6.5, 11.0, 8.9)","(2.6, 3.2, 3.046666666666667)","(3.0, 3.25, 3.1375)"
04-01-2023 11:29:59.256912,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.205882352941177)","(6.5, 11.0, 8.9)","(2.6, 3.2, 2.805714285714286)","(3.0, 3.25, 3.1375)"
04-01-2023 11:30:00.126423,"(71.0, 570.0, 332.5)","(2.9, 5.0, 4.205882352941177)","(6.5, 11.0, 8.9)","(2.6, 3.2, 2.805714285714286)","(3.0, 3.25, 3.1375)"
