,Burn The Turf,Heaven Scent,Pop Smoke,Street Scandal,Frosty Cake,Whispering Ella,Im All Class,Paint The Trail
91,"[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 46, 700063), 5.5, 10.5]"
92,"[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 47, 836066), 5.5, 10.5]"
93,"[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 48, 962699), 5.5, 10.5]"
94,"[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 50, 99104), 5.5, 10.5]"
95,"[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 51, 226989), 5.5, 10.5]"
96,"[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 52, 356590), 5.5, 10.5]"
97,"[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 53, 489961), 5.5, 10.5]"
98,"[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 54, 619803), 5.5, 10.5]"
99,"[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 55, 755366), 5.5, 10.5]"
100,"[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 56, 887848), 5.5, 10.5]"
101,"[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 58, 21381), 5.5, 10.5]"
102,"[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 56, 59, 153981), 5.5, 10.5]"
103,"[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 0, 292526), 5.5, 10.5]"
104,"[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 1, 426361), 5.5, 10.5]"
105,"[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 2, 562040), 5.5, 10.5]"
106,"[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 3, 697330), 5.5, 10.5]"
107,"[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 4, 826000), 5.5, 10.5]"
108,"[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 5, 961665), 5.5, 10.5]"
109,"[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 7, 93204), 5.5, 10.5]"
110,"[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 8, 236140), 5.5, 10.5]"
111,"[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 9, 371753), 5.5, 10.5]"
112,"[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 10, 513989), 5.5, 10.5]"
113,"[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 11, 676488), 5.5, 10.5]"
114,"[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 12, 832324), 5.5, 10.5]"
115,"[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 13, 993136), 5.5, 10.5]"
116,"[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 15, 132337), 5.5, 10.5]"
117,"[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 16, 276823), 5.5, 10.5]"
118,"[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 17, 426194), 5.5, 10.5]"
119,"[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 18, 599989), 5.5, 10.5]"
120,"[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 19, 751327), 5.5, 10.5]"
121,"[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 20, 906414), 5.5, 10.5]"
122,"[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 22, 57434), 5.5, 10.5]"
123,"[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 23, 211114), 5.5, 10.5]"
124,"[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 24, 353693), 5.5, 10.5]"
125,"[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 25, 535653), 5.5, 10.5]"
126,"[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 26, 687605), 5.5, 10.5]"
127,"[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 27, 844649), 5.5, 10.5]"
128,"[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 28, 992630), 5.5, 10.5]"
129,"[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 30, 139206), 5.5, 10.5]"
130,"[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 3.5, 5.9]","[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 3.2, 6.2]","[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 5.0, 5.5]","[datetime.datetime(2022, 11, 28, 10, 57, 31, 348282), 5.5, 10.5]"
