,King Brockie,Heaven Scent,Flex Your Muscle,Here He Comes,Munxar Queen,Hot Barrels
09-01-2023 10:18:46.953651,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:47.832820,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:48.827399,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:49.837303,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:50.851052,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:51.789740,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:52.675335,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:53.563763,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:54.464742,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:55.422736,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:56.402946,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:57.383778,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:58.367865,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:18:59.229501,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:00.106963,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:01.064097,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:01.982773,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:02.946712,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:03.952110,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:04.909165,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:05.773450,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:06.643200,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:07.600891,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:08.549696,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:09.525714,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:10.489126,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:11.472420,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:12.324884,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:13.188870,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:14.192405,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:15.226240,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:16.166372,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:17.146665,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:18.146392,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:19.096068,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:19.969331,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:20.902641,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:21.913466,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:22.833271,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:23.760457,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:24.699775,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:25.593535,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:26.428192,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:27.410386,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:28.505612,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:29.450728,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:30.461966,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:31.516493,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:32.533326,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:33.519909,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:34.378085,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:35.255216,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:36.204218,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:37.141709,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:38.087131,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:39.012369,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:39.913650,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:40.777774,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:41.742563,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:42.800195,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:43.825984,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:44.819555,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:45.754318,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:46.641241,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:47.489633,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:48.359051,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:49.399853,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:50.384373,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:51.307228,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:52.210030,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:53.131169,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:54.071865,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:54.999412,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:56.014828,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:57.025660,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:58.046643,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:59.017375,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:19:59.859965,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:00.771371,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:01.715351,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:02.694372,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:03.627808,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:04.631649,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:05.565107,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:06.426194,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:07.391515,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:08.419846,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:09.385460,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:10.326427,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:11.300565,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:12.230662,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:13.060740,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:13.988123,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:14.965312,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:15.967329,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:16.891802,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:17.873391,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:18.812499,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:19.686272,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:20.574208,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:21.448955,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:22.420367,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:23.393255,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:24.358065,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:25.223620,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
09-01-2023 10:20:26.125358,"(11.0, 21.0, 16.857142857142858)","(4.6, 7.8, 6.425)","(2.8, 4.7, 3.615)","(9.0, 19.0, 10.166666666666668)","(5.0, 9.4, 8.871559633027523)","(3.1, 6.2, 4.6257142857142854)"
