,King Brockie,Heaven Scent,Flex Your Muscle,Here He Comes,Munxar Queen,Hot Barrels
09-01-2023 10:48:11.521491,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:12.471188,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:13.392562,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:14.313729,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:15.281298,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:16.304968,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:17.324648,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:18.240312,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:19.088943,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:20.139563,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:21.057217,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:22.000881,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:22.941212,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:23.821688,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:24.661747,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:25.549043,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:26.458229,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:27.367857,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:28.376566,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:29.326158,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:30.245833,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:31.101157,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:31.973181,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:32.913062,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:33.854535,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:34.878505,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:35.829245,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:36.697195,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:37.543934,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:38.571869,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:39.705613,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:40.832600,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:41.793912,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:42.701341,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:43.594604,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:44.587827,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:45.566632,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:46.545886,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.969655172413793)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:47.446699,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.969655172413793)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:48.319976,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.969655172413793)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:49.284976,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.969655172413793)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:50.248887,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.969655172413793)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:51.325186,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.969655172413793)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:52.301318,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:53.270951,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:54.143966,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:55.014748,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:55.977084,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:56.962118,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:57.967555,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:58.915452,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:48:59.787603,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:00.661672,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:01.592159,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:02.541886,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:03.545412,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:04.508100,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:05.373526,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:06.257862,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:07.218572,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.7760000000000002)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:08.226769,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:09.214117,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:10.172395,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:11.034602,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:11.926897,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:12.915403,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:13.964751,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:15.025466,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:15.961002,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:16.833216,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:17.702909,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:18.653953,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:19.664307,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:20.611251,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 4.1000000000000005)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:21.613338,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:22.504152,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:23.387411,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:24.351273,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:25.374674,"(11.0, 20.0, 17.35)","(4.6, 7.8, 6.425)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:26.409592,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:27.517550,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:28.503984,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:29.387483,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:30.303413,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:31.319537,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:32.303293,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:33.277587,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:34.238849,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:35.173818,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:36.092627,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:37.059562,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:38.060815,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:39.103119,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:40.087047,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:40.989466,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:41.849152,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:42.788462,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:43.738629,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:44.721777,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:45.605006,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 12.444444444444445)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:46.466260,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:47.381628,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:48.367632,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:49.367918,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:50.346399,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
09-01-2023 10:49:51.316432,"(11.0, 20.0, 17.35)","(4.6, 8.2, 6.658333333333333)","(2.8, 4.4, 3.75)","(9.0, 17.5, 14.466666666666667)","(5.0, 9.4, 8.057142857142857)","(3.1, 5.3, 4.633333333333333)"
