,Outlaw Man Nz,Cocora,Ghost Of Time,Village Voice,Hes A Cool Mach,Malibu Jack,Lord Verde Nz,Wyattflynn,Holi Starzzz
07-12-2022 19:33:24.044713,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.6)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:25.585518,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:26.975329,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.345454545454546)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:28.546987,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.345454545454546)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:29.992543,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.345454545454546)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:31.329571,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.6)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:33.008315,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:34.592243,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:36.187523,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:37.945018,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:39.565875,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:41.110487,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:42.613717,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:44.110356,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:45.591848,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:47.063983,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:48.525205,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:49.992158,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:51.842728,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.228571428571429)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:53.569197,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.11578947368421)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:55.286668,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.228571428571429)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:56.958961,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.6)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:58.582751,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.6)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:00.162670,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:01.639232,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:03.123258,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:04.574564,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:06.026998,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 78.33333333333334)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:07.528682,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:09.054263,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.345454545454546)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:10.562807,"(1.75, 99999, 99990)","(11.0, 16.5, 15.357142857142858)","(5.0, 7.8, 7.345454545454546)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:12.087043,"(1.75, 99999, 99990)","(11.0, 16.5, 15.357142857142858)","(5.0, 7.8, 7.466666666666667)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:13.633869,"(1.75, 99999, 99990)","(11.0, 16.5, 15.357142857142858)","(5.0, 7.8, 7.466666666666667)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:15.184096,"(1.75, 99999, 99990)","(11.0, 16.5, 15.357142857142858)","(5.0, 7.8, 7.466666666666667)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:16.636629,"(1.75, 99999, 99990)","(11.0, 16.5, 13.7)","(5.0, 7.8, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:18.175127,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:19.500054,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.345454545454546)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:20.901875,"(1.75, 99999, 99990)","(11.0, 16.5, 15.0)","(5.0, 7.8, 7.175)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:22.328075,"(1.75, 99999, 99990)","(11.0, 16.0, 15.5)","(5.0, 7.8, 7.345454545454546)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:34:23.746008,"(1.75, 99999, 99990)","(11.0, 16.0, 15.0)","(5.0, 7.8, 7.6)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 80.83333333333334)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:25.136619,"(1.75, 99999, 99990)","(11.0, 16.5, 15.0)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 108.88888888888889)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:26.569631,"(1.75, 99999, 99990)","(11.0, 16.5, 15.0)","(5.0, 8.0, 7.3538461538461535)","(51.0, 120.0, 83.33333333333333)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:28.029237,"(1.75, 99999, 99990)","(11.0, 16.5, 13.3)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 83.33333333333333)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:29.622324,"(1.75, 99999, 99990)","(11.0, 16.5, 15.25)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 83.33333333333333)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:31.169203,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:32.659791,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 110.83333333333333)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:34.152388,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:35.721655,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 107.14285714285714)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:37.188686,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 107.14285714285714)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:38.689761,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.223529411764706)","(51.0, 120.0, 107.14285714285714)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:40.164636,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 6.984615384615385)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:41.706055,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 6.984615384615385)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:43.167845,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 6.984615384615385)","(51.0, 120.0, 111.66666666666667)","(61.0, 85.0, 65.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:44.670144,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.066666666666666)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 65.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:46.103485,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.066666666666666)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 65.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:47.577086,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.066666666666666)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:49.030695,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.066666666666666)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 80.71428571428572)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 27.2)"
07-12-2022 19:34:50.505240,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 8.0, 7.085714285714285)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 80.71428571428572)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 28.0)"
07-12-2022 19:34:51.945926,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.0)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 30.0, 32.0)"
07-12-2022 19:34:53.441486,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.0)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 30.0)"
07-12-2022 19:34:54.951157,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.2)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 34.714285714285715)"
07-12-2022 19:34:56.497860,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.2)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.714285714285715)"
07-12-2022 19:34:57.989184,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.2)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.714285714285715)"
07-12-2022 19:34:59.551378,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 76.42857142857143)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.714285714285715)"
07-12-2022 19:35:01.200464,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.022222222222222)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.714285714285715)"
07-12-2022 19:35:02.857035,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.0, 7.8, 7.022222222222222)","(51.0, 120.0, 105.71428571428572)","(61.0, 85.0, 81.15384615384616)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.714285714285715)"
07-12-2022 19:35:04.402756,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 78.75)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 32.25)"
07-12-2022 19:35:05.936976,"(1.75, 99999, 99990)","(11.0, 16.0, 15.25)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.25)"
07-12-2022 19:35:07.643261,"(1.75, 99999, 99990)","(11.0, 16.0, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.25)"
07-12-2022 19:35:09.165418,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.25)"
07-12-2022 19:35:10.887875,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.25)"
07-12-2022 19:35:12.594086,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 78.75)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.833333333333336)"
07-12-2022 19:35:14.090729,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 81.15384615384616)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.0)"
07-12-2022 19:35:15.631187,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 78.75)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.0)"
07-12-2022 19:35:17.203122,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.0)"
07-12-2022 19:35:18.860396,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 104.28571428571428)","(61.0, 85.0, 78.75)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.0)"
07-12-2022 19:35:20.448293,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 120.0, 111.42857142857143)","(61.0, 85.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 32.0)"
07-12-2022 19:35:22.023489,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 34.0, 34.4)"
07-12-2022 19:35:23.827057,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:25.424201,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 92.08333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:26.940438,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 108.0)","(61.0, 95.0, 92.08333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
