,Little Auckland,Writeaboutchelsea,Champagne Reactor,Datsinahurri,Three Machs,Always At Night,Bertils Firefox,Lesvos Lad,Lazy Blaze
11-01-2023 19:13:46.146507,"(71.0, 160.0, 103.75)","(101.0, 180.0, 171.66666666666669)","(4.4, 6.8, 6.333333333333333)","(4.4, 5.3, 5.216666666666667)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 47.5)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:47.454957,"(71.0, 160.0, 103.75)","(101.0, 180.0, 171.66666666666669)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.8)","(31.0, 70.0, 52.0)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:48.620888,"(71.0, 160.0, 100.0)","(101.0, 180.0, 170.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:49.835998,"(71.0, 160.0, 122.5)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:51.019696,"(71.0, 160.0, 122.5)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:52.340479,"(71.0, 160.0, 122.5)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:53.551175,"(71.0, 160.0, 122.5)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:54.816291,"(71.0, 160.0, 122.5)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:56.116137,"(71.0, 160.0, 145.0)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:57.459461,"(71.0, 160.0, 146.0)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:58.807508,"(71.0, 160.0, 146.0)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:14:00.218013,"(71.0, 160.0, 146.0)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.7600000000000002)","(31.0, 70.0, 46.666666666666664)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:14:01.542190,"(71.0, 160.0, 146.0)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.7333333333333334)","(31.0, 70.0, 59.33333333333333)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:14:02.749375,"(71.0, 160.0, 125.0)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.05)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 62.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:03.962671,"(71.0, 170.0, 110.0)","(101.0, 180.0, 167.5)","(4.4, 6.8, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 62.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:05.218390,"(71.0, 160.0, 113.33333333333333)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 61.42857142857143)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:06.489667,"(71.0, 170.0, 130.0)","(101.0, 180.0, 167.5)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 58.8)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:07.833489,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 58.8)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:09.103898,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.199999999999999)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 58.8)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:10.312153,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.199999999999999)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 58.8)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:11.577766,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.199999999999999)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 58.8)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:12.825401,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.199999999999999)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:14.543839,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.199999999999999)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:15.999766,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.199999999999999)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:17.473403,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.199999999999999)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8666666666666667)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 7.55)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:18.849787,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.6615384615384614)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:20.199358,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.65)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:21.546755,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.65)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:22.891561,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.65)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:24.217358,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.333333333333333)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.65)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 6.933333333333334)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.5)"
11-01-2023 19:14:25.541770,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 6.6, 6.6)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.65)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 6.8)","(7.5, 9.8, 12.066666666666666)","(6.0, 8.0, 8.0)"
11-01-2023 19:14:26.883699,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.166666666666667)","(3.4, 4.0, 3.8)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 6.8)","(7.5, 13.5, 11.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:14:28.153008,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.9, 3.8)","(31.0, 70.0, 60.66666666666667)","(5.5, 8.0, 7.2)","(7.5, 13.0, 11.066666666666666)","(6.0, 9.0, 8.246153846153847)"
11-01-2023 19:14:29.343412,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.9, 3.8)","(31.0, 70.0, 62.57142857142857)","(5.5, 8.0, 7.533333333333333)","(7.5, 12.0, 11.066666666666666)","(6.0, 8.8, 8.636363636363637)"
11-01-2023 19:14:30.560090,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.9, 3.8)","(31.0, 70.0, 62.57142857142857)","(5.5, 8.0, 7.533333333333333)","(7.5, 12.0, 11.066666666666666)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:31.850249,"(71.0, 170.0, 150.0)","(101.0, 180.0, 174.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.9, 3.783333333333333)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.533333333333333)","(7.5, 12.0, 11.066666666666666)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:33.154710,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.9, 3.783333333333333)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 12.0, 10.4)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:34.558480,"(71.0, 170.0, 130.0)","(101.0, 180.0, 174.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.9, 3.816666666666667)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.733333333333333)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:35.903828,"(71.0, 170.0, 130.0)","(101.0, 180.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:37.281763,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:38.547833,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:39.756782,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:40.998924,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.857142857142858)"
11-01-2023 19:14:42.280665,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.533333333333333)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.818181818181818)"
11-01-2023 19:14:43.614433,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.3999999999999995)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.818181818181818)"
11-01-2023 19:14:44.934609,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.666666666666666)"
11-01-2023 19:14:46.242762,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.733333333333333)","(6.0, 9.0, 8.0)"
11-01-2023 19:14:47.501077,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.5, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:48.739972,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:50.053633,"(71.0, 170.0, 130.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:51.387893,"(71.0, 170.0, 156.66666666666669)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:52.677883,"(71.0, 170.0, 156.66666666666669)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:54.050623,"(71.0, 170.0, 156.66666666666669)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:55.331888,"(71.0, 170.0, 156.66666666666669)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:56.637671,"(71.0, 170.0, 156.66666666666669)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:57.894166,"(71.0, 170.0, 162.0)","(101.0, 170.0, 164.44444444444446)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:14:59.115118,"(71.0, 170.0, 162.0)","(101.0, 170.0, 291.0)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:15:00.411951,"(71.0, 170.0, 162.0)","(101.0, 310.0, 290.0)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.72)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:15:01.777299,"(71.0, 170.0, 162.0)","(101.0, 330.0, 290.0)","(4.4, 7.0, 6.4)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.514285714285713)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:15:03.080173,"(71.0, 170.0, 156.66666666666669)","(101.0, 350.0, 306.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.2, 7.514285714285713)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:04.435827,"(71.0, 200.0, 181.66666666666666)","(101.0, 350.0, 306.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.2, 7.514285714285713)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:05.747063,"(71.0, 200.0, 147.5)","(101.0, 330.0, 290.0)","(4.4, 7.0, 6.6)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.2, 7.514285714285713)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:06.963584,"(71.0, 200.0, 179.0)","(101.0, 330.0, 290.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.2, 7.109090909090909)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:08.208528,"(71.0, 200.0, 114.28571428571429)","(101.0, 330.0, 290.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 8.0, 7.3999999999999995)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:09.524986,"(71.0, 190.0, 112.85714285714286)","(101.0, 330.0, 290.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 7.8, 7.3999999999999995)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:10.868052,"(71.0, 180.0, 140.0)","(101.0, 330.0, 290.0)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 7.8, 7.3999999999999995)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:12.250234,"(71.0, 180.0, 111.42857142857143)","(101.0, 320.0, 242.5)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 7.8, 7.3999999999999995)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:13.568572,"(71.0, 180.0, 107.14285714285714)","(101.0, 310.0, 242.5)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:14.854353,"(71.0, 180.0, 112.5)","(101.0, 310.0, 242.5)","(4.4, 7.0, 6.28)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 63.5)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:16.093532,"(71.0, 180.0, 111.42857142857143)","(101.0, 310.0, 242.5)","(4.4, 7.0, 6.142857142857142)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.0)"
11-01-2023 19:15:17.418925,"(71.0, 170.0, 132.5)","(101.0, 310.0, 242.5)","(4.4, 7.0, 6.466666666666667)","(4.4, 5.3, 5.175)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 7.666666666666667)"
11-01-2023 19:15:18.691671,"(71.0, 160.0, 132.14285714285714)","(101.0, 310.0, 242.5)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.555555555555555)"
11-01-2023 19:15:19.998794,"(71.0, 160.0, 121.0)","(101.0, 310.0, 242.5)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.692307692307693)"
11-01-2023 19:15:21.331136,"(71.0, 160.0, 121.0)","(101.0, 310.0, 242.5)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.692307692307693)"
11-01-2023 19:15:22.584259,"(71.0, 160.0, 121.0)","(101.0, 310.0, 242.5)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.692307692307693)"
11-01-2023 19:15:23.846214,"(71.0, 140.0, 125.0)","(101.0, 310.0, 242.5)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.4)"
11-01-2023 19:15:25.100130,"(71.0, 130.0, 118.33333333333333)","(101.0, 310.0, 242.5)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.4)"
11-01-2023 19:15:26.389547,"(71.0, 130.0, 118.33333333333333)","(101.0, 310.0, 242.5)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.4)"
11-01-2023 19:15:27.677541,"(71.0, 130.0, 118.33333333333333)","(101.0, 310.0, 235.0)","(4.4, 6.8, 6.466666666666667)","(4.4, 5.3, 5.166666666666667)","(3.4, 3.95, 3.65)","(31.0, 70.0, 54.0)","(5.5, 7.8, 7.5)","(7.5, 11.0, 10.1)","(6.0, 9.0, 8.4)"
