,Serengeti Gold,Lord Of Misrule Nz,Stars Of America,Yarraman Needy,Youroffal,Mistique,Whisky Bandit,Candy Striper,The Waterboy Nz
16-12-2022 12:19:40.567618,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.714285714285715)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 137.85714285714286)","(2.7, 99999, 99990)"
16-12-2022 12:19:41.827785,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.714285714285715)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 137.85714285714286)","(2.7, 99999, 99990)"
16-12-2022 12:19:43.178002,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.714285714285715)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 137.85714285714286)","(2.7, 99999, 99990)"
16-12-2022 12:19:44.556455,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.714285714285715)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 137.85714285714286)","(2.7, 99999, 99990)"
16-12-2022 12:19:45.905704,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.714285714285715)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 137.85714285714286)","(2.7, 99999, 99990)"
16-12-2022 12:19:47.210111,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:48.484522,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:49.716005,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:50.880923,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:52.087990,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:53.304794,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:54.616178,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:55.795399,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:57.012405,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:58.233253,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:19:59.490089,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:00.746170,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:02.025950,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:03.245839,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:04.482165,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:05.730411,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:06.900143,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:08.104394,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:09.342608,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 70.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:10.570612,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:11.745919,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:12.920024,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:14.079760,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:15.159930,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:16.298215,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:17.405226,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:18.554846,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:19.770617,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 25.5)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:20.975127,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:22.214693,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:23.473502,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:24.687764,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:25.827219,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:27.012655,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:28.171445,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:29.360770,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:30.736011,"(101.0, 280.0, 260.5)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 260.5)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 245.83333333333331)","(41.0, 190.0, 101.25)","(2.7, 99999, 99990)"
16-12-2022 12:20:32.262855,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 23.333333333333336)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:33.629033,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:35.028470,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:36.510432,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:37.920730,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:39.361045,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:40.680499,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:42.058067,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:43.477710,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:44.848851,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:46.712366,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:48.438491,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:49.719371,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:20:50.963022,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 126.36363636363636)","(2.7, 99999, 99990)"
16-12-2022 12:20:52.283032,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 126.36363636363636)","(2.7, 99999, 99990)"
16-12-2022 12:20:53.572322,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 126.36363636363636)","(2.7, 99999, 99990)"
16-12-2022 12:20:54.840013,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 126.36363636363636)","(2.7, 99999, 99990)"
16-12-2022 12:20:56.028621,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 105.625)","(2.7, 99999, 99990)"
16-12-2022 12:20:57.211294,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 105.625)","(2.7, 99999, 99990)"
16-12-2022 12:20:58.410456,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:20:59.592144,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:00.760243,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:01.939986,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:03.078426,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:04.151433,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:05.297841,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:06.454379,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:07.626642,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:08.825540,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 185.0)","(13.0, 28.0, 24.0)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:21:10.007889,"(101.0, 280.0, 185.0)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 249.16666666666666)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:11.196485,"(101.0, 280.0, 249.16666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:12.358863,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:13.574584,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:14.714733,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:15.791100,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:16.831719,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:17.879925,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:18.918146,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:21:19.994870,"(101.0, 280.0, 259.44444444444446)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 259.44444444444446)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
