,Wendy Peffercorn,Homebush Chilli,Impressive Mario,Harpoon Bale,Replica Rosco,Lonely Gemma,Wrinkly Wayne,King Kong Blonde
40,"[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 608125), 51.0, 490.0]"
41,"[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 55, 733918), 51.0, 370.0]"
42,"[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 7.0, 9.6]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 862028), 51.0, 370.0]"
43,"[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 7.0, 9.4]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 992749), 51.0, 370.0]"
44,"[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 7.0, 9.4]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 50, 59, 129625), 51.0, 370.0]"
45,"[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 7.0, 9.4]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 0, 281073), 51.0, 370.0]"
46,"[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 7.0, 9.4]","[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 1, 406133), 51.0, 370.0]"
47,"[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 2, 536455), 51.0, 370.0]"
48,"[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 3, 660106), 51.0, 370.0]"
49,"[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 4, 789104), 51.0, 970.0]"
50,"[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 5, 941248), 51.0, 860.0]"
51,"[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 7, 77168), 51.0, 400.0]"
52,"[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 8, 216546), 51.0, 400.0]"
53,"[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 9, 349508), 51.0, 400.0]"
54,"[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 10, 479701), 51.0, 400.0]"
55,"[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 11, 607788), 51.0, 400.0]"
56,"[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 12, 733595), 51.0, 400.0]"
57,"[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 13, 869708), 51.0, 400.0]"
58,"[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 14, 992702), 51.0, 400.0]"
59,"[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 7.0, 8.0]","[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 16, 119943), 51.0, 860.0]"
60,"[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 7.0, 8.0]","[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 17, 255706), 51.0, 400.0]"
61,"[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 7.0, 8.0]","[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 18, 400754), 51.0, 400.0]"
62,"[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 7.0, 8.0]","[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 19, 545355), 51.0, 400.0]"
63,"[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 1.4, 1.68]","[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 7.0, 7.8]","[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 20, 681252), 51.0, 400.0]"
64,"[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 7.0, 7.8]","[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 21, 814058), 51.0, 400.0]"
65,"[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 7.0, 7.8]","[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 22, 946048), 51.0, 400.0]"
66,"[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 7.0, 7.8]","[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 24, 80001), 51.0, 400.0]"
67,"[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 7.0, 7.6]","[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 25, 220131), 51.0, 400.0]"
68,"[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 7.0, 7.6]","[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 26, 385310), 51.0, 860.0]"
69,"[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 27, 525427), 51.0, 800.0]"
70,"[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 28, 656668), 51.0, 400.0]"
71,"[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 13.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 1.4, 1.7]","[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 29, 830659), 51.0, 400.0]"
72,"[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 21.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 14.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 1.45, 1.72]","[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 30, 965994), 51.0, 400.0]"
73,"[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 6.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 1.45, 1.72]","[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 32, 97480), 51.0, 400.0]"
74,"[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 14.0, 18.0]","[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 1.45, 1.72]","[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 33, 225891), 51.0, 400.0]"
75,"[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 14.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 1.45, 1.72]","[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 34, 365704), 51.0, 400.0]"
76,"[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 6.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 14.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 1.45, 1.71]","[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 35, 495167), 51.0, 400.0]"
77,"[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 6.0, 6.6]","[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 14.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 1.45, 1.71]","[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 36, 629704), 51.0, 400.0]"
78,"[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 6.0, 6.6]","[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 14.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 1.45, 1.73]","[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 7.0, 7.0]","[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 37, 763521), 51.0, 400.0]"
79,"[datetime.datetime(2022, 11, 28, 9, 51, 38, 887270), 6.0, 6.6]","[datetime.datetime(2022, 11, 28, 9, 51, 38, 887270), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 9, 51, 38, 887270), 14.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 51, 38, 887270), 1.45, 1.74]","[datetime.datetime(2022, 11, 28, 9, 51, 38, 887270), 7.0, 6.8]","[datetime.datetime(2022, 11, 28, 9, 51, 38, 888270), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 51, 38, 888270), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 9, 51, 38, 888270), 51.0, 350.0]"
