,Far Too Far,Solo Fernando,Astral Star,Chop And Drop,Mister Brockie,Russian Inn,Jet Keen,Brindle Bounty
09-01-2023 18:58:28.865577,"(1.8, 1.95, 1.9464705882352942)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 460.0, 325.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:29.891206,"(1.8, 1.95, 1.9336363636363636)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 460.0, 325.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:30.902564,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 460.0, 325.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:31.915421,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 460.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.125)"
09-01-2023 18:58:32.913999,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.125)"
09-01-2023 18:58:33.884798,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.125)"
09-01-2023 18:58:34.929559,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:35.928348,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:36.920026,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 16.2)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:37.911403,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 31.217391304347828)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 15.75)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.125)"
09-01-2023 18:58:38.897800,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 30.444444444444443)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 18.0, 15.75)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:39.939288,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 30.444444444444443)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:40.973590,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:42.006493,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.125)"
09-01-2023 18:58:43.016953,"(1.8, 1.95, 1.9307142857142856)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 450.0, 320.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:44.035638,"(1.8, 1.97, 1.9283333333333332)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 222.5)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:44.989564,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:46.007652,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:46.958480,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:47.941310,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:48.937236,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.42857142857143)","(14.0, 27.0, 22.5)","(51.0, 250.0, 183.33333333333334)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:49.900988,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.92307692307692)","(14.0, 27.0, 22.5)","(51.0, 250.0, 232.0)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:50.863383,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.92307692307692)","(14.0, 27.0, 22.5)","(51.0, 250.0, 196.66666666666666)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:51.893215,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.92307692307692)","(14.0, 27.0, 22.5)","(51.0, 250.0, 196.66666666666666)","(8.5, 17.5, 16.666666666666668)","(91.0, 550.0, 370.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:52.883443,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.92307692307692)","(14.0, 27.0, 22.5)","(51.0, 250.0, 196.66666666666666)","(8.5, 17.5, 15.238095238095237)","(91.0, 550.0, 365.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:53.924087,"(1.8, 1.97, 1.9275757575757575)","(14.0, 36.0, 32.92307692307692)","(14.0, 27.0, 22.5)","(51.0, 270.0, 210.0)","(8.5, 17.5, 15.238095238095237)","(91.0, 550.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:54.973440,"(1.8, 1.97, 1.897741935483871)","(14.0, 36.0, 32.92307692307692)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 315.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:55.974985,"(1.75, 1.96, 1.906153846153846)","(14.0, 38.0, 36.166666666666664)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 440.0, 315.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:57.009881,"(1.75, 1.95, 1.8985714285714286)","(14.0, 38.0, 36.166666666666664)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 440.0, 315.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:58.021166,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 36.166666666666664)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 440.0, 315.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:58:59.048108,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:00.057810,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:01.060773,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:02.069887,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:03.093321,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:04.104283,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:05.122425,"(1.75, 1.95, 1.8981818181818182)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:06.166474,"(1.75, 1.95, 1.899230769230769)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:07.195550,"(1.75, 1.95, 1.8972)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:08.223975,"(1.75, 1.95, 1.8972)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:09.281274,"(1.75, 1.95, 1.8972)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 310.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:10.332918,"(1.75, 1.95, 1.8972)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 210.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 430.0, 415.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.357142857142858)"
09-01-2023 18:59:11.384898,"(1.75, 1.95, 1.8972)","(14.0, 38.0, 37.266666666666666)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 640.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:12.405153,"(1.75, 1.95, 1.8975)","(14.0, 38.0, 33.0)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:13.440065,"(1.75, 1.95, 1.8975)","(14.0, 38.0, 33.0)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:14.473398,"(1.75, 1.95, 1.8975)","(14.0, 38.0, 33.0)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:15.506761,"(1.75, 1.95, 1.8975)","(14.0, 38.0, 33.5)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:16.572660,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 37.27272727272727)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:17.575771,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 37.27272727272727)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 426.66666666666663)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:18.577127,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 550.0, 305.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:19.599280,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 420.0, 305.0)","(3.2, 3.9, 3.847058823529412)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:20.583185,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 420.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:21.607841,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 420.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:22.649184,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 410.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:23.671603,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 410.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:24.695176,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 410.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:25.733988,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 210.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 410.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:26.748131,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.111111111111114)","(14.0, 27.0, 22.5)","(51.0, 270.0, 210.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 410.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:27.796450,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.63636363636364)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 410.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:28.828774,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 39.705882352941174)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.192307692307692)","(91.0, 410.0, 305.0)","(3.2, 3.9, 3.8625)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:29.895586,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 40.375)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 14.5)","(91.0, 410.0, 310.0)","(3.2, 3.9, 3.9)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:31.023194,"(1.75, 1.95, 1.8975)","(14.0, 42.0, 40.375)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 14.5)","(91.0, 410.0, 310.0)","(3.2, 4.0, 3.9499999999999997)","(7.5, 15.5, 13.543478260869565)"
09-01-2023 18:59:32.113392,"(1.75, 1.95, 1.8753333333333335)","(14.0, 42.0, 40.7)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.5, 15.333333333333334)","(91.0, 410.0, 310.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.5, 14.166666666666666)"
09-01-2023 18:59:33.225849,"(1.75, 1.95, 1.8725806451612905)","(14.0, 42.0, 40.7)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.0, 15.411764705882353)","(91.0, 410.0, 315.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 13.91304347826087)"
09-01-2023 18:59:34.310446,"(1.75, 1.95, 1.8725806451612905)","(14.0, 40.0, 39.421052631578945)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.0, 15.714285714285714)","(91.0, 410.0, 385.0)","(3.2, 4.1, 3.827272727272727)","(7.5, 15.0, 13.91304347826087)"
09-01-2023 18:59:35.389324,"(1.75, 1.95, 1.8725806451612905)","(14.0, 42.0, 40.7)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.0, 15.142857142857142)","(91.0, 550.0, 385.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.357142857142858)"
09-01-2023 18:59:36.478182,"(1.75, 1.95, 1.8725806451612905)","(14.0, 42.0, 40.7)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.0, 15.142857142857142)","(91.0, 550.0, 385.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 14.5, 14.357142857142858)"
09-01-2023 18:59:37.588183,"(1.75, 1.95, 1.8725806451612905)","(14.0, 42.0, 40.7)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.0, 15.44)","(91.0, 550.0, 385.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 14.5, 14.357142857142858)"
09-01-2023 18:59:38.663203,"(1.75, 1.95, 1.8725806451612905)","(14.0, 42.0, 40.7)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.0, 15.285714285714285)","(91.0, 550.0, 385.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 14.5, 14.357142857142858)"
09-01-2023 18:59:39.733901,"(1.75, 1.94, 1.8714285714285714)","(14.0, 40.0, 39.421052631578945)","(14.0, 27.0, 22.5)","(51.0, 270.0, 225.0)","(8.5, 17.0, 15.44)","(91.0, 550.0, 385.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 14.5, 14.210526315789474)"
09-01-2023 18:59:40.892464,"(1.75, 1.94, 1.8715555555555556)","(14.0, 42.0, 41.31578947368421)","(14.0, 27.0, 22.5)","(51.0, 270.0, 205.71428571428572)","(8.5, 17.0, 15.44)","(91.0, 550.0, 385.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.125)"
09-01-2023 18:59:42.059403,"(1.75, 1.94, 1.8715555555555556)","(14.0, 40.0, 39.421052631578945)","(14.0, 27.0, 22.5)","(51.0, 270.0, 205.71428571428572)","(8.5, 17.0, 15.44)","(91.0, 550.0, 385.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.125)"
09-01-2023 18:59:43.208499,"(1.75, 1.94, 1.8715555555555556)","(14.0, 40.0, 39.421052631578945)","(14.0, 27.0, 22.5)","(51.0, 270.0, 205.71428571428572)","(8.5, 17.0, 15.5)","(91.0, 550.0, 310.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.125)"
09-01-2023 18:59:44.381573,"(1.75, 1.94, 1.8714285714285714)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 205.71428571428572)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 310.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.176470588235293)"
09-01-2023 18:59:45.522759,"(1.75, 1.93, 1.8742857142857143)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 205.71428571428572)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.368421052631579)"
09-01-2023 18:59:46.690673,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 205.71428571428572)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 13.714285714285714)"
09-01-2023 18:59:47.816140,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 205.71428571428572)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 13.714285714285714)"
09-01-2023 18:59:49.021937,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 210.0)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 13.714285714285714)"
09-01-2023 18:59:50.240216,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 210.0)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 13.714285714285714)"
09-01-2023 18:59:51.443278,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 210.0)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 13.714285714285714)"
09-01-2023 18:59:52.651448,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 198.0)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.181818181818182)"
09-01-2023 18:59:53.893854,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 198.0)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 305.0)","(3.2, 4.1, 3.81578947368421)","(7.5, 15.0, 14.181818181818182)"
09-01-2023 18:59:55.173550,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 198.0)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 310.0)","(3.2, 4.1, 3.821428571428571)","(7.5, 15.0, 13.714285714285714)"
09-01-2023 18:59:56.412167,"(1.75, 1.93, 1.8733333333333335)","(14.0, 40.0, 37.68421052631579)","(14.0, 27.0, 22.5)","(51.0, 270.0, 251.05263157894737)","(8.5, 17.0, 15.333333333333334)","(91.0, 400.0, 310.0)","(3.2, 4.1, 3.9607142857142854)","(7.5, 15.0, 14.636363636363637)"
