,Westar Commander,Incineration,Nehalem,Mr Beets,Gomez Bale,Orbital Bale,Lovaz Bale,Spaghetti Legs
07-01-2023 19:11:50.342206,"(4.2, 7.4, 5.300000000000001)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.914285714285715)","(2.25, 3.1, 2.303888888888889)","(10.0, 60.0, 39.77272727272727)","(7.5, 14.5, 12.775)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:51.554260,"(4.2, 7.4, 5.300000000000001)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.914285714285715)","(2.25, 3.05, 2.303888888888889)","(10.0, 60.0, 39.77272727272727)","(7.5, 14.5, 12.775)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:52.569213,"(4.2, 7.4, 5.300000000000001)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.914285714285715)","(2.25, 3.05, 2.303888888888889)","(10.0, 60.0, 39.77272727272727)","(7.5, 14.5, 12.775)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:53.755282,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.05, 2.61)","(10.0, 60.0, 38.25)","(7.5, 14.5, 12.875)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:54.837157,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.05, 2.61)","(10.0, 60.0, 38.25)","(7.5, 14.5, 12.875)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:56.010298,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.05, 2.61)","(10.0, 60.0, 38.25)","(7.5, 14.5, 12.875)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:57.220738,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.1, 2.5036363636363634)","(10.0, 60.0, 38.25)","(7.5, 14.5, 12.875)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:58.359975,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.1, 2.5036363636363634)","(10.0, 60.0, 38.25)","(7.5, 14.5, 12.875)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:11:59.444846,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.1, 2.5036363636363634)","(10.0, 60.0, 38.25)","(7.5, 14.5, 12.875)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 69.33333333333333)"
07-01-2023 19:12:00.494121,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.1, 2.5036363636363634)","(10.0, 60.0, 38.25)","(7.5, 14.5, 12.875)","(21.0, 55.0, 26.666666666666668)","(31.0, 130.0, 110.7027027027027)"
07-01-2023 19:12:01.601691,"(4.2, 7.4, 5.4399999999999995)","(9.0, 17.5, 14.1)","(4.8, 8.0, 7.65)","(2.25, 3.1, 2.94)","(10.0, 60.0, 47.4)","(7.5, 14.5, 11.9)","(21.0, 55.0, 30.666666666666664)","(31.0, 130.0, 118.16000000000001)"
07-01-2023 19:12:02.721813,"(4.2, 7.2, 6.828571428571429)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.215384615384615)","(2.25, 3.05, 2.94)","(10.0, 55.0, 44.285714285714285)","(7.5, 14.5, 11.9)","(21.0, 50.0, 30.666666666666664)","(31.0, 120.0, 118.16000000000001)"
07-01-2023 19:12:03.986795,"(4.2, 7.2, 6.828571428571429)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.215384615384615)","(2.25, 3.05, 2.94)","(10.0, 55.0, 44.285714285714285)","(7.5, 14.5, 11.9)","(21.0, 50.0, 30.666666666666664)","(31.0, 120.0, 118.16000000000001)"
07-01-2023 19:12:05.204759,"(4.2, 7.2, 6.828571428571429)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.215384615384615)","(2.25, 3.05, 2.94)","(10.0, 55.0, 44.285714285714285)","(7.5, 14.5, 11.9)","(21.0, 50.0, 30.666666666666664)","(31.0, 120.0, 118.16000000000001)"
07-01-2023 19:12:06.453762,"(4.2, 7.2, 6.828571428571429)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.536363636363637)","(2.25, 3.05, 2.7257142857142855)","(10.0, 55.0, 39.5)","(7.5, 14.5, 13.055555555555555)","(21.0, 50.0, 30.666666666666664)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:07.671206,"(4.2, 7.2, 6.828571428571429)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.536363636363637)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 44.75)","(7.5, 14.5, 13.055555555555555)","(21.0, 50.0, 30.666666666666664)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:08.798024,"(4.2, 7.2, 6.828571428571429)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.536363636363637)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 44.75)","(7.5, 14.5, 13.055555555555555)","(21.0, 50.0, 30.666666666666664)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:09.957730,"(4.2, 7.2, 6.828571428571429)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 44.916666666666664)","(7.5, 14.5, 10.433333333333334)","(21.0, 50.0, 30.666666666666664)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:10.978341,"(4.2, 7.2, 6.9222222222222225)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 46.611111111111114)","(7.5, 14.5, 12.757142857142856)","(21.0, 50.0, 40.33333333333333)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:12.124502,"(4.2, 7.2, 6.9222222222222225)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 46.95)","(7.5, 14.5, 13.39090909090909)","(21.0, 50.0, 44.2)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:13.290195,"(4.2, 7.2, 6.9222222222222225)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 46.95)","(7.5, 14.5, 13.39090909090909)","(21.0, 50.0, 44.2)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:14.491132,"(4.2, 7.2, 6.9222222222222225)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 46.95)","(7.5, 14.5, 13.483333333333334)","(21.0, 50.0, 44.72727272727273)","(31.0, 120.0, 107.0)"
07-01-2023 19:12:15.687997,"(4.2, 7.2, 6.9222222222222225)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 46.25)","(7.5, 14.5, 13.483333333333334)","(21.0, 50.0, 44.72727272727273)","(31.0, 120.0, 75.0)"
07-01-2023 19:12:16.978386,"(4.2, 7.2, 6.9222222222222225)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 40.66666666666667)","(7.5, 14.5, 13.483333333333334)","(21.0, 50.0, 44.72727272727273)","(31.0, 120.0, 75.0)"
07-01-2023 19:12:18.350512,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 40.66666666666667)","(7.5, 14.5, 13.483333333333334)","(21.0, 50.0, 44.72727272727273)","(31.0, 120.0, 75.0)"
07-01-2023 19:12:19.525665,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 40.66666666666667)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 120.0, 75.0)"
07-01-2023 19:12:20.739288,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 40.66666666666667)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 120.0, 75.0)"
07-01-2023 19:12:22.072032,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 120.0, 75.0)"
07-01-2023 19:12:23.296251,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.175)","(2.25, 2.8, 2.7257142857142855)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 120.0, 75.0)"
07-01-2023 19:12:24.506607,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 120.0, 52.5)"
07-01-2023 19:12:25.568399,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 120.0, 52.5)"
07-01-2023 19:12:26.813607,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 120.0, 65.0)"
07-01-2023 19:12:27.961239,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:29.156304,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:30.354721,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:31.616426,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:32.929541,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:34.102782,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:35.288342,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:36.515430,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 65.0)"
07-01-2023 19:12:37.714891,"(4.2, 7.2, 6.857142857142858)","(9.0, 17.0, 15.545454545454547)","(4.8, 8.0, 7.2384615384615385)","(2.25, 2.8, 2.67)","(10.0, 50.0, 40.0)","(7.5, 14.5, 13.233333333333334)","(21.0, 50.0, 43.25)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:38.951274,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 33.5)","(7.5, 14.5, 14.018181818181818)","(21.0, 65.0, 57.72727272727273)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:40.162729,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 33.5)","(7.5, 14.5, 14.018181818181818)","(21.0, 65.0, 57.72727272727273)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:41.405283,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.88, 2.7257142857142855)","(10.0, 46.0, 38.8)","(7.5, 14.5, 14.018181818181818)","(21.0, 65.0, 51.25)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:42.591274,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 14.5, 14.018181818181818)","(21.0, 55.0, 49.54545454545455)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:43.782827,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 14.5, 14.018181818181818)","(21.0, 55.0, 49.54545454545455)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:45.064734,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 14.5, 14.018181818181818)","(21.0, 55.0, 49.54545454545455)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:46.283357,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 14.5, 14.018181818181818)","(21.0, 55.0, 49.54545454545455)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:47.489674,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 14.5, 18.563636363636363)","(21.0, 55.0, 49.54545454545455)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:48.708212,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 18.563636363636363)","(21.0, 55.0, 49.54545454545455)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:49.937984,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 18.563636363636363)","(21.0, 55.0, 49.54545454545455)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:51.234330,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:52.485283,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:53.604568,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:54.801658,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:56.086160,"(4.2, 7.8, 7.4)","(9.0, 21.0, 19.799999999999997)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:57.467675,"(4.2, 7.8, 7.4)","(9.0, 21.0, 15.75)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:12:58.761780,"(4.2, 7.8, 7.4)","(9.0, 19.5, 15.75)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:13:00.106593,"(4.2, 7.8, 7.4)","(9.0, 19.5, 16.0)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:13:01.299444,"(4.2, 7.8, 7.4)","(9.0, 19.5, 16.0)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:13:02.434525,"(4.2, 7.8, 7.4)","(9.0, 19.5, 16.0)","(4.8, 7.6, 7.336363636363636)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 14.45)","(21.0, 55.0, 50.0)","(31.0, 100.0, 44.0)"
07-01-2023 19:13:04.037374,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 7.319999999999999)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 18.057142857142857)","(21.0, 55.0, 47.173913043478265)","(31.0, 95.0, 39.285714285714285)"
07-01-2023 19:13:05.505195,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 7.517647058823529)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 18.085714285714285)","(21.0, 55.0, 47.173913043478265)","(31.0, 95.0, 60.0)"
07-01-2023 19:13:06.900358,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.67)","(10.0, 46.0, 38.8)","(7.5, 19.5, 18.085714285714285)","(21.0, 55.0, 43.214285714285715)","(31.0, 90.0, 60.0)"
07-01-2023 19:13:08.257276,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 38.8)","(7.5, 19.5, 19.146428571428572)","(21.0, 55.0, 43.214285714285715)","(31.0, 90.0, 63.333333333333336)"
07-01-2023 19:13:09.627952,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 38.8)","(7.5, 19.5, 19.146428571428572)","(21.0, 55.0, 43.214285714285715)","(31.0, 80.0, 63.333333333333336)"
07-01-2023 19:13:10.939462,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 38.8)","(7.5, 19.5, 19.146428571428572)","(21.0, 55.0, 43.214285714285715)","(31.0, 80.0, 63.333333333333336)"
07-01-2023 19:13:12.204093,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 38.8)","(7.5, 19.5, 19.146428571428572)","(21.0, 55.0, 43.214285714285715)","(31.0, 80.0, 39.09090909090909)"
07-01-2023 19:13:13.274187,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 38.8)","(7.5, 19.5, 19.146428571428572)","(21.0, 55.0, 43.214285714285715)","(31.0, 80.0, 56.66666666666667)"
07-01-2023 19:13:14.415351,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 38.8)","(7.5, 19.5, 19.146428571428572)","(21.0, 55.0, 43.214285714285715)","(31.0, 70.0, 56.66666666666667)"
07-01-2023 19:13:15.622261,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 38.8)","(7.5, 19.5, 18.444444444444443)","(21.0, 55.0, 43.214285714285715)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:16.822588,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 46.0, 32.769230769230774)","(7.5, 19.5, 18.444444444444443)","(21.0, 55.0, 43.214285714285715)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:18.036657,"(4.2, 7.8, 7.4)","(9.0, 19.5, 12.181818181818182)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 42.0, 37.75)","(7.5, 19.5, 18.444444444444443)","(21.0, 55.0, 43.214285714285715)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:19.196307,"(4.2, 7.8, 7.4)","(9.0, 19.5, 11.953125)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 19.5, 18.444444444444443)","(21.0, 55.0, 43.214285714285715)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:20.395845,"(4.2, 7.8, 7.4)","(9.0, 19.5, 9.820833333333333)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 19.5, 19.14814814814815)","(21.0, 55.0, 43.214285714285715)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:21.568149,"(4.2, 7.8, 7.4)","(9.0, 19.5, 9.820833333333333)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 19.5, 19.14814814814815)","(21.0, 55.0, 43.214285714285715)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:22.791298,"(4.2, 7.8, 7.4)","(9.0, 19.0, 14.2)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 19.5, 15.0)","(21.0, 55.0, 33.0)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:23.948827,"(4.2, 7.8, 7.4)","(9.0, 19.0, 14.2)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 19.5, 15.0)","(21.0, 55.0, 33.0)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:25.091669,"(4.2, 7.8, 7.4)","(9.0, 19.0, 14.2)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 19.5, 15.0)","(21.0, 55.0, 33.0)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:26.183313,"(4.2, 7.8, 7.4)","(9.0, 19.0, 14.2)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 19.5, 15.5)","(21.0, 55.0, 30.25)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:27.306704,"(4.2, 7.8, 7.4)","(9.0, 18.5, 10.916666666666668)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 18.5, 17.318181818181817)","(21.0, 55.0, 30.25)","(31.0, 70.0, 40.0)"
07-01-2023 19:13:28.436028,"(4.2, 7.8, 7.4)","(9.0, 18.0, 13.7)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 18.0, 17.74137931034483)","(21.0, 55.0, 37.529411764705884)","(31.0, 70.0, 38.0)"
07-01-2023 19:13:29.691926,"(4.2, 7.8, 7.4)","(9.0, 18.0, 13.7)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 18.0, 17.74137931034483)","(21.0, 55.0, 34.57142857142857)","(31.0, 70.0, 38.0)"
07-01-2023 19:13:30.930360,"(4.2, 7.8, 7.4)","(9.0, 18.0, 13.7)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 18.0, 17.74137931034483)","(21.0, 55.0, 34.57142857142857)","(31.0, 70.0, 38.0)"
07-01-2023 19:13:32.178110,"(4.2, 7.8, 7.4)","(9.0, 18.0, 13.7)","(4.8, 7.6, 6.25)","(2.25, 2.8, 2.5636363636363635)","(10.0, 40.0, 37.75)","(7.5, 18.0, 17.74137931034483)","(21.0, 55.0, 43.56)","(31.0, 70.0, 38.0)"
