,Big Time Hugo,Lar Grand Oaks,Wonder Women,Golden Logger,Big Time Bashful,Big Time Noise,Opawa Star
06-01-2023 16:24:25.448591,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:26.593560,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:27.672689,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:28.770007,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:29.828184,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:30.783891,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:31.933538,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:33.047750,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:34.092495,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:35.153795,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:36.251623,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:37.340833,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:38.308754,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:39.709059,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:40.752037,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:41.832126,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:42.915217,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:44.025118,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:45.117683,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:46.171530,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:47.278251,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:48.462503,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:49.512663,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:50.567733,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:51.678810,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:52.777582,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:53.737012,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:54.872810,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:55.967271,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:56.968197,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:57.985654,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:24:59.040741,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:00.021036,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:01.110085,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:02.221415,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:03.398305,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:04.428438,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:05.433376,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:06.488785,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:07.550316,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 5.95)","(10.0, 19.0, 17.933333333333334)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:08.615757,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.4, 6.275)","(10.0, 19.0, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:09.753302,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:10.872922,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:11.822946,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:12.980264,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:14.068933,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:15.146041,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:16.330796,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:17.482042,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:18.649586,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:19.648638,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:20.741358,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:21.853672,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:22.987798,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:24.208781,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:25.609238,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:26.887070,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:28.063447,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:29.340784,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:30.592644,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:31.813524,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:33.060990,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:34.190616,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:35.152384,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:36.359613,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:37.569136,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:38.693040,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:39.823121,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.918181818181818)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.555)"
06-01-2023 16:25:40.921623,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.2, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 11.5, 10.98)"
06-01-2023 16:25:41.990283,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 10.98)"
06-01-2023 16:25:43.160408,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 10.98)"
06-01-2023 16:25:44.356124,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 10.98)"
06-01-2023 16:25:45.589949,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:46.707263,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:47.704007,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:48.881985,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:50.039877,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:51.206816,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 6.275)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:52.329871,"(4.2, 6.4, 5.958823529411765)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:53.411657,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:54.493620,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:55.584050,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:56.811339,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:58.001461,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:25:59.273880,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:00.427304,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:01.583515,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:02.791909,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:04.025276,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:05.289064,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:06.335632,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:07.432281,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:08.659818,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:09.783013,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:11.019811,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
06-01-2023 16:26:12.265798,"(4.2, 6.4, 5.26923076923077)","(5.5, 18.5, 17.18)","(7.0, 12.0, 10.95)","(4.0, 6.4, 4.6468750000000005)","(4.2, 6.8, 5.553846153846154)","(10.0, 19.5, 18.37777777777778)","(5.5, 12.0, 11.042857142857144)"
