,Big Time Hugo,Lar Grand Oaks,Wonder Women,Golden Logger,Big Time Bashful,Big Time Noise,Opawa Star
06-01-2023 16:34:20.710880,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 11.588235294117649)","(4.0, 5.5, 4.7384615384615385)","(4.2, 6.6, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:21.856369,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 11.588235294117649)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:22.945072,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:24.019272,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:25.370047,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:26.681349,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:27.875848,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:29.118857,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:30.503539,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.06)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:31.829502,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:33.080406,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.05)"
06-01-2023 16:34:34.165924,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:34:35.292245,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:34:36.425537,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:34:37.555179,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:34:38.703820,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:34:39.747511,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.533333333333333)"
06-01-2023 16:34:40.838000,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.533333333333333)"
06-01-2023 16:34:42.031205,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.533333333333333)"
06-01-2023 16:34:43.296261,"(4.2, 6.4, 4.757142857142857)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 11.48)"
06-01-2023 16:34:44.461933,"(4.2, 6.4, 4.757142857142857)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:45.775860,"(4.2, 6.4, 4.757142857142857)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.4941176470588236)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:46.989226,"(4.2, 6.4, 4.757142857142857)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:48.172560,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:49.321469,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(4.0, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:50.500429,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(3.9, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:51.573380,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.5, 10.28)","(7.5, 13.0, 9.133333333333333)","(3.9, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:52.666298,"(4.2, 6.4, 4.757142857142857)","(6.0, 11.0, 10.569230769230769)","(7.5, 13.0, 9.133333333333333)","(3.9, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:53.809776,"(4.2, 6.4, 5.414285714285715)","(6.0, 11.0, 9.6)","(7.5, 13.0, 9.133333333333333)","(3.9, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:54.991090,"(4.2, 6.4, 5.731818181818182)","(6.0, 11.0, 9.6)","(7.5, 13.0, 9.133333333333333)","(3.9, 5.5, 4.33125)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 14.333333333333334)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:56.148408,"(4.2, 6.4, 5.731818181818182)","(6.0, 11.0, 9.6)","(7.5, 13.0, 9.133333333333333)","(3.9, 5.5, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:57.265552,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 9.98181818181818)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:58.456799,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:34:59.617772,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:00.859246,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:02.177573,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:03.415543,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:04.640642,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:05.954854,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 13.0, 8.488888888888889)","(3.9, 5.4, 4.800000000000001)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:07.427732,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.4, 4.442857142857143)","(4.2, 6.2, 5.533333333333333)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:08.584044,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.6, 4.8625)","(4.2, 6.2, 4.7384615384615385)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:09.711840,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:10.911617,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:12.027457,"(4.2, 6.6, 5.464285714285714)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:13.187439,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:14.340891,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:15.530394,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:16.614521,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:17.796943,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:19.023179,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 9.32)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.25)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.5)"
06-01-2023 16:35:20.243770,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.2, 5.2)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:21.364013,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 5.2)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:22.504125,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.6)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:23.610733,"(4.2, 6.6, 5.1)","(6.0, 11.0, 9.625)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:24.629358,"(4.2, 6.6, 5.1)","(6.0, 11.0, 9.625)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:25.642019,"(4.2, 6.6, 5.1)","(6.0, 11.0, 9.625)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:26.910565,"(4.2, 6.6, 5.1)","(6.0, 11.0, 9.625)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:28.253714,"(4.2, 6.6, 5.1)","(6.0, 11.0, 9.625)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:29.422276,"(4.2, 6.6, 5.1)","(6.0, 11.0, 9.625)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:30.682895,"(4.2, 6.6, 5.1)","(6.0, 11.0, 9.625)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.8625)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.1)"
06-01-2023 16:35:32.109033,"(4.2, 6.6, 5.1)","(6.0, 11.0, 8.8)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.5, 4.455555555555556)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:35:33.239502,"(4.2, 6.6, 5.1)","(6.0, 11.0, 8.8)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.4, 4.455555555555556)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:35:34.407562,"(4.2, 6.6, 5.1)","(6.0, 11.0, 8.8)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.3, 4.394444444444445)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.533333333333333)"
06-01-2023 16:35:35.484993,"(4.2, 6.6, 5.1)","(6.0, 11.0, 8.8)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.2, 4.394444444444445)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.533333333333333)"
06-01-2023 16:35:36.600399,"(4.2, 6.6, 5.1)","(6.0, 11.0, 8.8)","(7.5, 12.5, 8.377777777777778)","(3.9, 5.2, 4.394444444444445)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 12.166666666666668)"
06-01-2023 16:35:37.758193,"(4.2, 6.6, 5.1)","(6.0, 11.0, 6.76)","(7.5, 12.5, 9.408333333333333)","(3.9, 5.1, 4.377777777777777)","(4.2, 6.4, 4.75)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 11.733333333333334)"
06-01-2023 16:35:38.936584,"(4.2, 6.4, 5.633333333333334)","(6.0, 11.0, 8.3)","(7.5, 12.0, 10.62857142857143)","(3.9, 4.9, 4.428571428571429)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 8.620000000000001)"
06-01-2023 16:35:40.023859,"(4.2, 6.4, 5.633333333333334)","(6.0, 11.0, 6.76)","(7.5, 12.0, 10.62857142857143)","(3.9, 5.0, 4.4)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 8.620000000000001)"
06-01-2023 16:35:41.027639,"(4.2, 6.4, 5.633333333333334)","(6.0, 11.0, 6.76)","(7.5, 12.0, 10.62857142857143)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 8.620000000000001)"
06-01-2023 16:35:42.105376,"(4.2, 6.4, 5.633333333333334)","(6.0, 11.0, 6.76)","(7.5, 12.0, 10.62857142857143)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 8.620000000000001)"
06-01-2023 16:35:43.213767,"(4.2, 6.4, 5.633333333333334)","(6.0, 11.0, 6.76)","(7.5, 12.0, 10.62857142857143)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 8.620000000000001)"
06-01-2023 16:35:44.363343,"(4.2, 6.4, 5.633333333333334)","(6.0, 11.0, 7.466666666666667)","(7.5, 12.0, 10.62857142857143)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.566666666666666)"
06-01-2023 16:35:45.327850,"(4.2, 6.4, 5.122222222222222)","(6.0, 11.0, 7.466666666666667)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.566666666666666)"
06-01-2023 16:35:46.363112,"(4.2, 6.4, 5.122222222222222)","(6.0, 11.0, 7.466666666666667)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 10.566666666666666)"
06-01-2023 16:35:47.437497,"(4.2, 6.4, 5.122222222222222)","(6.0, 11.0, 7.466666666666667)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 12.375)"
06-01-2023 16:35:48.525635,"(4.2, 6.4, 5.122222222222222)","(6.0, 11.0, 7.466666666666667)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 12.423076923076923)"
06-01-2023 16:35:49.613776,"(4.2, 6.4, 5.175000000000001)","(6.0, 11.0, 9.457142857142857)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 12.423076923076923)"
06-01-2023 16:35:50.667602,"(4.2, 6.4, 5.175000000000001)","(6.0, 11.0, 9.457142857142857)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 18.714285714285715)","(5.5, 13.0, 8.133333333333333)"
06-01-2023 16:35:51.658459,"(4.2, 6.4, 5.063636363636364)","(6.0, 11.0, 9.457142857142857)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 22.0, 19.42857142857143)","(5.5, 13.0, 8.42)"
06-01-2023 16:35:52.728139,"(4.2, 6.4, 5.063636363636364)","(6.0, 11.0, 9.457142857142857)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.76)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 12.5, 8.42)"
06-01-2023 16:35:53.835534,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.457142857142857)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.816666666666666)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 12.5, 8.42)"
06-01-2023 16:35:54.896845,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.323076923076923)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 12.5, 8.42)"
06-01-2023 16:35:55.912070,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 12.5, 8.42)"
06-01-2023 16:35:56.926995,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 12.5, 8.42)"
06-01-2023 16:35:58.086186,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 12.5, 7.525)"
06-01-2023 16:35:59.288030,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 13.0, 7.525)"
06-01-2023 16:36:00.392987,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 13.0, 7.525)"
06-01-2023 16:36:01.641578,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.144444444444446)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 13.0, 8.42)"
06-01-2023 16:36:02.972804,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.65)","(7.5, 12.5, 10.46)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 19.42857142857143)","(5.5, 12.5, 9.457142857142857)"
06-01-2023 16:36:04.264498,"(4.2, 6.4, 4.48)","(6.0, 11.0, 9.649999999999999)","(7.5, 12.5, 9.95)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 21.4375)","(5.5, 12.5, 10.563636363636363)"
06-01-2023 16:36:05.587942,"(4.2, 6.4, 5.063636363636364)","(6.0, 11.0, 9.649999999999999)","(7.5, 12.5, 11.042857142857143)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 20.0)","(5.5, 12.5, 11.0)"
06-01-2023 16:36:06.794562,"(4.2, 6.4, 5.063636363636364)","(6.0, 11.0, 9.649999999999999)","(7.5, 12.5, 11.042857142857143)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 20.0)","(5.5, 12.5, 11.0)"
06-01-2023 16:36:07.942332,"(4.2, 6.4, 4.675)","(6.0, 11.0, 9.649999999999999)","(7.5, 12.5, 12.036363636363637)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 20.0)","(5.5, 12.5, 11.0)"
06-01-2023 16:36:08.973213,"(4.2, 6.4, 4.675)","(6.0, 11.0, 9.649999999999999)","(7.5, 12.5, 12.036363636363637)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 20.0)","(5.5, 12.5, 11.0)"
06-01-2023 16:36:10.038024,"(4.2, 6.4, 4.675)","(6.0, 11.0, 9.649999999999999)","(7.5, 12.5, 11.275)","(3.9, 5.0, 4.44)","(4.2, 6.2, 5.4399999999999995)","(11.0, 23.0, 20.0)","(5.5, 12.5, 11.846153846153847)"
