,Opawa Barrel,Dembe,Opawa Chrissy,Carlos Jewel,Oberon Bale,Gitan,Opawa Conan,Quintessa Bale
08-12-2022 15:19:30.363036,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.06923076923077)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 6.488461538461538)"
08-12-2022 15:19:31.700163,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.06923076923077)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:32.975945,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.06923076923077)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:34.265245,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.06923076923077)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:35.574984,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 17.06923076923077)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:36.786546,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 17.06923076923077)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:38.407303,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:39.749747,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:41.120502,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:42.538441,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:43.921593,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:45.277887,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:46.667586,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 7.682558139534883)"
08-12-2022 15:19:48.327643,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:49.733714,"(5.0, 9.6, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 13.0, 12.08)","(11.0, 22.0, 20.644444444444446)","(15.0, 32.0, 29.214285714285715)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 14.083333333333334)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:51.091791,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.0, 4.608823529411765)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:52.566114,"(5.0, 9.4, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.0, 4.688235294117646)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:53.977234,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.688235294117646)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:55.540442,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.688235294117646)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:56.918176,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.876229508196721)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:58.128198,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.730555555555555)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:19:59.530960,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.730555555555555)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:01.010613,"(5.0, 9.4, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.730555555555555)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:02.356256,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.730555555555555)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:04.075998,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.730555555555555)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:05.516606,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.175)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:06.983015,"(5.0, 9.6, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.175)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:08.264809,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.809230769230769)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:09.562355,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.814615384615385)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:10.876303,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.814615384615385)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:12.174562,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.814615384615385)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:13.375164,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.814615384615385)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:14.626508,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.05)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:15.935175,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.05)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:17.383314,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.05)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:18.696528,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.8240384615384615)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:20.086203,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.8240384615384615)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:21.484895,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 27.125)","(3.1, 5.1, 4.419090909090909)","(7.0, 15.5, 13.538461538461538)","(3.7, 8.2, 6.049999999999999)"
08-12-2022 15:20:22.876702,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.772727272727273)","(7.5, 12.5, 12.08)","(11.0, 22.0, 19.560000000000002)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.358)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:24.228065,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.95)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.358)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:25.411312,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 16.95)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.074999999999999)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:26.538122,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 16.95)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.074999999999999)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:27.838670,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.691304347826087)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.074999999999999)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:29.092881,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.691304347826087)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.074999999999999)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:30.247713,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.691304347826087)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.363157894736842)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:31.490479,"(5.0, 9.4, 7.800000000000001)","(10.0, 18.5, 17.691304347826087)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.363157894736842)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:32.770742,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.691304347826087)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.363157894736842)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:34.121915,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.691304347826087)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.363157894736842)","(7.0, 15.5, 12.599999999999998)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:35.293714,"(5.0, 9.6, 7.927272727272728)","(10.0, 18.5, 17.691304347826087)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.26875)","(7.0, 15.5, 12.3125)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:36.461281,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.26875)","(7.0, 15.5, 12.3125)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:37.956215,"(5.0, 9.6, 7.488888888888889)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.26875)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:39.191030,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.561538461538461)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:40.444905,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.561538461538461)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:41.774011,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.561538461538461)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:43.022628,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.449999999999999)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:44.326667,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.449999999999999)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:45.598029,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.449999999999999)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:46.788818,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.449999999999999)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 6.783333333333333)"
08-12-2022 15:20:47.923114,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 12.08)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.463636363636363)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:49.079261,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 20.909090909090907)","(15.0, 32.0, 28.833333333333332)","(3.1, 5.1, 4.463636363636363)","(7.0, 15.5, 13.071428571428571)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:50.303003,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 16.25)","(15.0, 32.0, 19.666666666666668)","(3.1, 5.1, 4.633333333333333)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:51.449640,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 16.25)","(15.0, 32.0, 19.666666666666668)","(3.1, 5.1, 4.341666666666667)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:52.841497,"(5.0, 9.6, 7.6)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 16.25)","(15.0, 32.0, 19.666666666666668)","(3.1, 5.1, 4.553999999999999)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:54.210626,"(5.0, 9.6, 7.488888888888889)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 16.25)","(15.0, 32.0, 19.666666666666668)","(3.1, 5.1, 4.553999999999999)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:55.537534,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 15.533333333333333)","(7.5, 12.5, 11.7625)","(11.0, 22.0, 16.25)","(15.0, 32.0, 19.666666666666668)","(3.1, 5.1, 4.553999999999999)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:56.966881,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.511111111111113)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.804444444444444)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:58.151946,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.511111111111113)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.804444444444444)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:20:59.368118,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.511111111111113)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.236666666666666)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:00.494648,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.511111111111113)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.236666666666666)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:01.488773,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.511111111111113)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.236666666666666)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:02.693399,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.511111111111113)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.236666666666666)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:03.797499,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.511111111111113)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:04.912479,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:06.268866,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:08.093790,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:09.295931,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:10.520031,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:11.639093,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:12.838383,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.13076923076923)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:14.008552,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.463636363636363)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
08-12-2022 15:21:15.187840,"(5.0, 9.4, 7.488888888888889)","(10.0, 18.5, 17.257142857142856)","(7.5, 12.5, 11.55)","(11.0, 22.0, 20.954545454545453)","(15.0, 32.0, 27.888888888888886)","(3.1, 5.1, 4.463636363636363)","(7.0, 15.5, 11.350000000000001)","(3.7, 8.2, 5.574999999999999)"
