,Opawa Barrel,Dembe,Opawa Chrissy,Carlos Jewel,Oberon Bale,Gitan,Opawa Conan,Quintessa Bale
08-12-2022 15:25:56.875169,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.399999999999999)","(11.0, 22.0, 20.0)","(15.0, 32.0, 29.083333333333332)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:25:58.242550,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.399999999999999)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.0)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:25:59.491223,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.399999999999999)","(11.0, 22.0, 20.0)","(15.0, 32.0, 29.083333333333332)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:26:00.759354,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.399999999999999)","(11.0, 22.0, 20.0)","(15.0, 32.0, 29.083333333333332)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:26:01.974782,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.399999999999999)","(11.0, 22.0, 20.0)","(15.0, 32.0, 28.0)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:26:03.103386,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.399999999999999)","(11.0, 22.0, 20.0)","(15.0, 32.0, 24.76923076923077)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:26:04.298691,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 12.303999999999998)","(11.0, 22.0, 20.0)","(15.0, 34.0, 24.76923076923077)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:26:05.516329,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.64)","(11.0, 22.0, 20.0)","(15.0, 34.0, 26.6875)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 5.7125)"
08-12-2022 15:26:06.693252,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 9.64)","(11.0, 22.0, 20.0)","(15.0, 34.0, 26.6875)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 7.924999999999999)"
08-12-2022 15:26:07.839947,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 26.6875)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 7.924999999999999)"
08-12-2022 15:26:08.959326,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 29.555555555555557)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 5.8)"
08-12-2022 15:26:10.224990,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 30.75)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 5.8)"
08-12-2022 15:26:11.484290,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.0)","(15.0, 34.0, 30.75)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 5.8)"
08-12-2022 15:26:12.592318,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.700000000000001)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.0)","(15.0, 34.0, 30.75)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 5.192857142857142)"
08-12-2022 15:26:13.692477,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 15.957142857142857)","(7.5, 13.0, 11.8)","(11.0, 22.0, 20.0)","(15.0, 34.0, 20.666666666666668)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 5.192857142857142)"
08-12-2022 15:26:14.966755,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 20.666666666666668)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 5.192857142857142)"
08-12-2022 15:26:16.268260,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 20.666666666666668)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 5.192857142857142)"
08-12-2022 15:26:17.510940,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 20.666666666666668)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.2, 6.55)"
08-12-2022 15:26:18.941844,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 20.666666666666668)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:20.039302,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 20.666666666666668)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:21.096159,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 24.0)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:22.080397,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 24.0)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:23.223945,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.0, 11.379999999999999)","(11.0, 22.0, 20.0)","(15.0, 34.0, 24.0)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:24.338276,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 13.166666666666666)","(7.5, 13.5, 10.75)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 24.0)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:25.505955,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 13.166666666666666)","(7.5, 13.5, 10.75)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 24.0)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:26.589526,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 13.166666666666666)","(7.5, 13.5, 10.75)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.77777777777778)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:27.669552,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 13.166666666666666)","(7.5, 13.5, 10.75)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.77777777777778)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:28.764711,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 13.166666666666666)","(7.5, 13.5, 10.75)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.77777777777778)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:29.936357,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 13.166666666666666)","(7.5, 13.5, 10.75)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.5)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:31.110551,"(5.0, 11.0, 6.857142857142858)","(10.0, 18.5, 13.166666666666666)","(7.5, 13.5, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:32.308780,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:33.527187,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.55)"
08-12-2022 15:26:34.700442,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.57142857142857)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 9.0, 6.45)"
08-12-2022 15:26:35.794854,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.8, 6.45)"
08-12-2022 15:26:36.880823,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.8, 6.45)"
08-12-2022 15:26:38.102216,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.8, 6.45)"
08-12-2022 15:26:39.285244,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.57142857142857)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.8, 6.45)"
08-12-2022 15:26:40.315491,"(5.0, 11.0, 6.254545454545455)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.57142857142857)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.8, 6.45)"
08-12-2022 15:26:41.366003,"(5.0, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.5)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.57142857142857)","(3.1, 5.1, 3.9307692307692306)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.8, 6.45)"
08-12-2022 15:26:42.499941,"(5.0, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 12.476923076923077)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9857142857142858)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.8, 4.94375)"
08-12-2022 15:26:43.623663,"(5.0, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 12.476923076923077)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9857142857142858)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.6, 4.94375)"
08-12-2022 15:26:44.823816,"(5.0, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 12.08)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.57142857142857)","(3.1, 5.1, 3.9857142857142858)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.6, 6.25)"
08-12-2022 15:26:45.993446,"(5.0, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 12.08)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9857142857142858)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 6.25)"
08-12-2022 15:26:47.145825,"(5.0, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.649999999999999)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9857142857142858)","(7.0, 11.5, 10.066666666666666)","(3.7, 8.4, 4.8687499999999995)"
08-12-2022 15:26:48.254764,"(5.0, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.649999999999999)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9857142857142858)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.2, 4.8687499999999995)"
08-12-2022 15:26:49.329805,"(4.8, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.649999999999999)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.1, 3.9857142857142858)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.2, 4.8687499999999995)"
08-12-2022 15:26:50.412524,"(4.8, 10.5, 7.32)","(10.0, 18.5, 13.166666666666666)","(7.5, 14.0, 9.649999999999999)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.57142857142857)","(3.1, 5.5, 3.53125)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.2, 6.25)"
08-12-2022 15:26:51.755596,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.02)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.5, 3.53125)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.4, 6.25)"
08-12-2022 15:26:52.777149,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.02)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.22727272727273)","(3.1, 5.5, 3.53125)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.4, 4.8687499999999995)"
08-12-2022 15:26:53.843946,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.615384615384617)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 24.25)","(3.1, 5.5, 3.53125)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.2, 4.8687499999999995)"
08-12-2022 15:26:55.218508,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.615384615384617)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 24.25)","(3.1, 5.5, 3.4153846153846152)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.2, 6.05)"
08-12-2022 15:26:56.678703,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.26)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.375)","(3.1, 5.4, 4.3476923076923075)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.0, 6.05)"
08-12-2022 15:26:57.921963,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.26)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 30.2)","(3.1, 5.0, 4.5058823529411764)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.0, 4.793749999999999)"
08-12-2022 15:26:58.941049,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.26)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 30.2)","(3.1, 5.0, 4.5058823529411764)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 4.793749999999999)"
08-12-2022 15:27:00.184962,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 9.8)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 30.2)","(3.1, 5.0, 4.5058823529411764)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 4.793749999999999)"
08-12-2022 15:27:01.427513,"(4.8, 10.5, 7.32)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.8)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 30.2)","(3.1, 5.0, 4.293333333333333)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 6.05)"
08-12-2022 15:27:02.612858,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.879999999999999)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 30.2)","(3.1, 5.0, 4.359999999999999)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.0, 6.05)"
08-12-2022 15:27:03.739016,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.879999999999999)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.31818181818182)","(3.1, 5.0, 4.359999999999999)","(7.0, 11.5, 10.066666666666666)","(3.8, 8.0, 4.654999999999999)"
08-12-2022 15:27:04.787533,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.879999999999999)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.31818181818182)","(3.1, 5.0, 4.359999999999999)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 4.654999999999999)"
08-12-2022 15:27:05.812063,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 10.64)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.31818181818182)","(3.1, 5.0, 4.359999999999999)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 4.654999999999999)"
08-12-2022 15:27:06.921322,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 10.64)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.833333333333332)","(3.1, 5.0, 4.405714285714286)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 5.949999999999999)"
08-12-2022 15:27:08.032925,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.833333333333332)","(3.1, 5.0, 4.405714285714286)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 5.949999999999999)"
08-12-2022 15:27:09.208548,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.833333333333332)","(3.1, 5.0, 4.515294117647059)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 5.949999999999999)"
08-12-2022 15:27:10.408552,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 10.64)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 5.0, 4.515294117647059)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 5.949999999999999)"
08-12-2022 15:27:11.541591,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 10.64)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 5.0, 4.515294117647059)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 5.949999999999999)"
08-12-2022 15:27:12.612602,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 31.833333333333332)","(3.1, 5.0, 4.405714285714286)","(7.0, 11.5, 10.066666666666666)","(3.8, 7.8, 6.628571428571428)"
08-12-2022 15:27:13.744819,"(4.8, 10.5, 6.26)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.60714285714286)","(3.1, 5.0, 4.0325)","(7.0, 11.5, 10.066666666666666)","(3.8, 10.0, 6.628571428571428)"
08-12-2022 15:27:15.083500,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.7, 4.172000000000001)","(7.0, 11.5, 10.066666666666666)","(3.8, 10.0, 6.95)"
08-12-2022 15:27:16.173511,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.7, 4.172000000000001)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.8, 6.95)"
08-12-2022 15:27:17.335773,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 10.64)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.7, 4.1890322580645165)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.8, 6.95)"
08-12-2022 15:27:18.600060,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.60714285714286)","(3.1, 4.7, 3.507)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.8, 6.95)"
08-12-2022 15:27:19.814617,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 12.753846153846155)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.2, 3.631666666666667)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.8, 5.13125)"
08-12-2022 15:27:20.964509,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(7.5, 14.0, 10.100000000000001)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.2, 3.631666666666667)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.6, 5.13125)"
08-12-2022 15:27:22.480930,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(7.5, 13.5, 12.683333333333334)","(11.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.2, 3.631666666666667)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.6, 5.13125)"
08-12-2022 15:27:23.766253,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(8.0, 13.5, 10.1)","(12.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.2, 3.631666666666667)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.6, 6.75)"
08-12-2022 15:27:24.905959,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(8.0, 13.5, 10.1)","(12.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.60714285714286)","(3.1, 4.2, 3.045)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.4, 6.75)"
08-12-2022 15:27:26.175357,"(4.8, 10.5, 6.966666666666667)","(10.0, 18.5, 12.833333333333334)","(8.0, 13.5, 10.1)","(12.0, 23.0, 20.818181818181817)","(15.0, 34.0, 32.27272727272727)","(3.1, 4.2, 3.045)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.4, 5.0562499999999995)"
08-12-2022 15:27:27.405025,"(4.8, 11.0, 9.066666666666666)","(10.0, 18.5, 12.833333333333334)","(8.0, 13.5, 10.1)","(12.0, 23.0, 20.818181818181817)","(15.0, 34.0, 29.375)","(3.1, 4.2, 3.036923076923077)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.2, 5.0)"
08-12-2022 15:27:28.587568,"(4.8, 11.0, 9.066666666666666)","(10.0, 18.5, 12.833333333333334)","(8.0, 13.5, 9.8)","(12.0, 23.0, 20.818181818181817)","(15.0, 34.0, 29.375)","(3.1, 4.2, 3.036923076923077)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.2, 5.0)"
08-12-2022 15:27:29.833736,"(4.8, 11.0, 9.066666666666666)","(10.0, 18.5, 12.833333333333334)","(8.0, 14.0, 9.8)","(12.0, 23.0, 21.083333333333336)","(15.0, 34.0, 29.375)","(3.1, 4.2, 3.036923076923077)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.2, 6.371428571428572)"
08-12-2022 15:27:31.076997,"(4.8, 11.0, 9.066666666666666)","(10.0, 18.5, 12.833333333333334)","(8.0, 14.0, 9.8)","(12.0, 23.0, 15.666666666666666)","(15.0, 34.0, 29.375)","(3.1, 4.2, 3.036923076923077)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.4, 5.0)"
08-12-2022 15:27:32.324747,"(4.8, 11.0, 9.066666666666666)","(10.0, 18.5, 12.833333333333334)","(8.0, 14.0, 9.8)","(12.0, 23.0, 15.666666666666666)","(15.0, 34.0, 32.36363636363636)","(3.1, 4.2, 3.036923076923077)","(7.0, 11.5, 10.066666666666666)","(3.8, 9.2, 6.55)"
