,Roxy Danger,Air Head,Tah Tracey,Good Chat,Buckle Up Lila,Primal Dancer,Lyncar Kath,Law Abiding
10-01-2023 12:01:16.187455,"(4.0, 5.6, 5.446341463414634)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.2600000000000002)","(7.5, 9.0, 8.690909090909091)","(5.5, 9.4, 9.338983050847459)","(26.0, 34.0, 30.903225806451612)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 51.857142857142854)"
10-01-2023 12:01:17.231167,"(4.0, 5.6, 5.456818181818181)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.2600000000000002)","(7.5, 9.0, 8.690909090909091)","(5.5, 9.4, 9.1)","(26.0, 34.0, 30.903225806451612)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 51.857142857142854)"
10-01-2023 12:01:18.399028,"(4.0, 5.6, 5.456818181818181)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.2600000000000002)","(7.5, 9.0, 8.683333333333334)","(5.5, 9.4, 9.233333333333334)","(26.0, 34.0, 30.903225806451612)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 51.0)"
10-01-2023 12:01:19.476568,"(4.0, 5.6, 5.456818181818181)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.325)","(7.5, 8.8, 8.7)","(5.5, 9.4, 9.233333333333334)","(26.0, 34.0, 30.73469387755102)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 50.15384615384615)"
10-01-2023 12:01:20.510163,"(4.0, 5.6, 5.462068965517242)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.25)","(7.5, 9.0, 8.695238095238095)","(5.5, 9.4, 9.200000000000001)","(26.0, 34.0, 30.73469387755102)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 50.15384615384615)"
10-01-2023 12:01:21.587084,"(4.0, 5.6, 5.5285714285714285)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.3125)","(7.5, 9.4, 9.313513513513513)","(5.5, 9.4, 9.200000000000001)","(26.0, 34.0, 31.28813559322034)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 50.15384615384615)"
10-01-2023 12:01:22.627939,"(4.0, 5.6, 5.541176470588235)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.3125)","(7.5, 9.6, 9.4)","(5.5, 9.4, 9.200000000000001)","(26.0, 34.0, 31.177419354838708)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 50.15384615384615)"
10-01-2023 12:01:23.693464,"(4.0, 5.6, 5.56875)","(3.9, 4.3, 4.154545454545454)","(2.7, 3.35, 3.25)","(7.5, 9.4, 9.25)","(5.5, 9.4, 9.200000000000001)","(26.0, 34.0, 31.426470588235293)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 50.15384615384615)"
10-01-2023 12:01:24.770929,"(4.0, 5.6, 5.58125)","(3.9, 4.3, 4.0875)","(2.7, 3.35, 3.3125)","(7.5, 9.4, 9.25)","(5.5, 9.4, 9.200000000000001)","(26.0, 34.0, 31.426470588235293)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:25.794123,"(4.0, 5.6, 5.5777777777777775)","(3.9, 4.2, 4.083333333333333)","(2.7, 3.35, 3.2600000000000002)","(7.5, 9.2, 9.066666666666666)","(5.5, 9.4, 8.8)","(26.0, 34.0, 31.426470588235293)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:26.865101,"(4.0, 5.6, 5.5777777777777775)","(3.9, 4.2, 4.142857142857143)","(2.7, 3.35, 3.3200000000000003)","(7.5, 9.2, 8.993333333333334)","(5.5, 9.4, 8.950000000000001)","(26.0, 34.0, 31.426470588235293)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:27.941175,"(4.0, 5.6, 5.5777777777777775)","(3.7, 4.2, 4.038095238095238)","(2.7, 3.35, 3.3312500000000003)","(7.0, 9.0, 8.986666666666666)","(6.0, 9.4, 9.1)","(26.0, 34.0, 31.426470588235293)","(81.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:28.973863,"(4.0, 5.7, 5.515652173913043)","(3.7, 4.2, 4.038095238095238)","(2.7, 3.35, 3.280769230769231)","(7.0, 9.0, 9.143749999999999)","(6.0, 10.0, 9.1)","(26.0, 34.0, 31.142857142857142)","(81.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:30.038735,"(4.0, 5.7, 5.505504587155963)","(3.7, 4.2, 4.038095238095238)","(2.7, 3.35, 3.2875)","(7.0, 9.2, 9.159090909090908)","(6.0, 10.0, 9.166666666666666)","(26.0, 34.0, 31.627118644067796)","(81.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:31.087185,"(4.0, 5.7, 5.505504587155963)","(3.7, 4.2, 4.038095238095238)","(2.7, 3.35, 3.3312500000000003)","(7.0, 9.0, 8.965217391304348)","(6.0, 10.0, 9.0)","(26.0, 34.0, 31.714285714285715)","(81.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:32.119077,"(4.0, 5.7, 5.512389380530974)","(3.7, 4.2, 4.064)","(2.7, 3.35, 3.3026315789473686)","(7.0, 9.0, 8.929411764705883)","(6.0, 9.0, 8.92)","(26.0, 34.0, 31.866666666666667)","(81.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:33.174162,"(4.0, 5.7, 5.512389380530974)","(3.7, 4.2, 4.052173913043478)","(2.7, 3.4, 3.253061224489796)","(7.0, 8.8, 8.786666666666667)","(6.0, 9.0, 8.96)","(26.0, 34.0, 37.84313725490196)","(81.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:34.720059,"(4.0, 5.7, 5.515652173913043)","(3.8, 4.2, 4.052173913043478)","(2.8, 3.4, 3.31)","(7.5, 8.8, 8.7)","(6.0, 9.0, 8.96)","(26.0, 38.0, 39.43396226415094)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:35.918721,"(3.9, 5.7, 5.515652173913043)","(3.8, 4.2, 4.052173913043478)","(2.8, 3.4, 3.30625)","(7.5, 8.8, 8.773333333333333)","(6.0, 9.0, 8.925)","(26.0, 40.0, 38.62068965517241)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:37.018575,"(3.9, 5.7, 5.600943396226414)","(3.8, 4.2, 4.052173913043478)","(2.8, 3.4, 3.30625)","(7.5, 8.8, 8.773333333333333)","(6.0, 9.0, 9.028571428571428)","(26.0, 40.0, 38.62068965517241)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:38.409979,"(4.0, 5.7, 5.600925925925925)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3)","(7.0, 8.8, 8.773333333333333)","(6.0, 9.2, 9.280000000000001)","(26.0, 40.0, 38.62068965517241)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:39.920017,"(4.0, 5.7, 5.588888888888889)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3092105263157894)","(7.0, 8.8, 8.75)","(6.0, 9.4, 9.466666666666667)","(26.0, 40.0, 38.490566037735846)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 49.85714285714286)"
10-01-2023 12:01:41.093599,"(4.0, 5.6, 5.588888888888889)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3)","(7.0, 8.8, 8.56)","(6.0, 9.8, 9.457142857142857)","(26.0, 40.0, 38.490566037735846)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 47.666666666666664)"
10-01-2023 12:01:42.326906,"(4.0, 5.6, 5.5055555555555555)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3134615384615382)","(7.0, 8.6, 8.305882352941177)","(6.0, 9.8, 9.84)","(26.0, 40.0, 34.666666666666664)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 47.666666666666664)"
10-01-2023 12:01:43.386622,"(4.0, 5.6, 5.4972972972972975)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3134615384615382)","(7.0, 8.4, 8.094736842105263)","(6.0, 10.0, 10.0625)","(26.0, 40.0, 37.44)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 47.666666666666664)"
10-01-2023 12:01:44.486604,"(4.0, 5.6, 5.52093023255814)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3081632653061224)","(7.0, 8.2, 8.24)","(6.0, 10.5, 9.741666666666667)","(26.0, 40.0, 38.22222222222222)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 47.666666666666664)"
10-01-2023 12:01:45.548093,"(4.0, 5.6, 5.486666666666666)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3081632653061224)","(7.0, 8.4, 8.24)","(6.0, 10.5, 9.888235294117647)","(26.0, 40.0, 38.22222222222222)","(71.0, 170.0, 106.36363636363636)","(31.0, 55.0, 47.666666666666664)"
10-01-2023 12:01:46.626874,"(4.0, 5.6, 5.486666666666666)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3081632653061224)","(7.0, 8.4, 8.24)","(6.0, 10.5, 9.888235294117647)","(26.0, 40.0, 38.608695652173914)","(71.0, 170.0, 105.83333333333333)","(31.0, 55.0, 47.666666666666664)"
10-01-2023 12:01:47.643306,"(4.0, 5.6, 5.486666666666666)","(3.7, 4.2, 4.038095238095238)","(2.8, 3.4, 3.3081632653061224)","(7.0, 8.4, 8.24)","(6.0, 10.5, 9.73181818181818)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 142.5)","(31.0, 55.0, 49.46153846153846)"
10-01-2023 12:01:48.719413,"(4.0, 5.6, 5.502857142857143)","(3.7, 4.2, 4.076470588235294)","(2.8, 3.4, 3.3027777777777776)","(7.0, 8.4, 8.311111111111112)","(6.0, 10.5, 9.705555555555556)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 142.5)","(31.0, 55.0, 49.82352941176471)"
10-01-2023 12:01:49.765059,"(4.0, 5.6, 5.502857142857143)","(3.7, 4.1, 4.047058823529412)","(2.8, 3.4, 3.307894736842105)","(7.0, 8.4, 8.311111111111112)","(6.0, 10.5, 10.255555555555556)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 143.75)","(31.0, 55.0, 49.82352941176471)"
10-01-2023 12:01:50.827517,"(4.0, 5.7, 5.517741935483871)","(3.7, 4.1, 3.9734375)","(2.8, 3.4, 3.307894736842105)","(7.0, 8.4, 8.290909090909091)","(6.0, 10.5, 9.958333333333332)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 143.75)","(31.0, 55.0, 47.666666666666664)"
10-01-2023 12:01:51.898511,"(4.0, 5.7, 5.517741935483871)","(3.7, 4.1, 3.9875)","(2.8, 3.4, 3.3313725490196076)","(7.0, 8.4, 8.290909090909091)","(6.0, 10.5, 10.157894736842104)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 143.75)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:01:52.954247,"(4.0, 5.7, 5.517741935483871)","(3.7, 4.1, 3.9553571428571432)","(2.8, 3.4, 3.3313725490196076)","(7.0, 8.4, 8.290909090909091)","(6.0, 10.5, 9.958333333333332)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 117.5)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:01:54.030579,"(4.0, 5.7, 5.517741935483871)","(3.7, 4.1, 3.9539473684210527)","(2.8, 3.4, 3.3313725490196076)","(7.0, 8.4, 8.304761904761905)","(6.0, 10.5, 10.133333333333333)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 117.5)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:01:55.118382,"(4.0, 5.7, 5.522047244094488)","(3.7, 4.1, 3.9539473684210527)","(2.8, 3.35, 3.2894736842105265)","(7.0, 8.4, 8.17391304347826)","(6.0, 10.5, 10.316666666666666)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 143.75)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:01:56.203360,"(4.0, 5.7, 5.522047244094488)","(3.7, 4.1, 3.9792452830188676)","(2.8, 3.4, 3.3313725490196076)","(7.0, 8.2, 8.05)","(6.0, 10.5, 10.316666666666666)","(26.0, 40.0, 38.745098039215684)","(71.0, 170.0, 143.75)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:01:57.297210,"(4.0, 5.7, 5.522047244094488)","(3.7, 4.1, 3.9702702702702704)","(2.8, 3.4, 3.322222222222222)","(7.0, 8.2, 8.028571428571428)","(6.0, 10.5, 10.316666666666666)","(26.0, 40.0, 38.72)","(71.0, 170.0, 117.5)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:01:58.457425,"(4.0, 5.7, 5.526153846153846)","(3.7, 4.1, 4.021951219512195)","(2.8, 3.4, 3.321276595744681)","(7.0, 8.2, 7.8545454545454545)","(6.0, 10.5, 10.316666666666666)","(26.0, 40.0, 38.72)","(71.0, 170.0, 117.5)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:01:59.627800,"(4.0, 5.7, 5.522047244094488)","(3.7, 4.1, 4.051851851851851)","(2.8, 3.4, 3.3740384615384613)","(7.0, 8.0, 7.885714285714285)","(6.0, 10.5, 9.68235294117647)","(26.0, 40.0, 39.04347826086956)","(71.0, 170.0, 143.75)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:00.724483,"(4.0, 5.7, 5.522047244094488)","(3.7, 4.1, 4.010526315789473)","(2.8, 3.4, 3.3740384615384613)","(7.0, 8.0, 7.85)","(6.0, 11.0, 9.755555555555555)","(26.0, 40.0, 39.04347826086956)","(71.0, 170.0, 143.75)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:01.799216,"(4.0, 5.7, 5.522047244094488)","(3.7, 4.1, 4.0227272727272725)","(2.8, 3.4, 3.3644736842105263)","(7.0, 8.0, 7.699999999999999)","(6.0, 11.0, 9.755555555555555)","(26.0, 40.0, 39.0958904109589)","(71.0, 170.0, 108.75)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:02.875486,"(4.0, 5.3, 5.2615384615384615)","(3.7, 4.1, 4.021052631578947)","(2.8, 3.45, 3.4185714285714286)","(7.0, 8.2, 7.88421052631579)","(6.0, 11.0, 9.755555555555555)","(26.0, 40.0, 39.46666666666667)","(71.0, 170.0, 130.0)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:04.020946,"(4.0, 5.3, 5.2105263157894735)","(3.7, 4.1, 4.048275862068965)","(2.8, 3.45, 3.4170731707317072)","(7.0, 8.2, 7.8969696969696965)","(6.0, 11.0, 9.755555555555555)","(26.0, 40.0, 37.5)","(71.0, 160.0, 146.66666666666666)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:05.072484,"(4.0, 5.3, 5.225)","(3.7, 4.2, 4.1692307692307695)","(2.8, 3.5, 3.4170731707317072)","(7.0, 8.2, 7.8969696969696965)","(6.0, 11.0, 9.755555555555555)","(26.0, 38.0, 38.30769230769231)","(71.0, 160.0, 140.0)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:06.099152,"(4.0, 5.3, 5.251724137931035)","(3.7, 4.2, 4.15)","(2.8, 3.45, 3.411290322580645)","(7.0, 8.2, 7.8969696969696965)","(6.0, 11.0, 9.755555555555555)","(26.0, 40.0, 38.30769230769231)","(71.0, 160.0, 150.0)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:07.176446,"(4.0, 5.5, 5.419047619047619)","(3.7, 4.2, 4.111111111111112)","(2.8, 3.4, 3.3583333333333334)","(7.0, 8.2, 7.9)","(6.0, 11.0, 10.314285714285715)","(26.0, 40.0, 38.30769230769231)","(71.0, 160.0, 140.0)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:08.182130,"(4.0, 5.5, 5.376190476190476)","(3.7, 4.2, 4.144)","(2.8, 3.45, 3.357142857142857)","(7.0, 8.0, 7.9)","(6.0, 11.0, 10.435294117647059)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 140.0)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:09.196353,"(4.0, 5.5, 5.369565217391305)","(3.7, 4.2, 4.144)","(2.8, 3.4, 3.373076923076923)","(7.0, 8.0, 7.9)","(6.0, 11.0, 10.571428571428571)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 152.5)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:10.205703,"(4.0, 5.5, 5.452173913043478)","(3.7, 4.2, 4.11764705882353)","(2.8, 3.35, 3.330769230769231)","(7.0, 8.0, 7.742857142857143)","(6.0, 11.0, 10.5)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 140.0)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:11.240068,"(4.0, 5.6, 5.523809523809524)","(3.7, 4.2, 4.030769230769231)","(2.8, 3.4, 3.311111111111111)","(7.0, 8.0, 7.64)","(6.0, 11.0, 10.583333333333334)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 140.0)","(31.0, 55.0, 51.57142857142857)"
10-01-2023 12:02:12.264161,"(4.0, 5.6, 5.457142857142857)","(3.7, 4.2, 4.09)","(2.8, 3.35, 3.308974358974359)","(7.0, 8.0, 7.64)","(6.0, 11.0, 10.583333333333334)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 152.5)","(31.0, 55.0, 51.4)"
10-01-2023 12:02:13.376303,"(4.0, 5.5, 5.418181818181818)","(3.7, 4.2, 4.128571428571428)","(2.8, 3.35, 3.2666666666666666)","(7.0, 8.0, 7.63076923076923)","(6.0, 11.0, 10.5625)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 145.0)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:14.466401,"(4.0, 5.6, 5.48)","(3.7, 4.2, 4.128571428571428)","(2.8, 3.3, 3.2666666666666666)","(7.0, 8.0, 7.742857142857143)","(6.0, 11.0, 10.75)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 145.0)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:15.579769,"(4.0, 5.6, 5.5125)","(3.7, 4.2, 4.1230769230769235)","(2.8, 3.3, 3.2941176470588234)","(7.0, 8.0, 7.660869565217391)","(6.0, 11.0, 10.54)","(26.0, 40.0, 37.41935483870968)","(71.0, 160.0, 137.05882352941177)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:16.689827,"(4.0, 5.6, 5.494736842105263)","(3.7, 4.2, 4.152380952380953)","(2.8, 3.3, 3.2470588235294118)","(7.0, 7.8, 7.733333333333333)","(6.0, 11.5, 10.76923076923077)","(26.0, 40.0, 37.41935483870968)","(71.0, 170.0, 152.5)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:17.810087,"(4.0, 5.6, 5.457142857142857)","(3.7, 4.2, 4.1375)","(2.8, 3.3, 3.2470588235294118)","(7.0, 8.0, 7.82)","(6.0, 11.5, 10.882352941176471)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 145.0)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:18.928670,"(4.0, 5.6, 5.466666666666667)","(3.7, 4.1, 4.074999999999999)","(2.8, 3.3, 3.24375)","(6.5, 8.0, 7.82)","(6.0, 11.5, 10.676470588235293)","(26.0, 40.0, 37.714285714285715)","(71.0, 160.0, 145.0)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:20.065171,"(4.0, 5.6, 5.544444444444444)","(3.7, 4.0, 3.9675000000000002)","(2.8, 3.3, 3.253448275862069)","(6.5, 8.0, 7.784)","(6.0, 11.5, 10.833333333333334)","(26.0, 40.0, 37.77777777777778)","(71.0, 160.0, 152.5)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:21.192181,"(4.0, 5.7, 5.517777777777778)","(3.7, 4.0, 3.9923076923076923)","(2.8, 3.3, 3.2962264150943397)","(6.5, 8.0, 7.64)","(6.5, 11.5, 11.088235294117647)","(31.0, 40.0, 37.77777777777778)","(91.0, 160.0, 145.0)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:22.305155,"(4.0, 5.7, 5.5192)","(3.7, 3.95, 3.8058823529411767)","(2.8, 3.35, 3.3119565217391305)","(6.5, 8.0, 7.914285714285715)","(6.5, 11.5, 10.787234042553191)","(31.0, 40.0, 37.94285714285714)","(91.0, 160.0, 132.66666666666666)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:23.412052,"(4.0, 5.7, 5.517391304347826)","(3.7, 3.85, 3.8058823529411767)","(2.8, 3.4, 3.307)","(6.5, 8.0, 7.988888888888889)","(6.5, 12.0, 10.787234042553191)","(31.0, 40.0, 38.05128205128205)","(91.0, 170.0, 133.63636363636363)","(31.0, 55.0, 47.0)"
10-01-2023 12:02:24.430448,"(4.0, 5.7, 5.518965517241379)","(3.7, 3.9, 3.825)","(2.8, 3.4, 3.291860465116279)","(6.5, 8.0, 7.936842105263158)","(6.5, 12.0, 10.909090909090908)","(31.0, 40.0, 38.05128205128205)","(81.0, 170.0, 133.63636363636363)","(31.0, 55.0, 51.4)"
10-01-2023 12:02:25.484613,"(4.0, 5.7, 5.518965517241379)","(3.7, 3.85, 3.7944444444444443)","(2.8, 3.4, 3.3642857142857143)","(6.5, 8.2, 7.936842105263158)","(6.5, 12.0, 11.131578947368421)","(31.0, 40.0, 38.0)","(81.0, 170.0, 135.0)","(31.0, 55.0, 53.2)"
10-01-2023 12:02:26.527577,"(4.0, 5.6, 5.553333333333333)","(3.7, 3.85, 3.7891304347826087)","(2.8, 3.4, 3.3791666666666664)","(6.5, 8.2, 7.855172413793103)","(6.5, 12.0, 11.158536585365853)","(31.0, 40.0, 37.82857142857143)","(81.0, 170.0, 142.0)","(31.0, 55.0, 53.2)"
10-01-2023 12:02:27.579734,"(4.0, 5.6, 5.5649999999999995)","(3.6, 3.8, 3.75625)","(2.8, 3.4, 3.3989690721649484)","(6.5, 8.2, 7.905882352941176)","(7.0, 12.0, 11.25)","(31.0, 40.0, 38.0)","(71.0, 170.0, 135.0)","(31.0, 55.0, 53.2)"
10-01-2023 12:02:28.676613,"(4.0, 5.6, 5.5562499999999995)","(3.6, 3.8, 3.7333333333333334)","(2.8, 3.4, 3.4392018779342726)","(6.5, 8.2, 7.894736842105263)","(7.0, 12.0, 11.409090909090908)","(31.0, 40.0, 38.0)","(71.0, 170.0, 135.0)","(31.0, 55.0, 53.2)"
10-01-2023 12:02:29.772783,"(4.0, 5.6, 5.5)","(3.6, 3.75, 3.7363636363636363)","(2.8, 3.45, 3.448611111111111)","(6.5, 8.2, 7.949999999999999)","(7.0, 12.0, 11.458333333333334)","(31.0, 40.0, 36.470588235294116)","(71.0, 170.0, 135.0)","(31.0, 55.0, 53.2)"
10-01-2023 12:02:30.881018,"(4.0, 5.6, 5.516666666666667)","(3.6, 3.75, 3.725)","(2.8, 3.45, 3.432758620689655)","(6.5, 8.2, 7.949999999999999)","(7.0, 12.0, 11.409090909090908)","(31.0, 40.0, 37.857142857142854)","(71.0, 170.0, 111.66666666666667)","(31.0, 55.0, 53.2)"
10-01-2023 12:02:31.956138,"(4.0, 5.6, 5.516666666666667)","(3.6, 3.75, 3.7403846153846154)","(2.8, 3.5, 3.446)","(6.5, 8.2, 7.95609756097561)","(7.0, 12.0, 11.434782608695652)","(31.0, 40.0, 37.857142857142854)","(71.0, 170.0, 103.52941176470588)","(31.0, 55.0, 53.2)"
10-01-2023 12:02:33.036911,"(4.0, 5.6, 5.523076923076923)","(3.6, 3.7, 3.6893442622950823)","(2.8, 3.45, 3.4349397590361446)","(6.5, 8.2, 7.828571428571428)","(7.0, 12.0, 11.447368421052632)","(31.0, 40.0, 37.5)","(71.0, 160.0, 114.78260869565217)","(31.0, 55.0, 50.84615384615385)"
10-01-2023 12:02:34.088368,"(4.0, 5.5, 5.421951219512195)","(3.6, 4.1, 3.9555555555555553)","(2.8, 3.45, 3.436503067484663)","(6.5, 8.0, 7.745454545454545)","(7.0, 11.5, 11.56578947368421)","(31.0, 40.0, 37.65217391304348)","(71.0, 160.0, 120.0)","(31.0, 55.0, 51.625)"
10-01-2023 12:02:35.127999,"(4.0, 5.5, 5.3933333333333335)","(3.6, 4.0, 3.9833333333333334)","(2.8, 3.45, 3.436503067484663)","(6.5, 8.0, 7.8133333333333335)","(7.0, 12.0, 11.56578947368421)","(31.0, 38.0, 37.69230769230769)","(71.0, 160.0, 122.22222222222223)","(31.0, 55.0, 51.625)"
10-01-2023 12:02:36.260565,"(4.0, 5.5, 5.3933333333333335)","(3.6, 4.0, 3.988888888888889)","(2.8, 3.45, 3.38695652173913)","(6.5, 8.0, 7.745454545454545)","(7.0, 12.0, 11.56578947368421)","(31.0, 38.0, 37.69230769230769)","(81.0, 160.0, 122.22222222222223)","(31.0, 55.0, 51.625)"
10-01-2023 12:02:37.345681,"(4.0, 5.5, 5.3933333333333335)","(3.5, 4.1, 4.027777777777778)","(3.0, 3.4, 3.38695652173913)","(7.0, 8.0, 7.745454545454545)","(7.0, 12.0, 11.56578947368421)","(31.0, 38.0, 37.69230769230769)","(61.0, 160.0, 122.22222222222223)","(31.0, 55.0, 48.0)"
10-01-2023 12:02:38.440927,"(4.0, 5.3, 5.269767441860465)","(3.5, 4.1, 4.02258064516129)","(3.0, 3.4, 3.39609375)","(7.0, 8.0, 7.781395348837209)","(7.0, 12.0, 11.25)","(31.0, 38.0, 37.65853658536585)","(61.0, 160.0, 122.22222222222223)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:02:39.614014,"(4.0, 5.4, 5.2712871287128715)","(3.5, 4.1, 4.056666666666667)","(3.0, 3.35, 3.3223175965665237)","(7.0, 8.2, 7.874418604651162)","(7.0, 12.0, 11.38888888888889)","(31.0, 40.0, 37.65853658536585)","(71.0, 160.0, 123.57142857142857)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:02:40.771444,"(4.0, 5.4, 5.253932584269663)","(3.5, 4.1, 4.047058823529412)","(3.0, 3.35, 3.2754901960784313)","(7.0, 8.2, 7.936842105263158)","(7.0, 12.0, 11.76923076923077)","(31.0, 40.0, 37.65853658536585)","(71.0, 160.0, 123.57142857142857)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:02:41.910690,"(4.0, 5.4, 5.257142857142857)","(3.5, 4.1, 4.047058823529412)","(3.0, 3.3, 3.265753424657534)","(7.0, 8.2, 7.936842105263158)","(7.0, 12.0, 11.764705882352942)","(31.0, 40.0, 37.65853658536585)","(71.0, 160.0, 123.57142857142857)","(31.0, 55.0, 51.294117647058826)"
10-01-2023 12:02:43.033441,"(4.0, 5.4, 5.2555555555555555)","(3.5, 4.1, 4.047058823529412)","(3.0, 3.3, 3.2346153846153847)","(7.0, 8.2, 7.929729729729729)","(7.0, 12.0, 11.666666666666666)","(31.0, 40.0, 37.65853658536585)","(71.0, 160.0, 123.57142857142857)","(31.0, 55.0, 51.294117647058826)"
