,The Milkybar Kid,Duke Of Buckingham,Baltic Coast,Rosovo,Tidal Creek,Karlstad,Lonely Rock
04-01-2023 15:14:27.847149,"(3.8, 4.3, 4.284158415841584)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:28.881953,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:29.936498,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:31.058090,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:32.085722,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:33.109844,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:34.115666,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:35.111968,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:36.162281,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:37.209127,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.458823529411765)","(5.0, 7.8, 7.302857142857143)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:38.201899,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:39.238481,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:40.210728,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:41.207838,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:42.209155,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:43.171650,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:44.213873,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:45.196020,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:46.244800,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:47.253644,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:48.300368,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:49.275667,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:50.325205,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:51.331053,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:52.397056,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:53.370218,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:54.317838,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:55.285882,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:56.289347,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:57.275606,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.6, 5.505263157894737)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:58.215973,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.5, 5.479310344827586)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:14:59.223420,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.5, 5.457575757575757)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:00.233323,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.5, 5.457575757575757)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:01.262059,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.5, 5.457575757575757)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:02.238191,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.386956521739131)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 637.5)"
04-01-2023 15:15:03.212125,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.386956521739131)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 700.0, 637.5)"
04-01-2023 15:15:04.222017,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 700.0, 637.5)"
04-01-2023 15:15:05.248612,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 700.0, 637.5)"
04-01-2023 15:15:06.272370,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 700.0, 637.5)"
04-01-2023 15:15:07.281147,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 700.0, 576.25)"
04-01-2023 15:15:08.288430,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.764516129032258)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:09.212562,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.076923076923077)","(4.2, 4.8, 4.638931297709924)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:10.209370,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.638931297709924)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:11.244196,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.638931297709924)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:12.293906,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.638931297709924)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:13.341790,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.357142857142858)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.618103448275861)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:14.442918,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:15.552113,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:16.613665,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:17.689831,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:18.692781,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:19.597485,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:20.546827,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:21.587635,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:22.710143,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.305882352941176)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:23.842032,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:24.974616,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:26.162215,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.383333333333334)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:27.267100,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:28.229086,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:29.234326,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:30.238191,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:31.293500,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:32.362245,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:33.416684,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:34.463455,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:35.530006,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:36.571200,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:37.578886,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:38.573346,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:39.688694,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:40.719135,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:41.732566,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.613274336283186)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:42.794781,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:43.778538,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:44.752740,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:45.785290,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:46.846738,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:47.861984,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:49.059539,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:50.129823,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:51.097734,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:52.046958,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:52.978998,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:54.032982,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:55.080771,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:56.313778,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:57.419090,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:58.463039,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
04-01-2023 15:15:59.515731,"(3.8, 4.3, 4.282978723404256)","(4.2, 5.4, 5.384615384615385)","(5.0, 7.8, 7.316129032258065)","(4.8, 6.2, 6.177777777777778)","(13.0, 19.0, 18.294117647058822)","(4.2, 4.8, 4.614492753623188)","(101.0, 630.0, 576.25)"
