,The Milkybar Kid,Duke Of Buckingham,Baltic Coast,Rosovo,Tidal Creek,Karlstad,Lonely Rock
04-01-2023 15:25:31.233229,"(3.7, 4.7, 4.55311004784689)","(4.4, 5.4, 5.258181818181819)","(6.0, 7.4, 7.325)","(4.8, 6.0, 5.927777777777778)","(13.0, 17.5, 15.928571428571429)","(4.0, 4.8, 4.6909090909090905)","(101.0, 550.0, 485.0)"
04-01-2023 15:25:32.216622,"(3.7, 4.7, 4.55311004784689)","(4.4, 5.4, 5.2615384615384615)","(6.0, 7.4, 7.325)","(4.8, 6.0, 5.786301369863014)","(13.0, 17.5, 15.928571428571429)","(4.0, 4.8, 4.6909090909090905)","(101.0, 540.0, 485.0)"
04-01-2023 15:25:33.307933,"(3.7, 4.6, 4.517355371900827)","(4.4, 5.4, 5.2615384615384615)","(6.0, 7.4, 7.325)","(4.8, 6.0, 5.786301369863014)","(13.0, 17.5, 15.928571428571429)","(4.0, 4.8, 4.6909090909090905)","(101.0, 540.0, 448.46153846153845)"
04-01-2023 15:25:34.355065,"(3.7, 4.6, 4.517119565217391)","(4.4, 5.4, 5.2615384615384615)","(6.0, 7.4, 7.325)","(4.8, 6.0, 5.786301369863014)","(13.0, 17.5, 17.127118644067796)","(4.0, 4.8, 4.6909090909090905)","(101.0, 520.0, 448.46153846153845)"
04-01-2023 15:25:35.450313,"(3.7, 4.6, 4.517119565217391)","(4.4, 5.4, 5.2615384615384615)","(6.0, 7.4, 7.325)","(4.8, 6.0, 5.786301369863014)","(13.0, 17.5, 17.127118644067796)","(4.0, 4.8, 4.825)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:36.476665,"(3.7, 4.6, 4.519554455445545)","(4.4, 5.4, 5.253061224489796)","(6.0, 7.4, 7.325)","(4.8, 6.0, 5.7214285714285715)","(13.0, 17.5, 17.127118644067796)","(4.0, 5.2, 4.821212121212121)","(101.0, 520.0, 460.0)"
04-01-2023 15:25:37.456509,"(3.7, 4.6, 4.519554455445545)","(4.4, 5.4, 5.25)","(6.0, 7.4, 7.325)","(4.8, 6.0, 5.72)","(13.0, 17.5, 17.166666666666668)","(4.0, 5.2, 4.9944)","(101.0, 510.0, 460.0)"
04-01-2023 15:25:38.527958,"(3.7, 4.6, 4.519554455445545)","(4.4, 5.4, 5.25)","(6.0, 7.4, 7.271428571428571)","(4.8, 6.0, 5.72)","(13.0, 17.5, 17.166666666666668)","(4.0, 5.1, 4.9898437499999995)","(101.0, 510.0, 473.6363636363636)"
04-01-2023 15:25:39.616370,"(3.7, 4.6, 4.519554455445545)","(4.4, 5.4, 5.25)","(6.0, 7.4, 7.271428571428571)","(4.8, 6.0, 5.72)","(13.0, 17.5, 17.166666666666668)","(4.0, 5.1, 4.9898437499999995)","(101.0, 500.0, 493.3333333333333)"
04-01-2023 15:25:40.747715,"(3.7, 4.5, 4.474166666666667)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.347826086956522)","(4.8, 6.0, 5.717391304347826)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.1, 4.9898437499999995)","(101.0, 550.0, 476.6666666666667)"
04-01-2023 15:25:41.873483,"(3.7, 4.5, 4.474166666666667)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.361290322580645)","(4.8, 6.0, 5.717391304347826)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.1, 4.9898437499999995)","(101.0, 530.0, 476.6666666666667)"
04-01-2023 15:25:42.972344,"(3.7, 4.5, 4.454545454545455)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.361290322580645)","(4.8, 6.0, 5.775862068965518)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.1, 4.9270000000000005)","(101.0, 530.0, 431.42857142857144)"
04-01-2023 15:25:43.979191,"(3.7, 4.4, 4.366011787819254)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.361290322580645)","(4.8, 6.0, 5.775862068965518)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.92621359223301)","(101.0, 520.0, 460.0)"
04-01-2023 15:25:45.059815,"(3.7, 4.4, 4.365191146881288)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.775862068965518)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.92621359223301)","(101.0, 510.0, 460.0)"
04-01-2023 15:25:46.140782,"(3.7, 4.4, 4.365191146881288)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.775862068965518)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.9856353591160225)","(101.0, 510.0, 468.3333333333333)"
04-01-2023 15:25:47.175631,"(3.7, 4.5, 4.471074380165289)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.775862068965518)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.9856353591160225)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:48.357014,"(3.7, 4.5, 4.446768060836502)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.9856353591160225)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:49.411839,"(3.7, 4.5, 4.446768060836502)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.9856353591160225)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:50.435392,"(3.7, 4.5, 4.454983922829582)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.9856353591160225)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:51.429161,"(3.7, 4.5, 4.454983922829582)","(4.4, 5.4, 5.252830188679246)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.583333333333332)","(4.0, 5.2, 4.961111111111111)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:52.521084,"(3.7, 4.5, 4.45625)","(4.4, 5.2, 5.169620253164557)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.79032258064516)","(4.0, 5.1, 4.955)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:53.646286,"(3.7, 4.5, 4.45625)","(4.4, 5.2, 5.159139784946237)","(6.0, 7.4, 7.37)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.79032258064516)","(4.0, 5.1, 4.955)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:54.760140,"(3.7, 4.5, 4.45483870967742)","(4.4, 5.2, 5.139682539682539)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.79032258064516)","(4.0, 5.1, 4.955)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:55.946687,"(3.7, 4.5, 4.417073170731707)","(4.4, 5.2, 5.139682539682539)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.79032258064516)","(4.0, 5.1, 4.955)","(101.0, 520.0, 468.3333333333333)"
04-01-2023 15:25:57.050805,"(3.7, 4.5, 4.417073170731707)","(4.4, 5.2, 5.139682539682539)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.38888888888889)","(4.0, 5.1, 4.955)","(101.0, 520.0, 451.1111111111111)"
04-01-2023 15:25:58.023305,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.38888888888889)","(4.0, 5.1, 4.932352941176471)","(101.0, 520.0, 451.1111111111111)"
04-01-2023 15:25:59.116350,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.38888888888889)","(4.0, 5.2, 4.932352941176471)","(101.0, 520.0, 451.1111111111111)"
04-01-2023 15:26:00.183195,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 520.0, 411.25)"
04-01-2023 15:26:01.149819,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 440.0, 350.0)"
04-01-2023 15:26:02.096941,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 430.0, 350.0)"
04-01-2023 15:26:03.038053,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 6.0, 5.746753246753247)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 420.0, 350.0)"
04-01-2023 15:26:04.189440,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 5.7, 5.6425480769230765)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 420.0, 310.0)"
04-01-2023 15:26:05.405372,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 5.7, 5.634699453551913)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 410.0, 336.6666666666667)"
04-01-2023 15:26:06.497340,"(3.7, 4.5, 4.426984126984127)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.376923076923077)","(4.8, 5.7, 5.634699453551913)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 400.0, 330.0)"
04-01-2023 15:26:07.764071,"(3.7, 4.5, 4.353191489361702)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.378947368421053)","(4.8, 5.7, 5.666492146596859)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 4.932352941176471)","(101.0, 390.0, 258.57142857142856)"
04-01-2023 15:26:08.905980,"(3.7, 4.5, 4.426595744680851)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.378947368421053)","(4.8, 5.7, 5.4848275862068965)","(13.0, 17.5, 16.96808510638298)","(4.0, 5.2, 4.932352941176471)","(101.0, 380.0, 255.71428571428572)"
04-01-2023 15:26:10.015045,"(3.7, 4.5, 4.472661870503597)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.378947368421053)","(4.8, 5.7, 5.4848275862068965)","(13.0, 17.5, 16.96808510638298)","(4.0, 5.2, 4.932352941176471)","(101.0, 370.0, 310.0)"
04-01-2023 15:26:11.106213,"(3.7, 4.5, 4.472661870503597)","(4.4, 5.2, 5.141666666666667)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.428104575163399)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 5.097435897435897)","(101.0, 360.0, 250.0)"
04-01-2023 15:26:12.162386,"(3.7, 4.5, 4.451419558359621)","(4.4, 5.2, 5.134482758620689)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.428104575163399)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 5.111764705882353)","(101.0, 350.0, 247.14285714285714)"
04-01-2023 15:26:13.117794,"(3.7, 4.5, 4.451419558359621)","(4.4, 5.2, 5.134482758620689)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.428104575163399)","(13.0, 17.5, 16.931818181818183)","(4.0, 5.2, 5.111764705882353)","(101.0, 340.0, 230.0)"
04-01-2023 15:26:14.081041,"(3.8, 4.5, 4.425242718446602)","(4.6, 5.2, 5.134482758620689)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.4316129032258065)","(14.0, 17.5, 16.931818181818183)","(4.2, 5.2, 5.111764705882353)","(101.0, 330.0, 250.0)"
04-01-2023 15:26:15.100046,"(3.8, 4.5, 4.425242718446602)","(4.6, 5.2, 5.134482758620689)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.931818181818183)","(4.2, 5.2, 5.111764705882353)","(101.0, 320.0, 225.0)"
04-01-2023 15:26:16.102884,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.134482758620689)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.470588235294118)","(14.0, 17.5, 16.931818181818183)","(4.2, 5.2, 5.111764705882353)","(101.0, 270.0, 185.0)"
04-01-2023 15:26:17.088650,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.470588235294118)","(14.0, 17.5, 16.931818181818183)","(4.2, 5.2, 5.111764705882353)","(101.0, 200.0, 185.0)"
04-01-2023 15:26:18.089081,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.470588235294118)","(14.0, 17.5, 16.931818181818183)","(4.2, 5.2, 5.111764705882353)","(101.0, 200.0, 185.0)"
04-01-2023 15:26:19.073868,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.470588235294118)","(14.0, 17.5, 16.931818181818183)","(4.2, 5.2, 5.111764705882353)","(101.0, 200.0, 185.0)"
04-01-2023 15:26:20.201495,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.470588235294118)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 200.0, 206.66666666666666)"
04-01-2023 15:26:21.278932,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 260.0, 190.0)"
04-01-2023 15:26:22.311407,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 250.0, 190.0)"
04-01-2023 15:26:23.396466,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 250.0, 187.0)"
04-01-2023 15:26:24.474308,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 250.0, 187.0)"
04-01-2023 15:26:25.528638,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 250.0, 192.72727272727272)"
04-01-2023 15:26:26.559271,"(3.8, 4.5, 4.415846994535519)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 250.0, 218.0)"
04-01-2023 15:26:27.556414,"(3.8, 4.5, 4.415384615384616)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 260.0, 213.33333333333334)"
04-01-2023 15:26:28.508229,"(3.8, 4.5, 4.415384615384616)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.469064748201439)","(14.0, 17.5, 16.96808510638298)","(4.2, 5.2, 5.102702702702703)","(101.0, 260.0, 213.33333333333334)"
04-01-2023 15:26:29.681242,"(3.8, 4.5, 4.34356846473029)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.562251655629139)","(14.0, 17.5, 16.20689655172414)","(4.2, 5.2, 5.102702702702703)","(101.0, 260.0, 384.44444444444446)"
04-01-2023 15:26:30.858334,"(3.8, 4.5, 4.34356846473029)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.562251655629139)","(14.0, 17.5, 16.20689655172414)","(4.2, 5.2, 5.102702702702703)","(101.0, 440.0, 298.0)"
04-01-2023 15:26:32.000141,"(3.8, 4.4, 4.373426573426574)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.562251655629139)","(14.0, 17.5, 16.20689655172414)","(4.2, 5.2, 5.102702702702703)","(101.0, 430.0, 250.0)"
04-01-2023 15:26:33.166584,"(3.8, 4.4, 4.373426573426574)","(4.6, 5.2, 5.117391304347826)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.562251655629139)","(14.0, 17.5, 16.20689655172414)","(4.2, 5.2, 5.066666666666666)","(101.0, 430.0, 241.42857142857142)"
04-01-2023 15:26:34.399483,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.142424242424243)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.552482269503546)","(14.0, 17.5, 16.20689655172414)","(4.2, 5.2, 5.0473684210526315)","(101.0, 430.0, 280.0)"
04-01-2023 15:26:35.548087,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.142424242424243)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.552482269503546)","(14.0, 17.5, 16.20689655172414)","(4.2, 5.2, 5.0473684210526315)","(101.0, 420.0, 260.0)"
04-01-2023 15:26:36.609095,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.142424242424243)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.552482269503546)","(14.0, 17.5, 16.882716049382715)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 260.0)"
04-01-2023 15:26:37.651262,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.144117647058823)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.552482269503546)","(14.0, 17.5, 16.882716049382715)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 238.57142857142858)"
04-01-2023 15:26:38.635041,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.144117647058823)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.552482269503546)","(14.0, 17.5, 16.157894736842106)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 238.57142857142858)"
04-01-2023 15:26:39.605593,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.144117647058823)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.517543859649122)","(14.0, 17.5, 16.806122448979593)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 238.57142857142858)"
04-01-2023 15:26:40.585654,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.172857142857143)","(6.0, 7.4, 7.366666666666667)","(5.0, 5.7, 5.517543859649122)","(14.0, 17.5, 16.285714285714285)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 238.57142857142858)"
04-01-2023 15:26:41.574744,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.172857142857143)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.285714285714285)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 238.57142857142858)"
04-01-2023 15:26:42.673681,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.161224489795918)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.285714285714285)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 238.57142857142858)"
04-01-2023 15:26:43.711543,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.161224489795918)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.285714285714285)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 238.57142857142858)"
04-01-2023 15:26:44.746805,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.161224489795918)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.285714285714285)","(4.2, 5.2, 5.111111111111112)","(101.0, 410.0, 305.0)"
04-01-2023 15:26:45.836889,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.285714285714285)","(4.2, 5.2, 5.157894736842105)","(101.0, 400.0, 246.0)"
04-01-2023 15:26:46.995296,"(3.8, 4.4, 4.358918918918919)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.285714285714285)","(4.2, 5.2, 5.166101694915254)","(101.0, 390.0, 232.5)"
04-01-2023 15:26:48.085188,"(3.8, 4.4, 4.359782608695652)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.166101694915254)","(101.0, 390.0, 234.28571428571428)"
04-01-2023 15:26:49.355307,"(3.8, 4.4, 4.381481481481482)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.517543859649122)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.253409090909091)","(101.0, 380.0, 234.28571428571428)"
04-01-2023 15:26:50.645261,"(3.8, 4.4, 4.381481481481482)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.253409090909091)","(101.0, 380.0, 234.28571428571428)"
04-01-2023 15:26:51.891318,"(3.8, 4.4, 4.381481481481482)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.253409090909091)","(101.0, 380.0, 234.28571428571428)"
04-01-2023 15:26:53.182123,"(3.8, 4.4, 4.346268656716418)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.253409090909091)","(101.0, 380.0, 234.28571428571428)"
04-01-2023 15:26:54.222025,"(3.8, 4.4, 4.346268656716418)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.253409090909091)","(101.0, 380.0, 234.28571428571428)"
04-01-2023 15:26:55.129013,"(3.8, 4.4, 4.346268656716418)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.253409090909091)","(101.0, 380.0, 234.28571428571428)"
04-01-2023 15:26:56.112305,"(3.8, 4.4, 4.34)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.332758620689655)","(101.0, 380.0, 234.28571428571428)"
04-01-2023 15:26:57.113519,"(3.8, 4.4, 4.34)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.3177419354838715)","(101.0, 380.0, 240.0)"
04-01-2023 15:26:58.099604,"(3.8, 4.4, 4.34)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.906976744186046)","(4.2, 5.4, 5.354716981132076)","(101.0, 360.0, 228.75)"
04-01-2023 15:26:59.178713,"(3.8, 4.4, 4.34)","(4.6, 5.2, 5.138709677419355)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.323809523809524)","(101.0, 360.0, 245.0)"
04-01-2023 15:27:00.254664,"(3.8, 4.2, 4.195187165775401)","(4.6, 5.2, 5.1525)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.344444444444445)","(101.0, 350.0, 236.0)"
04-01-2023 15:27:01.284624,"(3.8, 4.2, 4.195360824742268)","(4.6, 5.2, 5.1525)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.344444444444445)","(101.0, 340.0, 226.25)"
04-01-2023 15:27:02.349296,"(3.8, 4.2, 4.175819672131148)","(4.6, 5.2, 5.136666666666667)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.344444444444445)","(101.0, 340.0, 240.0)"
04-01-2023 15:27:03.424099,"(3.7, 4.2, 4.174122807017544)","(4.6, 5.2, 5.124)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.344444444444445)","(101.0, 330.0, 240.0)"
04-01-2023 15:27:04.496345,"(3.7, 4.4, 4.318534482758621)","(4.6, 5.2, 5.124)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.344444444444445)","(101.0, 330.0, 223.75)"
04-01-2023 15:27:05.856486,"(3.7, 4.4, 4.295854922279793)","(4.6, 5.2, 5.109523809523809)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.344444444444445)","(101.0, 320.0, 223.75)"
04-01-2023 15:27:06.984434,"(3.7, 4.4, 4.295854922279793)","(4.6, 5.2, 5.109523809523809)","(6.0, 7.4, 7.366666666666667)","(4.8, 5.7, 5.508474576271187)","(14.0, 17.5, 16.926966292134832)","(4.2, 5.4, 5.344444444444445)","(101.0, 320.0, 224.28571428571428)"
