,Oneloveonelife,Razor Sharp,The Dark Knight,Heritage,Bromac Hype,Sweet Nothings,Bobby Vinton,Sly Tricks,Major Bond,Ask Me Lou,Forty Wives,Blackjack Road,Call Me Sir
14-12-2022 12:28:01.737010,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:03.346275,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:04.934677,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:06.514368,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:08.050080,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:09.697645,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:11.524788,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:13.202617,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:14.814813,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:16.398315,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:17.966371,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:19.488737,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:21.062546,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:22.680833,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:24.152330,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:25.728393,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:27.208015,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:28.722132,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:30.233216,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:31.751245,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:33.325062,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:34.812713,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:36.300946,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:37.834139,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:39.337218,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:40.863720,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:42.386357,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:43.959199,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:45.485872,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:46.970588,"(10.0, 23.0, 21.02857142857143)","(2.4, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.909090909090907)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 10.1)"
14-12-2022 12:28:48.586107,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:28:50.080761,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.9, 2.66)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:28:51.593693,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.9, 2.443)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:28:53.139121,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.443)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:28:54.687599,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.443)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:28:56.167834,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.443)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:28:57.729414,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.443)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:28:59.200408,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.443)","(3.9, 6.6, 6.169230769230769)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 312.77777777777777)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 267.5)","(7.5, 13.0, 10.1)"
14-12-2022 12:29:00.771223,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.443)","(3.9, 6.6, 4.2)","(21.0, 140.0, 41.40909090909091)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 291.33333333333337)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 307.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 27.333333333333336)","(61.0, 480.0, 267.5)","(7.5, 13.0, 10.1)"
14-12-2022 12:29:02.275648,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.405)","(3.9, 6.6, 4.114285714285715)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 150.0)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:29:03.762519,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.3859999999999997)","(3.9, 6.6, 6.15)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:29:05.379861,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.3859999999999997)","(3.9, 6.6, 6.15)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:29:06.919291,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.3859999999999997)","(3.9, 6.6, 6.15)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 10.1)"
14-12-2022 12:29:08.510552,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.88, 2.3859999999999997)","(3.9, 6.6, 6.15)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 13.0, 9.92)"
14-12-2022 12:29:10.117431,"(10.0, 23.0, 21.02857142857143)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:11.681086,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:13.145009,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:14.676985,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:16.261354,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:17.783233,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 21.909090909090907)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:19.367655,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 20.7)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:20.887027,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 20.7)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 11.8)"
14-12-2022 12:29:22.482666,"(10.0, 23.0, 20.28)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 20.7)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 8.9)"
14-12-2022 12:29:24.017836,"(10.0, 23.0, 16.3)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 20.7)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 9.05)"
14-12-2022 12:29:25.528826,"(10.0, 23.0, 16.3)","(2.35, 2.94, 2.65)","(3.9, 5.7, 5.35945945945946)","(21.0, 140.0, 63.5)","(12.0, 23.0, 20.7)","(41.0, 420.0, 136.5)","(31.0, 320.0, 84.36363636363637)","(61.0, 560.0, 147.5)","(13.0, 22.0, 16.333333333333332)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.5, 14.0, 9.05)"
