,Tah Hanna,Buckle Up Havana,Ohana Pearl,Barrys Baby,Count Bingley,Tiny Turtle,Combat Mission
10-01-2023 12:27:38.105484,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:39.293430,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:40.734730,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:41.971682,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:43.359272,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:44.554246,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:45.761678,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:46.939748,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:48.146447,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:49.343588,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:50.578867,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:52.018743,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:53.466546,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:55.353511,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:56.745239,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:58.103867,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:27:59.431480,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:00.935608,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:02.300186,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:03.641727,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:04.912653,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:06.162708,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:07.389660,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:08.534979,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:09.777617,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:10.940172,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:12.207624,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:13.464040,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:14.728937,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:15.997707,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:17.216990,"(3.2, 10.0, 4.033870967741935)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:18.409055,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:19.577804,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:20.749018,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:21.937610,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:23.109228,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:24.393935,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:25.595079,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:26.805446,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:28.254679,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:29.503229,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:30.880306,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:32.114312,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:33.307889,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:34.464820,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:35.657504,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:36.855486,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:38.044073,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:39.254253,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:40.474870,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 6667.466666666666)","(10.0, 20.0, 18.945454545454545)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 449.6)","(11.0, 30.0, 26.4)"
10-01-2023 12:28:41.696041,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 99998, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:42.946232,"(3.2, 10.0, 5.554878048780488)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:44.141077,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:45.262159,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:46.294489,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:47.448423,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:48.620101,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:49.807500,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:50.969595,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 24.9)"
10-01-2023 12:28:52.211460,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 30.0, 19.299999999999997)"
10-01-2023 12:28:53.404194,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:28:54.609215,"(3.2, 10.0, 3.5875)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:28:55.882798,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:28:57.059301,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:28:58.241313,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:28:59.408912,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:00.624845,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:01.834349,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:03.011544,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:04.177177,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:05.567626,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:07.082505,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:08.473854,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:10.121699,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:11.576393,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:12.742072,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:13.864422,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:15.065078,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:16.277151,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:17.534780,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:18.775636,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:20.018773,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:21.167006,"(3.2, 10.0, 4.6)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:22.268500,"(3.2, 10.0, 4.5600000000000005)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:23.369488,"(3.2, 10.0, 4.5600000000000005)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:24.523992,"(3.2, 10.0, 5.5)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:25.622059,"(3.2, 10.0, 5.5)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:26.721934,"(3.2, 10.0, 5.5)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:27.807811,"(3.2, 10.0, 5.5)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:28.843457,"(3.2, 10.0, 3.5793103448275865)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:29.900271,"(3.2, 10.0, 3.5793103448275865)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:31.025203,"(3.2, 10.0, 3.5793103448275865)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:32.207713,"(3.2, 10.0, 3.5793103448275865)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
10-01-2023 12:29:33.414102,"(3.2, 10.0, 3.5793103448275865)","(4.8, 8.2, 5.533333333333333)","(26.0, 1000.0, 402.64)","(10.0, 20.0, 17.3)","(1.9, 2.64, 2.4872727272727273)","(51.0, 550.0, 494.22222222222223)","(11.0, 29.0, 19.299999999999997)"
