,Dr Julienne,Green La La,Dr Callie,My Dreamer,Gero Lads,Sweet Lola,Hustle Hustle,Jayville Crew
11-01-2023 18:33:39.739214,"(14.0, 30.0, 15.5625)","(2.6, 4.4, 2.636875)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:40.775697,"(14.0, 30.0, 15.5625)","(2.6, 4.4, 2.636875)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:41.992675,"(14.0, 30.0, 15.5625)","(2.6, 4.2, 3.12)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:43.242170,"(14.0, 30.0, 15.5625)","(2.6, 4.2, 3.12)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:44.327121,"(14.0, 30.0, 15.5625)","(2.6, 4.4, 2.636875)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:45.365785,"(14.0, 30.0, 15.5625)","(2.6, 4.4, 2.636875)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:46.446552,"(14.0, 30.0, 15.5625)","(2.6, 4.4, 2.636875)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:47.595962,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:48.707526,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:49.791550,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:50.840337,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:51.913149,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:52.888384,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 38.0, 21.2)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:53.842470,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 24.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:54.913967,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 24.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:56.244828,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 24.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:57.315785,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 24.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:58.270709,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 24.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:33:59.373651,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 24.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:00.703283,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 24.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:01.957492,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 29.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:03.184346,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 29.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:04.367868,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 29.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:05.414523,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 29.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:06.504337,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 29.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:07.612519,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 34.0, 29.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:08.794875,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 36.0, 22.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:09.963675,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 36.0, 22.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:11.257853,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 36.0, 22.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:12.398669,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 36.0, 22.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:13.704692,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:15.012478,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:16.258196,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:17.484844,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:18.761366,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:20.084686,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:21.344446,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:22.542312,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:23.695510,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:24.859396,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:26.140773,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:27.342221,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:28.827286,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 23.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:30.091614,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 32.0, 20.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:31.187660,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 30.0, 20.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:32.278172,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 30.0, 20.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:33.397098,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 30.0, 20.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:34.568057,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 30.0, 20.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:35.694801,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 30.0, 20.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:36.851651,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 30.0, 20.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:38.062042,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 30.0, 25.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:39.372858,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 44.0, 25.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:40.534016,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 44.0, 25.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 173.0)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 504.16666666666663)"
11-01-2023 18:34:41.589094,"(14.0, 30.0, 15.5625)","(2.6, 4.3, 2.795)","(17.0, 44.0, 25.25)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 538.5)"
11-01-2023 18:34:42.711936,"(14.0, 30.0, 14.875)","(2.6, 4.3, 2.795)","(17.0, 44.0, 19.11111111111111)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 141.3846153846154)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 538.5)"
11-01-2023 18:34:43.894482,"(14.0, 30.0, 14.875)","(2.6, 4.3, 2.795)","(17.0, 44.0, 22.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 590.0, 448.5)"
11-01-2023 18:34:45.187064,"(14.0, 30.0, 15.0)","(2.6, 4.3, 2.795)","(17.0, 40.0, 22.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:46.369131,"(14.0, 30.0, 15.0)","(2.6, 4.3, 2.795)","(17.0, 40.0, 22.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:47.523390,"(14.0, 30.0, 15.0)","(2.6, 4.3, 2.795)","(17.0, 40.0, 19.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:48.658459,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 40.0, 19.0)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:49.824049,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:50.926776,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:52.083527,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:53.201911,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:54.398607,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:55.626975,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:56.876183,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:58.042364,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:34:59.124341,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:35:00.310942,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:35:01.573089,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:35:02.696705,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:35:03.886697,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 448.5)"
11-01-2023 18:35:05.053418,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 141.3846153846154)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 443.8888888888889)"
11-01-2023 18:35:06.240124,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 490.0, 529.5)"
11-01-2023 18:35:07.505421,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:08.858327,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:10.084844,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:11.375750,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:12.532878,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:13.704015,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 30.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:15.019637,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 36.0, 27.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:16.206394,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 32.0, 27.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:17.388008,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 32.0, 27.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:18.677793,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 32.0, 27.5)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:20.050708,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 32.0, 21.333333333333332)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:21.272876,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 32.0, 25.75)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:22.449469,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 29.0, 25.75)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
11-01-2023 18:35:23.523648,"(14.0, 30.0, 15.333333333333334)","(2.6, 4.3, 2.795)","(17.0, 29.0, 25.75)","(2.2, 3.6, 3.332)","(13.0, 29.0, 24.875)","(41.0, 310.0, 133.85714285714286)","(4.2, 8.0, 7.026315789473685)","(91.0, 580.0, 529.5)"
