,Calculated Risk,Opawa Conan,Centurion,Gitan,Go Hazel,Goldstar Toby,Goldstar Gigi,Dembe
05-01-2023 16:00:46.278859,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.5338461538461536)","(13.0, 32.0, 19.0)","(18.0, 130.0, 44.875)","(26.0, 220.0, 109.1875)","(4.6, 16.5, 9.1875)"
05-01-2023 16:00:47.440261,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.4561904761904763)","(13.0, 32.0, 19.0)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 109.1875)","(4.6, 16.5, 8.428571428571429)"
05-01-2023 16:00:48.675244,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.4752380952380952)","(13.0, 32.0, 19.0)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 109.1875)","(4.6, 16.5, 8.428571428571429)"
05-01-2023 16:00:50.198195,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.4752380952380952)","(13.0, 32.0, 19.0)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 109.1875)","(4.6, 16.5, 8.428571428571429)"
05-01-2023 16:00:51.712916,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 19.333333333333332)","(2.5, 2.78, 2.4752380952380952)","(13.0, 32.0, 19.0)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 72.25)","(4.6, 16.5, 8.428571428571429)"
05-01-2023 16:00:52.910606,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 19.333333333333332)","(2.5, 2.78, 2.4752380952380952)","(13.0, 32.0, 19.0)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 72.25)","(4.6, 16.5, 8.428571428571429)"
05-01-2023 16:00:54.089617,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.4752380952380952)","(13.0, 32.0, 22.25)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 72.25)","(4.6, 16.5, 8.428571428571429)"
05-01-2023 16:00:55.420017,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.6221052631578945)","(13.0, 32.0, 22.25)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 72.25)","(4.6, 16.5, 8.428571428571429)"
05-01-2023 16:00:56.811193,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.513333333333333)","(13.0, 32.0, 22.25)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 72.25)","(4.6, 16.5, 6.75)"
05-01-2023 16:00:58.312107,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.513333333333333)","(13.0, 32.0, 29.5625)","(18.0, 130.0, 61.9)","(26.0, 220.0, 94.0)","(4.6, 16.5, 8.5)"
05-01-2023 16:00:59.827554,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.513333333333333)","(13.0, 32.0, 29.833333333333332)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.75)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:01.149134,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.513333333333333)","(13.0, 32.0, 29.833333333333332)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.75)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:02.336352,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.833333333333332)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.75)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:03.622079,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.833333333333332)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.75)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:04.910920,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.833333333333332)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.75)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:06.216744,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.833333333333332)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.75)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:07.480226,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 115.70588235294117)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:08.659485,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 115.70588235294117)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:09.840971,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.118181818181818)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 115.70588235294117)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:11.059857,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.363157894736842)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 115.70588235294117)","(4.6, 16.5, 6.75)"
05-01-2023 16:01:12.351937,"(7.0, 12.5, 8.375)","(3.1, 4.7, 4.363157894736842)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 59.63636363636363)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:13.683173,"(7.0, 12.5, 9.875)","(3.1, 4.7, 4.363157894736842)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 59.63636363636363)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:14.962914,"(7.0, 12.5, 11.025)","(3.1, 4.7, 4.363157894736842)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 59.63636363636363)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:16.321958,"(7.0, 12.5, 11.025)","(3.1, 4.7, 4.363157894736842)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.5127272727272727)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:17.638024,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:18.934238,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:20.454426,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.333333333333332)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 8.5)"
05-01-2023 16:01:21.720637,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 12.599999999999998)"
05-01-2023 16:01:23.202619,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(18.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 10.649999999999999)"
05-01-2023 16:01:24.464698,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:25.656423,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:26.940663,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 37.54545454545455)","(26.0, 220.0, 73.0)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:28.154829,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 136.0)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:29.414570,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 136.0)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:30.743304,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:31.939038,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:33.227306,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 29.214285714285715)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.571428571428571)"
05-01-2023 16:01:34.479049,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.927586206896552)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 25.666666666666664)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 10.649999999999999)"
05-01-2023 16:01:35.768635,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.214285714285715)"
05-01-2023 16:01:37.039459,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.506086956521739)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.214285714285715)"
05-01-2023 16:01:38.286266,"(7.0, 12.5, 9.08)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.5228571428571427)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.214285714285715)"
05-01-2023 16:01:39.494593,"(7.0, 12.5, 8.285714285714285)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.78, 2.5272727272727273)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.214285714285715)"
05-01-2023 16:01:40.631517,"(7.0, 12.5, 9.08)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5272727272727273)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 8.214285714285715)"
05-01-2023 16:01:41.791352,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5272727272727273)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:43.044267,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5272727272727273)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:44.245803,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5272727272727273)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:45.439815,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 22.75)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:46.583567,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 22.75)","(19.0, 130.0, 66.4375)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:47.718746,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 22.75)","(19.0, 130.0, 66.4375)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:48.913588,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 22.75)","(19.0, 130.0, 66.4375)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:50.139730,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 22.75)","(19.0, 130.0, 66.15625)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:51.286968,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 28.1)","(19.0, 130.0, 37.54545454545455)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:52.465607,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 29.5625)","(19.0, 130.0, 37.54545454545455)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:53.537649,"(7.0, 12.5, 10.73)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 45.25)","(26.0, 220.0, 139.8181818181818)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:54.687551,"(7.0, 12.5, 9.08)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 45.25)","(26.0, 220.0, 74.5)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:55.907120,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 45.25)","(26.0, 220.0, 74.5)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:57.062205,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 45.25)","(26.0, 220.0, 74.5)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:58.204830,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 45.25)","(26.0, 220.0, 74.5)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:01:59.364823,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:02:00.482965,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:02:01.586121,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:02:02.739791,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:02:03.902465,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:02:05.027819,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:02:06.215876,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.34375)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 12.038461538461538)"
05-01-2023 16:02:07.621354,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.4235294117647057)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 23.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 16.5, 11.780000000000001)"
05-01-2023 16:02:09.054447,"(7.0, 12.5, 11.025)","(3.1, 4.7, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 20.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 11.780000000000001)"
05-01-2023 16:02:10.399923,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 20.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 45.4)","(4.6, 13.5, 11.780000000000001)"
05-01-2023 16:02:11.692397,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 20.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 45.4)","(4.6, 13.5, 11.780000000000001)"
05-01-2023 16:02:12.826099,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5125)","(13.0, 32.0, 20.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 45.4)","(4.6, 13.5, 11.780000000000001)"
05-01-2023 16:02:13.985921,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 20.0)","(19.0, 130.0, 76.47368421052632)","(26.0, 220.0, 45.4)","(4.6, 13.5, 11.780000000000001)"
05-01-2023 16:02:15.221208,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 20.0)","(19.0, 130.0, 79.15)","(26.0, 220.0, 45.4)","(4.6, 13.5, 11.780000000000001)"
05-01-2023 16:02:16.427583,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 20.0)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:17.631026,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 20.0)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:18.858567,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 20.0)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:20.032230,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 20.0)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:21.249022,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 27.666666666666664)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:22.358463,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 27.666666666666664)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:23.526894,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 19.333333333333332)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:24.627005,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 19.333333333333332)","(19.0, 130.0, 79.15)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:25.771452,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 19.333333333333332)","(19.0, 130.0, 37.95454545454545)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:26.902103,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 19.333333333333332)","(19.0, 130.0, 70.44117647058823)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:28.118146,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 19.333333333333332)","(19.0, 130.0, 38.36363636363636)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:29.288986,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 19.333333333333332)","(19.0, 130.0, 38.36363636363636)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
05-01-2023 16:02:30.415857,"(7.0, 12.5, 11.025)","(3.1, 4.8, 3.8571428571428568)","(13.0, 34.0, 20.0)","(2.5, 2.74, 2.5)","(13.0, 32.0, 19.333333333333332)","(19.0, 130.0, 38.36363636363636)","(26.0, 220.0, 85.6923076923077)","(4.6, 13.5, 9.2)"
