,Burrum Betty,Comical Rose,Petite Blitzen,Lethal Violet,Top Trip Pam,Shian Ricky,Caesars Corner,Lady Mcbeth
07-12-2022 13:55:05.737080,"(3.2, 6.4, 6.0)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 35.14285714285714)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:07.104442,"(3.2, 6.4, 6.0)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 35.14285714285714)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:08.436960,"(3.2, 6.4, 6.0)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 48.53333333333333)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:09.806994,"(3.2, 6.4, 5.542857142857143)","(4.8, 6.4, 5.720000000000001)","(16.0, 60.0, 48.53333333333333)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:11.174293,"(3.2, 6.4, 5.777777777777778)","(4.8, 6.4, 5.720000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:12.533140,"(3.2, 6.4, 5.969230769230769)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 42.8)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:13.974078,"(3.2, 6.4, 5.969230769230769)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 42.8)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:15.329230,"(3.2, 6.4, 5.7)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 42.8)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:16.655006,"(3.2, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 42.8)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:17.900163,"(3.2, 6.4, 5.9)","(4.8, 6.4, 5.720000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 19.25)"
07-12-2022 13:55:19.162814,"(3.2, 6.4, 5.9)","(4.8, 6.4, 5.720000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 79.45454545454545)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 19.25)"
07-12-2022 13:55:20.404118,"(3.2, 6.4, 5.542857142857143)","(4.8, 6.4, 5.720000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 92.31578947368422)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:21.827262,"(3.2, 6.4, 5.6)","(4.8, 6.4, 5.640000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 73.11111111111111)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 19.25)"
07-12-2022 13:55:23.105033,"(3.2, 6.4, 5.6)","(4.8, 6.4, 5.640000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 73.11111111111111)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 19.25)"
07-12-2022 13:55:24.343773,"(3.2, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 42.8)","(21.0, 110.0, 73.11111111111111)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 19.25)"
07-12-2022 13:55:25.604958,"(3.2, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 42.8)","(21.0, 110.0, 92.31578947368422)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 10.933333333333334)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:26.816969,"(3.2, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 92.31578947368422)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 13.0, 11.866666666666667)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:28.090107,"(3.2, 6.4, 5.6)","(4.8, 6.4, 5.720000000000001)","(16.0, 60.0, 42.8)","(21.0, 110.0, 92.31578947368422)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 12.5, 11.866666666666667)","(8.0, 25.0, 22.0)"
07-12-2022 13:55:29.416439,"(3.2, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(16.0, 60.0, 48.66666666666667)","(21.0, 110.0, 63.5)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(6.0, 12.5, 11.866666666666667)","(8.0, 25.0, 19.25)"
07-12-2022 13:55:30.730794,"(3.2, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:31.982818,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:33.208785,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:34.326905,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:35.616202,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:36.828585,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:38.080836,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:39.231618,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:40.447265,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:41.596795,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:42.847912,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:44.106892,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:45.338667,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:46.566679,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:47.762500,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:48.964250,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:50.443678,"(3.1, 6.4, 5.65)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:51.864438,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:53.337679,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:54.663505,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:56.018148,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(17.0, 60.0, 48.66666666666667)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.5, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:57.273442,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.640000000000001)","(18.0, 60.0, 47.07692307692308)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:58.490705,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 229.6875)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:55:59.704528,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 229.6875)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:00.918810,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 229.6875)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:02.200158,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:03.469134,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:04.686543,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:05.924389,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:07.153992,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:08.362936,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:09.641512,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:11.065821,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:12.467436,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:14.185365,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(71.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:15.694860,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:17.004957,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:18.352199,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.914285714285715)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:19.721288,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:21.118000,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:22.565892,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:23.925902,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:25.094689,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 229.6875)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:26.333809,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 229.6875)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:27.641594,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 320.0)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:29.106841,"(3.1, 6.4, 5.688888888888889)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:30.509458,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:31.857935,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:33.167361,"(3.1, 6.4, 5.688888888888889)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:34.526141,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 48.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:35.821854,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 60.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:37.145981,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.885714285714286)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:38.411229,"(3.1, 6.4, 5.6)","(4.8, 6.4, 5.68)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:39.681359,"(3.1, 6.4, 5.733333333333333)","(4.8, 6.4, 5.720000000000001)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:40.859924,"(3.1, 5.0, 4.902439024390244)","(4.8, 6.4, 5.720000000000001)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:42.180820,"(3.1, 5.0, 4.902439024390244)","(4.8, 6.4, 5.885714285714286)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 2.7600000000000002)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:43.497600,"(3.1, 5.0, 4.627906976744185)","(4.8, 6.4, 5.428571428571429)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.0, 3.046666666666667)","(5.5, 12.5, 11.866666666666667)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:44.815814,"(3.1, 5.0, 4.408866995073892)","(4.8, 6.4, 5.907692307692308)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.25, 2.8123076923076926)","(5.5, 12.5, 11.125)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:46.183455,"(3.1, 4.9, 4.65)","(4.8, 6.4, 5.5200000000000005)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 309.1304347826087)","(2.6, 3.2, 2.8123076923076926)","(5.5, 12.5, 11.125)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:47.553298,"(3.1, 4.8, 4.6)","(4.8, 6.6, 5.609999999999999)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.2, 2.8123076923076926)","(5.5, 12.5, 11.125)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:48.861810,"(3.1, 4.8, 4.4)","(4.8, 6.6, 6.105882352941176)","(18.0, 46.0, 38.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 300.0)","(2.6, 3.2, 2.92)","(5.5, 12.5, 11.125)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:50.103959,"(3.1, 4.8, 4.566666666666666)","(4.8, 7.0, 5.5625)","(18.0, 46.0, 33.55555555555556)","(26.0, 100.0, 40.0)","(81.0, 570.0, 220.58823529411765)","(2.6, 3.2, 2.92)","(5.5, 12.5, 11.8125)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:51.353544,"(3.1, 4.8, 4.566666666666666)","(4.8, 7.0, 5.2727272727272725)","(18.0, 46.0, 38.666666666666664)","(26.0, 100.0, 40.0)","(81.0, 570.0, 320.0)","(2.6, 3.2, 2.92)","(5.5, 12.5, 11.8125)","(8.0, 25.0, 20.0)"
07-12-2022 13:56:52.755114,"(3.1, 4.7, 4.469230769230769)","(4.8, 6.8, 5.2727272727272725)","(18.0, 46.0, 35.0)","(26.0, 100.0, 40.0)","(81.0, 570.0, 320.0)","(2.6, 3.2, 2.92)","(5.5, 12.5, 11.8125)","(8.0, 25.0, 20.0)"
