,Boyd Writer,Bettor Keppel,Don Boston,Im Bruce Almighty,Budding Caesar,Louie The Punter Nz,Alta Equus
11-01-2023 19:08:42.770208,"(6.0, 10.0, 9.200000000000001)","(4.4, 6.0, 5.461538461538462)","(5.0, 6.6, 6.3)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.5, 12.0)","(7.0, 99999, 99990)","(5.5, 8.0, 6.8)"
11-01-2023 19:08:43.850744,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.7)","(5.0, 6.4, 6.2)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 12.0)","(7.0, 99999, 99990)","(5.5, 7.6, 6.866666666666666)"
11-01-2023 19:08:44.863105,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.7)","(5.0, 6.4, 6.2)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 11.142857142857142)","(7.0, 99999, 99990)","(5.5, 7.4, 6.866666666666666)"
11-01-2023 19:08:45.965008,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.7)","(5.0, 6.4, 6.2)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 11.1)","(7.0, 99999, 99990)","(5.5, 7.4, 6.8)"
11-01-2023 19:08:47.024057,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.707692307692308)","(5.0, 6.4, 6.5562499999999995)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 11.026315789473685)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:08:48.098073,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.622222222222223)","(5.0, 6.6, 6.46)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 11.026315789473685)","(7.0, 99999, 99990)","(5.5, 7.2, 7.015384615384615)"
11-01-2023 19:08:49.250703,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.622222222222223)","(5.0, 6.6, 6.4799999999999995)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 11.75)","(7.0, 99999, 99990)","(5.5, 8.4, 7.56)"
11-01-2023 19:08:50.413236,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.622222222222223)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.0, 11.5)","(7.0, 99999, 99990)","(5.5, 7.8, 7.615384615384615)"
11-01-2023 19:08:51.522422,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.622222222222223)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.0, 11.5)","(7.0, 99999, 99990)","(5.5, 7.8, 7.276923076923077)"
11-01-2023 19:08:52.736788,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.622222222222223)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.0, 10.681818181818182)","(7.0, 99999, 99990)","(5.5, 7.4, 7.276923076923077)"
11-01-2023 19:08:54.390156,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.791304347826087)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 10.681818181818182)","(7.0, 99999, 99990)","(5.5, 7.4, 7.276923076923077)"
11-01-2023 19:08:55.479824,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.791304347826087)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.5, 10.681818181818182)","(7.0, 99999, 99990)","(5.5, 7.4, 7.76)"
11-01-2023 19:08:56.619231,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.622222222222223)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.863157894736842)","(10.0, 12.0, 10.677777777777777)","(7.0, 99999, 99990)","(5.5, 8.0, 6.271641791044776)"
11-01-2023 19:08:57.760924,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.677777777777778)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.5, 10.677777777777777)","(7.0, 99999, 99990)","(5.5, 6.6, 6.2562500000000005)"
11-01-2023 19:08:58.965598,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.677777777777778)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.5, 11.069767441860465)","(7.0, 99999, 99990)","(5.5, 6.6, 6.285714285714286)"
11-01-2023 19:09:00.194407,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.677777777777778)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.5, 11.069767441860465)","(7.0, 99999, 99990)","(5.5, 6.6, 7.256410256410256)"
11-01-2023 19:09:01.456531,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.677777777777778)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.5, 11.069767441860465)","(7.0, 99999, 99990)","(5.5, 7.4, 7.300000000000001)"
11-01-2023 19:09:02.737703,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.800000000000001)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.5, 10.677777777777777)","(7.0, 99999, 99990)","(5.5, 7.4, 7.154716981132076)"
11-01-2023 19:09:03.931321,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.5, 11.5)","(7.0, 99999, 99990)","(5.5, 7.2, 7.154716981132076)"
11-01-2023 19:09:04.990102,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 4.864864864864865)","(10.0, 12.0, 11.5)","(7.0, 99999, 99990)","(5.5, 7.2, 7.353846153846154)"
11-01-2023 19:09:06.002386,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.1, 5.107692307692307)","(10.0, 12.0, 11.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.353846153846154)"
11-01-2023 19:09:07.115499,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.152941176470588)","(10.0, 12.0, 11.095238095238095)","(7.0, 99999, 99990)","(5.5, 7.4, 6.933333333333334)"
11-01-2023 19:09:08.232212,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.152941176470588)","(10.0, 12.0, 10.785714285714286)","(7.0, 99999, 99990)","(5.5, 7.2, 6.933333333333334)"
11-01-2023 19:09:09.395670,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.152941176470588)","(10.0, 12.0, 10.785714285714286)","(7.0, 99999, 99990)","(5.5, 7.2, 6.933333333333334)"
11-01-2023 19:09:10.617044,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.152941176470588)","(10.0, 12.0, 10.7)","(7.0, 99999, 99990)","(5.5, 7.2, 6.933333333333334)"
11-01-2023 19:09:11.866757,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.800000000000001)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.152941176470588)","(10.0, 12.0, 10.7)","(7.0, 99999, 99990)","(5.5, 7.2, 7.357142857142858)"
11-01-2023 19:09:13.095294,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.78)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.152941176470588)","(10.0, 12.0, 10.7)","(7.0, 99999, 99990)","(5.5, 7.4, 7.357142857142858)"
11-01-2023 19:09:14.348175,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.069230769230769)","(10.0, 12.0, 10.7)","(7.0, 99999, 99990)","(5.5, 7.4, 7.012987012987013)"
11-01-2023 19:09:15.521834,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.9, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 4.942857142857143)","(10.0, 12.0, 11.0)","(7.0, 99999, 99990)","(5.5, 7.2, 7.026086956521739)"
11-01-2023 19:09:16.695307,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.072727272727272)","(10.0, 11.5, 11.0)","(7.0, 99999, 99990)","(5.5, 7.2, 7.026086956521739)"
11-01-2023 19:09:17.747872,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.8, 5.6)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.072727272727272)","(10.0, 11.5, 11.1)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:18.803807,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.0, 4.910952380952382)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.072727272727272)","(10.0, 11.5, 11.1)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:19.854127,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.0, 4.910952380952382)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.072727272727272)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:20.989078,"(6.0, 10.0, 9.200000000000001)","(4.4, 5.0, 5.107)","(5.0, 6.6, 6.545454545454545)","(3.9, 5.3, 5.0777777777777775)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:22.139416,"(6.5, 10.0, 9.200000000000001)","(4.4, 5.8, 5.666666666666667)","(5.0, 6.6, 6.545454545454545)","(4.0, 5.3, 5.0777777777777775)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:23.324034,"(6.5, 10.0, 9.200000000000001)","(4.4, 5.8, 5.569999999999999)","(5.0, 6.6, 6.545454545454545)","(4.0, 5.3, 5.0777777777777775)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:24.514724,"(6.5, 10.0, 9.200000000000001)","(4.4, 5.6, 5.15)","(5.0, 6.6, 6.545454545454545)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:25.698198,"(6.5, 10.0, 9.200000000000001)","(4.4, 5.5, 5.25)","(5.0, 6.6, 6.545454545454545)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:26.803221,"(6.5, 10.0, 9.200000000000001)","(4.4, 5.5, 5.25)","(5.0, 6.6, 6.545454545454545)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:27.891379,"(6.5, 10.0, 8.92)","(4.2, 4.8, 4.712230215827338)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:28.863942,"(6.5, 10.0, 8.92)","(4.2, 4.8, 4.712230215827338)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:29.972771,"(6.5, 10.0, 9.200000000000001)","(4.2, 4.8, 4.701612903225807)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.1461538461538465)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:31.180859,"(6.5, 10.0, 9.200000000000001)","(4.2, 5.5, 4.772727272727273)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.1461538461538465)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:32.332887,"(6.5, 10.0, 9.200000000000001)","(4.2, 4.9, 4.85625)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.1461538461538465)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.042105263157895)"
11-01-2023 19:09:33.542723,"(6.5, 10.0, 9.200000000000001)","(4.2, 4.9, 5.276923076923077)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 6.95)"
11-01-2023 19:09:34.754999,"(6.5, 10.0, 9.200000000000001)","(4.2, 5.3, 4.971875)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 6.95)"
11-01-2023 19:09:35.936736,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.971875)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.066666666666666)"
11-01-2023 19:09:37.203918,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.9175)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.066666666666666)"
11-01-2023 19:09:38.405464,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.9175)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.066666666666666)"
11-01-2023 19:09:39.457903,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.9175)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.014285714285714)","(10.0, 11.5, 11.166666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 7.066666666666666)"
11-01-2023 19:09:40.689514,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.964)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.1571428571428575)","(10.0, 11.5, 11.26923076923077)","(7.0, 99999, 99990)","(5.5, 7.2, 7.066666666666666)"
11-01-2023 19:09:41.781322,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.964)","(5.0, 6.6, 6.52)","(4.0, 5.3, 5.1454545454545455)","(10.0, 11.5, 10.916666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 6.88)"
11-01-2023 19:09:43.177530,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.964)","(5.0, 6.6, 6.52)","(4.0, 5.2, 5.157894736842105)","(10.0, 11.0, 10.916666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 6.88)"
11-01-2023 19:09:44.364179,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.964)","(5.0, 6.6, 6.52)","(4.0, 5.2, 5.125)","(10.0, 11.0, 10.916666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 6.88)"
11-01-2023 19:09:45.575318,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.775)","(5.0, 6.6, 6.52)","(4.0, 5.2, 5.125)","(10.0, 11.0, 10.916666666666666)","(7.0, 99999, 99990)","(5.5, 7.2, 6.88)"
11-01-2023 19:09:46.773667,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.953846153846154)","(5.0, 6.6, 6.52)","(4.0, 5.2, 5.125)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.9714285714285715)"
11-01-2023 19:09:47.933668,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.953846153846154)","(5.0, 6.6, 6.52)","(4.0, 5.2, 5.125)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:09:49.110921,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.953846153846154)","(5.0, 6.6, 6.52)","(4.0, 5.2, 5.1571428571428575)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:09:50.224508,"(6.5, 10.0, 9.066666666666666)","(4.2, 5.0, 4.953846153846154)","(5.0, 6.6, 6.628571428571429)","(4.0, 5.2, 5.15)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:09:51.269345,"(6.5, 10.0, 9.542857142857143)","(4.2, 5.0, 4.828571428571428)","(5.0, 6.8, 6.628571428571429)","(4.0, 5.2, 5.142857142857143)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:09:52.225554,"(6.5, 10.0, 9.542857142857143)","(4.2, 4.8, 4.522222222222222)","(5.0, 6.8, 6.628571428571429)","(4.0, 5.2, 5.142857142857143)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:09:53.345517,"(6.5, 10.0, 9.542857142857143)","(4.2, 4.5, 4.302)","(5.0, 7.8, 7.359999999999999)","(4.0, 5.2, 5.142857142857143)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:09:54.464317,"(6.5, 10.0, 9.542857142857143)","(4.2, 4.5, 4.213320463320463)","(5.0, 7.6, 7.333333333333333)","(4.0, 5.2, 5.175)","(10.0, 11.0, 10.928571428571429)","(7.0, 99999, 99990)","(5.5, 7.2, 6.8)"
11-01-2023 19:09:55.628865,"(6.5, 10.0, 9.542857142857143)","(4.2, 4.2, 4.272972972972973)","(5.0, 7.6, 7.266666666666667)","(4.0, 5.2, 5.223076923076923)","(10.0, 11.0, 10.9)","(7.0, 99999, 99990)","(5.5, 7.2, 6.9714285714285715)"
11-01-2023 19:09:56.831457,"(6.5, 10.0, 9.72)","(4.2, 4.3, 4.78)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.3, 5.199999999999999)","(9.0, 11.0, 10.9)","(7.5, 99999, 99990)","(5.5, 7.2, 6.9714285714285715)"
11-01-2023 19:09:58.018180,"(6.5, 10.0, 9.72)","(4.2, 4.9, 4.78125)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.3, 5.199999999999999)","(9.0, 11.0, 10.9)","(7.5, 99999, 99990)","(5.5, 7.2, 6.815789473684211)"
11-01-2023 19:09:59.136871,"(6.5, 10.0, 9.72)","(4.2, 4.8, 4.78125)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.3, 5.20625)","(9.0, 11.0, 10.722222222222221)","(7.5, 99999, 99990)","(5.5, 7.0, 6.815789473684211)"
11-01-2023 19:10:00.233798,"(6.5, 10.0, 9.72)","(4.2, 4.8, 4.655172413793103)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.3, 5.24)","(9.0, 11.0, 10.557142857142857)","(7.5, 99999, 99990)","(5.5, 7.0, 6.820689655172414)"
11-01-2023 19:10:01.331628,"(6.5, 10.0, 9.72)","(4.2, 4.8, 4.662295081967213)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.3, 5.24)","(9.0, 11.0, 10.545454545454545)","(7.5, 99999, 99990)","(5.5, 7.0, 6.820689655172414)"
11-01-2023 19:10:02.419156,"(6.5, 10.0, 9.72)","(4.2, 4.8, 4.663157894736842)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.3, 5.24)","(9.0, 11.0, 10.545454545454545)","(7.5, 99999, 99990)","(5.5, 7.0, 6.820689655172414)"
11-01-2023 19:10:03.496604,"(6.5, 10.0, 9.72)","(4.2, 4.8, 4.672727272727273)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.3, 5.2124999999999995)","(9.0, 11.0, 10.583333333333334)","(7.5, 99999, 99990)","(5.5, 7.0, 6.814285714285714)"
11-01-2023 19:10:04.540497,"(6.5, 10.0, 9.72)","(4.2, 4.6, 4.556666666666667)","(5.0, 7.4, 7.266666666666667)","(4.2, 5.2, 5.141666666666667)","(9.0, 11.0, 10.166666666666666)","(7.5, 99999, 99990)","(5.5, 7.0, 6.814285714285714)"
11-01-2023 19:10:05.811866,"(6.5, 11.5, 9.753846153846153)","(4.2, 4.6, 4.56)","(5.0, 7.4, 6.933333333333334)","(4.2, 5.2, 5.072727272727273)","(9.0, 11.0, 9.831168831168831)","(7.5, 99999, 99990)","(5.5, 7.0, 6.496774193548387)"
11-01-2023 19:10:06.743589,"(6.5, 11.0, 9.753846153846153)","(4.2, 4.6, 4.56)","(5.0, 7.0, 6.933333333333334)","(4.2, 5.2, 5.072727272727273)","(9.0, 10.0, 9.831168831168831)","(7.5, 99999, 99990)","(5.5, 7.0, 6.496774193548387)"
11-01-2023 19:10:07.822838,"(6.5, 10.5, 10.16)","(4.2, 4.6, 4.56)","(5.0, 7.0, 6.933333333333334)","(4.2, 5.2, 5.072727272727273)","(9.0, 10.0, 9.825531914893618)","(7.5, 99999, 99990)","(5.5, 7.0, 6.496774193548387)"
11-01-2023 19:10:08.941461,"(6.5, 10.5, 10.16)","(4.2, 4.6, 4.56)","(5.0, 7.0, 6.933333333333334)","(4.2, 5.2, 5.072727272727273)","(9.0, 10.0, 9.825531914893618)","(7.5, 99999, 99990)","(5.5, 7.0, 6.496774193548387)"
11-01-2023 19:10:09.968544,"(6.5, 10.5, 10.16)","(4.2, 4.6, 4.56)","(5.0, 7.0, 6.933333333333334)","(4.2, 5.2, 5.083333333333334)","(9.0, 10.0, 9.824)","(7.5, 99999, 99990)","(5.5, 7.0, 6.496774193548387)"
11-01-2023 19:10:11.026130,"(6.5, 10.5, 10.16)","(4.2, 4.6, 4.48)","(5.0, 7.0, 5.800721153846154)","(4.2, 5.2, 5.15)","(9.0, 10.0, 9.652525252525253)","(7.5, 99999, 99990)","(5.5, 7.0, 7.057142857142857)"
11-01-2023 19:10:12.231552,"(6.5, 11.0, 9.8)","(4.2, 4.6, 4.48)","(5.0, 5.9, 5.801900237529691)","(4.2, 5.3, 5.175)","(9.0, 10.0, 9.669230769230769)","(7.5, 99999, 99990)","(5.5, 7.4, 7.228571428571429)"
11-01-2023 19:10:13.395715,"(6.5, 11.0, 10.1)","(4.2, 4.6, 4.493457943925233)","(5.0, 5.9, 5.801900237529691)","(4.2, 5.3, 5.175)","(9.0, 10.0, 9.669230769230769)","(7.5, 99999, 99990)","(5.5, 7.4, 7.228571428571429)"
11-01-2023 19:10:14.455289,"(6.5, 11.0, 9.777777777777779)","(4.2, 4.6, 4.520833333333333)","(5.0, 5.9, 5.801900237529691)","(4.2, 5.3, 5.175)","(9.0, 10.0, 9.669230769230769)","(7.5, 99999, 99990)","(5.5, 7.4, 7.2153846153846155)"
11-01-2023 19:10:15.614480,"(6.5, 11.0, 9.777777777777779)","(4.2, 4.6, 4.520833333333333)","(5.0, 5.9, 5.794791666666667)","(4.2, 5.5, 5.4375)","(9.0, 10.0, 9.802298850574713)","(7.5, 99999, 99990)","(5.5, 7.4, 6.544444444444444)"
11-01-2023 19:10:16.713031,"(6.5, 10.5, 10.333333333333334)","(4.2, 4.6, 4.525)","(5.0, 5.6, 5.502604166666667)","(4.2, 5.5, 5.45)","(9.0, 10.0, 9.361290322580645)","(7.5, 99999, 99990)","(5.5, 6.6, 7.333333333333334)"
11-01-2023 19:10:17.816587,"(6.5, 11.0, 10.446153846153846)","(4.2, 4.8, 4.6608)","(5.0, 5.6, 5.5008)","(4.2, 5.6, 5.433333333333333)","(9.0, 9.4, 9.325)","(7.5, 99999, 99990)","(5.5, 7.4, 7.325)"
11-01-2023 19:10:19.067002,"(6.5, 11.0, 8.96923076923077)","(4.2, 4.8, 4.644642857142857)","(5.0, 5.6, 5.5008)","(4.2, 5.6, 5.433333333333333)","(9.0, 9.6, 9.45)","(7.5, 99999, 99990)","(5.5, 7.4, 7.325)"
11-01-2023 19:10:20.165531,"(6.5, 11.0, 9.114285714285716)","(4.2, 4.5, 4.466666666666667)","(5.0, 5.6, 5.5018324607329845)","(4.2, 5.6, 5.45)","(9.0, 9.2, 9.385714285714286)","(7.5, 99999, 99990)","(5.5, 7.4, 7.355555555555556)"
11-01-2023 19:10:21.324654,"(6.5, 11.0, 9.588235294117647)","(4.2, 4.9, 4.5701754385964914)","(5.0, 5.6, 5.5018324607329845)","(4.2, 5.6, 5.45)","(9.0, 9.6, 9.385714285714286)","(7.5, 99999, 99990)","(5.5, 7.4, 7.4363636363636365)"
11-01-2023 19:10:22.310328,"(6.5, 11.0, 10.330232558139535)","(4.2, 5.0, 4.9483516483516485)","(5.0, 5.6, 5.5018324607329845)","(4.2, 5.6, 5.45)","(9.0, 9.6, 9.257142857142858)","(7.5, 99999, 99990)","(5.5, 7.6, 7.4363636363636365)"
11-01-2023 19:10:23.272571,"(6.5, 10.5, 9.790909090909091)","(4.2, 5.0, 4.6912280701754385)","(5.0, 5.6, 5.500286532951289)","(4.2, 5.6, 5.45)","(9.0, 9.4, 9.15)","(7.5, 99999, 99990)","(5.5, 7.6, 7.4363636363636365)"
11-01-2023 19:10:24.298743,"(6.5, 10.5, 9.95)","(4.2, 5.0, 4.729230769230769)","(5.0, 5.6, 5.500286532951289)","(4.2, 5.6, 5.4799999999999995)","(9.0, 9.4, 9.15)","(7.5, 99999, 99990)","(5.5, 7.6, 7.36)"
11-01-2023 19:10:25.367452,"(6.5, 10.5, 9.95)","(4.2, 5.0, 4.666666666666666)","(5.0, 5.6, 6.142857142857143)","(4.2, 5.6, 5.4799999999999995)","(9.0, 9.4, 9.15)","(7.5, 99999, 99990)","(5.5, 7.6, 7.36)"
11-01-2023 19:10:26.720933,"(6.5, 11.0, 9.321428571428571)","(4.2, 5.0, 4.739130434782608)","(5.0, 6.4, 6.123404255319149)","(4.2, 5.6, 5.4799999999999995)","(9.0, 9.4, 9.15)","(7.5, 99999, 99990)","(5.5, 7.6, 7.36)"
11-01-2023 19:10:27.884329,"(6.5, 10.5, 9.321428571428571)","(4.2, 5.0, 4.739130434782608)","(5.0, 6.2, 5.766666666666667)","(4.2, 5.6, 5.485714285714286)","(9.0, 9.4, 9.15)","(7.5, 99999, 99990)","(5.5, 7.6, 7.36)"
11-01-2023 19:10:28.959385,"(6.5, 10.5, 9.9)","(4.2, 5.0, 4.621621621621621)","(5.0, 6.0, 5.8)","(4.2, 5.6, 5.485714285714286)","(9.0, 9.4, 8.833333333333334)","(7.5, 99999, 99990)","(5.5, 7.6, 7.466666666666667)"
11-01-2023 19:10:30.192351,"(6.5, 10.0, 9.428571428571429)","(4.2, 5.0, 4.621621621621621)","(5.0, 5.9, 5.416666666666666)","(4.2, 5.6, 5.427272727272728)","(9.0, 9.0, 8.75)","(7.5, 99999, 99990)","(5.5, 7.6, 7.6)"
