,Hillbilly Pickin,Interventionist,Lonely Rock,Rapid Impact,Sir Smitty,Spitfire,Tekapo,Jamrock,Apache Jewel,Kaisa,Lady Goodfellow,Among Us
08-12-2022 14:03:05.218196,"(21.0, 42.0, 37.787234042553195)","(71.0, 100.0, 96.875)","(101.0, 160.0, 153.33333333333334)","(21.0, 32.0, 29.047619047619047)","(4.8, 5.7, 5.582978723404255)","(2.05, 2.34, 2.336470588235294)","(31.0, 42.0, 39.89041095890411)","(7.5, 9.8, 9.77704918032787)","(41.0, 65.0, 64.64285714285714)","(20.0, 24.0, 23.88888888888889)","(21.0, 30.0, 27.333333333333332)","(8.5, 13.0, 12.668604651162791)"
08-12-2022 14:03:06.862720,"(21.0, 42.0, 37.787234042553195)","(71.0, 100.0, 96.875)","(101.0, 170.0, 150.0)","(21.0, 32.0, 29.047619047619047)","(4.8, 5.7, 5.576404494382023)","(2.05, 2.34, 2.3364)","(31.0, 40.0, 39.89041095890411)","(7.5, 9.8, 9.77704918032787)","(41.0, 70.0, 62.5)","(20.0, 24.0, 23.88888888888889)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.668604651162791)"
08-12-2022 14:03:09.037138,"(21.0, 42.0, 37.787234042553195)","(71.0, 100.0, 96.875)","(101.0, 160.0, 150.0)","(21.0, 32.0, 29.047619047619047)","(4.8, 5.7, 5.576404494382023)","(2.05, 2.34, 2.3364)","(31.0, 40.0, 39.89041095890411)","(7.5, 9.8, 9.77704918032787)","(41.0, 65.0, 62.5)","(20.0, 24.0, 23.714285714285715)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.668604651162791)"
08-12-2022 14:03:10.880670,"(21.0, 42.0, 37.95348837209302)","(71.0, 100.0, 96.42857142857143)","(101.0, 160.0, 142.14285714285714)","(21.0, 32.0, 29.486486486486488)","(4.8, 5.7, 5.576404494382023)","(2.05, 2.34, 2.3375675675675676)","(31.0, 40.0, 39.89041095890411)","(7.5, 9.8, 9.764102564102565)","(41.0, 65.0, 64.64285714285714)","(20.0, 24.0, 22.488888888888887)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.690217391304348)"
08-12-2022 14:03:12.857475,"(21.0, 42.0, 37.95348837209302)","(71.0, 100.0, 96.875)","(101.0, 170.0, 150.0)","(21.0, 32.0, 29.181818181818183)","(4.8, 5.7, 5.632926829268293)","(2.05, 2.34, 2.3356862745098037)","(31.0, 40.0, 39.891891891891895)","(7.5, 9.8, 9.775862068965518)","(41.0, 70.0, 61.666666666666664)","(20.0, 24.0, 22.372093023255815)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.472222222222221)"
08-12-2022 14:03:14.843278,"(21.0, 42.0, 38.333333333333336)","(71.0, 100.0, 96.875)","(101.0, 160.0, 150.0)","(21.0, 32.0, 28.923076923076923)","(4.8, 5.7, 5.647619047619047)","(2.05, 2.34, 2.3337142857142856)","(31.0, 40.0, 39.891891891891895)","(7.5, 9.8, 9.775862068965518)","(41.0, 65.0, 62.5)","(19.0, 24.0, 22.38095238095238)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.472222222222221)"
08-12-2022 14:03:16.646857,"(21.0, 40.0, 38.333333333333336)","(71.0, 100.0, 96.875)","(101.0, 160.0, 142.14285714285714)","(21.0, 32.0, 29.0)","(4.8, 5.7, 5.630175438596491)","(2.05, 2.34, 2.3346341463414633)","(31.0, 40.0, 39.891891891891895)","(7.5, 9.8, 9.775862068965518)","(41.0, 65.0, 62.5)","(19.0, 24.0, 22.256410256410255)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.387096774193548)"
08-12-2022 14:03:18.304159,"(21.0, 40.0, 38.333333333333336)","(71.0, 100.0, 96.875)","(101.0, 170.0, 148.57142857142858)","(21.0, 32.0, 29.0)","(4.8, 5.8, 5.631970260223048)","(2.05, 2.34, 2.3346341463414633)","(31.0, 40.0, 39.891891891891895)","(7.5, 9.8, 9.775862068965518)","(41.0, 70.0, 61.666666666666664)","(19.0, 24.0, 22.256410256410255)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.387096774193548)"
08-12-2022 14:03:19.927199,"(21.0, 40.0, 38.333333333333336)","(71.0, 100.0, 96.875)","(101.0, 160.0, 142.14285714285714)","(21.0, 32.0, 29.0)","(4.8, 5.8, 5.628787878787879)","(2.05, 2.34, 2.3346341463414633)","(31.0, 40.0, 39.891891891891895)","(7.5, 9.8, 9.775862068965518)","(41.0, 65.0, 61.92307692307692)","(19.0, 24.0, 22.256410256410255)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.387096774193548)"
08-12-2022 14:03:21.606955,"(21.0, 40.0, 38.333333333333336)","(71.0, 100.0, 96.875)","(101.0, 170.0, 148.57142857142858)","(21.0, 32.0, 29.63157894736842)","(4.8, 5.8, 5.628787878787879)","(2.05, 2.34, 2.331297709923664)","(31.0, 40.0, 39.891891891891895)","(7.5, 9.8, 9.775862068965518)","(41.0, 70.0, 61.666666666666664)","(19.0, 24.0, 22.256410256410255)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.387096774193548)"
08-12-2022 14:03:23.278817,"(21.0, 40.0, 38.333333333333336)","(71.0, 100.0, 96.875)","(101.0, 160.0, 150.0)","(21.0, 32.0, 29.63157894736842)","(4.8, 5.8, 5.628787878787879)","(2.05, 2.34, 2.3387165775401066)","(31.0, 40.0, 39.943661971830984)","(7.5, 9.8, 9.764102564102565)","(41.0, 65.0, 61.92307692307692)","(19.0, 24.0, 22.666666666666668)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.387096774193548)"
08-12-2022 14:03:25.340994,"(21.0, 40.0, 38.333333333333336)","(71.0, 100.0, 96.42857142857143)","(101.0, 170.0, 150.0)","(21.0, 32.0, 29.63157894736842)","(4.8, 5.8, 5.69620253164557)","(2.05, 2.34, 2.3387165775401066)","(31.0, 40.0, 39.943661971830984)","(7.5, 9.8, 9.764102564102565)","(41.0, 70.0, 61.666666666666664)","(19.0, 23.0, 22.6)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.208333333333334)"
08-12-2022 14:03:27.220126,"(21.0, 40.0, 38.333333333333336)","(71.0, 100.0, 96.875)","(101.0, 160.0, 150.0)","(21.0, 32.0, 29.63157894736842)","(4.8, 5.8, 5.75)","(2.05, 2.34, 2.331754385964912)","(31.0, 40.0, 39.943661971830984)","(8.0, 9.8, 9.766666666666667)","(41.0, 65.0, 63.421052631578945)","(19.0, 23.0, 22.454545454545453)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.192307692307692)"
08-12-2022 14:03:29.132171,"(21.0, 40.0, 39.45945945945946)","(71.0, 100.0, 96.875)","(101.0, 160.0, 150.0)","(26.0, 32.0, 29.63157894736842)","(4.8, 5.8, 5.761111111111111)","(2.05, 2.34, 2.3346411483253586)","(31.0, 40.0, 41.5)","(8.0, 9.8, 9.772)","(41.0, 65.0, 64.75)","(19.0, 23.0, 22.454545454545453)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.208333333333334)"
08-12-2022 14:03:31.391155,"(21.0, 40.0, 36.46153846153846)","(71.0, 100.0, 96.875)","(101.0, 170.0, 150.0)","(26.0, 32.0, 29.63157894736842)","(4.8, 5.8, 5.725)","(2.05, 2.34, 2.2931147540983603)","(31.0, 42.0, 41.5)","(8.0, 9.8, 9.772)","(41.0, 70.0, 63.125)","(19.0, 23.0, 22.653846153846153)","(21.0, 30.0, 27.333333333333332)","(9.0, 13.0, 12.208333333333334)"
08-12-2022 14:03:34.081880,"(21.0, 38.0, 35.08474576271186)","(71.0, 100.0, 97.91666666666667)","(101.0, 160.0, 150.0)","(26.0, 32.0, 29.63157894736842)","(4.8, 5.8, 5.711764705882353)","(2.05, 2.3, 2.2946874999999998)","(31.0, 42.0, 41.111111111111114)","(8.0, 9.8, 9.772)","(41.0, 65.0, 65.0)","(19.0, 23.0, 22.470588235294116)","(21.0, 30.0, 27.489795918367346)","(9.0, 13.0, 12.296296296296296)"
08-12-2022 14:03:37.007727,"(21.0, 38.0, 34.88135593220339)","(71.0, 100.0, 97.91666666666667)","(101.0, 160.0, 142.14285714285714)","(26.0, 34.0, 30.864864864864863)","(4.8, 5.8, 5.711764705882353)","(2.05, 2.3, 2.2972477064220183)","(31.0, 42.0, 41.13846153846154)","(8.0, 9.2, 9.187755102040816)","(41.0, 70.0, 66.0)","(19.0, 23.0, 22.347826086956523)","(21.0, 30.0, 27.54)","(9.0, 14.5, 13.594827586206897)"
08-12-2022 14:03:39.151069,"(21.0, 38.0, 34.75471698113208)","(71.0, 100.0, 98.18181818181819)","(101.0, 170.0, 142.14285714285714)","(26.0, 34.0, 32.76923076923077)","(4.8, 5.8, 5.7125)","(2.05, 2.3, 2.2695575221238937)","(31.0, 42.0, 41.13846153846154)","(7.5, 9.2, 9.130434782608695)","(41.0, 70.0, 66.0)","(19.0, 23.0, 21.642857142857142)","(21.0, 30.0, 27.54)","(9.0, 14.5, 13.7)"
08-12-2022 14:03:41.107090,"(21.0, 38.0, 34.75471698113208)","(71.0, 100.0, 98.18181818181819)","(101.0, 170.0, 150.0)","(26.0, 34.0, 32.76923076923077)","(4.8, 5.8, 5.7125)","(2.05, 2.28, 2.266988847583643)","(31.0, 42.0, 41.13846153846154)","(7.5, 9.2, 9.142857142857142)","(41.0, 70.0, 66.0)","(19.0, 23.0, 21.46808510638298)","(21.0, 30.0, 27.54)","(9.0, 14.5, 13.7)"
08-12-2022 14:03:43.038988,"(21.0, 38.0, 34.75471698113208)","(71.0, 100.0, 96.0)","(101.0, 160.0, 150.0)","(26.0, 34.0, 31.2)","(4.8, 5.8, 5.715151515151515)","(2.05, 2.28, 2.2709523809523806)","(31.0, 42.0, 41.1764705882353)","(7.5, 9.2, 9.170212765957446)","(41.0, 70.0, 66.0)","(19.0, 23.0, 21.46808510638298)","(21.0, 30.0, 27.54)","(9.0, 14.5, 13.646153846153846)"
08-12-2022 14:03:44.975254,"(21.0, 38.0, 34.75471698113208)","(71.0, 100.0, 96.875)","(101.0, 160.0, 142.1951219512195)","(26.0, 32.0, 31.0)","(4.8, 5.8, 5.715151515151515)","(2.05, 2.28, 2.272758620689655)","(31.0, 42.0, 41.1764705882353)","(7.5, 9.2, 9.17391304347826)","(41.0, 70.0, 66.11111111111111)","(19.0, 23.0, 21.53061224489796)","(21.0, 30.0, 27.54)","(10.0, 14.5, 13.614754098360656)"
08-12-2022 14:03:46.853728,"(21.0, 38.0, 34.75471698113208)","(71.0, 110.0, 96.66666666666667)","(101.0, 170.0, 150.0)","(26.0, 32.0, 30.133333333333333)","(4.8, 5.8, 5.7081967213114755)","(2.05, 2.28, 2.289032258064516)","(31.0, 42.0, 41.1764705882353)","(7.5, 9.2, 9.17391304347826)","(41.0, 70.0, 66.11111111111111)","(19.0, 23.0, 21.53061224489796)","(21.0, 30.0, 27.72222222222222)","(10.0, 14.5, 13.41304347826087)"
08-12-2022 14:03:48.805969,"(21.0, 38.0, 34.75471698113208)","(71.0, 100.0, 96.66666666666667)","(101.0, 160.0, 150.0)","(26.0, 32.0, 30.133333333333333)","(4.8, 5.8, 5.751123595505618)","(2.05, 2.3, 2.299047619047619)","(31.0, 42.0, 41.09090909090909)","(7.5, 9.2, 9.17391304347826)","(41.0, 70.0, 65.78947368421052)","(19.0, 23.0, 22.272727272727273)","(21.0, 30.0, 27.72222222222222)","(10.0, 14.5, 13.34)"
08-12-2022 14:03:50.701388,"(21.0, 38.0, 35.06818181818182)","(71.0, 100.0, 97.5)","(101.0, 160.0, 150.0)","(26.0, 32.0, 30.133333333333333)","(4.8, 5.8, 5.751123595505618)","(2.05, 2.3, 2.3083720930232556)","(31.0, 42.0, 41.29032258064516)","(7.5, 9.2, 9.16470588235294)","(41.0, 70.0, 69.16666666666667)","(19.0, 23.0, 22.01492537313433)","(21.0, 30.0, 27.72222222222222)","(10.0, 14.5, 13.34)"
08-12-2022 14:03:52.633424,"(21.0, 38.0, 34.81481481481482)","(71.0, 100.0, 98.75)","(101.0, 170.0, 150.0)","(26.0, 32.0, 30.133333333333333)","(4.8, 5.8, 5.668181818181818)","(2.05, 2.32, 2.308235294117647)","(31.0, 42.0, 41.29032258064516)","(7.5, 9.2, 9.16470588235294)","(41.0, 70.0, 69.375)","(19.0, 23.0, 21.871794871794872)","(21.0, 30.0, 27.72222222222222)","(10.0, 14.5, 13.274647887323944)"
08-12-2022 14:03:54.568380,"(21.0, 38.0, 34.81481481481482)","(71.0, 110.0, 96.66666666666667)","(101.0, 160.0, 148.0)","(26.0, 32.0, 29.9)","(4.8, 5.8, 5.73404255319149)","(2.05, 2.32, 2.34695652173913)","(31.0, 42.0, 41.16981132075472)","(7.5, 9.2, 9.09090909090909)","(41.0, 70.0, 69.0909090909091)","(19.0, 22.0, 21.86111111111111)","(21.0, 30.0, 28.857142857142858)","(10.0, 14.5, 13.17910447761194)"
08-12-2022 14:03:56.468806,"(21.0, 38.0, 34.513513513513516)","(71.0, 100.0, 96.66666666666667)","(101.0, 160.0, 152.5)","(26.0, 32.0, 29.9)","(4.8, 5.8, 5.735074626865671)","(2.05, 2.38, 2.317471264367816)","(31.0, 42.0, 41.16981132075472)","(7.5, 9.2, 9.09090909090909)","(41.0, 70.0, 68.75)","(19.0, 22.0, 21.86111111111111)","(21.0, 29.0, 28.857142857142858)","(10.0, 14.5, 13.181818181818182)"
08-12-2022 14:03:58.312742,"(21.0, 38.0, 35.875)","(71.0, 100.0, 100.0)","(101.0, 160.0, 143.48837209302326)","(26.0, 32.0, 29.9)","(4.8, 5.8, 5.783471074380165)","(2.05, 2.32, 2.3404651162790695)","(31.0, 42.0, 41.16981132075472)","(7.5, 9.2, 9.2)","(41.0, 70.0, 67.77777777777777)","(19.0, 22.0, 21.86111111111111)","(21.0, 29.0, 28.857142857142858)","(10.0, 14.5, 13.181818181818182)"
08-12-2022 14:04:00.216772,"(21.0, 36.0, 35.55555555555556)","(71.0, 110.0, 96.66666666666667)","(101.0, 170.0, 152.5)","(26.0, 32.0, 29.857142857142858)","(4.8, 5.8, 5.699086757990868)","(2.05, 2.36, 2.357676348547718)","(31.0, 42.0, 41.16981132075472)","(7.5, 9.6, 9.1875)","(41.0, 70.0, 67.77777777777777)","(19.0, 22.0, 20.21875)","(21.0, 29.0, 27.661016949152543)","(10.0, 14.5, 13.181818181818182)"
08-12-2022 14:04:01.996588,"(21.0, 36.0, 35.55555555555556)","(71.0, 100.0, 100.0)","(101.0, 160.0, 143.48837209302326)","(26.0, 32.0, 29.75)","(4.8, 5.7, 5.691949152542373)","(2.05, 2.36, 2.358268792710706)","(31.0, 42.0, 41.16981132075472)","(7.5, 9.6, 9.347058823529412)","(41.0, 70.0, 67.77777777777777)","(19.0, 21.0, 20.097560975609756)","(21.0, 30.0, 27.661016949152543)","(10.0, 14.5, 13.706521739130435)"
08-12-2022 14:04:03.764628,"(21.0, 34.0, 33.333333333333336)","(71.0, 110.0, 96.66666666666667)","(101.0, 170.0, 152.5)","(26.0, 32.0, 29.692307692307693)","(4.8, 5.7, 5.692576419213974)","(2.05, 2.36, 2.349364161849711)","(31.0, 42.0, 41.16981132075472)","(7.5, 9.4, 9.406896551724138)","(51.0, 70.0, 68.18181818181819)","(19.0, 21.0, 20.21212121212121)","(21.0, 30.0, 27.72222222222222)","(10.0, 14.0, 13.706521739130435)"
08-12-2022 14:04:05.617328,"(21.0, 34.0, 33.57142857142857)","(71.0, 100.0, 97.0)","(101.0, 160.0, 152.5)","(26.0, 32.0, 29.181818181818183)","(4.8, 5.7, 5.6905579399141635)","(2.05, 2.4, 2.3547945205479452)","(31.0, 42.0, 40.388888888888886)","(7.5, 9.8, 9.647826086956522)","(51.0, 70.0, 68.0)","(19.0, 21.0, 19.692307692307693)","(21.0, 30.0, 28.136363636363637)","(10.0, 13.0, 12.86111111111111)"
08-12-2022 14:04:07.470020,"(21.0, 34.0, 33.27272727272727)","(71.0, 100.0, 101.66666666666667)","(101.0, 160.0, 155.0)","(26.0, 30.0, 29.205882352941178)","(4.8, 5.7, 5.684864864864865)","(2.05, 2.38, 2.345423728813559)","(31.0, 42.0, 39.583333333333336)","(8.0, 9.8, 9.444444444444445)","(51.0, 70.0, 63.125)","(19.0, 21.0, 20.146341463414632)","(21.0, 30.0, 28.105263157894736)","(10.0, 13.0, 12.941176470588236)"
08-12-2022 14:04:09.157486,"(21.0, 34.0, 31.162790697674417)","(71.0, 110.0, 94.0)","(101.0, 170.0, 152.5)","(26.0, 30.0, 27.11842105263158)","(4.8, 5.7, 5.692222222222222)","(2.05, 2.4, 2.3486486486486484)","(31.0, 42.0, 38.484848484848484)","(8.0, 9.8, 9.486956521739131)","(51.0, 65.0, 61.8421052631579)","(19.0, 21.0, 19.653846153846153)","(21.0, 30.0, 28.086206896551722)","(10.0, 13.0, 12.944444444444445)"
08-12-2022 14:04:10.962239,"(21.0, 32.0, 31.027027027027028)","(71.0, 100.0, 97.5)","(101.0, 160.0, 156.36363636363637)","(26.0, 28.0, 27.014705882352942)","(4.8, 5.7, 5.69294710327456)","(2.1, 2.38, 2.3509090909090906)","(31.0, 42.0, 39.1)","(7.5, 9.8, 9.005194805194805)","(51.0, 65.0, 63.333333333333336)","(19.0, 21.0, 19.928571428571427)","(21.0, 30.0, 28.62962962962963)","(10.0, 13.0, 12.96774193548387)"
08-12-2022 14:04:12.844375,"(21.0, 32.0, 31.03448275862069)","(71.0, 110.0, 95.0)","(101.0, 170.0, 153.33333333333334)","(26.0, 28.0, 26.071428571428573)","(4.8, 5.7, 5.696083550913838)","(2.1, 2.38, 2.381132075471698)","(31.0, 42.0, 38.785714285714285)","(7.5, 9.2, 9.036363636363637)","(41.0, 65.0, 63.333333333333336)","(18.0, 21.0, 19.977272727272727)","(21.0, 30.0, 28.72340425531915)","(10.0, 13.0, 12.96875)"
08-12-2022 14:04:14.638213,"(21.0, 32.0, 31.03448275862069)","(71.0, 100.0, 97.5)","(101.0, 160.0, 152.5)","(21.0, 27.0, 25.227272727272727)","(4.8, 5.7, 5.65945945945946)","(2.1, 2.4, 2.3655172413793104)","(31.0, 42.0, 38.785714285714285)","(7.5, 9.2, 9.107462686567164)","(41.0, 65.0, 62.5)","(19.0, 21.0, 20.137931034482758)","(21.0, 30.0, 28.8)","(10.0, 14.5, 13.525)"
08-12-2022 14:04:16.402637,"(21.0, 32.0, 31.03448275862069)","(71.0, 100.0, 100.76923076923077)","(101.0, 160.0, 147.14285714285714)","(21.0, 27.0, 25.022556390977442)","(4.8, 5.7, 5.667032967032967)","(2.1, 2.4, 2.3705084745762712)","(31.0, 42.0, 38.5945945945946)","(7.5, 9.2, 9.134736842105262)","(41.0, 70.0, 62.5)","(19.0, 21.0, 19.660714285714285)","(21.0, 30.0, 28.775510204081634)","(10.0, 14.5, 13.130434782608695)"
08-12-2022 14:04:18.054100,"(21.0, 32.0, 33.75)","(71.0, 110.0, 97.27272727272727)","(101.0, 160.0, 145.0)","(21.0, 26.0, 24.9171974522293)","(5.0, 5.7, 5.559595959595959)","(2.1, 2.38, 2.3724324324324324)","(31.0, 42.0, 38.888888888888886)","(7.5, 9.2, 9.02)","(51.0, 70.0, 63.75)","(18.0, 21.0, 19.986486486486488)","(21.0, 30.0, 28.867924528301888)","(10.0, 14.5, 13.45)"
08-12-2022 14:04:19.679067,"(21.0, 34.0, 33.81818181818182)","(71.0, 100.0, 101.42857142857143)","(101.0, 160.0, 145.0)","(21.0, 26.0, 24.9171974522293)","(5.0, 5.6, 5.5442857142857145)","(2.1, 2.38, 2.3619607843137254)","(31.0, 42.0, 38.34782608695652)","(7.5, 9.2, 9.37948717948718)","(51.0, 70.0, 64.64285714285714)","(18.0, 21.0, 19.986486486486488)","(21.0, 30.0, 28.696969696969695)","(10.0, 14.5, 13.254716981132075)"
08-12-2022 14:04:21.376885,"(21.0, 34.0, 31.166666666666668)","(71.0, 110.0, 97.27272727272727)","(101.0, 160.0, 119.6)","(21.0, 26.0, 24.9171974522293)","(5.0, 5.6, 5.55)","(2.1, 2.38, 2.3641379310344828)","(31.0, 42.0, 38.333333333333336)","(7.5, 9.4, 9.391752577319588)","(51.0, 70.0, 61.666666666666664)","(18.0, 21.0, 19.660714285714285)","(21.0, 30.0, 28.735294117647058)","(10.0, 14.0, 13.428571428571429)"
08-12-2022 14:04:23.056527,"(21.0, 34.0, 30.6)","(71.0, 100.0, 98.46153846153847)","(101.0, 120.0, 119.33333333333333)","(21.0, 26.0, 25.469565217391306)","(4.8, 5.6, 5.494318181818182)","(2.1, 2.38, 2.3895652173913042)","(31.0, 42.0, 38.333333333333336)","(7.5, 9.4, 9.534374999999999)","(51.0, 70.0, 61.666666666666664)","(18.0, 21.0, 19.473684210526315)","(21.0, 30.0, 28.753623188405797)","(10.0, 14.0, 13.428571428571429)"
08-12-2022 14:04:24.705243,"(21.0, 34.0, 28.88888888888889)","(71.0, 110.0, 95.0)","(101.0, 120.0, 119.375)","(21.0, 26.0, 25.773809523809526)","(4.8, 5.5, 5.526717557251908)","(2.1, 2.4, 2.4319354838709675)","(31.0, 42.0, 40.54838709677419)","(7.5, 9.6, 9.38165137614679)","(51.0, 70.0, 61.666666666666664)","(18.0, 19.5, 19.4)","(21.0, 30.0, 29.38095238095238)","(10.0, 14.0, 13.294117647058824)"
08-12-2022 14:04:26.445314,"(21.0, 32.0, 28.88888888888889)","(71.0, 100.0, 98.46153846153847)","(101.0, 120.0, 126.84210526315789)","(21.0, 26.0, 25.670212765957448)","(4.8, 5.6, 5.533333333333333)","(2.1, 2.44, 2.457557251908397)","(31.0, 42.0, 40.48571428571429)","(7.5, 9.4, 9.390384615384615)","(51.0, 70.0, 61.666666666666664)","(18.0, 19.5, 20.352112676056336)","(21.0, 30.0, 29.4)","(10.0, 14.0, 13.25)"
08-12-2022 14:04:28.173692,"(21.0, 32.0, 27.88888888888889)","(71.0, 110.0, 87.14285714285714)","(101.0, 130.0, 131.42857142857144)","(21.0, 26.0, 26.956521739130434)","(4.8, 5.6, 5.521311475409836)","(2.1, 2.48, 2.385576923076923)","(31.0, 42.0, 40.52777777777778)","(7.5, 9.4, 9.571134020618556)","(51.0, 70.0, 60.625)","(18.0, 21.0, 20.151515151515152)","(21.0, 30.0, 28.692307692307693)","(10.0, 14.0, 12.970588235294118)"
08-12-2022 14:04:29.921125,"(21.0, 28.0, 27.869565217391305)","(71.0, 95.0, 87.14285714285714)","(101.0, 140.0, 135.0)","(21.0, 28.0, 30.90909090909091)","(4.8, 5.6, 5.493333333333333)","(2.1, 2.5, 2.4761290322580645)","(31.0, 42.0, 38.95774647887324)","(7.5, 9.6, 9.569565217391304)","(51.0, 70.0, 63.529411764705884)","(18.0, 21.0, 20.24590163934426)","(21.0, 30.0, 28.210526315789473)","(10.0, 13.0, 12.970588235294118)"
08-12-2022 14:04:31.597928,"(21.0, 28.0, 27.869565217391305)","(71.0, 95.0, 87.66666666666667)","(101.0, 140.0, 131.8181818181818)","(21.0, 32.0, 29.5)","(4.8, 5.5, 5.493333333333333)","(2.1, 2.48, 2.356707818930041)","(31.0, 42.0, 38.95774647887324)","(7.5, 9.6, 9.472727272727273)","(51.0, 70.0, 57.5)","(18.0, 21.0, 19.782608695652172)","(21.0, 30.0, 27.88)","(10.0, 13.0, 13.72972972972973)"
08-12-2022 14:04:33.300768,"(21.0, 32.0, 27.4)","(71.0, 95.0, 87.66666666666667)","(101.0, 140.0, 135.26315789473685)","(21.0, 30.0, 30.5)","(4.8, 5.5, 5.495238095238095)","(2.1, 2.36, 2.348488372093023)","(31.0, 42.0, 39.442622950819676)","(7.5, 9.6, 9.259259259259258)","(51.0, 65.0, 57.5)","(18.0, 21.0, 20.833333333333332)","(21.0, 30.0, 27.467532467532468)","(10.0, 14.0, 15.040983606557377)"
08-12-2022 14:04:34.964969,"(21.0, 29.0, 27.70967741935484)","(71.0, 95.0, 88.52941176470588)","(101.0, 140.0, 132.5)","(21.0, 32.0, 31.636363636363637)","(4.8, 5.5, 5.493548387096774)","(2.1, 2.36, 2.3510160427807487)","(31.0, 40.0, 40.27272727272727)","(7.5, 9.6, 9.094285714285714)","(51.0, 65.0, 57.5)","(18.0, 21.0, 19.96875)","(21.0, 30.0, 27.516129032258064)","(10.0, 16.0, 14.916666666666666)"
08-12-2022 14:04:36.674590,"(21.0, 29.0, 27.70967741935484)","(71.0, 95.0, 90.92592592592592)","(101.0, 140.0, 135.71428571428572)","(21.0, 32.0, 31.894736842105264)","(4.8, 5.5, 5.490909090909091)","(2.1, 2.36, 2.3421153846153846)","(31.0, 42.0, 40.32142857142857)","(7.5, 9.6, 9.038095238095238)","(51.0, 65.0, 57.5)","(18.0, 21.0, 20.775510204081634)","(21.0, 30.0, 27.61855670103093)","(10.0, 16.0, 14.871794871794872)"
08-12-2022 14:04:38.767312,"(21.0, 29.0, 24.5)","(71.0, 95.0, 89.6875)","(101.0, 140.0, 136.66666666666666)","(21.0, 34.0, 31.333333333333332)","(4.8, 5.5, 5.489473684210527)","(2.1, 2.36, 2.3945454545454545)","(31.0, 42.0, 40.032)","(7.5, 9.6, 9.257142857142858)","(51.0, 65.0, 64.34615384615384)","(18.0, 21.0, 20.3953488372093)","(21.0, 30.0, 27.61855670103093)","(10.0, 15.0, 14.853658536585366)"
08-12-2022 14:04:40.717043,"(21.0, 27.0, 26.103448275862068)","(71.0, 95.0, 89.84848484848484)","(101.0, 140.0, 159.58333333333334)","(21.0, 34.0, 29.75)","(4.8, 5.5, 5.466666666666667)","(2.1, 2.46, 2.4074285714285715)","(31.0, 42.0, 40.04761904761905)","(7.5, 9.4, 9.333333333333334)","(51.0, 65.0, 53.75)","(18.0, 21.0, 20.358024691358025)","(21.0, 30.0, 27.743119266055047)","(10.0, 14.5, 14.083333333333334)"
08-12-2022 14:04:42.593097,"(21.0, 27.0, 23.75)","(71.0, 95.0, 92.4074074074074)","(101.0, 160.0, 158.8235294117647)","(21.0, 30.0, 31.57142857142857)","(4.8, 5.5, 5.434883720930233)","(2.1, 2.44, 2.3307692307692305)","(31.0, 42.0, 40.21138211382114)","(7.5, 9.4, 9.314285714285713)","(51.0, 55.0, 61.0)","(18.0, 21.0, 17.166666666666668)","(21.0, 30.0, 28.337349397590362)","(11.0, 14.5, 13.666666666666666)"
08-12-2022 14:04:44.538944,"(21.0, 27.0, 24.516129032258064)","(71.0, 95.0, 91.81818181818181)","(101.0, 160.0, 152.0)","(21.0, 34.0, 30.761904761904763)","(4.8, 5.5, 5.48876404494382)","(2.1, 2.34, 2.3548936170212764)","(31.0, 42.0, 40.05)","(7.5, 9.6, 9.584615384615384)","(51.0, 60.0, 59.26829268292683)","(18.0, 19.0, 18.612903225806452)","(21.0, 30.0, 29.11392405063291)","(10.0, 14.5, 14.166666666666666)"
08-12-2022 14:04:46.356156,"(21.0, 26.0, 24.272727272727273)","(71.0, 95.0, 91.81818181818181)","(101.0, 160.0, 152.0)","(21.0, 34.0, 29.875)","(4.8, 5.5, 5.526666666666666)","(2.1, 2.36, 2.348735632183908)","(31.0, 42.0, 40.016806722689076)","(7.5, 9.6, 9.434782608695652)","(51.0, 60.0, 59.361702127659576)","(18.0, 19.0, 18.75)","(21.0, 30.0, 29.056603773584907)","(10.0, 14.5, 14.114754098360656)"
