,Blue Scotch Boy,Juke Box Blues,Graceland Boy,Sore Loser,Lachlans Miss,Mepunga Roz,Brutal Power
11-01-2023 11:08:29.481053,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 3.884615384615384)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:30.495723,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.171428571428571)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:31.474064,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.1909090909090905)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:32.439422,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.416326530612245)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:33.437110,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.416326530612245)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:34.436840,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.416326530612245)","(6.5, 16.5, 9.755)","(71.0, 470.0, 272.5)","(7.0, 13.0, 9.657142857142858)","(8.0, 15.0, 10.208333333333334)","(3.1, 4.5, 4.41875)"
11-01-2023 11:08:35.573414,"(4.6, 7.4, 5.794444444444444)","(2.8, 4.6, 4.2727272727272725)","(6.5, 16.5, 10.879166666666666)","(71.0, 470.0, 391.0)","(7.0, 13.0, 10.536842105263158)","(8.0, 15.0, 11.125)","(3.1, 4.5, 4.292)"
11-01-2023 11:08:36.650606,"(4.6, 7.2, 5.95)","(2.8, 4.6, 4.437777777777778)","(6.5, 16.5, 12.148387096774194)","(71.0, 470.0, 404.16666666666663)","(7.0, 13.0, 11.266666666666667)","(8.0, 14.5, 12.0)","(3.1, 4.5, 4.292)"
11-01-2023 11:08:37.666709,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.5, 12.148387096774194)","(71.0, 470.0, 404.16666666666663)","(7.0, 13.0, 11.952941176470588)","(8.0, 14.0, 12.0)","(3.1, 4.5, 4.292)"
11-01-2023 11:08:38.676755,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.5, 12.148387096774194)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.952941176470588)","(8.0, 14.0, 12.0)","(3.1, 4.5, 4.208)"
11-01-2023 11:08:39.672471,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.5, 12.148387096774194)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.4)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:40.657263,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.4)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:41.599609,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.4)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:42.616283,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:43.552085,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:44.495592,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:45.474221,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:46.454244,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.2)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:47.651877,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.33125)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:48.740648,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.3375)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:49.742426,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.347058823529412)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:50.765303,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.4365853658536585)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:51.797673,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.4365853658536585)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:52.953464,"(4.6, 7.2, 5.79375)","(2.8, 4.5, 4.222222222222222)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.16)","(3.1, 4.4, 4.2153846153846155)"
11-01-2023 11:08:53.948767,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.5, 4.222222222222222)","(6.5, 16.0, 15.492307692307692)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 14.0, 10.7)","(3.1, 4.4, 4.141836734693878)"
11-01-2023 11:08:54.945264,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.5, 3.875)","(6.5, 15.5, 14.28)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.5, 10.7)","(3.1, 4.4, 3.727777777777778)"
11-01-2023 11:08:55.866225,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.5, 3.875)","(6.5, 15.5, 14.28)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.5, 10.12962962962963)","(3.1, 4.4, 4.175)"
11-01-2023 11:08:56.985129,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.5, 3.875)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.5, 10.12962962962963)","(3.1, 4.3, 4.175)"
11-01-2023 11:08:58.047206,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.5, 3.875)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.5, 10.375)","(3.1, 4.3, 4.175)"
11-01-2023 11:08:59.148651,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.375)","(3.1, 4.3, 4.175)"
11-01-2023 11:09:00.218980,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.375)","(3.1, 4.3, 4.175)"
11-01-2023 11:09:01.263609,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 4.175)"
11-01-2023 11:09:02.393362,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 4.175)"
11-01-2023 11:09:03.517521,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 4.175)"
11-01-2023 11:09:04.580237,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 4.1625)"
11-01-2023 11:09:05.678030,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 4.1625)"
11-01-2023 11:09:06.719574,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 4.1625)"
11-01-2023 11:09:08.551379,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 4.1625)"
11-01-2023 11:09:09.625259,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 3.68125)"
11-01-2023 11:09:10.722402,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 3.68125)"
11-01-2023 11:09:11.812374,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.10344827586207)","(3.1, 4.3, 3.4000000000000004)"
11-01-2023 11:09:12.832113,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:13.790917,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.6875)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:14.747156,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:15.635238,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:16.705844,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:17.767576,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:18.794000,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:19.878906,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:20.888756,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:21.897117,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9208333333333334)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:22.804043,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:23.801855,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:24.759539,"(4.6, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.1, 4.2, 3.961904761904762)"
11-01-2023 11:09:25.828183,"(4.8, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 3.961904761904762)"
11-01-2023 11:09:26.996891,"(4.8, 7.2, 5.788235294117647)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 3.961904761904762)"
11-01-2023 11:09:28.101454,"(4.8, 7.2, 6.526315789473684)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 3.95)"
11-01-2023 11:09:29.175018,"(4.8, 7.2, 6.526315789473684)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 3.95)"
11-01-2023 11:09:30.222074,"(4.8, 7.2, 6.526315789473684)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 3.7555555555555555)"
11-01-2023 11:09:31.323168,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 3.7555555555555555)"
11-01-2023 11:09:32.336098,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 3.4542372881355936)"
11-01-2023 11:09:33.318761,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.2, 4.043749999999999)"
11-01-2023 11:09:34.272533,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:35.197798,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:36.164179,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:37.195744,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.069230769230769)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:38.210758,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:39.283943,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:40.304171,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:41.372471,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:42.444380,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 391.0)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:43.485167,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.142857142857142)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:44.500630,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:45.513941,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 470.0, 404.16666666666663)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:46.468595,"(4.8, 7.2, 6.666666666666666)","(2.8, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 460.0, 288.8888888888889)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.78695652173913)"
11-01-2023 11:09:47.481544,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 460.0, 288.8888888888889)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.6655172413793102)"
11-01-2023 11:09:48.450303,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 460.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.6655172413793102)"
11-01-2023 11:09:49.573037,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.6655172413793102)"
11-01-2023 11:09:50.573853,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:51.679304,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:52.749206,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 262.5)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:53.768270,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 262.5)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:54.818800,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 262.5)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:55.854083,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 262.5)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:56.781008,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 262.5)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:57.730168,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 262.5)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4368421052631577)"
11-01-2023 11:09:58.716258,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:09:59.687258,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.9892857142857148)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:00.648865,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:01.620512,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 450.0, 342.85714285714283)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
11-01-2023 11:10:02.613916,"(4.8, 7.2, 6.666666666666666)","(2.9, 4.4, 3.7675)","(6.5, 15.5, 11.511538461538462)","(71.0, 440.0, 379.1666666666667)","(7.0, 12.5, 11.012)","(8.0, 13.0, 10.333333333333334)","(3.2, 4.1, 3.4482758620689657)"
