,Le Heros,Hail To The Chief,Du Maurier,Valley Of Dreams,Torbreck
07-12-2022 14:05:31.546934,"(3.2, 3.7, 3.669)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9475862068965517)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:32.443674,"(3.2, 3.7, 3.6675925925925927)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:33.300353,"(3.2, 3.7, 3.669387755102041)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:34.215426,"(3.2, 3.7, 3.671111111111111)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:35.126534,"(3.2, 3.7, 3.671111111111111)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:35.961653,"(3.2, 3.7, 3.671111111111111)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:36.891536,"(3.2, 3.7, 3.671111111111111)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:37.849625,"(3.2, 3.7, 3.671111111111111)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:38.725637,"(3.2, 3.7, 3.671111111111111)","(7.0, 11.5, 10.724489795918368)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9481395348837207)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:39.664862,"(3.2, 3.7, 3.671111111111111)","(7.0, 11.5, 10.724489795918368)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.930153846153846)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:40.573905,"(3.2, 3.7, 3.676)","(7.0, 11.5, 10.724489795918368)","(7.0, 8.6, 8.1125)","(2.6, 2.94, 2.930153846153846)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:41.453833,"(3.2, 3.7, 3.676)","(7.0, 11.5, 10.724489795918368)","(7.0, 8.6, 8.1125)","(2.6, 2.94, 2.930153846153846)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:42.375288,"(3.2, 3.7, 3.676)","(7.0, 11.5, 10.724489795918368)","(7.0, 8.6, 8.1125)","(2.6, 2.94, 2.930153846153846)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:43.219149,"(3.2, 3.7, 3.676)","(7.0, 11.5, 10.724489795918368)","(7.0, 8.6, 8.1125)","(2.5, 2.94, 2.930153846153846)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:44.171213,"(3.2, 3.7, 3.6689655172413795)","(7.0, 11.5, 10.724489795918368)","(7.0, 8.6, 8.1125)","(2.5, 2.92, 2.913809523809524)","(5.0, 5.9, 5.775)"
07-12-2022 14:05:45.122626,"(3.2, 3.65, 3.6232620320855613)","(7.0, 11.5, 10.783018867924529)","(7.0, 8.6, 8.228571428571428)","(2.5, 2.92, 2.913809523809524)","(5.0, 5.9, 5.775)"
07-12-2022 14:05:46.015595,"(3.2, 3.65, 3.6232620320855613)","(7.0, 11.5, 10.783018867924529)","(7.0, 8.6, 8.141176470588235)","(2.5, 2.92, 2.913809523809524)","(5.0, 5.9, 5.775)"
07-12-2022 14:05:46.933342,"(3.2, 3.65, 3.6232620320855613)","(7.0, 11.5, 10.76923076923077)","(7.0, 8.6, 8.2)","(2.5, 2.92, 2.913809523809524)","(5.0, 5.9, 5.775)"
07-12-2022 14:05:47.851735,"(3.2, 3.6, 3.5863095238095237)","(7.0, 11.5, 10.821428571428571)","(7.0, 8.6, 8.488888888888889)","(2.5, 2.92, 2.915185185185185)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:48.750630,"(3.2, 3.6, 3.5844594594594597)","(7.0, 11.5, 11.036585365853659)","(7.0, 8.8, 8.471111111111112)","(2.5, 2.92, 2.915185185185185)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:49.745719,"(3.2, 3.6, 3.5761194029850745)","(7.0, 11.5, 11.036585365853659)","(7.0, 8.8, 8.471111111111112)","(2.5, 2.92, 2.938139534883721)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:50.704931,"(3.2, 3.6, 3.5609756097560976)","(7.0, 11.5, 11.036585365853659)","(7.0, 8.8, 8.471111111111112)","(2.5, 2.94, 2.9348936170212765)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:51.600403,"(3.2, 3.55, 3.540721649484536)","(7.0, 11.5, 11.036585365853659)","(7.0, 8.8, 8.471111111111112)","(2.5, 2.94, 2.9348936170212765)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:52.508998,"(3.2, 3.55, 3.548765432098765)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.476190476190476)","(2.5, 2.94, 2.9348936170212765)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:53.374789,"(3.2, 3.55, 3.548765432098765)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.476190476190476)","(2.5, 2.94, 2.9348936170212765)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:54.313597,"(3.2, 3.55, 3.548765432098765)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.476190476190476)","(2.5, 2.94, 2.930943396226415)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:55.237691,"(3.2, 3.6, 3.571171171171171)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.476190476190476)","(2.5, 2.94, 2.930943396226415)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:56.050709,"(3.2, 3.6, 3.571171171171171)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.476190476190476)","(2.5, 2.94, 2.9215384615384616)","(5.0, 5.9, 5.822222222222222)"
07-12-2022 14:05:56.995594,"(3.2, 3.6, 3.571171171171171)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.476190476190476)","(2.5, 2.98, 2.921578947368421)","(5.0, 5.9, 5.8125)"
07-12-2022 14:05:57.939168,"(3.2, 3.6, 3.5766666666666667)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.476190476190476)","(2.5, 2.98, 2.962153846153846)","(5.0, 5.9, 5.828571428571428)"
07-12-2022 14:05:58.789104,"(3.2, 3.55, 3.5416666666666665)","(7.0, 11.5, 11.039473684210526)","(7.0, 8.8, 8.518518518518519)","(2.5, 2.98, 2.9704918032786884)","(5.0, 5.9, 5.828571428571428)"
07-12-2022 14:05:59.734939,"(3.2, 3.55, 3.5416666666666665)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.8, 8.600000000000001)","(2.5, 2.98, 2.973157894736842)","(5.0, 5.9, 5.803846153846154)"
07-12-2022 14:06:00.680935,"(3.2, 3.6, 3.5771428571428574)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.523076923076923)","(2.5, 2.98, 2.973157894736842)","(5.0, 5.9, 5.783333333333333)"
07-12-2022 14:06:01.595873,"(3.2, 3.6, 3.580487804878049)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.8, 8.613333333333333)","(2.5, 2.98, 2.973157894736842)","(5.0, 5.8, 5.783333333333333)"
07-12-2022 14:06:02.559406,"(3.2, 3.6, 3.5794117647058825)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.8, 8.613333333333333)","(2.5, 2.98, 2.9793333333333334)","(5.0, 5.8, 5.781632653061225)"
07-12-2022 14:06:03.422940,"(3.2, 3.6, 3.592079207920792)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.410884353741498)","(2.5, 2.98, 2.9793333333333334)","(5.0, 5.9, 5.781632653061225)"
07-12-2022 14:06:04.340692,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.5, 10.944444444444445)","(7.0, 8.6, 8.303030303030303)","(2.5, 2.98, 3.0443589743589743)","(5.0, 5.9, 5.773684210526316)"
07-12-2022 14:06:05.278903,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.0, 10.944444444444445)","(7.0, 8.4, 8.313513513513513)","(2.5, 3.05, 3.0455263157894734)","(5.0, 5.8, 5.773684210526316)"
07-12-2022 14:06:06.203939,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.0, 10.944444444444445)","(7.0, 8.4, 8.289655172413793)","(2.5, 3.05, 3.0462566844919783)","(5.0, 5.8, 5.773684210526316)"
07-12-2022 14:06:07.167834,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.0, 10.944444444444445)","(7.0, 8.4, 8.289655172413793)","(2.5, 3.05, 3.0462566844919783)","(5.0, 5.8, 5.773684210526316)"
07-12-2022 14:06:08.110204,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.0, 10.944444444444445)","(7.0, 8.4, 8.289655172413793)","(2.5, 3.05, 3.043467336683417)","(5.0, 5.8, 5.773684210526316)"
07-12-2022 14:06:08.940520,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.0, 10.944444444444445)","(7.0, 8.2, 8.182608695652172)","(2.5, 3.05, 3.043467336683417)","(5.0, 5.8, 5.773684210526316)"
07-12-2022 14:06:09.887592,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.0, 10.944444444444445)","(7.0, 8.2, 8.182608695652172)","(2.5, 3.05, 3.0467567567567566)","(5.0, 5.8, 5.773684210526316)"
07-12-2022 14:06:10.833103,"(3.2, 3.6, 3.5965437788018435)","(7.0, 11.0, 10.944444444444445)","(7.0, 8.2, 8.182608695652172)","(2.5, 3.05, 2.942178988326848)","(5.0, 5.8, 5.825)"
07-12-2022 14:06:11.747637,"(3.2, 3.5, 3.477547770700637)","(7.0, 11.5, 11.134615384615385)","(7.0, 8.4, 8.353846153846154)","(2.5, 2.96, 2.9858333333333333)","(5.0, 5.9, 5.817241379310345)"
07-12-2022 14:06:12.594876,"(3.2, 3.5, 3.4724637681159423)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.218064516129031)","(2.5, 3.05, 2.9975)","(5.0, 5.9, 5.817241379310345)"
07-12-2022 14:06:13.441844,"(3.2, 3.5, 3.4724637681159423)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.218064516129031)","(2.5, 3.05, 3.0057894736842106)","(5.0, 5.9, 5.817241379310345)"
07-12-2022 14:06:14.354424,"(3.2, 3.5, 3.4724637681159423)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.266666666666667)","(2.5, 3.05, 3.0483240223463683)","(5.0, 5.9, 5.80952380952381)"
07-12-2022 14:06:15.297866,"(3.2, 3.5, 3.47088122605364)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.266666666666667)","(2.5, 3.05, 3.0487562189054724)","(5.0, 5.9, 5.80952380952381)"
07-12-2022 14:06:16.237425,"(3.2, 3.5, 3.47088122605364)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.266666666666667)","(2.5, 3.05, 3.0460093896713616)","(5.0, 5.9, 5.80952380952381)"
07-12-2022 14:06:17.167449,"(3.2, 3.5, 3.46984126984127)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.22857142857143)","(2.5, 3.1, 3.057564575645756)","(5.0, 5.9, 5.805555555555556)"
07-12-2022 14:06:18.049074,"(3.2, 3.5, 3.474242424242424)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.22857142857143)","(2.5, 3.1, 3.057564575645756)","(5.0, 5.9, 5.805555555555556)"
07-12-2022 14:06:19.001545,"(3.2, 3.5, 3.474242424242424)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.22857142857143)","(2.5, 3.1, 3.0955555555555554)","(5.0, 5.9, 5.785365853658536)"
07-12-2022 14:06:19.912423,"(3.2, 3.5, 3.471186440677966)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.22857142857143)","(2.5, 3.1, 3.1219298245614033)","(5.0, 5.8, 5.785365853658536)"
07-12-2022 14:06:20.858284,"(3.2, 3.4, 3.3856435643564358)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.225316455696202)","(2.5, 3.15, 3.136111111111111)","(5.0, 5.8, 5.8014492753623195)"
07-12-2022 14:06:21.764322,"(3.2, 3.35, 3.3372881355932202)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.316666666666666)","(2.5, 3.15, 3.145192307692308)","(5.0, 5.9, 5.8014492753623195)"
07-12-2022 14:06:22.644026,"(3.2, 3.35, 3.3372881355932202)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.316666666666666)","(2.5, 3.15, 3.145192307692308)","(5.0, 5.9, 5.8014492753623195)"
07-12-2022 14:06:23.458780,"(3.2, 3.35, 3.3372881355932202)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.36551724137931)","(2.5, 3.2, 3.16046511627907)","(5.0, 5.9, 5.8014492753623195)"
07-12-2022 14:06:24.322226,"(3.2, 3.35, 3.3351485148514852)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.36551724137931)","(2.5, 3.2, 3.159782608695652)","(5.0, 5.9, 5.8014492753623195)"
07-12-2022 14:06:25.297468,"(3.2, 3.35, 3.3351485148514852)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.36551724137931)","(2.5, 3.2, 3.159782608695652)","(5.0, 5.9, 5.8014492753623195)"
07-12-2022 14:06:26.171785,"(3.2, 3.35, 3.3351485148514852)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.36551724137931)","(2.5, 3.2, 3.159782608695652)","(5.0, 5.9, 5.8014492753623195)"
07-12-2022 14:06:27.086697,"(3.2, 3.35, 3.330769230769231)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.36551724137931)","(2.5, 3.2, 3.159782608695652)","(5.0, 5.9, 5.8014492753623195)"
07-12-2022 14:06:28.022512,"(3.2, 3.35, 3.318085106382979)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.4, 8.36551724137931)","(2.5, 3.2, 3.1655172413793102)","(5.0, 5.9, 5.817073170731708)"
07-12-2022 14:06:28.931880,"(3.2, 3.3, 3.2918316831683168)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.297959183673468)","(2.5, 3.2, 3.162962962962963)","(5.0, 5.9, 5.817073170731708)"
07-12-2022 14:06:29.894067,"(3.2, 3.3, 3.2918316831683168)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.297959183673468)","(2.5, 3.2, 3.162962962962963)","(5.0, 5.9, 5.817073170731708)"
07-12-2022 14:06:30.821331,"(3.2, 3.3, 3.2918316831683168)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.297959183673468)","(2.5, 3.2, 3.1675)","(5.0, 5.9, 5.819444444444445)"
07-12-2022 14:06:31.735349,"(3.2, 3.3, 3.2468354430379747)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.297959183673468)","(2.5, 3.2, 3.1705882352941175)","(5.0, 5.9, 5.815555555555555)"
07-12-2022 14:06:32.697169,"(3.2, 3.3, 3.2888888888888888)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.297959183673468)","(2.5, 3.2, 3.181132075471698)","(5.0, 5.9, 5.773333333333333)"
07-12-2022 14:06:33.663854,"(3.2, 3.3, 3.280851063829787)","(7.0, 11.5, 10.90677966101695)","(7.0, 8.6, 8.297959183673468)","(2.5, 3.2, 3.1824561403508773)","(5.0, 5.9, 5.793506493506494)"
07-12-2022 14:06:34.547714,"(3.2, 3.3, 3.291935483870968)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.6, 8.297959183673468)","(2.5, 3.2, 3.1827586206896554)","(5.0, 5.9, 5.7775)"
07-12-2022 14:06:35.583831,"(3.2, 3.35, 3.3137931034482757)","(7.0, 11.5, 10.954545454545455)","(7.0, 8.4, 8.35483870967742)","(2.5, 3.3, 3.213888888888889)","(5.0, 5.8, 5.689285714285714)"
07-12-2022 14:06:36.596943,"(3.2, 3.35, 3.3178217821782177)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.345098039215687)","(2.5, 3.25, 3.213888888888889)","(5.0, 5.7, 5.688888888888889)"
07-12-2022 14:06:37.659639,"(3.2, 3.35, 3.3237012987012986)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.213888888888889)","(5.0, 5.7, 5.765714285714285)"
07-12-2022 14:06:38.726040,"(3.2, 3.35, 3.3138297872340425)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.213888888888889)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:39.738032,"(3.2, 3.35, 3.3138297872340425)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.213888888888889)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:40.698235,"(3.2, 3.35, 3.3125)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.213888888888889)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:41.603582,"(3.2, 3.35, 3.310220994475138)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.213888888888889)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:42.629224,"(3.2, 3.35, 3.310220994475138)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.227966101694915)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:43.632206,"(3.2, 3.35, 3.328048780487805)","(7.0, 11.5, 10.961538461538462)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.225925925925926)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:44.535489,"(3.2, 3.35, 3.328048780487805)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.225925925925926)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:45.494684,"(3.2, 3.35, 3.3363636363636364)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.224)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:46.418933,"(3.2, 3.35, 3.336153846153846)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.224)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:47.326730,"(3.2, 3.35, 3.335483870967742)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.224)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:06:48.307377,"(3.2, 3.35, 3.335)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.4, 8.35820895522388)","(2.5, 3.25, 3.1722222222222225)","(5.0, 5.8, 5.776923076923077)"
07-12-2022 14:06:49.207434,"(3.2, 3.3, 3.280536912751678)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.6, 8.301435406698564)","(2.5, 3.2, 3.1722222222222225)","(5.0, 5.8, 5.776923076923077)"
07-12-2022 14:06:50.012223,"(3.2, 3.3, 3.280536912751678)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.6, 8.316746411483253)","(2.5, 3.2, 3.173684210526316)","(5.0, 5.8, 5.776923076923077)"
07-12-2022 14:06:50.959878,"(3.2, 3.3, 3.2611587982832617)","(7.0, 11.5, 10.969135802469136)","(7.0, 8.6, 8.316746411483253)","(2.5, 3.2, 3.169387755102041)","(5.0, 5.8, 5.776923076923077)"
07-12-2022 14:06:51.885256,"(3.2, 3.3, 3.2611587982832617)","(7.0, 11.5, 10.9625)","(7.0, 8.6, 8.316746411483253)","(2.5, 3.2, 3.169387755102041)","(5.0, 5.8, 5.776923076923077)"
07-12-2022 14:06:52.768791,"(3.2, 3.3, 3.2611587982832617)","(7.0, 11.5, 10.948717948717949)","(7.0, 8.8, 8.693333333333333)","(2.5, 3.2, 3.1651162790697676)","(5.0, 5.8, 5.776923076923077)"
07-12-2022 14:06:53.708154,"(3.2, 3.3, 3.262093023255814)","(7.5, 11.5, 10.926829268292684)","(7.0, 8.8, 8.637500000000001)","(2.6, 3.3, 3.279268292682927)","(5.0, 5.8, 5.765432098765432)"
07-12-2022 14:06:54.542288,"(3.2, 3.3, 3.207777777777778)","(7.5, 11.5, 10.932098765432098)","(7.0, 8.8, 8.681481481481482)","(2.6, 3.3, 3.279268292682927)","(5.0, 5.8, 5.765432098765432)"
07-12-2022 14:06:55.458853,"(3.2, 3.25, 3.2401639344262296)","(7.5, 11.5, 10.932098765432098)","(7.0, 8.8, 8.645161290322582)","(2.6, 3.3, 3.275)","(5.0, 5.7, 5.658585858585859)"
07-12-2022 14:06:56.407553,"(3.2, 3.25, 3.2401639344262296)","(7.5, 11.5, 10.932098765432098)","(7.0, 8.8, 8.645161290322582)","(2.6, 3.3, 3.2785714285714285)","(5.0, 5.7, 5.665909090909091)"
07-12-2022 14:06:57.299692,"(3.2, 3.25, 3.2401639344262296)","(7.5, 11.5, 10.932098765432098)","(7.0, 8.8, 8.524137931034483)","(2.6, 3.3, 3.257142857142857)","(5.0, 5.7, 5.665909090909091)"
07-12-2022 14:06:58.254704,"(3.2, 3.25, 3.2411764705882353)","(7.5, 11.5, 10.948717948717949)","(7.0, 8.8, 8.524137931034483)","(2.6, 3.25, 3.2115384615384617)","(5.0, 5.7, 5.784782608695652)"
07-12-2022 14:06:59.206314,"(3.2, 3.25, 3.2308988764044946)","(7.5, 11.5, 10.969135802469136)","(7.0, 8.6, 8.493333333333334)","(2.6, 3.25, 3.219767441860465)","(5.0, 5.9, 5.742857142857143)"
07-12-2022 14:07:00.126089,"(3.2, 3.25, 3.2308988764044946)","(7.5, 11.5, 10.969135802469136)","(7.0, 8.8, 8.632558139534883)","(2.6, 3.25, 3.219767441860465)","(5.0, 5.8, 5.742857142857143)"
07-12-2022 14:07:01.102979,"(3.2, 3.25, 3.2308988764044946)","(7.5, 11.5, 10.988095238095237)","(7.0, 8.8, 8.675862068965518)","(2.6, 3.2, 3.171111111111111)","(5.0, 5.8, 5.756603773584906)"
07-12-2022 14:07:02.122050,"(3.2, 3.3, 3.2159493670886077)","(7.5, 11.5, 10.969135802469136)","(7.0, 8.8, 8.665671641791045)","(2.6, 3.2, 3.171111111111111)","(5.0, 5.9, 5.756603773584906)"
07-12-2022 14:07:03.159943,"(3.2, 3.3, 3.2159493670886077)","(7.5, 11.5, 10.969135802469136)","(7.0, 9.0, 8.666666666666666)","(2.6, 3.2, 3.171111111111111)","(5.0, 5.9, 5.756603773584906)"
07-12-2022 14:07:04.226893,"(3.2, 3.3, 3.2155555555555555)","(7.5, 11.5, 10.952380952380953)","(7.0, 9.0, 8.673333333333334)","(2.6, 3.2, 3.171111111111111)","(5.0, 5.9, 5.756603773584906)"
07-12-2022 14:07:05.167379,"(3.2, 3.3, 3.225)","(7.5, 11.5, 10.969135802469136)","(7.0, 8.8, 8.673333333333334)","(2.6, 3.2, 3.171111111111111)","(5.0, 5.9, 5.756603773584906)"
07-12-2022 14:07:06.112798,"(3.1, 3.25, 3.225560538116592)","(7.5, 11.5, 10.969135802469136)","(7.0, 8.8, 8.673333333333334)","(2.6, 3.2, 3.1889830508474577)","(5.0, 5.9, 5.756603773584906)"
07-12-2022 14:07:07.003888,"(3.1, 3.25, 3.225560538116592)","(7.5, 11.5, 10.969135802469136)","(7.0, 8.8, 8.673333333333334)","(2.6, 3.2, 3.1889830508474577)","(5.0, 5.9, 5.756603773584906)"
07-12-2022 14:07:07.914219,"(3.1, 3.25, 3.227196652719665)","(7.5, 11.5, 11.040816326530612)","(7.0, 8.8, 8.619047619047619)","(2.6, 3.2, 3.1775862068965517)","(5.0, 5.9, 5.816)"
07-12-2022 14:07:08.841686,"(3.1, 3.25, 3.227196652719665)","(7.5, 11.5, 11.044444444444444)","(7.0, 8.6, 8.541176470588235)","(2.6, 3.2, 3.1775862068965517)","(5.0, 5.9, 5.816)"
07-12-2022 14:07:09.807898,"(3.1, 3.25, 3.228153153153153)","(7.5, 11.5, 11.044444444444444)","(7.0, 8.6, 8.541176470588235)","(2.6, 3.2, 3.1775862068965517)","(5.0, 5.9, 5.817391304347826)"
07-12-2022 14:07:10.788025,"(3.1, 3.25, 3.228153153153153)","(7.5, 11.5, 11.09)","(7.0, 8.6, 8.541176470588235)","(2.6, 3.2, 3.193867924528302)","(5.0, 5.9, 5.837704918032787)"
07-12-2022 14:07:12.089021,"(3.1, 3.2, 3.212295081967213)","(7.5, 11.5, 11.09)","(7.0, 8.6, 8.479245283018868)","(2.6, 3.2, 3.2136363636363634)","(5.0, 5.9, 5.766666666666667)"
07-12-2022 14:07:13.011587,"(3.1, 3.25, 3.212295081967213)","(7.5, 11.5, 11.09)","(7.0, 8.6, 8.479245283018868)","(2.6, 3.25, 3.2136363636363634)","(5.0, 5.8, 5.768965517241379)"
07-12-2022 14:07:14.119983,"(3.1, 3.25, 3.220833333333333)","(7.5, 11.5, 11.09)","(7.0, 8.6, 8.479245283018868)","(2.6, 3.25, 3.1884615384615382)","(5.0, 5.9, 5.768965517241379)"
07-12-2022 14:07:15.203499,"(3.1, 3.25, 3.218518518518519)","(7.5, 11.5, 11.09)","(7.0, 8.6, 8.535483870967742)","(2.6, 3.25, 3.1707317073170733)","(5.0, 5.9, 5.768965517241379)"
07-12-2022 14:07:16.271828,"(3.1, 3.3, 3.2610714285714284)","(7.5, 11.5, 11.14655172413793)","(7.0, 8.6, 8.535483870967742)","(2.6, 3.2, 3.1707317073170733)","(5.0, 5.9, 5.748780487804878)"
07-12-2022 14:07:17.266995,"(3.1, 3.2, 3.1858208955223883)","(7.5, 11.5, 11.115384615384615)","(7.0, 8.8, 8.653333333333332)","(2.6, 3.25, 3.2013513513513514)","(5.0, 5.9, 5.824390243902439)"
07-12-2022 14:07:18.102692,"(3.1, 3.2, 3.1796875)","(7.5, 11.5, 11.115384615384615)","(7.0, 8.8, 8.653333333333332)","(2.6, 3.25, 3.2201754385964914)","(5.0, 5.9, 5.7784313725490195)"
07-12-2022 14:07:19.072046,"(3.1, 3.2, 3.1615853658536586)","(7.5, 11.5, 11.115384615384615)","(7.0, 8.8, 8.653333333333332)","(2.6, 3.25, 3.230769230769231)","(5.0, 5.9, 5.7784313725490195)"
07-12-2022 14:07:20.135481,"(3.1, 3.2, 3.1609826589595373)","(7.5, 11.5, 11.17741935483871)","(7.0, 8.8, 8.653333333333332)","(2.6, 3.25, 3.230769230769231)","(5.0, 5.9, 5.7784313725490195)"
07-12-2022 14:07:21.269057,"(3.1, 3.2, 3.163286713286713)","(7.5, 11.5, 11.228813559322035)","(7.0, 8.8, 8.781081081081082)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.83030303030303)"
