,Flat Biccy,Susieq Shannon,Its A Lottery,Selmun Place,Aquababe,Shandiin Beach,Ourplaceoryours
07-12-2022 20:43:21.347501,"(3.4, 5.4, 5.15)","(3.2, 3.8, 3.605555555555555)","(4.6, 5.7, 5.661538461538462)","(10.0, 20.0, 16.4)","(7.0, 13.0, 10.466666666666667)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:22.640368,"(3.4, 5.3, 4.652380952380953)","(3.2, 3.8, 3.5976190476190473)","(4.6, 5.7, 5.630434782608695)","(10.0, 19.5, 15.944444444444445)","(7.0, 12.5, 10.23125)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:23.837689,"(3.4, 5.2, 4.633333333333334)","(3.2, 3.8, 3.605555555555555)","(4.6, 5.7, 5.693548387096774)","(10.0, 19.5, 16.5)","(7.0, 12.5, 10.6)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:25.063168,"(3.4, 5.5, 5.3)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.699999999999999)","(10.0, 19.5, 16.5)","(7.0, 12.0, 10.158333333333333)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:26.291280,"(3.4, 5.4, 4.68)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.6022727272727275)","(10.0, 19.5, 16.5)","(7.0, 11.5, 11.2)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 54.57142857142857)"
07-12-2022 20:43:27.454660,"(3.4, 5.3, 4.957142857142857)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.536363636363636)","(10.0, 19.5, 16.5)","(7.0, 12.0, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:28.599538,"(3.4, 5.2, 4.9)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.659574468085106)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:29.758804,"(3.4, 5.1, 4.6625)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.665116279069768)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:30.939399,"(3.4, 5.1, 4.85)","(3.2, 3.8, 3.596)","(4.6, 5.8, 5.6022727272727275)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 54.57142857142857)"
07-12-2022 20:43:32.144236,"(3.4, 5.1, 4.85)","(3.2, 3.8, 3.596)","(4.6, 5.8, 5.78125)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 58.0)"
07-12-2022 20:43:33.356819,"(3.4, 5.1, 4.85)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.5, 5.536363636363636)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 58.0)"
07-12-2022 20:43:34.579318,"(3.4, 5.1, 4.85)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.525)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 58.0)"
07-12-2022 20:43:35.787547,"(3.4, 5.1, 4.85)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.59375)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.24)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 58.0)"
07-12-2022 20:43:36.879034,"(3.4, 5.1, 4.85)","(3.2, 3.8, 3.596)","(4.6, 5.8, 5.59375)","(10.0, 19.5, 16.5)","(7.0, 11.5, 10.7125)","(5.0, 7.4, 6.9)","(26.0, 70.0, 58.0)"
07-12-2022 20:43:38.013689,"(3.4, 5.3, 5.125)","(3.2, 3.8, 3.557142857142857)","(4.6, 5.8, 5.59375)","(10.0, 19.5, 16.2)","(7.0, 11.5, 10.7125)","(5.0, 7.4, 6.9)","(26.0, 70.0, 50.0)"
07-12-2022 20:43:39.187816,"(3.4, 5.2, 4.6899999999999995)","(3.2, 3.75, 3.5357142857142856)","(4.6, 5.8, 5.59375)","(10.0, 19.0, 16.375)","(7.0, 11.5, 10.7125)","(5.0, 7.4, 6.3375)","(26.0, 70.0, 58.0)"
07-12-2022 20:43:40.406845,"(3.4, 6.2, 5.4)","(3.2, 3.75, 3.5285714285714285)","(4.6, 5.8, 5.59375)","(10.0, 19.0, 16.375)","(7.0, 11.5, 10.7125)","(5.0, 7.4, 6.866666666666667)","(26.0, 70.0, 52.0)"
07-12-2022 20:43:41.621685,"(3.4, 5.2, 4.6899999999999995)","(3.2, 3.7, 3.5285714285714285)","(4.6, 5.8, 5.45625)","(10.0, 19.0, 17.6875)","(7.0, 11.5, 10.7875)","(5.0, 7.0, 6.7)","(26.0, 70.0, 52.0)"
07-12-2022 20:43:42.839197,"(3.4, 5.8, 5.6625)","(3.2, 3.8, 3.557142857142857)","(4.6, 5.8, 5.6454545454545455)","(10.0, 19.0, 17.6875)","(7.0, 11.5, 10.7875)","(5.0, 7.0, 6.7)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:44.067168,"(3.4, 5.8, 5.6625)","(3.2, 3.8, 3.557142857142857)","(4.6, 5.7, 5.633333333333334)","(10.0, 19.0, 17.6875)","(7.0, 11.5, 10.7125)","(5.0, 7.0, 6.8)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:45.176872,"(3.4, 5.6, 5.35)","(3.2, 3.8, 3.557142857142857)","(4.6, 5.7, 5.633333333333334)","(10.0, 19.0, 17.6875)","(7.0, 11.5, 10.7875)","(5.0, 7.0, 6.1875)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:46.303426,"(3.4, 6.2, 5.966666666666667)","(3.2, 3.8, 3.557142857142857)","(4.6, 5.6, 5.597674418604651)","(10.0, 19.0, 16.375)","(7.0, 11.5, 11.061538461538461)","(5.0, 7.0, 6.625)","(26.0, 70.0, 47.5)"
07-12-2022 20:43:47.460236,"(3.4, 6.0, 4.978571428571429)","(3.2, 3.8, 3.557142857142857)","(4.6, 5.8, 5.589361702127659)","(10.0, 19.0, 16.375)","(7.0, 11.5, 11.061538461538461)","(5.0, 7.0, 6.625)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:48.588366,"(3.4, 6.0, 4.973333333333334)","(3.2, 3.8, 3.557142857142857)","(4.6, 5.8, 5.6)","(10.0, 19.0, 17.666666666666668)","(7.0, 11.5, 10.7125)","(5.0, 7.0, 6.625)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:49.774674,"(3.4, 6.0, 4.973333333333334)","(3.2, 3.75, 3.5357142857142856)","(4.6, 5.7, 5.55)","(10.0, 19.0, 17.666666666666668)","(7.0, 11.5, 10.7125)","(5.0, 7.0, 6.625)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:51.070831,"(3.4, 6.0, 4.973333333333334)","(3.2, 3.75, 3.5285714285714285)","(4.6, 5.6, 5.396774193548387)","(10.0, 19.0, 17.666666666666668)","(7.0, 11.5, 10.7125)","(5.0, 7.0, 6.6)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:52.298941,"(3.4, 5.5, 4.935294117647059)","(3.2, 3.7, 3.5285714285714285)","(4.6, 5.5, 5.4875)","(10.0, 19.0, 16.2)","(7.0, 11.5, 10.24)","(5.0, 6.8, 6.6)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:53.548310,"(3.4, 5.4, 4.929411764705883)","(3.2, 3.8, 3.5666666666666664)","(4.6, 6.4, 5.9)","(10.0, 19.0, 16.2)","(7.0, 11.5, 10.1)","(5.0, 6.8, 6.6)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:55.008086,"(3.4, 5.4, 5.025)","(3.2, 3.75, 3.611111111111111)","(4.6, 6.2, 5.775)","(10.0, 18.5, 15.777777777777779)","(7.0, 11.5, 9.628571428571428)","(5.0, 6.8, 6.6)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:56.188587,"(3.4, 5.3, 5.0)","(3.2, 3.75, 3.611111111111111)","(4.6, 6.0, 5.775)","(10.0, 18.0, 15.833333333333334)","(7.0, 11.0, 9.857142857142858)","(5.0, 6.8, 6.6)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:57.436831,"(3.4, 5.3, 4.966666666666667)","(3.2, 3.7, 3.5357142857142856)","(4.6, 6.0, 6.133333333333334)","(10.0, 17.5, 16.0)","(7.0, 11.0, 11.2375)","(5.0, 6.8, 6.6)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:58.566454,"(3.4, 5.2, 4.916666666666667)","(3.2, 3.75, 3.5357142857142856)","(4.6, 6.4, 5.866666666666666)","(10.0, 17.5, 16.0)","(7.0, 11.5, 9.690909090909091)","(5.0, 6.8, 6.6)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:59.731758,"(3.4, 5.4, 4.927777777777778)","(3.2, 3.75, 3.5357142857142856)","(4.6, 6.0, 6.114285714285714)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.8, 6.6)","(26.0, 70.0, 43.0)"
07-12-2022 20:44:00.870697,"(3.4, 5.3, 4.9222222222222225)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.2, 6.3999999999999995)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.8, 6.688888888888888)","(26.0, 70.0, 43.0)"
07-12-2022 20:44:02.079387,"(3.4, 5.3, 5.09)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.8, 6.3999999999999995)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.8, 6.79)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:03.323931,"(3.4, 5.3, 5.09)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.8, 6.3999999999999995)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.8, 6.595)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:04.570995,"(3.4, 5.2, 5.02)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.8, 6.3999999999999995)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.6, 6.7749999999999995)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:05.833091,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.8, 6.3999999999999995)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.8, 6.35)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:07.048137,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.8, 6.327272727272728)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.8, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:08.196123,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.4, 6.327272727272728)","(10.0, 17.5, 16.0)","(7.0, 11.0, 10.418181818181818)","(5.0, 6.8, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:09.348411,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.4, 6.327272727272728)","(10.0, 17.0, 15.75)","(7.0, 11.0, 10.52)","(5.0, 6.8, 6.45)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:10.448208,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.4, 6.327272727272728)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.52)","(5.0, 7.0, 6.45)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:11.523168,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.4, 6.327272727272728)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 6.6, 6.571428571428571)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:44:12.650762,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.4, 6.327272727272728)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.0, 6.083333333333334)","(26.0, 70.0, 48.4)"
07-12-2022 20:44:13.799516,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.4, 6.327272727272728)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.0, 6.625)","(26.0, 70.0, 48.4)"
07-12-2022 20:44:14.932482,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.2, 6.1454545454545455)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.0, 6.625)","(26.0, 70.0, 48.4)"
07-12-2022 20:44:16.167777,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.631818181818182)","(4.6, 6.4, 6.025)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.0, 6.625)","(26.0, 70.0, 48.4)"
07-12-2022 20:44:17.347262,"(3.4, 5.1, 4.949999999999999)","(3.2, 3.7, 3.4984848484848485)","(4.6, 6.4, 6.84)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.0, 6.625)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:18.565948,"(3.4, 5.0, 4.712)","(3.2, 3.65, 3.5954545454545452)","(4.6, 7.4, 7.12)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.0, 6.625)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:19.745494,"(3.4, 5.0, 4.88)","(3.2, 3.65, 3.4857142857142858)","(4.6, 7.4, 7.1)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.0, 6.9)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:21.049780,"(3.4, 5.0, 4.88)","(3.2, 3.7, 3.482258064516129)","(4.6, 7.4, 6.2153846153846155)","(10.0, 17.0, 15.875)","(7.0, 11.0, 10.3)","(5.0, 7.4, 7.066666666666667)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:22.246257,"(3.4, 5.0, 4.88)","(3.2, 3.7, 3.592857142857143)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 11.0, 11.82857142857143)","(5.0, 7.4, 6.8)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:23.515338,"(3.4, 5.0, 4.88)","(3.2, 3.7, 3.477586206896552)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.0)","(5.0, 7.4, 6.8)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:24.849592,"(3.4, 5.0, 4.88)","(3.2, 3.65, 3.475)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 14.0, 11.773333333333333)","(5.0, 7.4, 7.1)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:26.105718,"(3.4, 5.0, 4.88)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.933333333333334)","(5.0, 7.4, 6.275)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:27.352808,"(3.4, 4.9, 4.75)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 13.0, 10.781818181818183)","(5.0, 7.4, 6.771428571428571)","(26.0, 70.0, 46.0)"
07-12-2022 20:44:28.625057,"(3.4, 4.9, 4.75)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 12.5, 11.428571428571429)","(5.0, 6.8, 6.275)","(26.0, 70.0, 47.0)"
07-12-2022 20:44:29.797000,"(3.4, 5.4, 5.2)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 12.0, 11.636363636363637)","(5.0, 7.4, 6.275)","(26.0, 60.0, 47.0)"
07-12-2022 20:44:30.881433,"(3.4, 5.4, 5.050000000000001)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 12.0, 11.333333333333334)","(5.0, 7.4, 6.275)","(26.0, 60.0, 48.0)"
07-12-2022 20:44:32.074078,"(3.4, 5.4, 5.050000000000001)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 6.0)","(10.0, 17.0, 15.875)","(7.0, 12.0, 11.333333333333334)","(5.0, 7.4, 6.8375)","(26.0, 55.0, 46.4)"
07-12-2022 20:44:33.192349,"(3.4, 5.2, 4.723809523809524)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 6.133333333333334)","(10.0, 17.0, 15.875)","(7.0, 12.0, 11.333333333333334)","(5.0, 7.4, 7.1000000000000005)","(26.0, 50.0, 39.111111111111114)"
07-12-2022 20:44:34.306183,"(3.4, 5.2, 4.825)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.4, 5.942857142857143)","(10.0, 17.0, 15.875)","(7.0, 12.0, 11.066666666666666)","(5.0, 7.4, 7.1000000000000005)","(26.0, 48.0, 38.22222222222222)"
07-12-2022 20:44:35.542563,"(3.4, 5.2, 4.825)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.0, 5.8875)","(10.0, 17.0, 15.875)","(7.0, 14.0, 11.076923076923077)","(5.0, 7.4, 7.166666666666667)","(26.0, 46.0, 40.0)"
07-12-2022 20:44:36.750990,"(3.4, 5.2, 4.825)","(3.2, 3.65, 3.59)","(4.6, 6.0, 6.9)","(10.0, 17.0, 15.875)","(7.0, 13.5, 10.875)","(5.0, 7.4, 7.166666666666667)","(26.0, 46.0, 40.0)"
07-12-2022 20:44:37.878223,"(3.4, 5.2, 4.825)","(3.2, 3.65, 3.59)","(4.6, 7.0, 5.97)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.555555555555555)","(5.0, 7.4, 6.885714285714286)","(26.0, 46.0, 40.0)"
07-12-2022 20:44:39.115271,"(3.4, 5.2, 4.825)","(3.2, 3.65, 3.59)","(4.6, 6.0, 6.0285714285714285)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.6)","(5.0, 7.4, 7.072727272727273)","(26.0, 46.0, 38.666666666666664)"
07-12-2022 20:44:40.303403,"(3.4, 5.2, 4.825)","(3.2, 3.65, 3.59)","(4.6, 6.2, 6.0285714285714285)","(10.0, 17.0, 15.875)","(7.0, 14.0, 11.272727272727273)","(5.0, 7.4, 6.9)","(26.0, 42.0, 36.44444444444444)"
07-12-2022 20:44:41.489726,"(3.4, 5.2, 4.8)","(3.2, 3.65, 3.555)","(4.6, 6.2, 5.985714285714286)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.4)","(5.0, 7.0, 7.127272727272728)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:42.731658,"(3.4, 5.2, 4.825)","(3.2, 3.6, 3.555)","(4.6, 6.2, 5.75)","(10.0, 17.0, 15.875)","(7.0, 13.5, 12.0)","(5.0, 7.4, 7.32)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:44.055795,"(3.4, 5.1, 4.722222222222222)","(3.2, 3.6, 3.5)","(4.6, 6.2, 5.75)","(10.0, 17.0, 15.875)","(7.0, 13.0, 10.909090909090908)","(5.0, 7.6, 7.3625)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:45.376246,"(3.4, 5.1, 4.8)","(3.2, 3.75, 3.507142857142857)","(4.6, 6.2, 5.8)","(10.0, 17.0, 15.875)","(7.0, 12.5, 12.0)","(5.0, 7.6, 7.171428571428572)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:46.707500,"(3.4, 5.1, 4.85)","(3.2, 3.75, 3.507142857142857)","(4.6, 5.9, 5.8)","(10.0, 17.0, 15.875)","(7.0, 13.0, 11.4)","(5.0, 7.4, 7.171428571428572)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:47.936436,"(3.4, 5.1, 4.85)","(3.2, 3.75, 3.477777777777778)","(4.6, 5.9, 5.8)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.272727272727273)","(5.0, 7.4, 7.16)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:49.121531,"(3.4, 5.1, 4.85)","(3.2, 3.7, 3.477777777777778)","(4.6, 5.9, 5.8)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.272727272727273)","(5.0, 7.4, 7.16)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:50.300697,"(3.4, 5.1, 4.85)","(3.2, 3.7, 3.5333333333333337)","(4.6, 5.9, 5.8)","(10.0, 17.0, 15.875)","(7.0, 13.5, 12.0)","(5.0, 7.4, 7.16)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:51.553195,"(3.4, 5.0, 4.8)","(3.2, 3.7, 3.5333333333333337)","(4.6, 5.9, 5.76)","(10.0, 17.0, 15.875)","(7.0, 13.0, 12.0)","(5.0, 7.4, 7.279999999999999)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:52.747076,"(3.4, 5.0, 4.8)","(3.2, 3.7, 3.477586206896552)","(4.6, 6.0, 5.507142857142857)","(10.0, 17.0, 15.875)","(7.0, 13.0, 12.0)","(5.0, 7.6, 7.279999999999999)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:54.003292,"(3.4, 5.0, 4.8)","(3.2, 3.65, 3.477586206896552)","(4.6, 5.6, 5.507142857142857)","(10.0, 17.0, 15.875)","(7.0, 13.0, 12.0)","(5.0, 7.6, 7.16)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:55.222759,"(3.4, 5.0, 4.8)","(3.2, 3.65, 3.5642857142857145)","(4.6, 6.6, 5.85)","(10.0, 17.0, 15.875)","(7.0, 13.0, 10.909090909090908)","(5.0, 7.4, 7.16)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:56.515076,"(3.4, 5.0, 4.8)","(3.2, 3.65, 3.535714285714286)","(4.6, 6.0, 6.375)","(10.0, 17.0, 15.875)","(7.0, 12.5, 11.09090909090909)","(5.0, 7.4, 7.16)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:57.795063,"(3.4, 5.0, 4.8)","(3.2, 3.6, 3.46875)","(4.6, 6.6, 5.8500000000000005)","(10.0, 17.0, 15.875)","(7.0, 13.0, 11.272727272727273)","(5.0, 7.4, 7.16)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:44:59.074848,"(3.4, 5.0, 4.6499999999999995)","(3.2, 3.6, 3.535714285714286)","(4.6, 5.9, 5.85)","(10.0, 17.0, 15.875)","(7.0, 13.5, 10.909090909090908)","(5.0, 7.4, 7.279999999999999)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:45:00.367338,"(3.4, 5.0, 4.8)","(3.2, 3.6, 3.535714285714286)","(4.6, 6.0, 5.85)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.909090909090908)","(5.0, 7.6, 7.55)","(26.0, 42.0, 37.714285714285715)"
07-12-2022 20:45:01.549487,"(3.4, 5.0, 4.6499999999999995)","(3.2, 3.6, 3.535714285714286)","(4.6, 6.0, 6.2250000000000005)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.833333333333334)","(5.0, 7.8, 7.5)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:02.695116,"(3.4, 5.0, 4.75)","(3.2, 3.7, 3.592857142857143)","(4.6, 6.4, 6.2250000000000005)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.833333333333334)","(5.0, 7.8, 7.5)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:03.902763,"(3.4, 5.0, 4.75)","(3.2, 3.7, 3.482258064516129)","(4.6, 6.4, 6.2250000000000005)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.833333333333334)","(5.0, 7.8, 7.5)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:05.280852,"(3.4, 4.9, 4.75)","(3.2, 3.7, 3.4794117647058824)","(4.6, 6.2, 5.800000000000001)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.833333333333334)","(5.0, 7.8, 7.5)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:06.395105,"(3.4, 4.9, 4.75)","(3.2, 3.7, 3.482258064516129)","(4.6, 5.9, 5.925)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.909090909090908)","(5.0, 7.8, 7.56)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:07.628550,"(3.4, 4.9, 4.75)","(3.2, 3.7, 3.482258064516129)","(4.6, 6.0, 5.95)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.909090909090908)","(5.0, 7.8, 7.56)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:08.869364,"(3.4, 4.9, 4.75)","(3.2, 3.7, 3.482258064516129)","(4.6, 6.2, 5.866666666666667)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.088888888888889)","(5.0, 7.8, 7.5)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:10.121616,"(3.4, 4.9, 4.75)","(3.2, 3.7, 3.482258064516129)","(4.6, 6.2, 5.866666666666667)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.266666666666667)","(5.0, 7.8, 7.4)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:11.382811,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.7, 3.592857142857143)","(4.6, 6.2, 5.925)","(10.0, 17.0, 15.875)","(7.0, 12.0, 9.725)","(5.0, 7.8, 7.4)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:12.581692,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.7, 3.592857142857143)","(4.6, 6.0, 5.675)","(10.0, 17.0, 15.875)","(7.0, 12.0, 9.6625)","(5.0, 7.8, 7.4)","(26.0, 42.0, 38.72727272727273)"
07-12-2022 20:45:13.829584,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.7, 3.592857142857143)","(4.6, 6.2, 5.65)","(10.0, 17.0, 15.875)","(7.0, 11.5, 9.575000000000001)","(5.0, 7.8, 7.4)","(26.0, 42.0, 120.0)"
07-12-2022 20:45:14.938788,"(3.4, 5.4, 5.2)","(3.2, 3.7, 3.592857142857143)","(4.6, 5.8, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.5, 9.575000000000001)","(5.0, 7.8, 7.4)","(26.0, 210.0, 80.0)"
07-12-2022 20:45:16.109648,"(3.4, 5.4, 5.050000000000001)","(3.2, 3.7, 3.48125)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.5, 9.575000000000001)","(5.0, 7.8, 7.2)","(26.0, 200.0, 71.5)"
07-12-2022 20:45:17.216598,"(3.4, 5.2, 4.727777777777778)","(3.2, 3.65, 3.475)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.5, 9.561538461538461)","(5.0, 7.6, 7.2)","(26.0, 190.0, 89.45454545454545)"
