,Trixie Kade,Bogan Valley,Hillys Howler,Hestons Mate,Betty Birdcage
10-01-2023 13:02:52.242608,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.607142857142858)","(12.0, 23.0, 21.846153846153847)","(11.0, 19.0, 16.0)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:02:53.266015,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.607142857142858)","(12.0, 23.0, 21.846153846153847)","(11.0, 19.0, 16.0)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:02:54.255652,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.444444444444443)","(12.0, 23.0, 21.846153846153847)","(11.0, 19.0, 16.0)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:02:55.196028,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.444444444444443)","(12.0, 23.0, 21.846153846153847)","(11.0, 19.0, 16.0)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:02:56.194226,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.444444444444443)","(12.0, 23.0, 21.846153846153847)","(11.0, 19.0, 16.0)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:02:57.229195,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.444444444444443)","(12.0, 23.0, 21.846153846153847)","(11.0, 19.0, 16.0)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:02:58.154047,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.25)","(11.0, 19.0, 16.0)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:02:59.138062,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.6)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:00.143019,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:01.171818,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:02.207357,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:03.291197,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:04.403626,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:05.419707,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:06.462164,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:07.533958,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:08.481606,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.3)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:09.500131,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.705882352941178)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.9)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:10.595177,"(1.55, 1.62, 1.605)","(6.0, 22.0, 21.25)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.9)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:11.600742,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.9)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:12.637386,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 13.9)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:13.688943,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:14.723285,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:15.758854,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:16.774412,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:17.834405,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:18.804171,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:19.833229,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:20.874865,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:21.853176,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:22.838216,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:23.925357,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:24.990480,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:26.048507,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:27.079976,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:28.236935,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:29.337961,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:30.445482,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:31.496891,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:32.522767,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.514705882352941)"
10-01-2023 13:03:33.528591,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 6.0, 5.458823529411765)"
10-01-2023 13:03:34.577917,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.458823529411765)"
10-01-2023 13:03:35.617062,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.458823529411765)"
10-01-2023 13:03:36.594950,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.458823529411765)"
10-01-2023 13:03:37.634171,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.458823529411765)"
10-01-2023 13:03:38.660308,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.458823529411765)"
10-01-2023 13:03:39.631438,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.458823529411765)"
10-01-2023 13:03:40.620488,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.458823529411765)"
10-01-2023 13:03:41.610290,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.431914893617021)"
10-01-2023 13:03:42.733801,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.431914893617021)"
10-01-2023 13:03:43.947325,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.431914893617021)"
10-01-2023 13:03:45.021664,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(3.9, 5.9, 5.431914893617021)"
10-01-2023 13:03:46.088418,"(1.55, 1.62, 1.605)","(6.0, 23.0, 22.083333333333336)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(4.0, 5.9, 5.431914893617021)"
10-01-2023 13:03:47.182443,"(1.55, 1.62, 1.605)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(4.0, 5.9, 5.431914893617021)"
10-01-2023 13:03:48.196464,"(1.55, 1.62, 1.605)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:49.277819,"(1.55, 1.62, 1.605)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 14.92)","(4.0, 5.9, 5.431914893617021)"
10-01-2023 13:03:50.315740,"(1.55, 1.62, 1.605)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 19.0, 17.4)","(4.0, 5.9, 5.431914893617021)"
10-01-2023 13:03:51.372549,"(1.55, 1.62, 1.58)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.5, 17.4)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:52.407556,"(1.55, 1.6, 1.5416666666666667)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.5, 17.444444444444443)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:53.472325,"(1.55, 1.6, 1.5416666666666667)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 17.444444444444443)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:54.455969,"(1.55, 1.6, 1.5416666666666667)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 17.444444444444443)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:55.479448,"(1.55, 1.6, 1.5416666666666667)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:56.708292,"(1.55, 1.6, 1.5416666666666667)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:58.032652,"(1.55, 1.6, 1.5258536585365854)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:03:59.155112,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:04:00.264523,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:04:01.325664,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.468181818181819)"
10-01-2023 13:04:02.388103,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:03.476680,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:04.550267,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:05.661435,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:06.702970,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:07.828734,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:08.899926,"(1.55, 1.6, 1.524)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:09.919928,"(1.55, 1.57, 1.5235714285714286)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:10.926289,"(1.55, 1.57, 1.529090909090909)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:11.984912,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:13.019023,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:14.030298,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:15.131449,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:16.183071,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:17.303793,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:18.345365,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:19.510949,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.59375)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:20.707417,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:21.920212,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:22.976474,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:23.999081,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:25.083431,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:26.139655,"(1.55, 1.57, 1.5248387096774194)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:27.066375,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:28.136762,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.5)"
10-01-2023 13:04:29.186039,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:30.118691,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:31.103385,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:32.072514,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.727272727272727)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:33.040237,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.61764705882353)","(12.0, 23.0, 22.0)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:34.204194,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.7)","(12.0, 23.0, 21.18181818181818)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:35.248219,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.7)","(12.0, 25.0, 21.18181818181818)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:36.330237,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 21.25)","(12.0, 25.0, 23.32)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:37.409325,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 23.32)","(11.0, 18.0, 14.904761904761905)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:38.413767,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 23.32)","(11.0, 18.0, 15.5625)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:39.398927,"(1.55, 1.57, 1.5246875)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:40.517449,"(1.55, 1.57, 1.5304545454545455)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:41.536055,"(1.55, 1.57, 1.5304545454545455)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:42.557382,"(1.55, 1.57, 1.5313333333333334)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:43.513322,"(1.55, 1.57, 1.526)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.4625)"
10-01-2023 13:04:44.488882,"(1.55, 1.57, 1.526)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:45.453054,"(1.55, 1.57, 1.5455555555555556)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:46.381659,"(1.55, 1.57, 1.5455555555555556)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:47.416975,"(1.55, 1.57, 1.5455555555555556)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.135)"
10-01-2023 13:04:48.421115,"(1.55, 1.57, 1.5436363636363637)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:49.307188,"(1.55, 1.57, 1.5436363636363637)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:50.252695,"(1.55, 1.57, 1.5436363636363637)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:51.271553,"(1.55, 1.57, 1.5436363636363637)","(6.0, 24.0, 23.710526315789473)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:52.206604,"(1.55, 1.57, 1.5436363636363637)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.135)"
10-01-2023 13:04:53.104074,"(1.55, 1.57, 1.4926666666666666)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.135)"
10-01-2023 13:04:54.350891,"(1.55, 1.56, 1.5214285714285714)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:55.407381,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:56.417175,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:57.382829,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:58.776683,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:04:59.782195,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:05:00.992683,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:05:02.013014,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
10-01-2023 13:05:02.860128,"(1.55, 1.55, 1.496)","(6.0, 24.0, 23.666666666666664)","(12.0, 25.0, 24.65)","(11.0, 18.0, 15.982758620689655)","(4.0, 5.9, 5.158823529411765)"
