,Loved By You,Happy Hopetoun,Inside Out,Cruising Cloe,Donnington Girl,Miss Frozen
16-12-2022 15:28:58.378487,"(5.0, 13.5, 11.418750000000001)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 220.58823529411765)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 12.05)","(1.26, 1.37, 1.3295238095238096)"
16-12-2022 15:28:59.453865,"(5.0, 13.5, 10.82777777777778)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 220.58823529411765)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.479166666666668)","(1.26, 1.36, 1.3295238095238096)"
16-12-2022 15:29:00.561978,"(5.0, 13.5, 10.540000000000001)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 212.8125)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.479166666666668)","(1.26, 1.36, 1.3333333333333335)"
16-12-2022 15:29:01.732617,"(5.0, 13.5, 10.540000000000001)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 212.8125)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.479166666666668)","(1.26, 1.36, 1.3333333333333335)"
16-12-2022 15:29:03.007095,"(5.0, 13.5, 10.540000000000001)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 50.0, 41.80434782608695)","(7.5, 14.5, 13.479166666666668)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:04.061041,"(5.0, 13.5, 11.346153846153847)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 48.0, 41.80434782608695)","(7.5, 14.5, 13.833333333333332)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:05.107377,"(5.0, 13.5, 11.852941176470589)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 48.0, 41.18181818181819)","(7.5, 14.0, 13.833333333333332)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:06.236291,"(5.0, 13.5, 11.852941176470589)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.8)","(1.26, 1.36, 1.3295121951219513)"
16-12-2022 15:29:07.297728,"(5.0, 13.5, 11.75)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.8)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:08.395469,"(5.0, 13.5, 11.431818181818182)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.8)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:09.513592,"(5.0, 13.5, 11.431818181818182)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.8)","(1.26, 1.36, 1.3215384615384616)"
16-12-2022 15:29:10.536576,"(5.0, 13.5, 11.431818181818182)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 248.25)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.8)","(1.26, 1.36, 1.3215384615384616)"
16-12-2022 15:29:11.545510,"(5.0, 13.5, 11.431818181818182)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.8)","(1.26, 1.36, 1.3295121951219513)"
16-12-2022 15:29:12.661849,"(5.0, 13.5, 11.431818181818182)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.8)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:14.006312,"(5.0, 13.5, 11.431818181818182)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.0, 13.933333333333334)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:15.328607,"(5.0, 13.5, 11.75)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 15.0, 13.933333333333334)","(1.26, 1.36, 1.3229629629629631)"
16-12-2022 15:29:16.520633,"(5.0, 13.5, 11.852941176470589)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 15.0, 14.208333333333334)","(1.26, 1.36, 1.3361904761904764)"
16-12-2022 15:29:17.635512,"(5.0, 13.5, 11.852941176470589)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.311923076923077)"
16-12-2022 15:29:18.761960,"(5.0, 13.5, 11.852941176470589)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:19.847869,"(5.0, 13.5, 11.852941176470589)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.3266666666666667)"
16-12-2022 15:29:21.012381,"(5.0, 13.5, 11.5)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.3366666666666667)"
16-12-2022 15:29:22.178321,"(5.0, 13.5, 11.5)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.3162500000000001)"
16-12-2022 15:29:23.276721,"(5.0, 13.5, 11.5)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.3366666666666667)"
16-12-2022 15:29:24.323008,"(5.0, 13.0, 11.75)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.3366666666666667)"
16-12-2022 15:29:25.409834,"(5.0, 13.0, 11.2)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.36, 1.3092307692307692)"
16-12-2022 15:29:26.510372,"(5.0, 13.0, 11.2)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.32, 1.3092307692307692)"
16-12-2022 15:29:27.742838,"(5.0, 13.0, 10.8)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.32, 1.3092307692307692)"
16-12-2022 15:29:28.929316,"(5.0, 13.0, 10.8)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.208333333333334)","(1.26, 1.32, 1.3110416666666667)"
16-12-2022 15:29:30.183981,"(5.0, 13.0, 11.5)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3102272727272728)"
16-12-2022 15:29:31.664746,"(5.0, 13.0, 11.5)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3102272727272728)"
16-12-2022 15:29:32.958876,"(5.0, 15.5, 13.0)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3091139240506329)"
16-12-2022 15:29:34.355456,"(5.0, 15.5, 12.666666666666666)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3110416666666667)"
16-12-2022 15:29:35.621633,"(5.0, 15.5, 12.666666666666666)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3110416666666667)"
16-12-2022 15:29:36.775840,"(5.0, 15.5, 12.666666666666666)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3110416666666667)"
16-12-2022 15:29:37.944358,"(5.0, 15.5, 12.666666666666666)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 212.8125)","(17.0, 46.0, 42.214285714285715)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.308684210526316)"
16-12-2022 15:29:39.097114,"(5.0, 15.5, 12.666666666666666)","(17.0, 46.0, 40.16666666666667)","(31.0, 390.0, 280.0)","(17.0, 46.0, 30.4)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3110416666666667)"
16-12-2022 15:29:40.259353,"(5.0, 15.5, 12.666666666666666)","(17.0, 44.0, 35.5)","(31.0, 380.0, 280.0)","(17.0, 46.0, 30.4)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3102272727272728)"
16-12-2022 15:29:41.488006,"(5.0, 15.5, 12.666666666666666)","(17.0, 44.0, 35.5)","(31.0, 380.0, 280.0)","(17.0, 46.0, 30.4)","(7.5, 14.5, 14.25)","(1.26, 1.32, 1.3080555555555555)"
16-12-2022 15:29:43.187032,"(5.0, 15.0, 13.5)","(17.0, 44.0, 41.16666666666667)","(31.0, 380.0, 330.0)","(17.0, 46.0, 38.5)","(7.5, 14.5, 14.25)","(1.26, 1.31, 1.3080555555555555)"
16-12-2022 15:29:44.344347,"(5.0, 15.0, 13.857142857142858)","(18.0, 44.0, 41.22222222222222)","(31.0, 380.0, 330.0)","(18.0, 46.0, 38.5)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.3093548387096774)"
16-12-2022 15:29:45.478570,"(5.0, 14.0, 13.375)","(18.0, 44.0, 23.0)","(31.0, 380.0, 306.25)","(18.0, 46.0, 42.73913043478261)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.3093548387096774)"
16-12-2022 15:29:46.627797,"(5.0, 14.0, 13.0625)","(18.0, 44.0, 31.75)","(31.0, 380.0, 186.66666666666669)","(18.0, 46.0, 31.6)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.3093548387096774)"
16-12-2022 15:29:47.838050,"(5.0, 14.0, 13.0625)","(18.0, 44.0, 37.875)","(31.0, 380.0, 283.33333333333337)","(18.0, 46.0, 34.5)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.3080555555555555)"
16-12-2022 15:29:49.012219,"(5.0, 14.0, 13.0625)","(18.0, 44.0, 38.0)","(31.0, 380.0, 283.33333333333337)","(18.0, 46.0, 34.5)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.3080555555555555)"
16-12-2022 15:29:50.192963,"(5.0, 14.0, 13.0625)","(18.0, 44.0, 38.0)","(31.0, 380.0, 283.33333333333337)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.3110416666666667)"
16-12-2022 15:29:51.347641,"(5.0, 14.0, 13.0625)","(18.0, 44.0, 42.58823529411765)","(31.0, 380.0, 237.5)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.3110416666666667)"
16-12-2022 15:29:52.458018,"(5.0, 14.0, 12.5)","(18.0, 44.0, 42.58823529411765)","(31.0, 380.0, 237.5)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.3102272727272728)"
16-12-2022 15:29:53.595900,"(5.0, 14.0, 12.90909090909091)","(18.0, 44.0, 42.58823529411765)","(31.0, 380.0, 237.5)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.3102272727272728)"
16-12-2022 15:29:54.720681,"(5.0, 14.0, 12.90909090909091)","(18.0, 44.0, 36.64)","(31.0, 380.0, 285.0)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.3080555555555555)"
16-12-2022 15:29:56.255794,"(5.0, 14.0, 13.0)","(18.0, 46.0, 36.21739130434783)","(31.0, 380.0, 285.0)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.3080555555555555)"
16-12-2022 15:29:57.433961,"(5.0, 14.0, 13.0)","(18.0, 46.0, 28.0)","(31.0, 380.0, 285.0)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.308)"
16-12-2022 15:29:58.620052,"(5.0, 14.0, 13.0)","(18.0, 46.0, 28.0)","(31.0, 380.0, 285.0)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.308)"
16-12-2022 15:30:00.186705,"(5.0, 14.0, 11.692307692307692)","(18.0, 46.0, 37.0)","(31.0, 380.0, 148.63636363636363)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.308)"
16-12-2022 15:30:01.809422,"(5.0, 14.0, 12.2)","(18.0, 46.0, 36.4)","(31.0, 390.0, 154.0)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.308)"
16-12-2022 15:30:03.030588,"(5.0, 13.0, 12.2)","(18.0, 46.0, 36.4)","(31.0, 390.0, 175.45454545454544)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.308)"
16-12-2022 15:30:04.177669,"(5.0, 13.0, 11.666666666666666)","(18.0, 46.0, 36.4)","(31.0, 390.0, 168.75)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.31, 1.307887323943662)"
16-12-2022 15:30:05.464886,"(5.0, 13.0, 11.666666666666666)","(18.0, 46.0, 36.4)","(31.0, 390.0, 168.75)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.307887323943662)"
16-12-2022 15:30:06.642054,"(5.0, 13.0, 11.666666666666666)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 14.25)","(1.26, 1.32, 1.307887323943662)"
16-12-2022 15:30:07.855500,"(5.0, 13.0, 11.666666666666666)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 14.5, 13.363636363636363)","(1.26, 1.32, 1.307887323943662)"
16-12-2022 15:30:09.004526,"(5.0, 13.0, 11.666666666666666)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.280909090909091)"
16-12-2022 15:30:10.157696,"(5.0, 13.0, 11.666666666666666)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.301830985915493)"
16-12-2022 15:30:11.374916,"(5.0, 12.5, 11.5625)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.301830985915493)"
16-12-2022 15:30:12.507573,"(5.0, 12.5, 11.5)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.301830985915493)"
16-12-2022 15:30:13.639008,"(5.0, 12.5, 11.5)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.301830985915493)"
16-12-2022 15:30:14.878711,"(5.0, 12.5, 11.5)","(18.0, 46.0, 36.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.6875)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:16.061890,"(5.0, 12.5, 10.014285714285714)","(18.0, 46.0, 26.0)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 32.8)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:17.385056,"(5.0, 12.5, 10.95)","(18.0, 46.0, 26.53846153846154)","(31.0, 390.0, 286.66666666666663)","(18.0, 46.0, 32.8)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:19.144100,"(5.0, 12.5, 10.95)","(18.0, 46.0, 28.75)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 35.5)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:20.246553,"(5.0, 12.5, 11.28695652173913)","(18.0, 46.0, 29.5)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 36.0)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:21.368345,"(5.0, 12.5, 11.28695652173913)","(18.0, 46.0, 30.25)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 36.0)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:22.503492,"(5.0, 12.5, 11.28695652173913)","(18.0, 46.0, 37.0)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 36.5)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:23.626497,"(5.0, 12.5, 11.28695652173913)","(18.0, 46.0, 37.0)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.3)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:24.734568,"(5.0, 12.5, 11.28695652173913)","(18.0, 46.0, 37.0)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3023287671232877)"
16-12-2022 15:30:25.900360,"(5.0, 12.5, 11.28695652173913)","(18.0, 46.0, 37.0)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3015714285714286)"
16-12-2022 15:30:26.988368,"(5.0, 12.5, 11.28695652173913)","(18.0, 46.0, 37.0)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:28.169568,"(5.0, 12.5, 11.28695652173913)","(18.0, 48.0, 46.230769230769226)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:30.273143,"(5.0, 12.5, 11.28695652173913)","(18.0, 48.0, 46.230769230769226)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:31.443896,"(5.0, 12.5, 11.28695652173913)","(18.0, 48.0, 46.230769230769226)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:32.642497,"(5.0, 12.5, 11.372727272727273)","(18.0, 48.0, 42.14285714285714)","(31.0, 380.0, 152.72727272727272)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:33.765445,"(5.0, 12.5, 11.372727272727273)","(18.0, 55.0, 42.14285714285714)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:35.013614,"(5.0, 12.5, 11.372727272727273)","(18.0, 55.0, 39.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:36.205040,"(5.0, 12.5, 9.922222222222222)","(18.0, 55.0, 39.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:37.403285,"(5.0, 12.5, 9.922222222222222)","(18.0, 55.0, 39.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:38.546584,"(5.0, 12.5, 9.922222222222222)","(18.0, 55.0, 39.4)","(31.0, 390.0, 152.72727272727272)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:39.688974,"(5.0, 12.5, 9.922222222222222)","(18.0, 55.0, 39.4)","(31.0, 390.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:40.835850,"(5.0, 12.5, 9.922222222222222)","(18.0, 55.0, 39.4)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:41.983628,"(5.0, 12.5, 9.922222222222222)","(18.0, 55.0, 39.4)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:43.186658,"(5.0, 12.5, 9.922222222222222)","(18.0, 55.0, 46.17647058823529)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:44.425998,"(5.0, 12.5, 9.922222222222222)","(18.0, 50.0, 42.64705882352941)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.61538461538461)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:46.787878,"(5.0, 12.5, 9.922222222222222)","(18.0, 50.0, 30.4)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 32.5)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:48.056001,"(5.0, 12.5, 9.922222222222222)","(18.0, 48.0, 42.92307692307692)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.6)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:49.763136,"(5.0, 12.5, 10.566666666666666)","(18.0, 46.0, 42.92307692307692)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 37.5)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:50.829179,"(5.0, 12.5, 10.566666666666666)","(18.0, 46.0, 42.92307692307692)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:51.993345,"(5.0, 12.5, 11.05)","(18.0, 46.0, 42.92307692307692)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:53.221011,"(5.0, 12.5, 11.05)","(18.0, 46.0, 42.92307692307692)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:54.533265,"(5.0, 12.5, 11.05)","(18.0, 46.0, 43.14285714285714)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:55.832990,"(5.0, 12.5, 11.05)","(18.0, 46.0, 43.14285714285714)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:56.829193,"(5.0, 12.5, 11.05)","(18.0, 46.0, 43.14285714285714)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:57.938045,"(5.0, 12.5, 10.566666666666666)","(18.0, 46.0, 43.14285714285714)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:30:59.026381,"(5.0, 12.5, 11.146666666666667)","(18.0, 46.0, 43.14285714285714)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:00.112666,"(5.0, 12.5, 10.821052631578947)","(18.0, 46.0, 43.14285714285714)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:01.252276,"(5.0, 12.5, 10.821052631578947)","(18.0, 46.0, 44.46153846153847)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:02.339809,"(5.0, 12.5, 11.146666666666667)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:03.599376,"(5.0, 12.5, 10.821052631578947)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.36363636363636)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:04.739662,"(5.0, 12.5, 10.821052631578947)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:05.865356,"(5.0, 12.5, 10.821052631578947)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
