,Gutho,Sleepdance,Helens Dream,Johnny Deep,Chilli Moment,Golden Groove,My Moses,Invaness,Angama
05-01-2023 12:36:39.574949,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.511111111111113)","(7.0, 8.6, 8.537735849056604)","(6.5, 7.8, 7.766666666666667)","(20.0, 38.0, 37.733333333333334)","(2.1, 2.56, 2.558936170212766)","(10.0, 14.0, 13.402777777777779)","(5.5, 5.2, 5.165656565656565)","(51.0, 210.0, 201.11111111111111)"
05-01-2023 12:36:40.889158,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.511111111111113)","(7.0, 8.6, 8.51645569620253)","(6.5, 7.8, 7.762962962962963)","(20.0, 38.0, 36.333333333333336)","(2.1, 2.56, 2.536708860759494)","(10.0, 13.5, 13.58695652173913)","(5.5, 5.2, 5.1720930232558135)","(51.0, 210.0, 201.11111111111111)"
05-01-2023 12:36:42.305944,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.0)","(7.0, 8.6, 8.51645569620253)","(6.5, 7.8, 7.766666666666667)","(20.0, 38.0, 36.8)","(2.1, 2.54, 2.545098039215686)","(10.0, 14.0, 13.634615384615385)","(5.5, 5.2, 5.1720930232558135)","(51.0, 210.0, 201.11111111111111)"
05-01-2023 12:36:43.539128,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.5)","(7.0, 8.6, 8.620833333333334)","(6.5, 7.8, 7.741935483870968)","(20.0, 38.0, 35.4)","(2.1, 2.56, 2.5135897435897436)","(10.0, 14.0, 13.563636363636364)","(5.5, 5.2, 5.1933823529411764)","(51.0, 210.0, 201.11111111111111)"
05-01-2023 12:36:44.788888,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.692307692307693)","(7.0, 8.8, 8.620833333333334)","(6.5, 7.8, 7.766666666666667)","(20.0, 36.0, 36.75)","(2.1, 2.52, 2.514222222222222)","(10.0, 14.0, 13.491525423728813)","(5.5, 5.2, 5.232307692307692)","(51.0, 210.0, 205.0)"
05-01-2023 12:36:45.992805,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.692307692307693)","(7.0, 8.8, 8.620833333333334)","(6.5, 7.8, 7.766666666666667)","(20.0, 40.0, 36.75)","(2.1, 2.52, 2.514222222222222)","(10.0, 14.0, 13.418604651162791)","(5.5, 5.3, 5.232307692307692)","(51.0, 210.0, 205.0)"
05-01-2023 12:36:47.178583,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.692307692307693)","(7.0, 8.8, 8.620833333333334)","(6.5, 7.8, 7.766666666666667)","(20.0, 40.0, 36.92307692307692)","(2.1, 2.52, 2.514222222222222)","(10.0, 13.5, 13.418604651162791)","(5.5, 5.3, 5.232307692307692)","(51.0, 210.0, 205.0)"
05-01-2023 12:36:48.387397,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.692307692307693)","(7.0, 8.8, 8.62439024390244)","(6.5, 7.8, 7.766666666666667)","(20.0, 38.0, 37.2)","(2.1, 2.52, 2.5157142857142856)","(10.0, 13.5, 13.407894736842104)","(5.5, 5.3, 5.232307692307692)","(51.0, 210.0, 207.5)"
05-01-2023 12:36:49.583865,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.5625)","(7.0, 8.8, 8.655555555555555)","(6.5, 7.8, 7.766666666666667)","(20.0, 38.0, 36.46153846153846)","(2.1, 2.52, 2.4961904761904763)","(10.0, 13.5, 13.407894736842104)","(5.5, 5.3, 5.242222222222222)","(51.0, 210.0, 207.5)"
05-01-2023 12:36:50.839914,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.5625)","(7.0, 9.0, 8.824390243902439)","(6.5, 7.8, 7.766666666666667)","(20.0, 38.0, 36.888888888888886)","(2.1, 2.5, 2.4788429752066117)","(10.0, 13.5, 13.407894736842104)","(5.5, 5.3, 5.332800000000001)","(51.0, 210.0, 207.5)"
05-01-2023 12:36:52.157257,"(31.0, 80.0, 74.61538461538461)","(14.0, 23.0, 22.5625)","(7.0, 9.0, 8.783999999999999)","(6.5, 7.8, 7.766666666666667)","(20.0, 38.0, 37.75)","(2.1, 2.48, 2.43625)","(10.0, 13.5, 13.525423728813559)","(5.5, 5.4, 5.325)","(51.0, 210.0, 203.2)"
05-01-2023 12:36:53.410433,"(41.0, 80.0, 74.61538461538461)","(15.0, 24.0, 23.375)","(7.0, 9.0, 8.892000000000001)","(7.0, 7.8, 7.766666666666667)","(21.0, 38.0, 37.1578947368421)","(2.1, 2.44, 2.4391803278688524)","(11.0, 14.0, 13.476923076923077)","(4.8, 5.4, 5.325)","(71.0, 210.0, 203.2)"
05-01-2023 12:36:54.672826,"(41.0, 80.0, 74.61538461538461)","(15.0, 24.0, 23.3)","(7.0, 9.0, 8.892000000000001)","(7.0, 7.8, 7.766666666666667)","(21.0, 38.0, 37.1578947368421)","(2.1, 2.44, 2.4276190476190473)","(11.0, 14.0, 13.476923076923077)","(4.8, 5.4, 5.386206896551724)","(71.0, 210.0, 203.2)"
05-01-2023 12:36:55.900799,"(41.0, 80.0, 74.61538461538461)","(15.0, 24.0, 23.176470588235293)","(7.0, 9.0, 8.9)","(7.0, 7.8, 7.788679245283019)","(21.0, 38.0, 37.1578947368421)","(2.1, 2.44, 2.435)","(11.0, 14.0, 13.558441558441558)","(4.8, 5.5, 5.39811320754717)","(71.0, 210.0, 203.2)"
05-01-2023 12:36:57.176367,"(41.0, 80.0, 74.61538461538461)","(15.0, 24.0, 25.272727272727273)","(7.0, 9.0, 8.88888888888889)","(7.0, 8.0, 7.734883720930232)","(21.0, 38.0, 36.857142857142854)","(2.1, 2.44, 2.393333333333333)","(11.0, 14.0, 13.367647058823529)","(4.8, 5.5, 5.6169811320754715)","(71.0, 210.0, 223.33333333333334)"
05-01-2023 12:36:58.431171,"(41.0, 80.0, 74.61538461538461)","(15.0, 26.0, 25.272727272727273)","(7.0, 9.0, 8.88888888888889)","(7.0, 7.8, 7.734883720930232)","(21.0, 38.0, 37.1578947368421)","(2.1, 2.4, 2.3925714285714283)","(11.0, 13.5, 13.306451612903226)","(4.8, 5.7, 5.611111111111111)","(71.0, 230.0, 227.14285714285714)"
05-01-2023 12:36:59.873999,"(41.0, 80.0, 76.3157894736842)","(15.0, 26.0, 25.23076923076923)","(7.0, 9.0, 8.859016393442623)","(7.0, 7.8, 7.829508196721311)","(21.0, 38.0, 36.96774193548387)","(2.1, 2.4, 2.365820895522388)","(11.0, 13.5, 13.1)","(4.8, 5.7, 5.592134831460674)","(71.0, 230.0, 227.14285714285714)"
05-01-2023 12:37:01.153489,"(41.0, 80.0, 76.3157894736842)","(15.0, 26.0, 25.23076923076923)","(7.0, 9.0, 8.859016393442623)","(7.0, 8.0, 7.766666666666667)","(21.0, 38.0, 36.421052631578945)","(2.1, 2.38, 2.4027118644067795)","(11.0, 13.5, 12.933823529411764)","(4.8, 5.7, 5.539130434782608)","(71.0, 230.0, 227.14285714285714)"
05-01-2023 12:37:02.480409,"(41.0, 80.0, 76.3157894736842)","(15.0, 26.0, 25.23076923076923)","(6.5, 9.0, 8.876595744680852)","(7.0, 7.8, 7.859259259259259)","(21.0, 38.0, 35.857142857142854)","(2.15, 2.44, 2.4131428571428573)","(11.0, 13.0, 12.903225806451612)","(4.8, 5.6, 5.5418604651162795)","(71.0, 230.0, 227.14285714285714)"
05-01-2023 12:37:03.877028,"(41.0, 80.0, 76.3157894736842)","(15.0, 26.0, 25.75)","(6.5, 9.0, 8.903333333333334)","(7.0, 8.0, 7.859259259259259)","(21.0, 38.0, 35.857142857142854)","(2.15, 2.42, 2.405777777777778)","(11.0, 13.0, 12.894736842105264)","(4.8, 5.7, 5.708108108108108)","(71.0, 230.0, 227.14285714285714)"
05-01-2023 12:37:05.232871,"(41.0, 80.0, 76.3157894736842)","(15.0, 26.0, 25.444444444444443)","(6.5, 9.0, 8.9044776119403)","(7.0, 8.0, 7.794444444444444)","(21.0, 38.0, 36.064516129032256)","(2.15, 2.42, 2.388333333333333)","(11.0, 13.0, 12.954545454545455)","(4.8, 5.8, 5.621428571428571)","(71.0, 230.0, 227.14285714285714)"
05-01-2023 12:37:06.515931,"(41.0, 80.0, 76.3157894736842)","(15.0, 29.0, 26.214285714285715)","(6.5, 9.0, 8.897297297297298)","(7.0, 8.0, 7.891666666666667)","(21.0, 38.0, 36.064516129032256)","(2.15, 2.4, 2.4146666666666667)","(11.0, 13.0, 12.616666666666667)","(4.8, 5.7, 5.58235294117647)","(71.0, 230.0, 227.14285714285714)"
05-01-2023 12:37:07.838345,"(41.0, 80.0, 76.3157894736842)","(16.0, 29.0, 27.763157894736842)","(7.0, 9.0, 8.873333333333333)","(6.5, 8.0, 7.870588235294117)","(21.0, 38.0, 36.064516129032256)","(2.1, 2.42, 2.3935593220338984)","(11.0, 13.0, 12.446808510638299)","(4.6, 5.7, 5.582051282051282)","(91.0, 230.0, 226.66666666666666)"
05-01-2023 12:37:09.038401,"(41.0, 80.0, 76.3157894736842)","(16.0, 28.0, 27.78048780487805)","(7.0, 9.0, 8.873333333333333)","(6.5, 8.0, 7.870588235294117)","(21.0, 38.0, 36.064516129032256)","(2.1, 2.42, 2.3935593220338984)","(11.0, 12.5, 12.446808510638299)","(4.6, 5.6, 5.582051282051282)","(91.0, 230.0, 226.66666666666666)"
05-01-2023 12:37:10.223228,"(41.0, 80.0, 76.3157894736842)","(16.0, 28.0, 27.53333333333333)","(7.0, 9.0, 8.855445544554456)","(6.5, 8.0, 7.88)","(21.0, 38.0, 36.46153846153846)","(2.1, 2.42, 2.4032558139534883)","(11.0, 12.5, 12.429577464788732)","(4.6, 5.7, 5.588888888888889)","(91.0, 230.0, 226.66666666666666)"
05-01-2023 12:37:11.469835,"(41.0, 80.0, 76.3157894736842)","(16.0, 28.0, 27.5)","(7.0, 8.8, 8.75686274509804)","(6.5, 8.0, 7.869565217391305)","(21.0, 38.0, 36.46153846153846)","(2.1, 2.42, 2.4032727272727272)","(11.0, 12.5, 12.429577464788732)","(4.8, 5.7, 5.588888888888889)","(91.0, 230.0, 226.66666666666666)"
05-01-2023 12:37:12.799152,"(41.0, 80.0, 76.3157894736842)","(16.0, 28.0, 26.833333333333332)","(7.0, 8.8, 8.764516129032259)","(6.5, 8.0, 7.914285714285715)","(21.0, 38.0, 36.46153846153846)","(2.1, 2.42, 2.404406779661017)","(11.0, 12.5, 12.429577464788732)","(4.8, 5.6, 5.554385964912281)","(91.0, 230.0, 226.66666666666666)"
05-01-2023 12:37:14.428444,"(41.0, 80.0, 76.3157894736842)","(16.0, 28.0, 26.833333333333332)","(7.0, 8.8, 8.764516129032259)","(6.5, 8.0, 7.9523809523809526)","(21.0, 38.0, 36.46153846153846)","(2.1, 2.42, 2.404406779661017)","(11.0, 12.5, 12.39102564102564)","(4.8, 5.6, 5.580357142857142)","(91.0, 230.0, 226.66666666666666)"
05-01-2023 12:37:15.981575,"(41.0, 80.0, 78.0)","(16.0, 28.0, 26.833333333333332)","(7.0, 8.8, 8.764516129032259)","(6.5, 8.2, 7.994444444444444)","(21.0, 38.0, 36.0)","(2.1, 2.42, 2.405396825396825)","(11.0, 12.5, 12.485507246376812)","(4.8, 5.6, 5.534883720930233)","(91.0, 230.0, 226.66666666666666)"
05-01-2023 12:37:17.491576,"(41.0, 80.0, 78.0)","(16.0, 28.0, 26.5)","(7.0, 8.8, 8.764516129032259)","(6.5, 8.2, 8.015384615384615)","(21.0, 38.0, 37.56363636363636)","(2.1, 2.42, 2.405396825396825)","(11.0, 12.5, 12.485507246376812)","(4.6, 5.6, 5.4860759493670885)","(91.0, 230.0, 340.0)"
05-01-2023 12:37:18.854422,"(51.0, 110.0, 91.66666666666667)","(17.0, 27.0, 26.555555555555557)","(7.0, 8.8, 8.764516129032259)","(7.0, 8.2, 8.015384615384615)","(21.0, 38.0, 37.64705882352941)","(2.1, 2.42, 2.406865671641791)","(11.0, 12.5, 12.30379746835443)","(4.6, 5.5, 5.476404494382023)","(91.0, 360.0, 290.0)"
05-01-2023 12:37:20.203302,"(51.0, 110.0, 91.66666666666667)","(17.0, 28.0, 27.5)","(7.0, 8.8, 8.778947368421052)","(7.0, 8.2, 8.029508196721311)","(21.0, 38.0, 37.64705882352941)","(2.1, 2.42, 2.406865671641791)","(11.0, 12.5, 12.30379746835443)","(4.6, 5.5, 5.476404494382023)","(91.0, 350.0, 290.0)"
05-01-2023 12:37:21.529439,"(51.0, 110.0, 91.66666666666667)","(17.0, 28.0, 27.5)","(7.0, 8.8, 8.778947368421052)","(7.0, 8.2, 8.029508196721311)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.42, 2.4037037037037035)","(11.0, 12.5, 12.30379746835443)","(4.6, 5.5, 5.367567567567567)","(91.0, 350.0, 323.6363636363636)"
05-01-2023 12:37:22.918800,"(51.0, 110.0, 91.66666666666667)","(17.0, 28.0, 27.714285714285715)","(7.0, 8.8, 8.780645161290323)","(7.0, 8.2, 8.029508196721311)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.42, 2.4064516129032256)","(11.0, 12.5, 12.305882352941177)","(4.6, 5.4, 5.45)","(91.0, 340.0, 323.6363636363636)"
05-01-2023 12:37:24.245177,"(51.0, 110.0, 91.66666666666667)","(17.0, 28.0, 27.714285714285715)","(7.0, 8.8, 9.0)","(7.0, 8.2, 8.029508196721311)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.42, 2.4124324324324324)","(11.0, 12.5, 12.305882352941177)","(4.6, 5.5, 5.381578947368421)","(91.0, 340.0, 340.0)"
05-01-2023 12:37:25.624985,"(51.0, 110.0, 91.66666666666667)","(17.0, 28.0, 27.714285714285715)","(7.0, 9.2, 9.0)","(7.0, 8.2, 8.029508196721311)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.42, 2.394035087719298)","(11.0, 12.5, 12.277777777777779)","(4.6, 5.4, 5.378151260504202)","(91.0, 360.0, 323.6363636363636)"
05-01-2023 12:37:26.940612,"(51.0, 110.0, 89.0)","(17.0, 28.0, 27.714285714285715)","(7.0, 9.2, 9.126086956521739)","(7.0, 8.2, 8.029508196721311)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.4, 2.3919587628865977)","(11.0, 12.5, 12.253424657534246)","(4.6, 5.4, 5.378151260504202)","(91.0, 340.0, 323.6363636363636)"
05-01-2023 12:37:28.226946,"(51.0, 110.0, 87.5)","(17.0, 28.0, 27.714285714285715)","(7.0, 9.2, 9.126086956521739)","(7.0, 8.2, 8.029508196721311)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.4, 2.394035087719298)","(11.0, 12.5, 12.253424657534246)","(4.6, 5.4, 5.37719298245614)","(91.0, 340.0, 313.0)"
05-01-2023 12:37:29.556503,"(51.0, 110.0, 87.5)","(17.0, 28.0, 26.933333333333334)","(7.0, 9.2, 9.176271186440678)","(7.0, 8.2, 8.064935064935064)","(26.0, 38.0, 37.56363636363636)","(2.1, 2.4, 2.3845454545454543)","(11.0, 12.5, 12.213333333333333)","(4.6, 5.4, 5.37719298245614)","(91.0, 320.0, 290.0)"
05-01-2023 12:37:30.802862,"(51.0, 110.0, 87.5)","(17.0, 28.0, 26.933333333333334)","(7.0, 9.2, 9.176271186440678)","(7.0, 8.2, 7.97)","(26.0, 38.0, 37.56363636363636)","(2.1, 2.4, 2.3866666666666667)","(11.0, 12.5, 12.120689655172415)","(4.8, 5.4, 5.430232558139535)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:32.017145,"(51.0, 110.0, 87.5)","(17.0, 28.0, 26.933333333333334)","(7.0, 9.2, 9.142465753424657)","(7.0, 8.2, 7.97)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.4, 2.3915151515151516)","(11.0, 12.5, 12.126506024096386)","(4.8, 5.5, 5.425757575757576)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:33.296416,"(51.0, 110.0, 87.5)","(17.0, 28.0, 27.79310344827586)","(7.0, 9.2, 9.142465753424657)","(7.0, 8.2, 7.97)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.4, 2.391063829787234)","(11.0, 12.5, 12.007462686567164)","(4.6, 5.5, 5.425757575757576)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:34.584283,"(51.0, 110.0, 87.5)","(17.0, 30.0, 27.833333333333332)","(7.0, 9.2, 9.077037037037037)","(7.0, 8.2, 7.975862068965517)","(26.0, 38.0, 37.64705882352941)","(2.1, 2.4, 2.3899999999999997)","(11.0, 12.5, 11.903225806451612)","(4.6, 5.5, 5.428682170542635)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:35.993889,"(51.0, 110.0, 87.5)","(17.0, 30.0, 28.363636363636363)","(7.0, 9.2, 9.072307692307692)","(7.0, 8.2, 7.970967741935484)","(26.0, 38.0, 37.73134328358209)","(2.1, 2.4, 2.4085714285714284)","(11.0, 12.0, 11.961538461538462)","(4.8, 5.5, 5.4296875)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:37.410335,"(51.0, 110.0, 87.5)","(17.0, 30.0, 28.363636363636363)","(7.0, 9.2, 8.970526315789474)","(7.0, 8.0, 7.975675675675675)","(26.0, 38.0, 37.73134328358209)","(2.1, 2.42, 2.399583333333333)","(11.0, 12.5, 12.014018691588785)","(4.8, 5.5, 5.4296875)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:38.831779,"(51.0, 110.0, 85.45454545454545)","(17.0, 30.0, 28.615384615384617)","(7.0, 9.0, 8.970526315789474)","(7.0, 8.0, 7.974496644295302)","(26.0, 38.0, 37.333333333333336)","(2.1, 2.42, 2.4046875)","(10.0, 12.5, 11.966101694915254)","(4.6, 5.5, 5.4296875)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:40.484696,"(51.0, 110.0, 85.45454545454545)","(17.0, 30.0, 28.615384615384617)","(7.0, 9.0, 8.970526315789474)","(7.0, 8.2, 7.974496644295302)","(21.0, 38.0, 37.333333333333336)","(2.1, 2.42, 2.4006593406593404)","(10.0, 12.5, 11.952173913043477)","(4.6, 5.5, 5.4296875)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:42.019552,"(51.0, 110.0, 85.45454545454545)","(17.0, 30.0, 29.0)","(7.0, 9.0, 8.970526315789474)","(7.0, 8.2, 7.974496644295302)","(21.0, 38.0, 37.333333333333336)","(2.1, 2.42, 2.4006593406593404)","(10.0, 12.5, 11.952173913043477)","(4.6, 5.5, 5.412621359223301)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:43.414665,"(51.0, 110.0, 85.45454545454545)","(17.0, 30.0, 29.666666666666668)","(7.0, 9.0, 8.928070175438597)","(7.0, 8.2, 7.903157894736842)","(21.0, 38.0, 37.37931034482759)","(2.1, 2.42, 2.388333333333333)","(10.0, 12.5, 12.330188679245284)","(4.6, 5.5, 5.563888888888888)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:44.707177,"(51.0, 110.0, 85.45454545454545)","(17.0, 30.0, 28.22222222222222)","(7.0, 9.0, 8.872972972972974)","(7.0, 8.0, 7.875675675675676)","(21.0, 38.0, 37.37931034482759)","(2.1, 2.4, 2.388333333333333)","(10.0, 12.5, 12.2734375)","(4.6, 5.6, 5.5108910891089105)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:46.029397,"(51.0, 110.0, 85.45454545454545)","(17.0, 32.0, 29.391304347826086)","(7.0, 9.0, 8.872972972972974)","(7.0, 8.0, 7.875675675675676)","(21.0, 38.0, 37.5609756097561)","(2.1, 2.4, 2.3919540229885055)","(10.0, 12.5, 12.2734375)","(4.6, 5.6, 5.50990990990991)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:47.347921,"(51.0, 110.0, 85.45454545454545)","(17.0, 32.0, 29.86046511627907)","(7.0, 9.0, 8.727083333333333)","(7.0, 8.0, 7.891803278688524)","(21.0, 38.0, 37.5609756097561)","(2.1, 2.4, 2.3872916666666666)","(10.0, 12.5, 12.838926174496644)","(4.6, 5.6, 5.50990990990991)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:48.632992,"(51.0, 110.0, 85.45454545454545)","(17.0, 32.0, 29.333333333333332)","(7.0, 8.8, 8.680645161290323)","(7.0, 8.0, 7.870886075949367)","(21.0, 38.0, 37.5609756097561)","(2.1, 2.4, 2.3899999999999997)","(10.0, 13.0, 12.825806451612904)","(4.6, 5.6, 5.470909090909091)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:49.843080,"(51.0, 110.0, 85.45454545454545)","(17.0, 30.0, 29.666666666666668)","(7.0, 8.8, 8.70632911392405)","(7.0, 8.0, 7.929577464788732)","(21.0, 38.0, 37.5609756097561)","(2.1, 2.4, 2.3904)","(10.0, 13.0, 12.843537414965986)","(4.6, 5.5, 5.389041095890411)","(91.0, 320.0, 280.0)"
05-01-2023 12:37:51.160582,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 29.77777777777778)","(7.0, 8.8, 8.743362831858407)","(7.0, 8.0, 7.929577464788732)","(21.0, 38.0, 37.5609756097561)","(2.1, 2.4, 2.398705035971223)","(10.0, 13.0, 12.917322834645669)","(4.6, 5.4, 5.433689839572192)","(101.0, 320.0, 280.0)"
05-01-2023 12:37:52.470407,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 29.8)","(7.0, 8.8, 8.743362831858407)","(7.0, 8.0, 7.929577464788732)","(21.0, 38.0, 37.68421052631579)","(2.1, 2.42, 2.3960526315789474)","(10.0, 13.0, 12.917322834645669)","(4.6, 5.5, 5.433689839572192)","(101.0, 320.0, 280.0)"
05-01-2023 12:37:53.848374,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 29.8)","(7.0, 8.8, 8.743362831858407)","(7.0, 8.0, 7.929577464788732)","(21.0, 38.0, 37.68421052631579)","(2.1, 2.4, 2.3960526315789474)","(10.0, 13.0, 12.917322834645669)","(4.6, 5.5, 5.433689839572192)","(101.0, 320.0, 280.0)"
05-01-2023 12:37:55.462766,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 29.6)","(7.0, 8.8, 8.743362831858407)","(7.0, 8.0, 7.933333333333334)","(21.0, 38.0, 37.68421052631579)","(2.1, 2.4, 2.3948275862068966)","(10.0, 13.0, 12.87037037037037)","(4.6, 5.5, 5.3827814569536425)","(101.0, 320.0, 280.0)"
05-01-2023 12:37:57.084055,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 29.636363636363637)","(7.0, 8.8, 8.745945945945946)","(7.0, 8.0, 7.966666666666666)","(21.0, 38.0, 37.48148148148148)","(2.1, 2.4, 2.3462921348314607)","(10.0, 13.0, 13.083333333333334)","(4.6, 5.4, 5.446341463414634)","(101.0, 320.0, 290.0)"
05-01-2023 12:37:58.553395,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 29.88235294117647)","(7.0, 9.0, 8.824742268041238)","(7.0, 8.2, 7.953846153846153)","(21.0, 38.0, 39.028571428571425)","(2.1, 2.36, 2.351168831168831)","(10.0, 13.5, 13.338582677165354)","(4.6, 5.5, 5.425581395348837)","(101.0, 320.0, 290.0)"
05-01-2023 12:38:00.014579,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 29.916666666666668)","(7.0, 9.0, 8.770689655172415)","(7.0, 8.2, 7.953846153846153)","(21.0, 40.0, 39.276595744680854)","(2.1, 2.36, 2.3528571428571428)","(10.0, 13.5, 13.351145038167939)","(4.6, 5.5, 5.422916666666667)","(101.0, 320.0, 290.0)"
05-01-2023 12:38:01.410999,"(51.0, 110.0, 85.45454545454545)","(18.0, 30.0, 28.93877551020408)","(7.0, 8.8, 8.770689655172415)","(7.0, 8.2, 7.953846153846153)","(21.0, 40.0, 39.276595744680854)","(2.1, 2.36, 2.3426923076923076)","(10.0, 13.5, 13.352272727272727)","(4.6, 5.5, 5.422916666666667)","(101.0, 320.0, 290.0)"
05-01-2023 12:38:02.706086,"(51.0, 110.0, 86.66666666666667)","(18.0, 30.0, 28.5)","(7.0, 8.8, 8.734375)","(7.0, 8.2, 7.953846153846153)","(21.0, 40.0, 39.276595744680854)","(2.1, 2.36, 2.3473770491803276)","(10.0, 13.5, 13.352272727272727)","(4.6, 5.5, 5.461764705882353)","(101.0, 320.0, 290.0)"
05-01-2023 12:38:04.077808,"(51.0, 110.0, 86.66666666666667)","(18.0, 30.0, 28.25)","(7.0, 8.8, 8.687567567567568)","(7.0, 8.2, 7.9450980392156865)","(21.0, 40.0, 39.31578947368421)","(2.1, 2.36, 2.3537254901960782)","(10.0, 13.5, 13.352272727272727)","(4.6, 5.6, 5.461627906976744)","(101.0, 320.0, 605.0)"
05-01-2023 12:38:05.368109,"(51.0, 110.0, 86.66666666666667)","(18.0, 30.0, 28.714285714285715)","(7.0, 8.8, 8.725547445255474)","(7.0, 8.0, 7.92463768115942)","(21.0, 40.0, 39.31578947368421)","(2.1, 2.36, 2.3650602409638553)","(10.0, 13.5, 13.37037037037037)","(4.6, 5.6, 5.289119170984455)","(101.0, 950.0, 370.0)"
05-01-2023 12:38:06.678754,"(51.0, 110.0, 86.66666666666667)","(18.0, 29.0, 28.46153846153846)","(7.0, 8.8, 8.729323308270677)","(7.0, 8.0, 7.906976744186046)","(21.0, 40.0, 39.31578947368421)","(2.1, 2.38, 2.3686486486486484)","(10.0, 13.5, 13.375)","(4.6, 5.3, 5.345569620253165)","(101.0, 480.0, 375.0)"
05-01-2023 12:38:08.033089,"(51.0, 110.0, 86.0)","(18.0, 29.0, 28.46153846153846)","(7.0, 8.8, 8.732330827067669)","(7.0, 8.0, 7.906976744186046)","(21.0, 40.0, 39.470588235294116)","(2.1, 2.38, 2.3686486486486484)","(10.0, 13.5, 13.375)","(4.6, 5.4, 5.3428571428571425)","(101.0, 480.0, 436.0)"
05-01-2023 12:38:09.399621,"(51.0, 95.0, 86.0)","(18.0, 29.0, 28.46153846153846)","(7.0, 8.8, 8.732330827067669)","(7.0, 8.0, 7.912087912087912)","(21.0, 40.0, 39.4)","(2.1, 2.38, 2.369586776859504)","(10.0, 13.5, 13.36)","(4.6, 5.4, 5.3428571428571425)","(101.0, 480.0, 436.0)"
05-01-2023 12:38:10.776402,"(51.0, 90.0, 84.0)","(18.0, 29.0, 28.405405405405407)","(7.0, 8.8, 8.552830188679245)","(7.0, 8.0, 7.935483870967742)","(26.0, 40.0, 39.18181818181818)","(2.1, 2.38, 2.3716)","(10.0, 13.5, 13.36)","(4.6, 5.4, 5.3428571428571425)","(101.0, 480.0, 436.0)"
05-01-2023 12:38:12.180450,"(51.0, 90.0, 84.0)","(18.0, 29.0, 28.405405405405407)","(7.0, 8.6, 8.534210526315789)","(7.0, 8.0, 7.9411764705882355)","(26.0, 40.0, 39.333333333333336)","(2.1, 2.38, 2.3756451612903224)","(10.0, 13.5, 13.351063829787234)","(4.6, 5.4, 5.342574257425743)","(101.0, 480.0, 436.0)"
05-01-2023 12:38:13.566925,"(51.0, 90.0, 84.0)","(18.0, 29.0, 28.583333333333332)","(7.0, 8.6, 8.50625)","(7.0, 8.0, 7.9411764705882355)","(26.0, 40.0, 39.48571428571429)","(2.1, 2.38, 2.375772357723577)","(11.0, 13.5, 13.354166666666666)","(4.4, 5.4, 5.342574257425743)","(101.0, 480.0, 436.0)"
05-01-2023 12:38:14.882906,"(51.0, 90.0, 84.0)","(18.0, 29.0, 28.583333333333332)","(7.0, 8.6, 8.50625)","(7.0, 8.0, 7.9411764705882355)","(26.0, 40.0, 39.48571428571429)","(2.1, 2.38, 2.375772357723577)","(11.0, 13.5, 13.37037037037037)","(4.4, 5.4, 5.336956521739131)","(101.0, 480.0, 436.0)"
