,Hut Six,Spot Of Rum,Fleet Feet Pete,Charming Spirit,Recalibrate
12-01-2023 15:26:27.156305,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6754545454545453)"
12-01-2023 15:26:28.152209,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6754545454545453)"
12-01-2023 15:26:29.063606,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6754545454545453)"
12-01-2023 15:26:29.844834,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.676590909090909)"
12-01-2023 15:26:30.736662,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.676590909090909)"
12-01-2023 15:26:31.777656,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.676590909090909)"
12-01-2023 15:26:32.745967,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.676590909090909)"
12-01-2023 15:26:33.750323,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6716666666666666)"
12-01-2023 15:26:34.815926,"(3.2, 4.3, 4.235714285714286)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.3)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6716666666666666)"
12-01-2023 15:26:35.876522,"(3.2, 4.3, 3.9318181818181817)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6716666666666666)"
12-01-2023 15:26:36.807893,"(3.2, 4.2, 4.0115384615384615)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6716666666666666)"
12-01-2023 15:26:37.958163,"(3.2, 4.2, 3.973529411764706)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6716666666666666)"
12-01-2023 15:26:39.267819,"(3.2, 4.2, 3.973529411764706)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6688888888888889)"
12-01-2023 15:26:40.330518,"(3.2, 4.2, 3.973529411764706)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6778723404255318)"
12-01-2023 15:26:41.379927,"(3.2, 4.2, 3.973529411764706)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6778723404255318)"
12-01-2023 15:26:42.318596,"(3.2, 4.2, 3.973529411764706)","(41.0, 90.0, 83.42857142857143)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6778723404255318)"
12-01-2023 15:26:43.403852,"(3.2, 4.2, 3.973529411764706)","(41.0, 85.0, 79.14285714285714)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6778723404255318)"
12-01-2023 15:26:44.507381,"(3.2, 4.2, 3.973529411764706)","(41.0, 85.0, 79.14285714285714)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6778723404255318)"
12-01-2023 15:26:45.578198,"(3.2, 4.2, 3.973529411764706)","(41.0, 85.0, 79.14285714285714)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6778723404255318)"
12-01-2023 15:26:46.764487,"(3.2, 4.2, 3.973529411764706)","(41.0, 85.0, 79.14285714285714)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.678611111111111)"
12-01-2023 15:26:47.798256,"(3.2, 4.2, 3.973529411764706)","(41.0, 85.0, 79.14285714285714)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.678611111111111)"
12-01-2023 15:26:48.798481,"(3.2, 4.2, 3.973529411764706)","(41.0, 85.0, 79.14285714285714)","(4.6, 9.0, 8.44)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.678611111111111)"
12-01-2023 15:26:49.775644,"(3.2, 4.2, 3.973529411764706)","(41.0, 85.0, 79.14285714285714)","(4.6, 9.0, 8.314285714285715)","(20.0, 50.0, 30.76923076923077)","(1.65, 1.68, 1.6872222222222222)"
12-01-2023 15:26:50.782250,"(3.1, 4.2, 3.973529411764706)","(41.0, 85.0, 75.25)","(4.6, 9.0, 8.314285714285715)","(20.0, 50.0, 29.692307692307693)","(1.65, 1.69, 1.6941463414634146)"
12-01-2023 15:26:51.732897,"(3.1, 4.2, 3.973529411764706)","(41.0, 85.0, 66.5)","(4.6, 9.0, 8.314285714285715)","(20.0, 50.0, 32.857142857142854)","(1.65, 1.7, 1.68125)"
12-01-2023 15:26:52.651708,"(3.1, 4.2, 3.973529411764706)","(41.0, 85.0, 72.66666666666667)","(4.6, 9.0, 8.314285714285715)","(20.0, 50.0, 34.0)","(1.65, 1.7, 1.68125)"
12-01-2023 15:26:53.691210,"(3.1, 4.2, 3.973529411764706)","(41.0, 85.0, 80.375)","(4.6, 9.0, 8.314285714285715)","(20.0, 46.0, 34.0)","(1.65, 1.7, 1.68125)"
12-01-2023 15:26:54.858515,"(3.1, 4.2, 3.973529411764706)","(41.0, 85.0, 80.375)","(4.6, 9.0, 8.314285714285715)","(20.0, 46.0, 29.333333333333332)","(1.65, 1.7, 1.68125)"
12-01-2023 15:26:55.861162,"(3.1, 4.2, 3.973529411764706)","(41.0, 85.0, 80.375)","(4.6, 9.0, 8.314285714285715)","(20.0, 46.0, 29.333333333333332)","(1.65, 1.7, 1.68125)"
12-01-2023 15:26:56.904329,"(3.1, 4.2, 3.9454545454545458)","(41.0, 85.0, 80.375)","(4.6, 9.0, 8.253333333333334)","(20.0, 46.0, 29.333333333333332)","(1.65, 1.7, 1.68125)"
12-01-2023 15:26:57.867676,"(3.1, 4.2, 3.9454545454545458)","(41.0, 130.0, 119.75)","(4.6, 9.0, 8.253333333333334)","(20.0, 46.0, 29.333333333333332)","(1.65, 1.7, 1.670267857142857)"
12-01-2023 15:26:58.853826,"(3.1, 4.2, 3.9454545454545458)","(41.0, 130.0, 119.75)","(4.6, 9.0, 8.253333333333334)","(20.0, 46.0, 29.333333333333332)","(1.65, 1.7, 1.6702719033232627)"
12-01-2023 15:26:59.960515,"(3.1, 4.2, 3.9454545454545458)","(41.0, 130.0, 119.75)","(4.6, 9.0, 8.253333333333334)","(20.0, 46.0, 29.333333333333332)","(1.65, 1.7, 1.670282131661442)"
12-01-2023 15:27:01.038360,"(3.1, 4.2, 3.9454545454545458)","(41.0, 130.0, 119.75)","(4.6, 9.0, 8.253333333333334)","(20.0, 46.0, 29.333333333333332)","(1.65, 1.7, 1.7004761904761905)"
12-01-2023 15:27:02.038098,"(3.1, 4.2, 3.9454545454545458)","(41.0, 130.0, 119.75)","(4.6, 9.0, 8.253333333333334)","(20.0, 46.0, 29.75)","(1.65, 1.71, 1.702)"
12-01-2023 15:27:02.931010,"(3.1, 4.2, 3.927777777777778)","(41.0, 130.0, 120.0)","(4.6, 9.0, 8.09)","(20.0, 46.0, 29.75)","(1.65, 1.71, 1.702)"
12-01-2023 15:27:04.031037,"(3.1, 4.2, 3.927777777777778)","(41.0, 130.0, 123.84615384615385)","(4.6, 9.0, 8.09)","(20.0, 46.0, 27.428571428571427)","(1.65, 1.71, 1.6923404255319148)"
12-01-2023 15:27:04.959824,"(3.1, 4.2, 4.041666666666667)","(41.0, 130.0, 119.0)","(4.6, 9.0, 7.988888888888889)","(20.0, 46.0, 34.857142857142854)","(1.65, 1.7, 1.6923404255319148)"
12-01-2023 15:27:05.989557,"(3.1, 4.2, 4.041666666666667)","(41.0, 130.0, 119.0)","(4.6, 9.0, 7.677777777777777)","(20.0, 46.0, 34.857142857142854)","(1.65, 1.7, 1.6898039215686274)"
12-01-2023 15:27:07.069830,"(3.1, 4.2, 4.041666666666667)","(41.0, 130.0, 119.0)","(4.6, 9.0, 7.677777777777777)","(20.0, 46.0, 34.857142857142854)","(1.65, 1.7, 1.6830434782608694)"
12-01-2023 15:27:08.008780,"(3.1, 4.2, 4.041666666666667)","(41.0, 130.0, 119.0)","(4.6, 9.0, 7.677777777777777)","(20.0, 46.0, 34.857142857142854)","(1.65, 1.7, 1.6830434782608694)"
12-01-2023 15:27:09.100137,"(3.1, 4.2, 4.041666666666667)","(41.0, 130.0, 119.0)","(4.6, 8.8, 8.0)","(20.0, 46.0, 26.5)","(1.65, 1.7, 1.6783333333333332)"
12-01-2023 15:27:10.143803,"(3.1, 4.2, 3.934)","(41.0, 130.0, 92.5)","(4.6, 8.8, 7.8)","(20.0, 46.0, 26.5)","(1.65, 1.7, 1.6783333333333332)"
12-01-2023 15:27:11.153399,"(3.1, 4.2, 3.932352941176471)","(41.0, 85.0, 76.8)","(4.6, 9.0, 7.699999999999999)","(20.0, 46.0, 26.5)","(1.65, 1.71, 1.6842857142857142)"
12-01-2023 15:27:12.065957,"(3.1, 4.2, 3.941304347826087)","(41.0, 150.0, 91.71428571428572)","(4.6, 9.0, 7.968421052631578)","(20.0, 46.0, 24.642857142857142)","(1.65, 1.71, 1.6842857142857142)"
12-01-2023 15:27:12.961972,"(3.1, 4.2, 4.045454545454546)","(41.0, 160.0, 111.42857142857143)","(4.6, 9.0, 7.693333333333333)","(20.0, 46.0, 33.0)","(1.65, 1.69, 1.6824999999999999)"
12-01-2023 15:27:13.913702,"(3.1, 4.2, 4.045454545454546)","(41.0, 140.0, 118.33333333333334)","(4.6, 9.0, 7.693333333333333)","(20.0, 46.0, 33.0)","(1.65, 1.69, 1.679090909090909)"
12-01-2023 15:27:14.883187,"(3.1, 4.2, 4.045454545454546)","(41.0, 140.0, 118.33333333333334)","(4.6, 9.0, 7.677777777777777)","(20.0, 46.0, 33.0)","(1.65, 1.69, 1.6824999999999999)"
12-01-2023 15:27:15.856904,"(3.1, 4.2, 4.045454545454546)","(41.0, 140.0, 118.33333333333334)","(4.6, 9.0, 7.677777777777777)","(20.0, 46.0, 33.0)","(1.65, 1.69, 1.679090909090909)"
12-01-2023 15:27:16.825423,"(3.1, 4.2, 4.045454545454546)","(41.0, 140.0, 118.33333333333334)","(4.6, 9.0, 7.918181818181818)","(20.0, 46.0, 33.0)","(1.65, 1.69, 1.6824999999999999)"
12-01-2023 15:27:17.794696,"(3.1, 4.2, 4.045454545454546)","(41.0, 140.0, 97.14285714285714)","(4.6, 9.0, 7.918181818181818)","(20.0, 46.0, 32.8235294117647)","(1.65, 1.69, 1.6755555555555555)"
12-01-2023 15:27:18.835511,"(3.1, 4.2, 3.9295454545454547)","(41.0, 140.0, 97.14285714285714)","(4.6, 9.0, 7.968421052631578)","(20.0, 46.0, 25.666666666666668)","(1.65, 1.71, 1.6852380952380952)"
12-01-2023 15:27:19.915519,"(3.1, 4.2, 3.9681818181818183)","(41.0, 140.0, 97.14285714285714)","(4.6, 9.0, 7.968421052631578)","(20.0, 44.0, 25.666666666666668)","(1.65, 1.71, 1.6775)"
12-01-2023 15:27:20.806973,"(3.1, 4.2, 3.9681818181818183)","(41.0, 140.0, 97.14285714285714)","(4.6, 9.0, 7.9111111111111105)","(20.0, 44.0, 25.666666666666668)","(1.65, 1.71, 1.6775)"
12-01-2023 15:27:21.899595,"(3.1, 4.2, 4.052173913043478)","(41.0, 140.0, 115.0)","(4.6, 9.0, 7.9111111111111105)","(20.0, 44.0, 33.0)","(1.65, 1.69, 1.6766666666666665)"
12-01-2023 15:27:22.792779,"(3.1, 4.2, 4.052173913043478)","(41.0, 140.0, 115.0)","(4.6, 9.0, 7.9111111111111105)","(20.0, 44.0, 33.0)","(1.65, 1.69, 1.6766666666666665)"
12-01-2023 15:27:23.705821,"(3.1, 4.2, 4.096969696969697)","(41.0, 140.0, 115.0)","(4.6, 9.0, 7.9111111111111105)","(20.0, 44.0, 33.0)","(1.65, 1.69, 1.68)"
12-01-2023 15:27:24.710721,"(3.1, 4.2, 4.096969696969697)","(41.0, 140.0, 128.88888888888889)","(4.6, 9.0, 7.9111111111111105)","(20.0, 44.0, 33.0)","(1.65, 1.71, 1.6863636363636363)"
12-01-2023 15:27:25.844175,"(3.1, 4.2, 4.12)","(41.0, 140.0, 128.88888888888889)","(4.6, 9.0, 8.321739130434782)","(20.0, 44.0, 27.076923076923077)","(1.65, 1.71, 1.68)"
12-01-2023 15:27:26.815010,"(3.1, 4.2, 3.9941176470588236)","(41.0, 140.0, 126.66666666666666)","(4.6, 9.0, 8.321739130434782)","(20.0, 44.0, 27.076923076923077)","(1.65, 1.69, 1.68)"
12-01-2023 15:27:28.007359,"(3.1, 4.2, 3.9941176470588236)","(41.0, 140.0, 126.66666666666666)","(4.6, 9.0, 8.376)","(20.0, 44.0, 26.962962962962962)","(1.65, 1.69, 1.6838461538461538)"
12-01-2023 15:27:28.909512,"(3.1, 4.2, 3.9941176470588236)","(41.0, 140.0, 126.66666666666666)","(4.6, 9.0, 8.376)","(20.0, 44.0, 26.962962962962962)","(1.65, 1.69, 1.6838461538461538)"
12-01-2023 15:27:29.845503,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 125.71428571428571)","(4.6, 9.0, 8.376)","(20.0, 42.0, 32.833333333333336)","(1.65, 1.68, 1.679090909090909)"
12-01-2023 15:27:30.792368,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 125.71428571428571)","(4.6, 9.0, 8.376)","(20.0, 42.0, 32.833333333333336)","(1.65, 1.68, 1.679090909090909)"
12-01-2023 15:27:31.826701,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 125.71428571428571)","(4.6, 9.0, 8.376)","(20.0, 42.0, 32.833333333333336)","(1.65, 1.68, 1.6789999999999998)"
12-01-2023 15:27:32.808734,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 132.85714285714286)","(4.6, 9.0, 8.376)","(20.0, 42.0, 32.45454545454545)","(1.65, 1.68, 1.6794285714285713)"
12-01-2023 15:27:33.756496,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 132.85714285714286)","(4.6, 9.0, 8.376)","(20.0, 42.0, 32.45454545454545)","(1.65, 1.68, 1.687945205479452)"
12-01-2023 15:27:34.706768,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 138.0)","(4.6, 9.0, 8.376)","(20.0, 42.0, 36.0)","(1.65, 1.69, 1.7030379746835442)"
12-01-2023 15:27:35.543299,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 138.0)","(4.6, 9.0, 8.376)","(20.0, 40.0, 36.0)","(1.65, 1.71, 1.7030379746835442)"
12-01-2023 15:27:36.543388,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 138.0)","(4.6, 9.0, 8.376)","(20.0, 40.0, 36.0)","(1.65, 1.71, 1.7059459459459458)"
12-01-2023 15:27:37.465164,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 138.0)","(4.6, 9.0, 8.376)","(20.0, 40.0, 36.0)","(1.65, 1.71, 1.6786301369863013)"
12-01-2023 15:27:38.432188,"(3.1, 4.2, 4.114285714285714)","(41.0, 140.0, 138.0)","(4.6, 9.0, 8.376)","(20.0, 40.0, 32.35294117647059)","(1.65, 1.68, 1.6786301369863013)"
12-01-2023 15:27:39.590803,"(3.1, 4.2, 3.9857142857142858)","(41.0, 140.0, 210.0)","(4.6, 9.0, 8.52)","(20.0, 40.0, 31.904761904761905)","(1.65, 1.68, 1.6786301369863013)"
12-01-2023 15:27:40.673879,"(3.1, 4.2, 3.9857142857142858)","(41.0, 240.0, 176.8421052631579)","(4.6, 9.0, 8.376)","(20.0, 40.0, 31.904761904761905)","(1.65, 1.68, 1.6775)"
12-01-2023 15:27:41.603129,"(3.1, 4.2, 3.9857142857142858)","(41.0, 240.0, 176.8421052631579)","(4.6, 9.0, 8.376)","(20.0, 40.0, 31.904761904761905)","(1.65, 1.68, 1.6775)"
12-01-2023 15:27:42.808169,"(3.1, 4.2, 3.9857142857142858)","(41.0, 230.0, 219.0)","(4.8, 9.0, 8.376)","(18.0, 40.0, 31.904761904761905)","(1.6, 1.68, 1.6775)"
12-01-2023 15:27:43.870699,"(3.1, 4.2, 3.9857142857142858)","(41.0, 230.0, 219.0)","(4.8, 9.0, 8.376)","(18.0, 40.0, 30.285714285714285)","(1.6, 1.68, 1.6930188679245282)"
12-01-2023 15:27:45.020080,"(3.1, 4.2, 3.9260869565217393)","(41.0, 230.0, 219.0)","(4.8, 9.0, 8.376)","(18.0, 40.0, 34.75)","(1.6, 1.71, 1.6930188679245282)"
12-01-2023 15:27:45.965813,"(3.1, 4.2, 4.010526315789473)","(41.0, 230.0, 219.0)","(4.8, 9.0, 8.376)","(18.0, 38.0, 36.666666666666664)","(1.6, 1.71, 1.6997727272727272)"
12-01-2023 15:27:47.015495,"(3.1, 4.2, 4.043478260869565)","(41.0, 230.0, 219.0)","(4.8, 9.0, 8.376)","(18.0, 38.0, 32.857142857142854)","(1.6, 1.71, 1.6997727272727272)"
12-01-2023 15:27:47.915894,"(3.1, 4.2, 4.043478260869565)","(41.0, 230.0, 219.0)","(4.8, 9.0, 8.376)","(18.0, 38.0, 32.857142857142854)","(1.6, 1.71, 1.6997727272727272)"
12-01-2023 15:27:48.932044,"(3.1, 4.2, 4.043478260869565)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.280000000000001)","(18.0, 38.0, 31.48148148148148)","(1.6, 1.71, 1.6972340425531915)"
12-01-2023 15:27:49.950038,"(3.1, 4.2, 4.043478260869565)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.152941176470588)","(18.0, 38.0, 31.666666666666668)","(1.6, 1.71, 1.6972340425531915)"
12-01-2023 15:27:50.998146,"(3.1, 4.2, 4.043478260869565)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.152941176470588)","(18.0, 38.0, 31.666666666666668)","(1.6, 1.71, 1.7016666666666667)"
12-01-2023 15:27:52.105150,"(3.1, 4.2, 4.043478260869565)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.152941176470588)","(18.0, 38.0, 31.666666666666668)","(1.6, 1.71, 1.7016666666666667)"
12-01-2023 15:27:53.118468,"(3.1, 4.2, 4.043478260869565)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.152941176470588)","(18.0, 38.0, 29.133333333333333)","(1.6, 1.71, 1.698888888888889)"
12-01-2023 15:27:54.129850,"(3.1, 4.2, 3.96)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.285714285714286)","(18.0, 38.0, 31.333333333333332)","(1.6, 1.7, 1.687560975609756)"
12-01-2023 15:27:55.153666,"(3.1, 4.0, 3.8174757281553395)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.248275862068965)","(18.0, 38.0, 31.6)","(1.6, 1.69, 1.6877272727272727)"
12-01-2023 15:27:56.118646,"(3.1, 4.0, 3.8166666666666664)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.248275862068965)","(18.0, 36.0, 31.6)","(1.6, 1.69, 1.6877272727272727)"
12-01-2023 15:27:57.014095,"(3.1, 4.0, 3.8166666666666664)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.248275862068965)","(18.0, 36.0, 31.6)","(1.6, 1.69, 1.7080487804878048)"
12-01-2023 15:27:58.037458,"(3.1, 4.0, 3.813207547169811)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.22857142857143)","(18.0, 36.0, 31.043478260869566)","(1.6, 1.71, 1.7125)"
12-01-2023 15:27:59.081766,"(3.1, 4.0, 3.8114285714285714)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.315151515151516)","(18.0, 36.0, 31.043478260869566)","(1.6, 1.72, 1.7189887640449437)"
12-01-2023 15:28:00.032061,"(3.1, 3.8, 3.675)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.315151515151516)","(18.0, 36.0, 25.55)","(1.6, 1.72, 1.7192913385826771)"
12-01-2023 15:28:00.983592,"(3.1, 3.8, 3.679032258064516)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.3)","(18.0, 36.0, 25.55)","(1.6, 1.72, 1.7192913385826771)"
12-01-2023 15:28:02.019629,"(3.1, 3.8, 3.6628048780487803)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.3)","(18.0, 36.0, 27.291666666666668)","(1.6, 1.72, 1.7192913385826771)"
12-01-2023 15:28:03.024942,"(3.1, 3.8, 3.6628048780487803)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 30.818181818181817)","(1.6, 1.72, 1.719126213592233)"
12-01-2023 15:28:03.925801,"(3.1, 3.8, 3.7062500000000003)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 30.818181818181817)","(1.6, 1.72, 1.719126213592233)"
12-01-2023 15:28:05.020762,"(3.1, 3.85, 3.7750000000000004)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 30.818181818181817)","(1.6, 1.72, 1.7177499999999999)"
12-01-2023 15:28:06.081705,"(3.1, 3.85, 3.7394736842105263)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 30.818181818181817)","(1.6, 1.72, 1.7327083333333333)"
12-01-2023 15:28:06.930522,"(3.1, 3.85, 3.7394736842105263)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 30.818181818181817)","(1.6, 1.74, 1.7327083333333333)"
12-01-2023 15:28:07.891145,"(3.1, 3.85, 3.7394736842105263)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 30.857142857142858)","(1.6, 1.74, 1.7327083333333333)"
12-01-2023 15:28:08.844674,"(3.1, 3.85, 3.7394736842105263)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 25.57894736842105)","(1.6, 1.74, 1.7309433962264151)"
12-01-2023 15:28:09.748104,"(3.1, 3.85, 3.7026315789473685)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 25.57894736842105)","(1.6, 1.74, 1.734074074074074)"
12-01-2023 15:28:10.749754,"(3.1, 3.85, 3.7026315789473685)","(41.0, 230.0, 219.0)","(4.8, 8.8, 8.371428571428572)","(18.0, 36.0, 30.272727272727273)","(1.6, 1.74, 1.741891891891892)"
12-01-2023 15:28:11.670867,"(3.1, 3.85, 3.7794117647058822)","(41.0, 230.0, 219.0)","(4.8, 7.8, 7.248837209302326)","(18.0, 36.0, 30.884615384615383)","(1.6, 1.75, 1.746)"
12-01-2023 15:28:12.616411,"(3.1, 3.85, 3.764705882352941)","(41.0, 230.0, 180.0)","(4.8, 7.8, 7.228915662650603)","(18.0, 36.0, 30.884615384615383)","(1.6, 1.75, 1.746)"
12-01-2023 15:28:13.588398,"(3.1, 3.85, 3.784090909090909)","(41.0, 230.0, 180.0)","(4.8, 7.8, 7.228915662650603)","(18.0, 36.0, 30.884615384615383)","(1.6, 1.75, 1.746)"
12-01-2023 15:28:14.602041,"(3.1, 3.85, 3.784090909090909)","(41.0, 230.0, 221.66666666666669)","(4.8, 7.8, 7.480808080808081)","(18.0, 36.0, 30.884615384615383)","(1.6, 1.75, 1.746)"
12-01-2023 15:28:15.631835,"(3.1, 3.85, 3.784090909090909)","(41.0, 230.0, 223.75)","(4.8, 7.8, 7.44494382022472)","(18.0, 36.0, 30.884615384615383)","(1.6, 1.75, 1.74)"
12-01-2023 15:28:16.577252,"(3.1, 3.85, 3.771621621621622)","(41.0, 230.0, 223.33333333333334)","(4.8, 7.8, 7.65)","(18.0, 36.0, 30.4)","(1.6, 1.75, 1.768888888888889)"
12-01-2023 15:28:17.553942,"(3.1, 3.85, 3.8022727272727272)","(41.0, 230.0, 223.33333333333334)","(4.8, 7.0, 6.9)","(18.0, 36.0, 30.4)","(1.6, 1.77, 1.7693617021276595)"
12-01-2023 15:28:18.434777,"(3.1, 3.85, 3.8022727272727272)","(41.0, 230.0, 223.33333333333334)","(4.8, 7.0, 6.870588235294117)","(18.0, 36.0, 30.7027027027027)","(1.6, 1.77, 1.7693617021276595)"
12-01-2023 15:28:19.334242,"(3.1, 3.85, 3.811111111111111)","(41.0, 230.0, 223.33333333333334)","(5.0, 7.0, 6.915384615384616)","(18.0, 36.0, 32.5)","(1.6, 1.77, 1.7686363636363636)"
12-01-2023 15:28:20.377155,"(3.1, 3.85, 3.8261904761904764)","(41.0, 230.0, 223.33333333333334)","(5.0, 7.0, 6.928)","(18.0, 36.0, 32.5)","(1.6, 1.77, 1.7684444444444445)"
12-01-2023 15:28:21.301017,"(3.1, 3.85, 3.8191176470588233)","(41.0, 230.0, 185.0)","(5.0, 7.0, 6.928)","(18.0, 36.0, 32.5)","(1.6, 1.77, 1.7658536585365854)"
12-01-2023 15:28:22.222292,"(3.1, 3.85, 3.81)","(41.0, 230.0, 185.0)","(5.0, 7.0, 6.975)","(18.0, 36.0, 29.875)","(1.6, 1.79, 1.7658536585365854)"
12-01-2023 15:28:23.168548,"(3.1, 3.85, 3.81)","(41.0, 230.0, 185.0)","(5.0, 7.0, 6.933333333333334)","(18.0, 36.0, 30.4)","(1.6, 1.79, 1.768709677419355)"
12-01-2023 15:28:24.134068,"(3.1, 3.85, 3.81)","(41.0, 230.0, 185.0)","(5.0, 7.2, 7.066666666666666)","(18.0, 36.0, 30.256410256410255)","(1.6, 1.79, 1.7585714285714287)"
12-01-2023 15:28:25.044956,"(3.1, 3.85, 3.8166666666666664)","(41.0, 230.0, 185.0)","(5.0, 7.2, 7.133333333333334)","(18.0, 36.0, 30.256410256410255)","(1.6, 1.79, 1.7675757575757576)"
12-01-2023 15:28:26.043915,"(3.1, 3.85, 3.8105263157894735)","(41.0, 230.0, 185.0)","(5.0, 7.2, 7.072727272727273)","(18.0, 36.0, 29.56756756756757)","(1.6, 1.79, 1.7790322580645161)"
12-01-2023 15:28:27.044107,"(3.1, 3.85, 3.7875)","(41.0, 230.0, 185.0)","(5.0, 7.2, 7.057142857142857)","(18.0, 36.0, 29.56756756756757)","(1.6, 1.79, 1.76875)"
12-01-2023 15:28:27.964784,"(3.1, 3.85, 3.7875)","(41.0, 230.0, 185.0)","(5.0, 7.4, 7.114285714285715)","(18.0, 36.0, 29.56756756756757)","(1.6, 1.79, 1.760909090909091)"
12-01-2023 15:28:28.764286,"(3.1, 3.85, 3.81)","(41.0, 230.0, 185.0)","(5.0, 8.0, 7.333333333333333)","(18.0, 36.0, 29.56756756756757)","(1.6, 1.77, 1.760909090909091)"
