,Black Tuxedo,Spring Casper,Lady Dior,Rico Eclipse,Balbina Bale,Pierre Bale
04-01-2023 13:13:05.736793,"(14.0, 29.0, 27.642857142857142)","(2.2, 2.48, 2.3768421052631576)","(5.5, 8.4, 7.0285714285714285)","(15.0, 22.0, 20.09090909090909)","(4.6, 5.4, 5.0)","(3.4, 6.4, 5.458620689655172)"
04-01-2023 13:13:06.776131,"(14.0, 29.0, 27.642857142857142)","(2.2, 2.48, 2.3768421052631576)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.25)","(4.6, 5.4, 5.0)","(3.4, 6.4, 6.2555555555555555)"
04-01-2023 13:13:07.845082,"(14.0, 29.0, 27.642857142857142)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.25)","(4.6, 5.4, 5.0)","(3.4, 6.4, 6.375)"
04-01-2023 13:13:08.728114,"(14.0, 29.0, 27.642857142857142)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.25)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.685714285714285)"
04-01-2023 13:13:09.832903,"(14.0, 29.0, 27.875)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.25)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.685714285714285)"
04-01-2023 13:13:10.763126,"(14.0, 29.0, 27.857142857142858)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.25)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.685714285714285)"
04-01-2023 13:13:11.641820,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.25)","(4.6, 5.4, 5.266666666666667)","(3.4, 6.8, 6.685714285714285)"
04-01-2023 13:13:12.526038,"(14.0, 29.0, 27.714285714285715)","(2.2, 2.48, 2.375)","(5.5, 8.4, 7.0285714285714285)","(15.0, 22.0, 19.0)","(4.6, 5.5, 5.05)","(3.4, 6.8, 6.685714285714285)"
04-01-2023 13:13:13.410738,"(14.0, 29.0, 27.714285714285715)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.685714285714285)"
04-01-2023 13:13:14.322971,"(14.0, 29.0, 27.714285714285715)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.685714285714285)"
04-01-2023 13:13:15.259327,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.033333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.622222222222222)"
04-01-2023 13:13:16.296249,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.55)"
04-01-2023 13:13:17.262517,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.6499999999999995)"
04-01-2023 13:13:18.107285,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.33)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.6499999999999995)"
04-01-2023 13:13:19.030368,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.663636363636363)"
04-01-2023 13:13:19.953074,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.4, 7.542857142857143)","(15.0, 22.0, 20.09090909090909)","(4.6, 5.5, 5.0)","(3.4, 6.8, 6.663636363636363)"
04-01-2023 13:13:20.899980,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.663636363636363)"
04-01-2023 13:13:21.872414,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.663636363636363)"
04-01-2023 13:13:22.831204,"(14.0, 29.0, 27.0)","(2.2, 2.48, 2.375)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.55)"
04-01-2023 13:13:23.688036,"(14.0, 29.0, 27.0)","(2.25, 2.48, 2.375)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.55)"
04-01-2023 13:13:24.603672,"(14.0, 29.0, 27.0)","(2.25, 2.48, 2.373333333333333)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.644444444444444)"
04-01-2023 13:13:25.576562,"(14.0, 29.0, 27.0)","(2.25, 2.48, 2.36)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.644444444444444)"
04-01-2023 13:13:26.483440,"(14.0, 29.0, 27.0)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.644444444444444)"
04-01-2023 13:13:27.459509,"(14.0, 29.0, 27.0)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.4, 7.542857142857143)","(15.0, 22.0, 19.0)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.644444444444444)"
04-01-2023 13:13:28.442188,"(14.0, 29.0, 27.0)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.644444444444444)"
04-01-2023 13:13:29.408850,"(14.0, 32.0, 27.6)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.644444444444444)"
04-01-2023 13:13:30.306655,"(14.0, 32.0, 28.0)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.45)"
04-01-2023 13:13:31.190071,"(14.0, 36.0, 30.4)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.655555555555555)"
04-01-2023 13:13:32.102726,"(14.0, 36.0, 30.4)","(2.25, 2.48, 2.36)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.655555555555555)"
04-01-2023 13:13:33.016103,"(14.0, 36.0, 30.4)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.35)","(3.4, 6.8, 6.655555555555555)"
04-01-2023 13:13:33.914175,"(14.0, 36.0, 30.4)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.0)","(3.4, 6.8, 6.655555555555555)"
04-01-2023 13:13:34.855908,"(14.0, 36.0, 27.25)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.507692307692308)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.655555555555555)"
04-01-2023 13:13:35.767807,"(14.0, 36.0, 27.25)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.359999999999999)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.655555555555555)"
04-01-2023 13:13:36.754562,"(14.0, 36.0, 27.25)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.359999999999999)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.655555555555555)"
04-01-2023 13:13:37.674390,"(14.0, 36.0, 27.25)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.359999999999999)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.475)"
04-01-2023 13:13:38.519396,"(14.0, 36.0, 27.25)","(2.25, 2.48, 2.358095238095238)","(5.5, 8.2, 7.359999999999999)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.0)","(3.4, 6.8, 6.475)"
04-01-2023 13:13:39.585278,"(14.0, 36.0, 27.25)","(2.25, 2.48, 2.33)","(5.5, 8.2, 7.359999999999999)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.1647058823529415)","(3.4, 6.8, 6.666666666666666)"
04-01-2023 13:13:40.597506,"(14.0, 36.0, 27.25)","(2.25, 2.48, 2.3466666666666667)","(5.5, 8.2, 7.84)","(15.0, 22.0, 19.0)","(4.6, 5.4, 5.435714285714286)","(3.4, 6.8, 6.666666666666666)"
04-01-2023 13:13:41.511482,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.84)","(15.0, 22.0, 19.0)","(4.6, 5.5, 5.435714285714286)","(3.4, 6.8, 6.666666666666666)"
04-01-2023 13:13:42.576116,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.588235294117647)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.666666666666666)"
04-01-2023 13:13:43.584040,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.416666666666666)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.666666666666666)"
04-01-2023 13:13:44.516339,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.416666666666666)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.666666666666666)"
04-01-2023 13:13:45.430066,"(14.0, 36.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.416666666666666)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.666666666666666)"
04-01-2023 13:13:46.393372,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.442222222222222)","(5.5, 8.0, 7.416666666666666)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.677777777777777)"
04-01-2023 13:13:47.425520,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.416666666666666)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.677777777777777)"
04-01-2023 13:13:48.473629,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.677777777777777)"
04-01-2023 13:13:49.441427,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.677777777777777)"
04-01-2023 13:13:50.289711,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.677777777777777)"
04-01-2023 13:13:51.332043,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.677777777777777)"
04-01-2023 13:13:52.383366,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.677777777777777)"
04-01-2023 13:13:53.346920,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.177777777777778)","(3.4, 6.8, 6.688888888888888)"
04-01-2023 13:13:54.359657,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.293939393939394)","(3.4, 6.8, 6.688888888888888)"
04-01-2023 13:13:55.418612,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.473333333333334)","(3.4, 6.8, 6.688888888888888)"
04-01-2023 13:13:56.411228,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.473333333333334)","(3.4, 6.8, 6.688888888888888)"
04-01-2023 13:13:57.446920,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.2970588235294125)","(3.4, 6.8, 6.688888888888888)"
04-01-2023 13:13:58.489437,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.2970588235294125)","(3.4, 6.8, 6.688888888888888)"
04-01-2023 13:13:59.566953,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.2970588235294125)","(3.4, 6.8, 6.688888888888888)"
04-01-2023 13:14:00.692731,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.2970588235294125)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:01.585405,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.2970588235294125)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:02.552824,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.4, 7.341176470588235)","(15.0, 22.0, 19.0)","(4.6, 5.4, 5.473333333333334)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:03.625727,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:04.679531,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:05.718008,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:06.715287,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:07.741445,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.442222222222222)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:08.681757,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:09.663590,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.4, 7.341176470588235)","(15.0, 22.0, 19.0)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:10.616232,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.45)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:11.665714,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.45)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:12.747125,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.45)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:13.789720,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.45)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:14.680580,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.442222222222222)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:15.749584,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.341176470588235)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:16.746052,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.4, 7.341176470588235)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:17.708939,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:18.743418,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:19.734523,"(14.0, 36.0, 27.25)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:20.732465,"(14.0, 36.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.45)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:21.744476,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.233333333333333)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:22.671961,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.242105263157895)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:23.718631,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.4, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.242105263157895)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:24.794688,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:25.793703,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:26.809128,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:27.796181,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.479310344827586)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:28.816206,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.5, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:29.753605,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.442222222222222)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:30.739245,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.4, 7.341176470588235)","(15.0, 22.0, 20.363636363636363)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:31.774842,"(14.0, 36.0, 30.4)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 22.0, 19.333333333333332)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:32.792254,"(14.0, 38.0, 30.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.533333333333333)","(15.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:33.840313,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.3)","(15.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:34.780907,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.3)","(15.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.479310344827586)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:35.714302,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.3)","(15.0, 20.0, 19.333333333333332)","(4.6, 5.5, 5.324242424242424)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:36.807947,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.433333333333333)","(5.5, 8.2, 7.618181818181817)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:37.891921,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.2, 7.253333333333333)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:38.878013,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.253333333333333)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:39.872085,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.253333333333333)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:40.909194,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.253333333333333)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:41.808391,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.253333333333333)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:42.847612,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.253333333333333)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.5, 5.127272727272727)","(3.4, 6.8, 6.533333333333333)"
04-01-2023 13:14:43.919450,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.442222222222222)","(5.5, 8.0, 7.58)","(16.0, 20.0, 18.636363636363637)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:45.135132,"(14.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 8.0, 7.125)","(16.0, 20.0, 19.333333333333332)","(4.6, 5.4, 5.127272727272727)","(3.4, 6.8, 6.7)"
04-01-2023 13:14:46.339201,"(15.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 7.8, 7.125)","(16.0, 20.0, 19.333333333333332)","(4.8, 5.4, 5.127272727272727)","(3.5, 6.8, 6.7)"
04-01-2023 13:14:47.454947,"(15.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 7.8, 7.125)","(16.0, 20.0, 19.333333333333332)","(4.8, 5.4, 5.127272727272727)","(3.5, 6.8, 6.7)"
04-01-2023 13:14:48.417753,"(15.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 7.8, 7.125)","(16.0, 20.0, 19.333333333333332)","(4.8, 5.4, 5.127272727272727)","(3.5, 6.8, 6.7)"
04-01-2023 13:14:49.567952,"(15.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 7.8, 7.125)","(16.0, 20.0, 19.333333333333332)","(4.8, 5.4, 5.127272727272727)","(3.5, 6.8, 6.7)"
04-01-2023 13:14:50.695340,"(15.0, 38.0, 28.0)","(2.25, 2.46, 2.4366666666666665)","(5.5, 7.8, 7.125)","(16.0, 20.0, 19.333333333333332)","(4.8, 5.4, 5.127272727272727)","(3.5, 6.8, 6.7)"
