,Our Little Skipper,Spice Boy,Dipped In Silver,Cold Star Scooter,Boom Boom Boy,Mistique,Surfer Joe
12-01-2023 12:54:35.353841,"(31.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.7365384615384616)","(5.5, 12.0, 10.6)","(31.0, 75.0, 70.0)","(1.9, 2.08, 2.0382608695652173)","(5.5, 9.6, 9.4)"
12-01-2023 12:54:36.498714,"(31.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.7365384615384616)","(5.5, 12.0, 10.6)","(31.0, 75.0, 67.5)","(1.9, 2.08, 2.0352)","(5.5, 9.6, 9.4)"
12-01-2023 12:54:37.555634,"(31.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.7365384615384616)","(5.5, 12.0, 10.6)","(31.0, 75.0, 70.71428571428571)","(1.9, 2.08, 2.0352)","(5.5, 9.6, 9.4)"
12-01-2023 12:54:38.609662,"(31.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.7365384615384616)","(5.5, 12.0, 10.6)","(31.0, 75.0, 70.71428571428571)","(1.9, 2.08, 2.037714285714286)","(5.5, 9.6, 9.4)"
12-01-2023 12:54:39.710400,"(31.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.7365384615384616)","(5.5, 12.0, 11.0)","(31.0, 75.0, 70.71428571428571)","(1.8, 2.08, 2.037714285714286)","(5.5, 9.6, 9.4)"
12-01-2023 12:54:40.830307,"(31.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.7365384615384616)","(5.5, 12.0, 11.0)","(31.0, 75.0, 70.71428571428571)","(1.8, 2.08, 2.037714285714286)","(5.5, 9.6, 9.4)"
12-01-2023 12:54:42.100819,"(31.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.7365384615384616)","(5.5, 12.0, 11.0)","(31.0, 75.0, 73.33333333333333)","(1.8, 2.08, 2.037714285714286)","(5.5, 9.6, 9.4)"
12-01-2023 12:54:43.270452,"(26.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.95, 3.8375)","(6.0, 12.0, 11.0)","(31.0, 75.0, 73.88888888888889)","(1.8, 2.08, 2.037714285714286)","(6.0, 9.6, 9.4)"
12-01-2023 12:54:44.623556,"(26.0, 60.0, 50.666666666666664)","(51.0, 110.0, 86.66666666666667)","(3.2, 3.9, 3.8130434782608695)","(6.0, 12.0, 11.0)","(31.0, 75.0, 73.88888888888889)","(1.8, 2.08, 2.0495)","(6.0, 9.6, 10.366666666666667)"
12-01-2023 12:54:45.766344,"(26.0, 60.0, 50.666666666666664)","(51.0, 110.0, 92.0)","(3.2, 3.9, 3.7823529411764705)","(6.0, 12.0, 11.263157894736842)","(31.0, 75.0, 73.88888888888889)","(1.8, 2.06, 2.031875)","(6.0, 11.5, 10.933333333333334)"
12-01-2023 12:54:47.060293,"(26.0, 60.0, 50.666666666666664)","(51.0, 110.0, 92.0)","(3.2, 3.9, 3.7823529411764705)","(6.0, 12.0, 11.263157894736842)","(31.0, 75.0, 73.88888888888889)","(1.8, 2.06, 2.031875)","(6.0, 11.5, 10.933333333333334)"
12-01-2023 12:54:48.490255,"(26.0, 60.0, 50.666666666666664)","(51.0, 110.0, 92.0)","(3.2, 3.9, 3.7823529411764705)","(6.0, 12.0, 11.263157894736842)","(31.0, 75.0, 73.88888888888889)","(1.8, 2.06, 2.031875)","(6.0, 11.5, 10.933333333333334)"
12-01-2023 12:54:50.154425,"(26.0, 60.0, 50.666666666666664)","(51.0, 110.0, 92.0)","(3.2, 3.9, 3.6172131147540982)","(6.0, 12.0, 11.285714285714285)","(31.0, 75.0, 73.88888888888889)","(1.8, 2.06, 2.031875)","(6.0, 11.5, 10.933333333333334)"
12-01-2023 12:54:52.904269,"(26.0, 60.0, 50.666666666666664)","(51.0, 110.0, 90.0)","(3.2, 3.65, 3.6127450980392157)","(6.0, 11.5, 11.5)","(31.0, 75.0, 73.88888888888889)","(1.8, 2.06, 2.004736842105263)","(6.0, 11.5, 10.933333333333334)"
12-01-2023 12:54:54.377109,"(26.0, 60.0, 50.666666666666664)","(51.0, 100.0, 102.5)","(3.2, 3.65, 3.6077777777777778)","(6.0, 12.5, 11.263157894736842)","(31.0, 75.0, 72.5)","(1.8, 2.06, 2.004736842105263)","(6.0, 11.5, 10.454545454545455)"
12-01-2023 12:54:55.689031,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 102.5)","(3.2, 3.65, 3.6077777777777778)","(6.0, 12.0, 11.263157894736842)","(31.0, 75.0, 72.5)","(1.8, 2.06, 2.004736842105263)","(6.0, 11.0, 10.454545454545455)"
12-01-2023 12:54:57.031642,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 102.5)","(3.2, 3.65, 3.6077777777777778)","(6.0, 12.0, 11.0)","(31.0, 75.0, 72.5)","(1.8, 2.06, 2.025)","(6.0, 11.0, 10.858823529411765)"
12-01-2023 12:54:58.296309,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 102.5)","(3.2, 3.65, 3.6077777777777778)","(6.0, 12.0, 11.0)","(31.0, 75.0, 72.5)","(1.8, 2.06, 1.999)","(6.0, 11.0, 10.846153846153847)"
12-01-2023 12:54:59.533120,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 102.5)","(3.2, 3.65, 3.6077777777777778)","(6.0, 12.0, 11.0)","(31.0, 75.0, 72.5)","(1.8, 2.08, 1.9981818181818183)","(6.0, 11.0, 12.0625)"
12-01-2023 12:55:00.722341,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 102.5)","(3.2, 3.65, 3.5708333333333333)","(6.0, 12.0, 11.0)","(31.0, 75.0, 72.5)","(1.8, 2.08, 1.9983720930232558)","(6.0, 13.0, 12.0625)"
12-01-2023 12:55:01.947475,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 88.75)","(3.2, 3.65, 3.512962962962963)","(6.0, 12.0, 11.166666666666666)","(31.0, 75.0, 72.5)","(1.8, 2.08, 2.0024137931034485)","(6.0, 13.0, 12.0625)"
12-01-2023 12:55:03.298421,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 88.75)","(3.2, 3.6, 3.5060000000000002)","(6.0, 11.5, 11.166666666666666)","(31.0, 75.0, 72.5)","(1.8, 2.08, 2.0460000000000003)","(6.0, 13.0, 12.423076923076923)"
12-01-2023 12:55:04.640999,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 106.42857142857143)","(3.2, 3.6, 3.5060000000000002)","(6.0, 11.5, 11.166666666666666)","(31.0, 75.0, 73.0)","(1.8, 2.06, 2.0225)","(6.0, 13.0, 12.423076923076923)"
12-01-2023 12:55:05.968485,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 106.42857142857143)","(3.2, 3.6, 3.5060000000000002)","(6.0, 11.5, 11.166666666666666)","(31.0, 75.0, 73.0)","(1.8, 2.06, 2.0225)","(6.0, 13.0, 12.423076923076923)"
12-01-2023 12:55:07.119248,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 106.42857142857143)","(3.2, 3.6, 3.5060000000000002)","(6.0, 11.5, 11.3125)","(31.0, 75.0, 73.0)","(1.8, 2.06, 2.045)","(6.0, 13.0, 12.423076923076923)"
12-01-2023 12:55:08.357824,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 102.5)","(3.2, 3.6, 3.468421052631579)","(6.5, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.8, 2.06, 2.045)","(6.0, 13.0, 12.423076923076923)"
12-01-2023 12:55:09.639714,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 104.61538461538461)","(3.2, 3.6, 3.4307692307692306)","(6.5, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.8, 2.06, 2.045)","(6.0, 13.0, 12.583333333333334)"
12-01-2023 12:55:10.771364,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 104.61538461538461)","(3.2, 3.6, 3.4307692307692306)","(6.5, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.8, 2.06, 2.045)","(6.0, 13.0, 12.583333333333334)"
12-01-2023 12:55:11.907545,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 104.61538461538461)","(3.1, 3.6, 3.4307692307692306)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.75, 2.06, 2.015)","(6.5, 13.0, 12.454545454545455)"
12-01-2023 12:55:13.170726,"(26.0, 60.0, 50.666666666666664)","(51.0, 140.0, 120.0)","(3.1, 3.55, 3.3729166666666663)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.75, 2.08, 2.0283870967741935)","(6.5, 13.0, 11.875)"
12-01-2023 12:55:14.259220,"(26.0, 60.0, 50.666666666666664)","(51.0, 160.0, 100.0)","(3.1, 3.55, 3.4666666666666663)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.75, 2.08, 2.0386206896551724)","(6.5, 13.0, 11.875)"
12-01-2023 12:55:15.238664,"(26.0, 60.0, 50.666666666666664)","(51.0, 150.0, 103.33333333333333)","(3.1, 3.55, 3.4666666666666663)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.75, 2.08, 2.04)","(6.5, 13.0, 11.875)"
12-01-2023 12:55:16.244443,"(26.0, 60.0, 50.666666666666664)","(51.0, 140.0, 100.0)","(3.1, 3.55, 3.459574468085106)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.75, 2.08, 2.04)","(6.5, 13.0, 11.875)"
12-01-2023 12:55:17.276891,"(26.0, 60.0, 50.666666666666664)","(51.0, 130.0, 96.66666666666667)","(3.1, 3.55, 3.459574468085106)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 73.0)","(1.75, 2.08, 2.046666666666667)","(6.5, 13.0, 11.875)"
12-01-2023 12:55:18.443003,"(26.0, 55.0, 50.5)","(51.0, 130.0, 96.66666666666667)","(3.1, 3.55, 3.459574468085106)","(7.0, 11.5, 11.297297297297298)","(31.0, 75.0, 73.33333333333333)","(1.75, 2.08, 2.072258064516129)","(6.5, 13.0, 11.875)"
12-01-2023 12:55:19.534793,"(26.0, 65.0, 52.333333333333336)","(51.0, 130.0, 96.66666666666667)","(3.1, 3.55, 3.459574468085106)","(7.0, 11.5, 11.297297297297298)","(31.0, 75.0, 73.33333333333333)","(1.75, 2.08, 2.072258064516129)","(6.5, 13.0, 11.875)"
12-01-2023 12:55:20.627708,"(26.0, 75.0, 60.5)","(51.0, 130.0, 96.66666666666667)","(3.1, 3.5, 3.453846153846154)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 74.16666666666667)","(1.75, 2.08, 2.0714285714285716)","(6.5, 13.0, 12.1)"
12-01-2023 12:55:21.739511,"(26.0, 75.0, 60.5)","(51.0, 130.0, 96.66666666666667)","(3.1, 3.5, 3.453846153846154)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 74.16666666666667)","(1.75, 2.08, 2.051282051282051)","(6.5, 13.0, 12.1)"
12-01-2023 12:55:22.923993,"(26.0, 75.0, 60.5)","(51.0, 130.0, 96.66666666666667)","(3.1, 3.5, 3.458139534883721)","(7.0, 11.5, 10.91304347826087)","(31.0, 75.0, 74.16666666666667)","(1.75, 2.08, 2.048780487804878)","(6.5, 13.0, 12.1)"
12-01-2023 12:55:23.914720,"(26.0, 75.0, 60.5)","(51.0, 130.0, 96.66666666666667)","(3.1, 3.5, 3.458139534883721)","(7.0, 11.5, 10.91304347826087)","(41.0, 75.0, 74.16666666666667)","(1.75, 2.08, 2.0526315789473686)","(7.0, 13.0, 12.1)"
12-01-2023 12:55:24.921334,"(26.0, 75.0, 60.5)","(51.0, 130.0, 117.5)","(3.1, 3.5, 3.4035714285714285)","(7.0, 11.5, 10.91304347826087)","(41.0, 75.0, 74.16666666666667)","(1.75, 2.08, 2.0733333333333333)","(7.0, 13.0, 12.1)"
12-01-2023 12:55:25.931141,"(26.0, 75.0, 60.5)","(51.0, 120.0, 88.0)","(3.1, 3.5, 3.382608695652174)","(7.0, 11.5, 10.91304347826087)","(41.0, 75.0, 74.54545454545455)","(1.75, 2.08, 2.049514563106796)","(7.0, 13.0, 12.1)"
12-01-2023 12:55:26.982273,"(26.0, 75.0, 60.5)","(51.0, 120.0, 84.0)","(3.1, 3.5, 3.4096153846153845)","(7.0, 11.5, 10.91304347826087)","(41.0, 75.0, 74.54545454545455)","(1.75, 2.1, 2.047605633802817)","(7.0, 13.0, 12.1)"
12-01-2023 12:55:27.933766,"(26.0, 75.0, 60.5)","(51.0, 110.0, 90.71428571428572)","(3.1, 3.45, 3.4096153846153845)","(7.0, 11.5, 10.91304347826087)","(41.0, 75.0, 74.54545454545455)","(1.75, 2.1, 2.047605633802817)","(7.0, 13.0, 12.1)"
12-01-2023 12:55:29.016300,"(26.0, 75.0, 60.5)","(51.0, 100.0, 85.41666666666666)","(3.1, 3.45, 3.3814285714285712)","(7.0, 11.5, 11.105263157894736)","(41.0, 75.0, 74.54545454545455)","(1.75, 2.1, 2.0052631578947366)","(7.0, 13.0, 12.1)"
12-01-2023 12:55:30.113966,"(26.0, 75.0, 58.5)","(51.0, 100.0, 79.0)","(3.1, 3.45, 3.3814285714285712)","(7.0, 11.5, 10.785714285714286)","(41.0, 75.0, 74.54545454545455)","(1.75, 2.1, 2.0050632911392405)","(7.0, 13.0, 12.0)"
12-01-2023 12:55:31.240667,"(26.0, 75.0, 64.0)","(51.0, 95.0, 76.25)","(3.1, 3.45, 3.330769230769231)","(7.0, 11.5, 10.875)","(41.0, 75.0, 74.5)","(1.75, 2.1, 2.0123076923076924)","(7.0, 13.0, 11.8)"
12-01-2023 12:55:32.235245,"(26.0, 75.0, 46.714285714285715)","(51.0, 95.0, 73.57142857142857)","(3.1, 3.35, 3.330769230769231)","(7.0, 11.5, 10.875)","(41.0, 75.0, 74.5)","(1.75, 2.02, 2.0123076923076924)","(7.0, 13.0, 11.8)"
12-01-2023 12:55:33.336188,"(26.0, 75.0, 57.85714285714286)","(51.0, 95.0, 104.375)","(3.1, 3.35, 3.4392857142857145)","(7.0, 11.5, 11.85)","(41.0, 75.0, 74.5)","(1.75, 2.02, 1.990985221674877)","(7.0, 13.0, 12.578947368421053)"
12-01-2023 12:55:34.483810,"(26.0, 65.0, 56.4)","(51.0, 100.0, 74.28571428571429)","(3.1, 3.45, 3.4392857142857145)","(7.0, 12.0, 11.875)","(41.0, 75.0, 91.81818181818181)","(1.75, 2.02, 1.9957142857142858)","(7.0, 13.0, 12.0)"
12-01-2023 12:55:35.707692,"(26.0, 65.0, 57.333333333333336)","(51.0, 95.0, 84.0909090909091)","(3.1, 3.45, 3.3629032258064515)","(7.0, 12.0, 11.875)","(41.0, 100.0, 91.81818181818181)","(1.75, 2.02, 1.998)","(7.0, 13.0, 12.0)"
12-01-2023 12:55:36.711743,"(26.0, 65.0, 51.0)","(51.0, 95.0, 84.0909090909091)","(3.1, 3.45, 3.3629032258064515)","(7.0, 12.0, 11.875)","(41.0, 100.0, 91.81818181818181)","(1.75, 2.02, 1.99)","(7.0, 13.0, 12.833333333333334)"
12-01-2023 12:55:37.651048,"(26.0, 65.0, 54.5)","(51.0, 90.0, 77.5)","(3.1, 3.5, 3.4529411764705884)","(7.0, 13.0, 11.533333333333333)","(41.0, 100.0, 94.0)","(1.75, 1.99, 1.959230769230769)","(7.0, 13.5, 12.833333333333334)"
12-01-2023 12:55:38.706759,"(26.0, 65.0, 54.5)","(51.0, 90.0, 79.70588235294117)","(3.1, 3.55, 3.45625)","(7.0, 13.0, 12.571428571428571)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.9953846153846153)","(7.0, 13.5, 12.357142857142858)"
12-01-2023 12:55:39.744836,"(26.0, 65.0, 54.5)","(51.0, 90.0, 82.85714285714286)","(3.1, 3.55, 3.4666666666666663)","(7.0, 13.0, 12.454545454545455)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.994)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:40.678569,"(26.0, 65.0, 63.09090909090909)","(51.0, 85.0, 83.18181818181819)","(3.1, 3.55, 3.4944444444444445)","(7.0, 13.0, 12.55)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.9969999999999999)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:41.673758,"(26.0, 65.0, 55.5)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.4944444444444445)","(7.0, 13.5, 13.318181818181818)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.9969999999999999)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:42.737318,"(26.0, 65.0, 55.5)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.4944444444444445)","(7.0, 13.5, 13.318181818181818)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.9969999999999999)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:43.693451,"(26.0, 65.0, 55.5)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.4)","(7.0, 13.5, 12.833333333333334)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.9969999999999999)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:44.618973,"(26.0, 65.0, 55.5)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.4)","(7.0, 13.5, 12.833333333333334)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.9969999999999999)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:45.658532,"(26.0, 65.0, 55.5)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.3874999999999997)","(7.0, 13.5, 12.428571428571429)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.9969999999999999)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:46.700337,"(26.0, 65.0, 55.5)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.3874999999999997)","(7.0, 13.5, 12.428571428571429)","(41.0, 100.0, 94.0)","(1.75, 2.0, 1.998076923076923)","(7.0, 13.5, 12.558823529411764)"
12-01-2023 12:55:47.670373,"(26.0, 65.0, 56.0)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.3874999999999997)","(7.0, 13.5, 12.428571428571429)","(41.0, 100.0, 94.0)","(1.75, 2.02, 2.004864864864865)","(7.0, 13.0, 12.727272727272727)"
12-01-2023 12:55:48.654284,"(26.0, 65.0, 62.4)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 13.0)","(41.0, 100.0, 94.0)","(1.75, 2.02, 2.005)","(7.0, 13.0, 12.666666666666666)"
12-01-2023 12:55:49.890303,"(26.0, 90.0, 62.4)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 13.0)","(41.0, 100.0, 94.0)","(1.75, 2.02, 2.0153846153846153)","(7.0, 13.0, 12.5)"
12-01-2023 12:55:51.034378,"(26.0, 85.0, 57.14285714285714)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 13.0)","(41.0, 100.0, 94.0)","(1.75, 2.02, 2.008)","(7.0, 13.0, 11.961538461538462)"
12-01-2023 12:55:52.259800,"(26.0, 85.0, 52.5)","(51.0, 85.0, 82.77777777777777)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 12.875)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.0097297297297296)","(7.0, 13.0, 11.961538461538462)"
12-01-2023 12:55:53.278494,"(26.0, 85.0, 52.5)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 12.875)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.0097297297297296)","(7.0, 13.0, 12.3)"
12-01-2023 12:55:54.444184,"(26.0, 75.0, 51.27272727272727)","(51.0, 80.0, 70.0)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 12.875)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.0145454545454546)","(7.0, 12.5, 12.3)"
12-01-2023 12:55:55.690101,"(26.0, 75.0, 51.27272727272727)","(51.0, 80.0, 71.42857142857143)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 12.875)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.012)","(7.0, 12.5, 12.3)"
12-01-2023 12:55:56.867405,"(26.0, 70.0, 64.0)","(51.0, 80.0, 68.88888888888889)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 12.875)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.012)","(7.0, 12.5, 12.3)"
12-01-2023 12:55:57.883776,"(26.0, 70.0, 59.09090909090909)","(51.0, 80.0, 72.3076923076923)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 12.071428571428571)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.0165853658536586)","(7.0, 12.5, 12.3)"
12-01-2023 12:55:58.956980,"(26.0, 70.0, 59.09090909090909)","(51.0, 90.0, 79.23076923076923)","(3.1, 3.55, 3.3874999999999997)","(7.5, 13.5, 12.428571428571429)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.0165853658536586)","(7.0, 12.5, 12.3)"
12-01-2023 12:56:00.429374,"(26.0, 70.0, 59.09090909090909)","(51.0, 85.0, 77.5)","(3.1, 3.55, 3.3813953488372093)","(7.5, 13.5, 12.428571428571429)","(41.0, 100.0, 94.0)","(1.75, 2.04, 2.0165853658536586)","(7.0, 12.5, 12.3)"
12-01-2023 12:56:01.584801,"(26.0, 65.0, 60.25)","(51.0, 85.0, 77.5)","(2.9, 3.55, 3.3813953488372093)","(8.0, 13.5, 12.428571428571429)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.0165853658536586)","(7.5, 12.5, 12.3)"
12-01-2023 12:56:02.612491,"(26.0, 60.0, 56.5)","(51.0, 85.0, 77.5)","(2.9, 3.55, 3.3813953488372093)","(8.0, 13.5, 12.375)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.022666666666667)","(7.5, 12.5, 13.4)"
12-01-2023 12:56:03.725026,"(31.0, 60.0, 56.5)","(51.0, 75.0, 72.77777777777777)","(2.9, 3.55, 3.3777777777777778)","(8.0, 13.5, 12.928571428571429)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.02)","(7.5, 13.5, 13.375)"
12-01-2023 12:56:04.850081,"(31.0, 60.0, 56.5)","(51.0, 75.0, 72.77777777777777)","(2.9, 3.55, 3.3641025641025637)","(8.0, 13.5, 12.794117647058824)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.0165853658536586)","(7.5, 13.5, 13.375)"
12-01-2023 12:56:05.813070,"(31.0, 60.0, 56.0)","(51.0, 75.0, 72.77777777777777)","(2.9, 3.55, 3.3540540540540538)","(8.0, 13.5, 13.0)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.006666666666667)","(7.5, 13.5, 13.375)"
12-01-2023 12:56:06.915237,"(31.0, 60.0, 56.0)","(51.0, 75.0, 72.77777777777777)","(2.9, 3.55, 3.3714285714285714)","(8.0, 13.5, 13.0)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.006666666666667)","(7.5, 13.5, 13.375)"
12-01-2023 12:56:08.033710,"(31.0, 60.0, 56.0)","(51.0, 75.0, 72.77777777777777)","(2.9, 3.5, 3.3714285714285714)","(8.0, 13.5, 13.0)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.006666666666667)","(7.5, 13.5, 13.375)"
12-01-2023 12:56:09.137425,"(31.0, 60.0, 56.0)","(51.0, 75.0, 72.77777777777777)","(2.9, 3.5, 3.3714285714285714)","(8.0, 13.5, 13.0)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.006666666666667)","(7.5, 13.5, 13.375)"
12-01-2023 12:56:10.247056,"(31.0, 60.0, 56.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3588235294117648)","(8.0, 13.5, 13.055555555555555)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.006666666666667)","(7.5, 13.5, 13.40625)"
12-01-2023 12:56:11.208299,"(31.0, 60.0, 56.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3588235294117648)","(8.0, 13.5, 13.055555555555555)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.024390243902439)","(7.5, 13.5, 13.40625)"
12-01-2023 12:56:12.497035,"(31.0, 60.0, 56.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3588235294117648)","(8.0, 13.5, 12.681818181818182)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.024390243902439)","(7.5, 13.5, 13.40625)"
12-01-2023 12:56:13.658686,"(31.0, 50.0, 43.333333333333336)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3588235294117648)","(8.0, 13.5, 12.681818181818182)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.024390243902439)","(7.5, 13.5, 13.40625)"
12-01-2023 12:56:14.614878,"(31.0, 48.0, 44.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3588235294117648)","(8.0, 13.5, 13.071428571428571)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.026315789473684)","(7.5, 13.5, 13.40625)"
12-01-2023 12:56:15.674040,"(31.0, 48.0, 42.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3588235294117648)","(8.0, 13.5, 13.2)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.024390243902439)","(7.5, 13.5, 13.333333333333334)"
12-01-2023 12:56:17.456091,"(31.0, 48.0, 42.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3588235294117648)","(8.0, 13.5, 13.2)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.024390243902439)","(7.5, 13.5, 13.333333333333334)"
12-01-2023 12:56:18.809412,"(31.0, 48.0, 42.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3416666666666663)","(8.0, 13.5, 13.2)","(41.0, 100.0, 94.0)","(1.7, 2.04, 2.05)","(7.5, 13.5, 13.333333333333334)"
12-01-2023 12:56:20.120732,"(26.0, 48.0, 42.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3499999999999996)","(8.0, 13.5, 13.2)","(41.0, 100.0, 94.0)","(1.7, 2.06, 2.038181818181818)","(7.5, 13.5, 13.448275862068966)"
12-01-2023 12:56:21.243011,"(26.0, 48.0, 42.0)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3499999999999996)","(8.0, 13.5, 13.2)","(41.0, 100.0, 94.0)","(1.7, 2.06, 2.038181818181818)","(7.5, 13.5, 13.448275862068966)"
12-01-2023 12:56:22.606647,"(26.0, 48.0, 40.5)","(51.0, 70.0, 68.33333333333333)","(2.9, 3.5, 3.3499999999999996)","(8.0, 13.5, 13.2)","(41.0, 100.0, 86.0)","(1.7, 2.06, 2.042222222222222)","(8.0, 13.5, 13.448275862068966)"
12-01-2023 12:56:23.763977,"(26.0, 48.0, 39.111111111111114)","(51.0, 70.0, 67.5)","(2.9, 3.5, 3.3499999999999996)","(8.0, 13.5, 13.2)","(41.0, 100.0, 86.0)","(1.7, 2.06, 2.042222222222222)","(8.0, 13.5, 13.448275862068966)"
