,Our Little Skipper,Spice Boy,Dipped In Silver,Cold Star Scooter,Boom Boom Boy,Mistique,Surfer Joe
12-01-2023 12:31:43.009200,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:44.161170,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:45.433303,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:46.696692,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:47.866827,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:49.055482,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:50.273254,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:51.439386,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:52.598809,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:53.789193,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:54.965855,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:56.084476,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:57.271535,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:58.496534,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:31:59.671972,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:00.831715,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:01.990284,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:03.153029,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:04.378871,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:05.545298,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:06.842015,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:07.983661,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:09.052392,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:10.233660,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:11.459290,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:12.653831,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:13.806624,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:14.995140,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:16.178186,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:17.237656,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:18.359795,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:19.491995,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:20.617055,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:21.823336,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:22.958351,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:24.162117,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:25.515368,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:26.827040,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:28.110209,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:29.456450,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:30.763563,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:32.040138,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:33.134263,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:34.303411,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:35.517510,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:36.571491,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:37.683522,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:38.890794,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:40.063029,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:41.157459,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.5242857142857145)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:42.365472,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4733333333333336)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:43.599529,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4733333333333336)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:44.963774,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:46.469890,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:47.637970,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:48.819143,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:50.042817,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:51.182659,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:52.420092,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:53.661286,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:54.898645,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:56.044060,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:57.270452,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:58.529999,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:32:59.723627,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:00.911807,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:02.152489,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:03.434524,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:04.714209,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:05.900615,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:07.320988,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:08.569809,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:10.001169,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:11.188777,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:12.359309,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.588888888888889)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:13.571599,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.942857142857143)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:14.801990,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:15.955793,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:17.184717,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:18.466499,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:19.696133,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:20.857462,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:22.074113,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:23.297450,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:24.533467,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:25.694404,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:26.838272,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:28.056055,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:29.278620,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:30.340202,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:31.543439,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:32.749651,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:33.858730,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:35.018638,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
