,Miss Fab Focus,Barelys Era,Helmet Giblet,Yuna Bale,Off Switch,Magical Doll,Dolly Quokka,Aston Audrey
14-12-2022 12:26:00.737326,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.25)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 75.0, 53.857142857142854)"
14-12-2022 12:26:02.137024,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.25)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 75.0, 53.857142857142854)"
14-12-2022 12:26:03.614691,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.25)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 75.0, 53.857142857142854)"
14-12-2022 12:26:05.153178,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.25)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 75.0, 53.857142857142854)"
14-12-2022 12:26:06.632899,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.25)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 75.0, 53.857142857142854)"
14-12-2022 12:26:07.970902,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.25)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 75.0, 41.42857142857143)"
14-12-2022 12:26:09.418769,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:10.942123,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:12.394213,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:13.835292,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:15.234140,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:16.613554,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 31.3125)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:18.000353,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 30.352941176470587)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:19.531963,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 30.352941176470587)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:21.171931,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 30.352941176470587)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:22.696180,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 30.352941176470587)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:24.439477,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 30.352941176470587)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:25.851129,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 30.352941176470587)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:27.232718,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 36.75)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:28.630363,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 36.75)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:30.049690,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 36.75)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:31.342906,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 36.75)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:32.626199,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.063157894736842)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 36.75)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:33.941212,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 36.75)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:35.316121,"(14.0, 30.0, 16.714285714285715)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 6.136842105263158)","(21.0, 130.0, 121.33333333333333)","(16.0, 44.0, 36.75)","(5.5, 10.0, 9.377777777777778)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 41.42857142857143)"
14-12-2022 12:26:36.596006,"(14.0, 32.0, 20.333333333333332)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.8, 5.966666666666667)","(21.0, 130.0, 92.54545454545455)","(16.0, 44.0, 28.736842105263158)","(5.5, 10.0, 8.933333333333334)","(3.1, 4.3, 3.6174999999999997)","(19.0, 70.0, 47.77777777777778)"
14-12-2022 12:26:37.949620,"(14.0, 32.0, 20.333333333333332)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 28.736842105263158)","(5.5, 10.0, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 70.0, 43.68421052631579)"
14-12-2022 12:26:39.349487,"(14.0, 32.0, 20.333333333333332)","(2.8, 4.4, 3.9560000000000004)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 28.736842105263158)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:40.654833,"(14.0, 32.0, 20.333333333333332)","(2.8, 4.4, 3.9312500000000004)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 28.736842105263158)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:42.078489,"(14.0, 34.0, 17.75)","(2.8, 4.4, 3.9312500000000004)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 28.736842105263158)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:43.482167,"(14.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.2666666666666666)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 34.8421052631579)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:44.818042,"(14.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.2666666666666666)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 34.8421052631579)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:46.176906,"(14.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.2666666666666666)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 34.8421052631579)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:47.579864,"(14.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.3200000000000003)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 92.54545454545455)","(17.0, 44.0, 35.3125)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:48.951519,"(14.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.3200000000000003)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 92.54545454545455)","(17.0, 40.0, 31.666666666666664)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:50.264775,"(14.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.3200000000000003)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(17.0, 40.0, 32.10526315789474)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:51.635746,"(14.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.3200000000000003)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(17.0, 40.0, 32.10526315789474)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(20.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:53.059627,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.8, 3.3200000000000003)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 32.10526315789474)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:54.386527,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.211111111111111)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:55.696552,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.211111111111111)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:56.994106,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.211111111111111)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:58.201106,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:26:59.499496,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:00.934679,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:02.264668,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:03.930804,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:05.219048,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:06.468085,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.1875)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:07.756900,"(15.0, 34.0, 16.666666666666668)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.705882352941174)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:09.138327,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 92.54545454545455)","(18.0, 40.0, 31.705882352941174)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:10.546287,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 31.705882352941174)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:11.919157,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 31.705882352941174)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:13.182045,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 31.705882352941174)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:14.492113,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 31.705882352941174)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:15.782393,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 31.705882352941174)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:17.000689,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 31.676470588235293)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 43.68421052631579)"
14-12-2022 12:27:18.234579,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 38.0, 31.676470588235293)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:19.444904,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 38.0, 31.676470588235293)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:20.631912,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 38.0, 31.676470588235293)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:21.831220,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 38.0, 31.676470588235293)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:23.113381,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 38.0, 31.676470588235293)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:24.382891,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 38.0, 32.16666666666667)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:25.643175,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 32.16666666666667)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:27.105872,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.25)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 32.16666666666667)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:28.536631,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 32.16666666666667)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:29.799146,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 5.933333333333334)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 32.16666666666667)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:31.524783,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 32.16666666666667)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:33.206435,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.475)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 32.16666666666667)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:34.510419,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 5.84)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:35.886511,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 5.84)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:37.456600,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 5.84)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.5)"
14-12-2022 12:27:38.679591,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 33.57142857142857)"
14-12-2022 12:27:39.876416,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 39.705882352941174)"
14-12-2022 12:27:41.153241,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.368421052631575)"
14-12-2022 12:27:42.453759,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 5.84)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.368421052631575)"
14-12-2022 12:27:43.616288,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 5.84)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.368421052631575)"
14-12-2022 12:27:44.833704,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.368421052631575)"
14-12-2022 12:27:46.103106,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.368421052631575)"
14-12-2022 12:27:47.401341,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 5.84)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.466666666666667)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.368421052631575)"
14-12-2022 12:27:48.781506,"(15.0, 34.0, 24.5)","(2.8, 3.75, 3.35)","(4.4, 6.6, 6.045833333333333)","(21.0, 130.0, 82.46153846153847)","(18.0, 40.0, 27.727272727272727)","(5.5, 11.5, 10.625)","(3.1, 4.3, 3.6174999999999997)","(21.0, 65.0, 42.368421052631575)"
