,Summers Lost,Im Glad Too,Miss Sassy,Spitfire Sammy,Pollys Jester,Downpipe
08-01-2023 14:25:39.070454,"(41.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 8.72)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:40.088274,"(41.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 5.5, 5.340909090909091)","(3.8, 11.0, 8.76)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:41.106000,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:42.294996,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:44.341466,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:45.422555,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:46.520213,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:47.820560,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:48.921906,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:50.130027,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:51.138392,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:52.169063,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:53.341101,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:54.458996,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:55.537421,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:56.529069,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:57.562530,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:58.564078,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:25:59.594553,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:00.718960,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:01.720318,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:02.807737,"(41.0, 340.0, 69.77777777777777)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 34.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:03.847194,"(41.0, 330.0, 183.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:04.849990,"(41.0, 330.0, 183.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:05.900655,"(41.0, 330.0, 183.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:06.893294,"(41.0, 340.0, 188.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:07.941118,"(41.0, 340.0, 188.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:08.960534,"(41.0, 340.0, 188.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.423076923076923)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:09.883245,"(41.0, 340.0, 188.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.699999999999999)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:10.755102,"(41.0, 340.0, 188.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 11.0, 9.2)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:11.701985,"(41.0, 340.0, 188.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 11.0, 9.2)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:12.734769,"(41.0, 430.0, 114.8)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:13.708861,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:14.712169,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:15.658823,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:16.591105,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:17.543722,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.340909090909091)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.357142857142858)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:18.544285,"(41.0, 420.0, 228.0)","(8.5, 14.5, 12.925)","(3.9, 5.5, 5.409090909090909)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.5625)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:19.446170,"(41.0, 420.0, 228.0)","(8.5, 14.5, 12.925)","(3.9, 5.4, 5.096)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.5625)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:20.456391,"(41.0, 420.0, 228.0)","(8.5, 14.5, 12.925)","(3.9, 5.2, 4.987500000000001)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.083333333333332)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:21.457851,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.1, 4.912903225806451)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.083333333333332)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:22.470192,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.1, 4.912903225806451)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 29.083333333333332)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:23.729373,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 5.1, 4.738709677419355)","(3.8, 10.5, 7.546153846153846)","(16.0, 32.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:24.591033,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.738709677419355)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:25.503776,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.813793103448276)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:26.509875,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.813793103448276)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:27.543244,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:28.668958,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:29.678650,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:30.610373,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:31.701851,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:32.896506,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:34.136712,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:35.221733,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:36.128097,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:36.968975,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:37.893099,"(41.0, 420.0, 164.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:38.954643,"(41.0, 420.0, 228.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:39.924089,"(41.0, 440.0, 80.88888888888889)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:40.861637,"(41.0, 440.0, 80.88888888888889)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:41.709757,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.5, 7.546153846153846)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:42.620658,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 11.5, 8.922222222222222)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:43.626415,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.0, 7.415384615384616)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:44.667512,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.0, 7.415384615384616)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:45.852316,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.0, 7.415384615384616)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:46.935240,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.0, 7.415384615384616)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:47.827873,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.9, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:48.743412,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:49.684439,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:50.774540,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:51.863641,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:52.856961,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:53.801047,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:54.838546,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:55.874608,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:56.877432,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:57.871115,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:58.873947,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:26:59.796726,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:00.651751,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:01.603888,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.236363636363636)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:02.609766,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.236363636363636)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:03.537395,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.866666666666667)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:04.475655,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 7.6571428571428575)","(16.0, 34.0, 25.964285714285715)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:05.399577,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.633333333333334)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 29.3125)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:06.249758,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.9, 4.570588235294118)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 29.3125)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:07.145777,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.627586206896552)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:08.131361,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.627586206896552)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:09.152448,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.627586206896552)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:10.165017,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:11.105689,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:11.942738,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:12.821773,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 10.0, 6.622222222222223)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:13.824859,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 12.0, 7.36)","(16.0, 34.0, 24.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:14.802849,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.5, 7.26)","(16.0, 210.0, 177.41666666666669)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:15.692228,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.653333333333332)","(16.0, 36.0, 25.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:16.566596,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 7.945454545454545)","(16.0, 36.0, 25.25)","(1.9, 2.74, 2.545)"
08-01-2023 14:27:17.571323,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.169230769230769)","(16.0, 36.0, 25.25)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:18.543526,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 25.25)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:19.528129,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:20.463613,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:21.377177,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:22.297185,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:23.176964,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:24.112942,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:25.086477,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:26.104389,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:27.003757,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:27.892962,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:28.825020,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:29.757077,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
08-01-2023 14:27:30.731836,"(41.0, 440.0, 137.0)","(8.5, 14.5, 12.925)","(3.8, 4.7, 4.477777777777778)","(3.8, 11.0, 8.6)","(16.0, 36.0, 22.769230769230766)","(1.9, 2.74, 2.22)"
