,Clarenden Envoy,Sir Lucas,Culture King,Im Jimmy James Nz,Regal Scribe,Assassinator
12-01-2023 14:08:35.706955,"(2.6, 3.85, 3.3833333333333333)","(4.4, 4.6, 4.06)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.52)","(4.6, 6.6, 6.279999999999999)"
12-01-2023 14:08:36.852128,"(2.6, 3.85, 3.3833333333333333)","(4.4, 4.6, 4.06)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.45)","(4.6, 6.6, 6.199999999999999)"
12-01-2023 14:08:38.124266,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.8, 4.6875)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.199999999999999)"
12-01-2023 14:08:39.269732,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.8, 4.718181818181819)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.199999999999999)"
12-01-2023 14:08:40.517635,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.8, 4.718181818181819)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.35)"
12-01-2023 14:08:42.073717,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.8, 4.718181818181819)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.35)"
12-01-2023 14:08:43.316840,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.8, 4.718181818181819)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.25)"
12-01-2023 14:08:44.526656,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.8, 4.718181818181819)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.25)"
12-01-2023 14:08:45.737655,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.8, 4.35)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.25)"
12-01-2023 14:08:46.954007,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.7, 4.466666666666667)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.25)"
12-01-2023 14:08:48.127711,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.7, 4.466666666666667)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.383333333333333)"
12-01-2023 14:08:49.335880,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.7, 4.466666666666667)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.383333333333333)"
12-01-2023 14:08:50.536222,"(2.6, 3.85, 3.5)","(4.4, 4.7, 4.3)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.383333333333333)"
12-01-2023 14:08:51.674687,"(2.6, 3.85, 3.5)","(4.4, 4.6, 4.3)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.383333333333333)"
12-01-2023 14:08:53.000079,"(2.6, 3.85, 3.5)","(4.4, 4.6, 4.2)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.383333333333333)"
12-01-2023 14:08:54.303662,"(2.6, 3.85, 3.5)","(4.4, 4.6, 4.2)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.3)"
12-01-2023 14:08:55.577996,"(2.6, 3.85, 3.5)","(4.4, 4.6, 4.2)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.3)"
12-01-2023 14:08:56.827776,"(2.6, 3.85, 3.6166666666666667)","(4.4, 4.6, 4.2)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.3)"
12-01-2023 14:08:58.023606,"(2.6, 3.85, 3.6166666666666667)","(4.4, 4.6, 4.166666666666667)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.3)"
12-01-2023 14:08:59.310332,"(2.6, 3.85, 3.772222222222222)","(4.4, 4.5, 4.166666666666667)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.3)"
12-01-2023 14:09:00.949994,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.166666666666667)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 6.3)"
12-01-2023 14:09:02.219594,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.166666666666667)","(10.0, 17.5, 13.65)","(10.0, 99999, 99990)","(4.0, 5.8, 5.583333333333333)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:03.554136,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.166666666666667)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:04.638955,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.166666666666667)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:05.779950,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.375)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:07.065620,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:08.257189,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.233333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:09.378900,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.5, 4.333333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:10.585386,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.6, 4.333333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:11.767537,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.6, 4.333333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:12.883961,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.6, 4.333333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:13.995543,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.6, 4.333333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.85)"
12-01-2023 14:09:15.179946,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.6, 4.333333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.463636363636363)"
12-01-2023 14:09:16.366778,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.6, 4.228571428571429)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.463636363636363)"
12-01-2023 14:09:17.556164,"(2.6, 3.85, 3.757142857142857)","(4.4, 4.7, 4.18)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.463636363636363)"
12-01-2023 14:09:18.880392,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.7, 4.4)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:20.074451,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.7, 4.4)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:21.245882,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.7, 4.433333333333334)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:22.390291,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.6, 4.35)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:23.607547,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.6, 4.433333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:24.922443,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.6, 4.433333333333333)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:26.069376,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.6, 4.4)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:27.199747,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.6, 4.4)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:28.336632,"(2.6, 3.85, 3.790909090909091)","(4.4, 4.6, 4.45)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:29.369608,"(2.6, 3.85, 3.7)","(4.4, 4.7, 4.45)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:30.455055,"(2.6, 3.85, 3.7)","(4.4, 4.7, 4.45)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:31.544471,"(2.6, 3.85, 3.7)","(4.4, 4.7, 4.45)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:32.755068,"(2.6, 3.85, 3.7125)","(4.4, 4.7, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:33.946934,"(2.6, 3.85, 3.7125)","(4.4, 4.6, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:35.146683,"(2.6, 3.85, 3.7125)","(4.4, 4.6, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:36.245953,"(2.6, 3.85, 3.7125)","(4.4, 4.6, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:37.400052,"(2.6, 3.85, 3.7125)","(4.4, 4.6, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:38.592788,"(2.6, 3.85, 3.416666666666667)","(4.4, 4.6, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:39.790993,"(2.6, 3.85, 3.416666666666667)","(4.4, 4.6, 4.3)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:40.988231,"(2.6, 3.85, 3.416666666666667)","(4.4, 4.6, 4.35)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:42.033912,"(2.6, 3.85, 3.416666666666667)","(4.4, 4.7, 4.35)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:43.150243,"(2.6, 3.85, 3.416666666666667)","(4.4, 4.7, 4.35)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:44.274163,"(2.6, 3.85, 3.416666666666667)","(4.4, 4.7, 4.35)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:45.358162,"(2.6, 3.85, 3.72)","(4.4, 4.7, 4.35)","(10.0, 17.5, 15.575)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:46.507409,"(2.6, 3.85, 3.72)","(4.4, 4.7, 4.3)","(10.0, 17.5, 15.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:47.726233,"(2.6, 3.85, 3.72)","(4.4, 4.6, 4.3)","(10.0, 17.5, 15.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:48.994928,"(2.6, 3.85, 3.72)","(4.4, 4.6, 4.3)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:50.195018,"(2.6, 3.85, 3.72)","(4.4, 4.6, 4.3)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:51.273574,"(2.6, 3.85, 3.72)","(4.4, 4.6, 4.3)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:52.428027,"(2.6, 3.85, 3.72)","(4.4, 4.7, 4.093333333333334)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:53.557788,"(2.6, 3.85, 3.72)","(4.4, 4.7, 4.093333333333334)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:54.699607,"(2.6, 3.85, 3.72)","(4.4, 4.7, 4.18)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:55.904738,"(2.6, 3.85, 3.72)","(4.4, 4.7, 4.4)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:56.990037,"(2.6, 3.85, 3.72)","(4.4, 4.6, 4.35)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.3999999999999995)"
12-01-2023 14:09:58.201403,"(2.6, 3.85, 3.72)","(4.4, 4.6, 4.433333333333333)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.46)"
12-01-2023 14:09:59.402364,"(2.6, 3.85, 3.5)","(4.4, 4.6, 4.433333333333333)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.46)"
12-01-2023 14:10:00.573257,"(2.6, 3.8, 3.525)","(4.4, 4.6, 4.317647058823529)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4375)"
12-01-2023 14:10:01.825435,"(2.6, 3.8, 3.5708333333333333)","(4.4, 4.7, 4.3)","(10.0, 17.5, 14.0)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.15)"
12-01-2023 14:10:02.994914,"(2.6, 3.8, 3.4944444444444445)","(4.4, 4.7, 4.3999999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.4, 6.428571428571429)"
12-01-2023 14:10:04.172623,"(2.6, 3.8, 3.4944444444444445)","(4.4, 4.6, 4.3999999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.428571428571429)"
12-01-2023 14:10:05.332705,"(2.6, 3.8, 3.4944444444444445)","(4.4, 4.7, 4.3)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.428571428571429)"
12-01-2023 14:10:06.474722,"(2.6, 3.8, 3.5708333333333333)","(4.4, 4.6, 4.449999999999999)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.428571428571429)"
12-01-2023 14:10:07.692997,"(2.6, 3.8, 3.5708333333333333)","(4.4, 4.6, 4.475)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 5.988888888888889)"
12-01-2023 14:10:08.940074,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.6, 4.25)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:10.744273,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.6, 4.25)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:12.335374,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.6, 4.25)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:15.230697,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.6, 4.25)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:16.777043,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.6, 4.433333333333333)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:18.214687,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.6, 4.4)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:19.445103,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.5, 4.4)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:20.637286,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.5, 4.4)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:21.873573,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.5, 4.4)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.4624999999999995)"
12-01-2023 14:10:23.063396,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.5, 4.4)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:24.286339,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.5, 4.4)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:25.553046,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.5, 4.427272727272727)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:27.161353,"(2.6, 3.8, 3.506666666666667)","(4.4, 4.5, 4.427272727272727)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:29.507504,"(2.6, 3.8, 3.433333333333333)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:31.118245,"(2.7, 3.8, 3.433333333333333)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:32.338416,"(2.7, 3.8, 3.433333333333333)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:34.018014,"(2.7, 3.8, 3.433333333333333)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:35.509587,"(2.7, 3.8, 3.433333333333333)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:36.844032,"(2.7, 3.8, 3.697435897435897)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:38.065282,"(2.7, 3.8, 3.6999999999999997)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:39.358010,"(2.7, 3.8, 3.6999999999999997)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:40.610408,"(2.7, 3.8, 3.6999999999999997)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.5)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:41.840935,"(2.7, 3.8, 3.4727272727272727)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 4.88)","(4.6, 6.6, 6.318181818181818)"
12-01-2023 14:10:43.006586,"(2.7, 3.8, 3.4727272727272727)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.2, 4.88)","(4.6, 6.4, 6.5)"
12-01-2023 14:10:44.196406,"(2.7, 3.8, 3.4727272727272727)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.2, 4.88)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:45.328225,"(2.7, 3.8, 3.4727272727272727)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.2, 4.88)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:46.443727,"(2.7, 3.8, 3.4727272727272727)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.2, 4.88)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:47.593005,"(2.7, 3.8, 3.4727272727272727)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.2, 4.88)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:48.828265,"(2.7, 3.8, 3.4727272727272727)","(4.4, 4.8, 4.6499999999999995)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.2, 4.88)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:50.425027,"(2.7, 3.8, 3.511764705882353)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.2, 5.6)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:51.678721,"(2.7, 3.8, 3.66)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.533333333333333)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:52.905724,"(2.7, 3.7, 3.66)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.7, 5.6)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:54.094033,"(2.7, 3.7, 3.563636363636364)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.6)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:55.471704,"(2.7, 3.7, 3.575)","(4.4, 4.8, 4.625)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.6)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:56.972415,"(2.7, 3.7, 3.563636363636364)","(4.4, 4.8, 4.725)","(10.0, 17.5, 15.75)","(10.0, 99999, 99990)","(4.0, 5.8, 5.6)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:58.230034,"(2.7, 3.7, 3.5285714285714285)","(4.4, 4.8, 4.68)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.371428571428572)","(4.6, 6.6, 6.5)"
12-01-2023 14:10:59.513299,"(2.7, 3.6, 3.5357142857142856)","(4.4, 4.8, 4.68)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.6)","(4.6, 6.6, 6.5)"
