,Cheval De Vaga,Pyms Royale,Time Scale,Cash Away,Hint Of Mint,Magniforce,Tadweer,Goddess Of Giving,My Dilemma
07-01-2023 16:51:22.529611,"(4.6, 5.4, 5.266666666666667)","(51.0, 160.0, 136.66666666666666)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.333333333333334)","(31.0, 44.0, 34.666666666666664)","(21.0, 32.0, 29.454545454545453)","(3.7, 4.5, 4.479310344827586)","(4.4, 4.9, 4.841509433962265)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:23.773761,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 136.66666666666666)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.333333333333334)","(31.0, 44.0, 34.666666666666664)","(21.0, 32.0, 29.454545454545453)","(3.7, 4.5, 4.479310344827586)","(4.4, 4.9, 4.828409090909091)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:25.100119,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 136.66666666666666)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.333333333333334)","(31.0, 44.0, 34.666666666666664)","(21.0, 32.0, 29.454545454545453)","(3.7, 4.5, 4.479310344827586)","(4.4, 4.9, 4.828409090909091)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:26.451441,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 136.66666666666666)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.82857142857143)","(31.0, 44.0, 34.666666666666664)","(21.0, 32.0, 29.454545454545453)","(3.7, 4.5, 4.479310344827586)","(4.4, 4.9, 4.828409090909091)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:27.736051,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 136.66666666666666)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.82857142857143)","(31.0, 44.0, 35.0)","(21.0, 32.0, 29.454545454545453)","(3.7, 4.5, 4.479310344827586)","(4.4, 4.9, 4.828409090909091)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:28.918360,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 136.66666666666666)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.82857142857143)","(31.0, 40.0, 35.0)","(21.0, 32.0, 29.454545454545453)","(3.7, 4.5, 4.479310344827586)","(4.4, 4.9, 4.828409090909091)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:30.318144,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 130.0)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.82857142857143)","(31.0, 40.0, 35.0)","(21.0, 32.0, 28.363636363636363)","(3.7, 4.5, 4.465714285714286)","(4.4, 5.0, 4.862585034013605)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:31.747472,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 118.0)","(4.4, 5.3, 5.18)","(11.0, 15.0, 14.82857142857143)","(31.0, 40.0, 35.0)","(21.0, 32.0, 28.363636363636363)","(3.7, 4.5, 4.465714285714286)","(4.4, 5.0, 4.862585034013605)","(13.0, 18.0, 17.571428571428573)"
07-01-2023 16:51:32.990384,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 118.0)","(4.4, 5.3, 5.158333333333333)","(11.0, 15.0, 14.25)","(31.0, 40.0, 30.64)","(21.0, 32.0, 31.0)","(3.7, 4.5, 4.478378378378379)","(4.4, 5.0, 4.866225165562914)","(13.0, 18.0, 16.863636363636363)"
07-01-2023 16:51:34.242432,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 145.0)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 38.0, 31.185185185185183)","(21.0, 32.0, 31.0)","(3.7, 4.5, 4.447846889952153)","(4.4, 5.0, 4.862585034013605)","(13.0, 17.0, 16.7)"
07-01-2023 16:51:35.383274,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 145.0)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 38.0, 31.185185185185183)","(21.0, 32.0, 31.0)","(3.7, 4.6, 4.447846889952153)","(4.4, 5.0, 4.862585034013605)","(13.0, 17.0, 16.7)"
07-01-2023 16:51:36.582618,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 148.57142857142858)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 38.0, 31.185185185185183)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.7)"
07-01-2023 16:51:37.745113,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 148.57142857142858)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 38.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.7)"
07-01-2023 16:51:38.890033,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 148.57142857142858)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.7)"
07-01-2023 16:51:40.040091,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 148.57142857142858)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.7)"
07-01-2023 16:51:41.194915,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 148.57142857142858)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.7)"
07-01-2023 16:51:42.397083,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.4375)"
07-01-2023 16:51:43.626780,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.5)"
07-01-2023 16:51:44.821553,"(4.6, 5.4, 5.273684210526316)","(51.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.7, 4.6, 4.449382716049383)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.25)"
07-01-2023 16:51:46.047596,"(4.4, 5.4, 5.273684210526316)","(61.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.6, 4.6, 4.506153846153846)","(4.4, 5.0, 4.8516853932584265)","(13.0, 17.0, 16.307692307692307)"
07-01-2023 16:51:47.229368,"(4.4, 5.4, 5.273684210526316)","(61.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.5, 14.25)","(31.0, 34.0, 32.4)","(21.0, 32.0, 31.11764705882353)","(3.6, 4.6, 4.515041782729805)","(4.4, 5.0, 4.8533333333333335)","(13.0, 17.0, 16.307692307692307)"
07-01-2023 16:51:48.395317,"(4.4, 5.4, 5.273684210526316)","(61.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.0, 13.966666666666667)","(31.0, 34.0, 31.714285714285715)","(21.0, 32.0, 31.11764705882353)","(3.6, 4.6, 4.515041782729805)","(4.4, 5.0, 4.8533333333333335)","(13.0, 17.0, 16.307692307692307)"
07-01-2023 16:51:49.611009,"(4.4, 5.4, 5.318181818181818)","(61.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.0, 13.8)","(31.0, 34.0, 31.714285714285715)","(21.0, 30.0, 29.923076923076923)","(3.6, 4.6, 4.515041782729805)","(4.4, 5.0, 4.8533333333333335)","(13.0, 17.0, 16.307692307692307)"
07-01-2023 16:51:50.775096,"(4.4, 5.4, 5.366666666666667)","(61.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.0, 13.8)","(31.0, 34.0, 31.714285714285715)","(21.0, 30.0, 29.91304347826087)","(3.6, 4.6, 4.5142480211081795)","(4.4, 5.0, 4.8533333333333335)","(13.0, 17.0, 16.307692307692307)"
07-01-2023 16:51:51.910629,"(4.4, 5.4, 5.366666666666667)","(61.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.0, 13.8)","(31.0, 34.0, 31.714285714285715)","(21.0, 30.0, 29.904761904761905)","(3.6, 4.6, 4.5142480211081795)","(4.4, 5.0, 4.8533333333333335)","(13.0, 17.0, 16.307692307692307)"
07-01-2023 16:51:53.085874,"(4.4, 5.4, 5.366666666666667)","(61.0, 160.0, 150.0)","(4.4, 5.2, 5.1875)","(11.0, 14.0, 13.8)","(31.0, 34.0, 31.714285714285715)","(21.0, 30.0, 29.904761904761905)","(3.6, 4.6, 4.514698162729659)","(4.4, 5.0, 4.8533333333333335)","(13.0, 17.0, 16.307692307692307)"
07-01-2023 16:51:54.456056,"(4.4, 5.4, 5.3625)","(61.0, 160.0, 151.11111111111111)","(4.4, 5.2, 5.264)","(11.0, 14.0, 13.666666666666666)","(31.0, 34.0, 32.5)","(21.0, 30.0, 29.954545454545453)","(3.6, 4.6, 4.517525773195876)","(4.4, 5.0, 4.621730382293762)","(13.0, 17.0, 16.65)"
07-01-2023 16:51:55.809585,"(4.4, 5.5, 5.414285714285715)","(61.0, 160.0, 150.0)","(4.4, 5.3, 5.266666666666667)","(11.0, 14.0, 13.823529411764707)","(31.0, 34.0, 32.0)","(21.0, 30.0, 31.0)","(3.6, 4.6, 4.5177464788732395)","(4.4, 4.7, 4.807692307692308)","(13.0, 17.0, 16.839285714285715)"
07-01-2023 16:51:57.080897,"(4.4, 5.5, 5.35)","(61.0, 160.0, 150.0)","(4.4, 5.4, 5.266666666666667)","(11.0, 14.0, 13.823529411764707)","(31.0, 34.0, 32.0)","(21.0, 32.0, 31.0)","(3.6, 4.6, 4.5177464788732395)","(4.4, 4.9, 4.807692307692308)","(13.0, 17.0, 16.839285714285715)"
07-01-2023 16:51:58.386141,"(4.4, 5.5, 5.35)","(61.0, 160.0, 150.0)","(4.4, 5.4, 5.266666666666667)","(11.0, 14.0, 13.7)","(31.0, 34.0, 32.0)","(21.0, 32.0, 31.0)","(3.6, 4.6, 4.5177464788732395)","(4.4, 4.9, 4.807692307692308)","(13.0, 17.0, 16.362068965517242)"
07-01-2023 16:51:59.731622,"(4.4, 5.5, 5.35)","(61.0, 160.0, 150.0)","(4.4, 5.4, 5.266666666666667)","(11.0, 14.0, 13.407407407407407)","(31.0, 34.0, 32.0)","(21.0, 32.0, 31.0)","(3.6, 4.6, 4.5177464788732395)","(4.4, 4.9, 4.807692307692308)","(13.0, 16.5, 16.362068965517242)"
07-01-2023 16:52:01.096722,"(4.4, 5.5, 5.35)","(61.0, 160.0, 150.0)","(4.4, 5.4, 5.266666666666667)","(11.0, 13.5, 13.407407407407407)","(31.0, 34.0, 32.0)","(21.0, 32.0, 31.0)","(3.6, 4.6, 4.5177464788732395)","(4.4, 4.9, 4.852173913043479)","(13.0, 16.5, 16.136363636363637)"
07-01-2023 16:52:02.284554,"(4.4, 5.5, 5.35)","(61.0, 160.0, 150.0)","(4.4, 5.4, 5.266666666666667)","(11.0, 13.5, 13.407407407407407)","(31.0, 34.0, 32.0)","(21.0, 32.0, 31.0)","(3.6, 4.6, 4.5177464788732395)","(4.4, 4.9, 4.85)","(13.0, 16.5, 16.136363636363637)"
07-01-2023 16:52:03.414456,"(4.4, 5.5, 5.35)","(61.0, 160.0, 150.0)","(4.4, 5.4, 5.266666666666667)","(11.0, 13.5, 13.407407407407407)","(31.0, 34.0, 32.0)","(21.0, 32.0, 31.0)","(3.6, 4.6, 4.5177464788732395)","(4.4, 4.9, 4.85)","(13.0, 16.5, 16.136363636363637)"
07-01-2023 16:52:04.509850,"(4.4, 5.5, 5.414285714285715)","(61.0, 160.0, 140.0)","(4.4, 5.4, 5.36896551724138)","(11.0, 13.0, 12.5)","(31.0, 34.0, 33.0)","(21.0, 32.0, 30.857142857142858)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.5, 16.214285714285715)"
07-01-2023 16:52:05.713774,"(4.4, 5.5, 5.3919999999999995)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.516129032258065)","(11.0, 12.5, 11.75)","(31.0, 34.0, 32.4)","(21.0, 32.0, 30.857142857142858)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.5, 16.1)"
07-01-2023 16:52:06.893577,"(4.4, 5.5, 5.39811320754717)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.516129032258065)","(11.0, 12.0, 11.75)","(31.0, 34.0, 32.4)","(21.0, 32.0, 30.857142857142858)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.5, 16.1)"
07-01-2023 16:52:08.005402,"(4.4, 5.5, 5.412903225806452)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.516129032258065)","(11.0, 12.0, 11.588235294117647)","(31.0, 34.0, 33.333333333333336)","(21.0, 32.0, 30.857142857142858)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.5, 16.1)"
07-01-2023 16:52:09.078646,"(4.4, 5.5, 5.412903225806452)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.516129032258065)","(11.0, 12.0, 11.588235294117647)","(31.0, 34.0, 33.333333333333336)","(21.0, 32.0, 30.857142857142858)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.5, 16.1)"
07-01-2023 16:52:10.343206,"(4.4, 5.5, 5.412903225806452)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.516129032258065)","(11.0, 12.0, 11.3)","(31.0, 34.0, 33.333333333333336)","(21.0, 32.0, 31.666666666666668)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.5, 16.1)"
07-01-2023 16:52:11.625328,"(4.4, 5.7, 5.522222222222222)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.685714285714286)","(11.0, 11.5, 11.3)","(31.0, 34.0, 33.333333333333336)","(21.0, 34.0, 31.666666666666668)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.5, 15.826923076923077)"
07-01-2023 16:52:12.835290,"(4.4, 5.6, 5.538888888888889)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.685714285714286)","(11.0, 11.5, 11.5625)","(31.0, 34.0, 33.333333333333336)","(21.0, 32.0, 31.666666666666668)","(3.6, 4.6, 4.5191135734072025)","(4.4, 4.9, 4.873913043478261)","(13.0, 16.0, 15.826923076923077)"
07-01-2023 16:52:14.013810,"(4.4, 5.6, 5.538888888888889)","(61.0, 160.0, 140.0)","(4.4, 5.7, 5.7)","(11.0, 12.0, 11.588235294117647)","(31.0, 34.0, 33.6)","(21.0, 32.0, 31.666666666666668)","(3.6, 4.6, 4.519220055710306)","(4.4, 4.9, 4.632470588235294)","(13.0, 16.0, 15.578125)"
07-01-2023 16:52:15.124203,"(4.4, 5.6, 5.544444444444444)","(61.0, 160.0, 140.0)","(4.4, 5.8, 5.75)","(11.0, 12.0, 11.588235294117647)","(31.0, 34.0, 33.6)","(21.0, 32.0, 31.666666666666668)","(3.6, 4.6, 4.519220055710306)","(4.4, 4.7, 4.632470588235294)","(13.0, 16.0, 15.578125)"
07-01-2023 16:52:16.269572,"(4.4, 5.6, 5.544444444444444)","(61.0, 170.0, 160.0)","(4.4, 5.8, 5.742857142857143)","(11.0, 12.0, 11.588235294117647)","(31.0, 34.0, 33.6)","(21.0, 32.0, 32.73684210526316)","(3.6, 4.6, 4.519827586206897)","(4.4, 4.7, 4.736585365853658)","(13.0, 16.0, 15.765625)"
07-01-2023 16:52:17.407316,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.8125)","(31.0, 38.0, 36.0)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.6, 4.519827586206897)","(4.4, 4.8, 4.736585365853658)","(13.0, 16.0, 15.765625)"
07-01-2023 16:52:18.559156,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.75)","(31.0, 38.0, 36.0)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.6, 4.507)","(4.4, 4.9, 4.839024390243902)","(13.0, 16.0, 16.042857142857144)"
07-01-2023 16:52:19.702973,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.75)","(31.0, 38.0, 36.0)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.6, 4.477222222222222)","(4.4, 4.9, 4.847916666666666)","(13.0, 16.5, 15.966666666666667)"
07-01-2023 16:52:20.826451,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.75)","(31.0, 40.0, 38.4)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.5, 4.4751515151515155)","(4.4, 4.9, 4.847916666666666)","(13.0, 16.5, 15.919354838709678)"
07-01-2023 16:52:21.910159,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.75)","(31.0, 40.0, 38.4)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.5, 4.4751515151515155)","(4.4, 4.9, 4.847916666666666)","(13.0, 16.5, 15.919354838709678)"
07-01-2023 16:52:23.111142,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.75)","(31.0, 40.0, 38.4)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.5, 4.4751515151515155)","(4.4, 4.9, 4.847916666666666)","(13.0, 16.5, 15.919354838709678)"
07-01-2023 16:52:24.285258,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.75)","(31.0, 40.0, 38.4)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.5, 4.4751515151515155)","(4.4, 4.9, 4.847916666666666)","(13.0, 16.5, 15.919354838709678)"
07-01-2023 16:52:25.386230,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.74)","(11.0, 12.0, 11.75)","(31.0, 40.0, 38.4)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.5, 4.4751515151515155)","(4.4, 4.9, 4.847916666666666)","(13.0, 16.5, 15.919354838709678)"
07-01-2023 16:52:26.474417,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.5473684210526315)","(11.0, 12.0, 11.75)","(31.0, 40.0, 38.0)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.5, 4.462626262626263)","(4.4, 4.9, 4.780952380952381)","(13.0, 16.5, 15.535714285714286)"
07-01-2023 16:52:27.595277,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.5473684210526315)","(11.0, 12.0, 11.75)","(31.0, 42.0, 41.2)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.6, 4.462626262626263)","(4.4, 4.8, 4.780952380952381)","(13.0, 16.5, 15.535714285714286)"
07-01-2023 16:52:28.793469,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.5473684210526315)","(11.0, 12.0, 11.75)","(31.0, 46.0, 41.2)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.6, 4.462626262626263)","(4.4, 4.8, 4.780952380952381)","(13.0, 16.5, 15.535714285714286)"
07-01-2023 16:52:30.184561,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.5473684210526315)","(11.0, 12.0, 11.75)","(31.0, 46.0, 41.2)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.6, 4.4548672566371685)","(4.4, 4.8, 4.785)","(13.0, 16.5, 15.441176470588236)"
07-01-2023 16:52:31.558377,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.5473684210526315)","(11.0, 12.0, 11.75)","(31.0, 46.0, 41.2)","(21.0, 34.0, 32.73684210526316)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.8, 4.785)","(13.0, 16.5, 15.441176470588236)"
07-01-2023 16:52:32.817697,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.5473684210526315)","(11.0, 12.0, 11.75)","(31.0, 46.0, 41.2)","(21.0, 34.0, 32.6)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.8, 4.845299145299146)","(13.0, 16.5, 15.545454545454545)"
07-01-2023 16:52:34.363030,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.5473684210526315)","(11.0, 12.0, 11.75)","(31.0, 46.0, 41.2)","(21.0, 34.0, 32.6)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.845299145299146)","(13.0, 16.0, 15.545454545454545)"
07-01-2023 16:52:35.925878,"(4.4, 5.7, 5.611111111111111)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.6000000000000005)","(11.0, 12.0, 11.5625)","(31.0, 46.0, 39.27272727272727)","(21.0, 34.0, 32.6)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.845299145299146)","(13.0, 16.0, 15.5)"
07-01-2023 16:52:37.218013,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.6000000000000005)","(11.0, 12.0, 11.5625)","(31.0, 42.0, 39.27272727272727)","(21.0, 34.0, 32.6)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.845299145299146)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:38.468055,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.6000000000000005)","(11.0, 12.0, 11.5625)","(31.0, 42.0, 39.27272727272727)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.845299145299146)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:39.726146,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.6000000000000005)","(11.0, 12.0, 11.5625)","(31.0, 42.0, 39.27272727272727)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.8788888888888895)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:40.996414,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.566666666666666)","(11.0, 12.0, 11.5)","(31.0, 42.0, 39.27272727272727)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.880412371134021)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:42.112347,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.566666666666666)","(11.0, 12.0, 11.5)","(31.0, 42.0, 39.27272727272727)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.880412371134021)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:43.295145,"(4.4, 5.7, 5.61578947368421)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.5588235294117645)","(11.0, 12.0, 11.5)","(31.0, 42.0, 39.27272727272727)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.880412371134021)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:44.478036,"(4.4, 5.7, 5.638461538461539)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.5588235294117645)","(11.0, 12.0, 11.222222222222221)","(31.0, 42.0, 39.27272727272727)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 4.9, 4.865822784810127)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:45.717076,"(4.4, 5.7, 5.638461538461539)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.5588235294117645)","(11.0, 12.0, 11.222222222222221)","(31.0, 42.0, 39.0)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 5.0, 4.865822784810127)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:46.837601,"(4.4, 5.7, 5.638461538461539)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.5588235294117645)","(11.0, 12.0, 11.222222222222221)","(31.0, 40.0, 39.0)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.4548672566371685)","(4.4, 5.0, 4.865822784810127)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:48.017998,"(4.4, 5.7, 5.638461538461539)","(61.0, 170.0, 150.0)","(4.4, 5.7, 5.5375)","(11.0, 12.0, 11.222222222222221)","(31.0, 40.0, 39.0)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.456223175965666)","(4.4, 5.0, 4.865822784810127)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:49.183695,"(4.4, 5.7, 5.638461538461539)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(11.0, 12.0, 11.222222222222221)","(31.0, 40.0, 39.0)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.456223175965666)","(4.4, 5.0, 4.865822784810127)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:50.390904,"(4.4, 5.7, 5.638461538461539)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(11.0, 12.0, 11.222222222222221)","(31.0, 40.0, 39.0)","(21.0, 34.0, 32.31578947368421)","(3.6, 4.5, 4.456223175965666)","(4.4, 5.0, 4.865822784810127)","(13.0, 16.5, 15.5)"
07-01-2023 16:52:51.516528,"(4.4, 5.7, 5.638461538461539)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(10.0, 12.0, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 34.0, 32.31578947368421)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.865822784810127)","(12.0, 16.5, 15.5)"
07-01-2023 16:52:52.667885,"(4.4, 5.7, 5.666666666666667)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(10.0, 11.5, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 34.0, 31.833333333333332)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.867826086956522)","(12.0, 16.5, 15.5)"
