,Cheval De Vaga,Pyms Royale,Time Scale,Cash Away,Hint Of Mint,Magniforce,Tadweer,Goddess Of Giving,My Dilemma
07-01-2023 17:00:23.480436,"(4.6, 4.6, 4.563898916967509)","(81.0, 210.0, 178.0)","(5.0, 6.6, 6.392207792207792)","(11.0, 13.0, 12.791666666666666)","(31.0, 65.0, 61.666666666666664)","(31.0, 55.0, 51.53846153846154)","(3.7, 4.6, 4.593918918918918)","(4.0, 4.5, 4.4929590865842055)","(12.0, 15.0, 14.617647058823529)"
07-01-2023 17:00:24.553065,"(4.6, 4.7, 4.64859437751004)","(81.0, 210.0, 178.88888888888889)","(5.0, 6.6, 6.266666666666667)","(11.0, 13.0, 12.791666666666666)","(31.0, 65.0, 61.666666666666664)","(31.0, 55.0, 51.53846153846154)","(3.8, 4.6, 4.565566037735849)","(4.0, 4.5, 4.494487427466151)","(12.0, 15.0, 14.608695652173914)"
07-01-2023 17:00:25.628388,"(4.6, 4.8, 4.683928571428571)","(81.0, 210.0, 178.88888888888889)","(5.0, 6.2, 6.14496644295302)","(11.0, 13.5, 12.720338983050848)","(31.0, 65.0, 61.666666666666664)","(31.0, 55.0, 51.53846153846154)","(3.8, 4.7, 4.631132075471698)","(4.0, 4.5, 4.494487427466151)","(12.0, 15.0, 14.608695652173914)"
07-01-2023 17:00:26.784333,"(4.6, 4.7, 4.64)","(81.0, 210.0, 178.88888888888889)","(5.0, 6.2, 6.133870967741935)","(11.0, 13.5, 13.36111111111111)","(31.0, 65.0, 60.5)","(31.0, 55.0, 44.35294117647059)","(3.8, 4.7, 4.373103448275862)","(4.0, 4.6, 4.729225352112676)","(12.0, 15.0, 14.63888888888889)"
07-01-2023 17:00:27.962517,"(4.6, 4.9, 4.803726708074534)","(81.0, 160.0, 155.0)","(5.0, 5.9, 5.891954022988506)","(11.0, 13.5, 13.36111111111111)","(31.0, 65.0, 60.5)","(31.0, 46.0, 45.333333333333336)","(3.8, 4.4, 4.384883720930233)","(4.0, 4.8, 4.724719101123595)","(12.0, 15.0, 14.775862068965518)"
07-01-2023 17:00:29.121334,"(4.6, 4.9, 4.845739910313902)","(81.0, 160.0, 157.77777777777777)","(5.0, 5.9, 5.78)","(11.0, 14.0, 13.572916666666666)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 45.333333333333336)","(3.8, 4.4, 4.396688741721855)","(4.0, 4.8, 4.7215384615384615)","(12.0, 15.0, 14.862745098039216)"
07-01-2023 17:00:30.275280,"(4.6, 4.9, 4.84828897338403)","(81.0, 160.0, 157.77777777777777)","(5.0, 5.9, 5.817948717948719)","(11.0, 14.0, 13.753968253968253)","(31.0, 65.0, 60.416666666666664)","(31.0, 46.0, 48.0)","(3.8, 4.4, 4.412828947368421)","(4.0, 4.8, 4.448604060913706)","(12.0, 15.0, 15.17741935483871)"
07-01-2023 17:00:31.380583,"(4.6, 4.9, 4.869791666666667)","(81.0, 160.0, 157.14285714285714)","(5.0, 5.9, 5.856164383561644)","(11.0, 14.5, 13.753968253968253)","(31.0, 65.0, 60.416666666666664)","(31.0, 55.0, 48.0)","(3.8, 4.5, 4.412828947368421)","(4.0, 4.5, 4.440816326530612)","(12.0, 15.5, 15.318181818181818)"
07-01-2023 17:00:32.524209,"(4.6, 4.9, 4.846082949308756)","(81.0, 160.0, 157.5)","(5.0, 5.9, 5.85)","(11.0, 14.5, 13.88961038961039)","(31.0, 65.0, 61.333333333333336)","(31.0, 55.0, 47.44)","(3.8, 4.5, 4.362393162393163)","(4.0, 4.6, 4.587774294670846)","(12.0, 15.5, 15.318181818181818)"
07-01-2023 17:00:33.669336,"(4.6, 4.9, 4.846082949308756)","(81.0, 200.0, 180.0)","(5.0, 5.9, 5.85)","(11.0, 14.5, 14.544303797468354)","(31.0, 65.0, 61.333333333333336)","(31.0, 55.0, 47.44)","(3.8, 4.4, 4.3546391752577325)","(4.0, 4.6, 4.5806916426512965)","(12.0, 15.5, 15.318181818181818)"
07-01-2023 17:00:34.805472,"(4.6, 4.9, 4.847297297297297)","(81.0, 200.0, 175.0)","(5.0, 5.9, 5.841525423728814)","(11.0, 15.0, 14.625)","(31.0, 65.0, 60.416666666666664)","(31.0, 55.0, 46.8421052631579)","(3.8, 4.4, 4.3546391752577325)","(4.0, 4.6, 4.544952681388012)","(12.0, 15.5, 14.908333333333333)"
07-01-2023 17:00:35.908422,"(4.6, 4.9, 4.847297297297297)","(81.0, 200.0, 175.0)","(5.0, 5.9, 5.841525423728814)","(11.0, 15.0, 14.625)","(31.0, 65.0, 60.416666666666664)","(31.0, 50.0, 46.8421052631579)","(3.8, 4.4, 4.353684210526316)","(4.0, 4.6, 4.519628099173554)","(12.0, 15.0, 14.857142857142858)"
07-01-2023 17:00:37.124226,"(4.6, 4.9, 4.8519801980198025)","(81.0, 210.0, 172.5)","(5.0, 5.9, 5.867317073170732)","(11.0, 15.0, 14.807692307692308)","(31.0, 65.0, 61.5625)","(31.0, 50.0, 47.77777777777778)","(3.8, 4.4, 4.3689243027888445)","(4.0, 4.6, 4.533955857385399)","(12.0, 15.0, 15.528571428571428)"
07-01-2023 17:00:38.329022,"(4.6, 4.8, 4.78)","(81.0, 210.0, 184.0)","(5.0, 5.9, 5.900769230769231)","(11.0, 15.0, 14.876470588235295)","(31.0, 65.0, 61.76470588235294)","(31.0, 50.0, 48.0)","(3.8, 4.4, 4.370325203252032)","(4.0, 4.6, 4.534954954954955)","(12.0, 16.0, 15.42142857142857)"
07-01-2023 17:00:39.561806,"(4.6, 4.8, 4.773118279569892)","(81.0, 200.0, 175.71428571428572)","(5.0, 6.0, 5.900769230769231)","(11.0, 15.0, 14.86)","(31.0, 65.0, 61.76470588235294)","(31.0, 50.0, 48.0)","(3.8, 4.4, 4.3540625)","(4.0, 4.6, 4.534719710669077)","(12.0, 15.5, 15.426666666666666)"
07-01-2023 17:00:40.767210,"(4.6, 4.9, 4.838461538461539)","(81.0, 210.0, 175.71428571428572)","(5.0, 6.0, 5.9)","(11.0, 15.0, 14.86)","(31.0, 65.0, 61.76470588235294)","(31.0, 50.0, 47.76470588235294)","(3.8, 4.4, 4.331196581196581)","(4.0, 4.6, 4.561717921527041)","(12.0, 15.5, 15.43452380952381)"
07-01-2023 17:00:41.893054,"(4.6, 4.9, 4.8075)","(81.0, 200.0, 180.0)","(5.0, 5.9, 5.871134020618557)","(11.0, 15.0, 14.359154929577464)","(31.0, 65.0, 61.5625)","(31.0, 50.0, 47.54838709677419)","(3.8, 4.4, 4.335361216730038)","(4.0, 4.6, 4.545220030349014)","(12.0, 15.5, 14.962962962962964)"
07-01-2023 17:00:43.088892,"(4.6, 4.9, 4.828695652173913)","(81.0, 210.0, 175.71428571428572)","(5.0, 5.9, 5.8513636363636365)","(11.0, 14.5, 14.31875)","(31.0, 65.0, 60.45454545454545)","(31.0, 50.0, 47.54838709677419)","(3.8, 4.4, 4.337349397590361)","(4.0, 4.6, 4.548866855524079)","(12.0, 15.0, 14.9375)"
07-01-2023 17:00:44.359383,"(4.6, 4.9, 4.84496644295302)","(81.0, 210.0, 176.66666666666666)","(5.0, 6.0, 5.879828326180258)","(11.0, 14.5, 14.306666666666667)","(31.0, 65.0, 60.45454545454545)","(31.0, 50.0, 47.888888888888886)","(3.8, 4.4, 4.344927536231884)","(4.0, 4.6, 4.548866855524079)","(12.0, 15.0, 14.9375)"
07-01-2023 17:00:45.672207,"(4.6, 4.9, 4.849264705882353)","(81.0, 210.0, 176.66666666666666)","(5.0, 6.0, 5.836363636363637)","(11.0, 14.5, 14.306666666666667)","(31.0, 65.0, 60.45454545454545)","(31.0, 50.0, 48.1)","(3.8, 4.4, 4.352697095435685)","(4.0, 4.6, 4.548866855524079)","(12.0, 15.0, 14.947761194029852)"
07-01-2023 17:00:47.149101,"(4.4, 4.9, 4.863101604278075)","(81.0, 210.0, 175.71428571428572)","(5.5, 5.9, 5.813483146067416)","(11.0, 14.5, 14.320987654320987)","(41.0, 65.0, 60.833333333333336)","(31.0, 50.0, 48.146341463414636)","(3.8, 4.4, 4.359574468085107)","(4.0, 4.6, 4.495723684210526)","(12.0, 15.0, 14.956140350877194)"
07-01-2023 17:00:48.458135,"(4.4, 4.9, 4.885961123110151)","(81.0, 210.0, 175.71428571428572)","(5.5, 5.9, 5.851265822784811)","(11.0, 14.5, 14.333333333333334)","(41.0, 65.0, 62.8125)","(31.0, 50.0, 48.57142857142857)","(3.8, 4.4, 4.379452054794521)","(4.0, 4.5, 4.496878363832078)","(12.0, 15.0, 14.951923076923077)"
07-01-2023 17:00:49.743325,"(4.4, 5.0, 4.885961123110151)","(81.0, 210.0, 175.71428571428572)","(5.5, 5.9, 5.851265822784811)","(11.0, 14.5, 14.333333333333334)","(41.0, 65.0, 62.8125)","(31.0, 50.0, 48.857142857142854)","(3.8, 4.4, 4.41120218579235)","(4.0, 4.5, 4.5047477744807125)","(12.0, 15.0, 15.17142857142857)"
07-01-2023 17:00:50.964149,"(4.4, 4.8, 4.785375494071146)","(81.0, 210.0, 176.66666666666666)","(5.5, 5.9, 5.8648)","(11.0, 14.5, 14.391891891891891)","(41.0, 65.0, 64.5)","(31.0, 50.0, 48.76923076923077)","(3.8, 4.5, 4.420873786407768)","(4.0, 4.6, 4.509831460674158)","(12.0, 15.5, 15.132911392405063)"
07-01-2023 17:00:52.074712,"(4.4, 4.8, 4.793814432989691)","(81.0, 210.0, 181.42857142857142)","(5.5, 6.0, 5.973404255319149)","(11.0, 14.5, 14.408450704225352)","(41.0, 65.0, 64.54545454545455)","(31.0, 50.0, 48.76923076923077)","(3.8, 4.5, 4.420873786407768)","(4.0, 4.6, 4.509831460674158)","(12.0, 15.5, 15.154761904761905)"
07-01-2023 17:00:53.153440,"(4.4, 4.7, 4.688683602771363)","(81.0, 210.0, 181.42857142857142)","(5.5, 6.0, 5.950864197530865)","(11.0, 14.5, 14.408450704225352)","(41.0, 65.0, 64.54545454545455)","(31.0, 50.0, 48.76923076923077)","(3.8, 4.5, 4.426066350710901)","(4.0, 4.6, 4.562761020881671)","(12.0, 15.5, 15.154761904761905)"
07-01-2023 17:00:54.276989,"(4.4, 4.7, 4.636005089058524)","(81.0, 210.0, 187.27272727272728)","(5.5, 6.0, 5.9561403508771935)","(11.0, 14.5, 14.46774193548387)","(41.0, 65.0, 64.54545454545455)","(31.0, 50.0, 48.76923076923077)","(3.8, 4.5, 4.421410579345088)","(4.0, 4.6, 4.562761020881671)","(12.0, 15.5, 15.154761904761905)"
07-01-2023 17:00:55.474780,"(4.4, 4.7, 4.632837670384139)","(81.0, 210.0, 187.27272727272728)","(5.5, 6.0, 5.9584856396866845)","(11.0, 14.5, 14.346153846153847)","(41.0, 65.0, 64.44444444444444)","(31.0, 50.0, 48.588235294117645)","(3.8, 4.5, 4.427777777777778)","(4.0, 4.6, 4.542900302114804)","(12.0, 15.5, 15.154761904761905)"
07-01-2023 17:00:56.762740,"(4.4, 4.7, 4.632837670384139)","(81.0, 210.0, 187.27272727272728)","(5.5, 6.0, 5.951923076923077)","(11.0, 14.5, 14.346153846153847)","(41.0, 65.0, 64.28571428571429)","(31.0, 50.0, 48.588235294117645)","(3.8, 4.5, 4.436279069767442)","(4.0, 4.6, 4.534761321909425)","(12.0, 15.5, 15.18131868131868)"
07-01-2023 17:00:58.056772,"(4.4, 4.7, 4.623994252873563)","(81.0, 210.0, 187.27272727272728)","(5.5, 6.0, 5.951923076923077)","(11.0, 14.5, 14.346153846153847)","(41.0, 65.0, 64.58333333333333)","(31.0, 50.0, 49.4)","(3.8, 4.5, 4.436279069767442)","(4.0, 4.6, 4.535236938031591)","(12.0, 15.5, 15.18131868131868)"
07-01-2023 17:00:59.203709,"(4.4, 4.7, 4.623444283646888)","(81.0, 210.0, 187.27272727272728)","(5.5, 6.0, 5.951923076923077)","(11.0, 14.5, 14.163636363636364)","(41.0, 65.0, 64.58333333333333)","(31.0, 50.0, 50.285714285714285)","(3.8, 4.5, 4.436279069767442)","(4.0, 4.6, 4.535236938031591)","(12.0, 15.5, 15.349315068493151)"
07-01-2023 17:01:00.364485,"(4.4, 4.7, 4.63980044345898)","(81.0, 210.0, 187.27272727272728)","(5.5, 6.0, 5.872043010752688)","(11.0, 15.0, 14.672413793103448)","(41.0, 65.0, 64.58333333333333)","(31.0, 55.0, 50.13157894736842)","(3.8, 4.5, 4.437986270022884)","(4.0, 4.6, 4.535236938031591)","(12.0, 15.5, 15.392857142857142)"
07-01-2023 17:01:01.517732,"(4.4, 4.7, 4.6397336293007765)","(81.0, 210.0, 187.27272727272728)","(5.5, 6.0, 5.871351351351351)","(11.0, 15.0, 14.672413793103448)","(41.0, 65.0, 64.58333333333333)","(31.0, 55.0, 50.13157894736842)","(3.8, 4.5, 4.4381609195402305)","(4.0, 4.6, 4.535236938031591)","(12.0, 15.5, 15.458333333333334)"
07-01-2023 17:01:02.786133,"(4.4, 4.7, 4.6397336293007765)","(81.0, 210.0, 186.66666666666666)","(5.5, 6.0, 5.912903225806452)","(11.0, 15.0, 14.672413793103448)","(41.0, 65.0, 64.58333333333333)","(31.0, 55.0, 49.3)","(3.8, 4.5, 4.429947916666667)","(4.0, 4.6, 4.535236938031591)","(12.0, 15.5, 15.458333333333334)"
07-01-2023 17:01:04.011240,"(4.4, 4.7, 4.6397336293007765)","(81.0, 200.0, 186.66666666666666)","(5.5, 6.0, 5.917703349282297)","(11.0, 15.0, 14.639072847682119)","(41.0, 65.0, 64.8076923076923)","(31.0, 50.0, 49.84615384615385)","(3.8, 4.5, 4.432635983263599)","(4.0, 4.6, 4.54064587973274)","(12.0, 15.5, 15.476744186046512)"
07-01-2023 17:01:05.169581,"(4.4, 4.7, 4.643872296601442)","(81.0, 200.0, 186.66666666666666)","(5.5, 6.0, 5.96078431372549)","(11.0, 15.0, 14.639072847682119)","(41.0, 65.0, 64.8076923076923)","(31.0, 50.0, 48.8)","(3.8, 4.5, 4.440590405904059)","(4.0, 4.6, 4.54064587973274)","(12.0, 15.5, 15.479591836734693)"
07-01-2023 17:01:06.321757,"(4.4, 4.7, 4.630217669654289)","(81.0, 200.0, 186.66666666666666)","(5.5, 6.0, 5.96078431372549)","(11.0, 15.0, 14.639072847682119)","(41.0, 65.0, 64.8076923076923)","(31.0, 50.0, 48.8)","(3.8, 4.5, 4.440590405904059)","(4.0, 4.6, 4.51710730948678)","(12.0, 15.5, 15.479591836734693)"
07-01-2023 17:01:07.405522,"(4.4, 4.7, 4.631550802139037)","(81.0, 200.0, 186.66666666666666)","(5.5, 6.0, 5.96078431372549)","(11.0, 15.0, 14.639072847682119)","(41.0, 65.0, 64.8076923076923)","(31.0, 50.0, 48.6)","(3.8, 4.5, 4.440590405904059)","(4.0, 4.6, 4.51710730948678)","(12.0, 15.5, 15.479591836734693)"
07-01-2023 17:01:08.527988,"(4.4, 4.7, 4.638164251207729)","(81.0, 200.0, 186.66666666666666)","(5.5, 6.0, 5.932941176470588)","(11.0, 15.0, 14.639072847682119)","(41.0, 65.0, 64.8076923076923)","(31.0, 50.0, 47.5)","(3.8, 4.5, 4.440590405904059)","(4.0, 4.6, 4.520089955022489)","(12.0, 15.5, 15.479591836734693)"
07-01-2023 17:01:09.670286,"(4.4, 4.7, 4.640254777070064)","(81.0, 200.0, 186.66666666666666)","(5.5, 6.2, 6.034934497816594)","(11.0, 15.0, 14.756696428571429)","(41.0, 65.0, 64.8076923076923)","(31.0, 48.0, 47.68)","(3.8, 4.5, 4.439587242026267)","(4.0, 4.6, 4.520089955022489)","(12.0, 15.5, 15.479591836734693)"
07-01-2023 17:01:10.758749,"(4.2, 4.7, 4.6895184135977335)","(101.0, 200.0, 186.66666666666666)","(5.5, 6.0, 5.9119170984455955)","(12.0, 15.0, 14.756696428571429)","(51.0, 65.0, 64.8076923076923)","(31.0, 50.0, 47.23809523809524)","(3.8, 4.5, 4.439587242026267)","(4.0, 4.6, 4.521260997067449)","(13.0, 15.5, 15.479591836734693)"
07-01-2023 17:01:11.875448,"(4.2, 4.7, 4.627758007117438)","(101.0, 200.0, 182.85714285714286)","(5.5, 6.0, 5.945170454545455)","(12.0, 15.0, 14.732843137254902)","(51.0, 65.0, 64.8076923076923)","(31.0, 50.0, 47.2093023255814)","(3.8, 4.5, 4.439587242026267)","(4.0, 4.6, 4.48034811903425)","(13.0, 15.5, 15.558252427184467)"
07-01-2023 17:01:13.028832,"(4.2, 4.7, 4.654358974358974)","(101.0, 200.0, 182.85714285714286)","(5.5, 6.2, 5.945170454545455)","(12.0, 15.0, 14.970297029702971)","(51.0, 65.0, 64.8076923076923)","(31.0, 50.0, 47.2093023255814)","(3.8, 4.5, 4.420099255583127)","(4.0, 4.5, 4.460927152317881)","(13.0, 16.0, 15.565573770491802)"
07-01-2023 17:01:14.206417,"(4.2, 4.7, 4.635471698113207)","(101.0, 200.0, 182.85714285714286)","(5.5, 6.2, 6.0554572271386435)","(12.0, 14.0, 13.7)","(51.0, 65.0, 64.82142857142857)","(31.0, 50.0, 47.391304347826086)","(3.8, 4.5, 4.414389359129384)","(4.0, 4.5, 4.479805013927576)","(13.0, 16.0, 15.570833333333333)"
07-01-2023 17:01:15.370697,"(4.2, 4.7, 4.579452054794521)","(101.0, 180.0, 166.66666666666666)","(5.5, 6.2, 6.0554572271386435)","(12.0, 14.0, 13.712121212121213)","(51.0, 65.0, 64.57627118644068)","(31.0, 50.0, 48.22222222222222)","(3.8, 4.5, 4.429726996966633)","(4.0, 4.5, 4.484185493460166)","(13.0, 16.0, 15.56640625)"
07-01-2023 17:01:16.522823,"(4.2, 4.6, 4.57069351230425)","(101.0, 180.0, 167.14285714285714)","(5.5, 6.2, 6.103398058252427)","(12.0, 14.0, 13.574074074074074)","(51.0, 70.0, 64.3859649122807)","(31.0, 50.0, 48.23529411764706)","(3.8, 4.5, 4.409749670619236)","(4.0, 4.5, 4.486890243902439)","(13.0, 16.0, 15.567460317460318)"
07-01-2023 17:01:17.646763,"(4.2, 4.6, 4.568797953964194)","(101.0, 180.0, 166.15384615384616)","(5.5, 6.2, 6.130902777777778)","(12.0, 14.0, 13.690140845070422)","(51.0, 70.0, 65.61643835616438)","(31.0, 50.0, 49.0)","(3.8, 4.5, 4.355698005698006)","(4.0, 4.5, 4.539046538024971)","(13.0, 16.0, 15.617957746478874)"
07-01-2023 17:01:18.812325,"(4.2, 4.6, 4.560748959778086)","(101.0, 180.0, 168.75)","(5.5, 6.2, 6.130902777777778)","(12.0, 14.0, 13.690140845070422)","(51.0, 70.0, 65.61643835616438)","(31.0, 50.0, 49.0)","(3.8, 4.4, 4.355698005698006)","(4.0, 4.6, 4.539046538024971)","(13.0, 16.0, 15.604014598540147)"
07-01-2023 17:01:19.946089,"(4.2, 4.6, 4.560529986052998)","(101.0, 180.0, 168.75)","(5.5, 6.2, 6.130902777777778)","(11.0, 14.0, 13.690140845070422)","(51.0, 70.0, 65.73333333333333)","(31.0, 50.0, 47.45454545454545)","(3.8, 4.4, 4.357338820301783)","(4.0, 4.6, 4.548015488867376)","(13.0, 16.0, 15.616607773851591)"
07-01-2023 17:01:21.069932,"(4.2, 4.6, 4.547552447552447)","(101.0, 180.0, 169.41176470588235)","(5.5, 6.2, 6.131965811965812)","(11.0, 14.0, 13.736263736263735)","(51.0, 70.0, 65.73333333333333)","(31.0, 50.0, 47.45454545454545)","(3.8, 4.4, 4.357338820301783)","(4.0, 4.6, 4.548015488867376)","(13.0, 16.0, 15.661764705882353)"
07-01-2023 17:01:22.218189,"(4.2, 4.6, 4.561538461538461)","(101.0, 180.0, 176.0)","(5.5, 6.4, 6.206607929515418)","(11.0, 13.5, 13.289655172413793)","(51.0, 70.0, 67.36842105263158)","(31.0, 48.0, 46.16216216216216)","(3.8, 4.4, 4.410623556581987)","(4.0, 4.6, 4.5328165374677)","(13.0, 16.0, 15.823529411764707)"
07-01-2023 17:01:23.438752,"(4.2, 4.7, 4.620524017467249)","(101.0, 180.0, 176.0)","(5.5, 6.4, 6.1631954350927245)","(11.0, 13.5, 13.265384615384615)","(51.0, 70.0, 67.36842105263158)","(31.0, 48.0, 46.16216216216216)","(3.8, 4.5, 4.410623556581987)","(4.0, 4.6, 4.5328165374677)","(13.0, 16.0, 15.823529411764707)"
07-01-2023 17:01:24.889283,"(4.2, 4.7, 4.620524017467249)","(101.0, 180.0, 176.0)","(5.5, 6.4, 6.1631954350927245)","(11.0, 13.5, 13.265384615384615)","(51.0, 70.0, 67.36842105263158)","(31.0, 48.0, 46.16216216216216)","(3.8, 4.5, 4.410913404507711)","(4.0, 4.6, 4.520698924731183)","(13.0, 16.0, 15.823529411764707)"
07-01-2023 17:01:26.154390,"(4.2, 4.7, 4.645508982035928)","(101.0, 180.0, 176.0)","(5.5, 6.4, 6.217061611374408)","(11.0, 13.5, 13.297413793103448)","(51.0, 70.0, 67.73584905660377)","(31.0, 46.0, 46.166666666666664)","(3.8, 4.4, 4.3569518716577535)","(4.0, 4.6, 4.516193656093489)","(13.0, 16.0, 15.814285714285715)"
07-01-2023 17:01:27.323015,"(4.2, 4.7, 4.646389891696751)","(101.0, 180.0, 177.77777777777777)","(5.5, 6.4, 6.217061611374408)","(11.0, 13.5, 13.313492063492063)","(51.0, 70.0, 67.81818181818181)","(31.0, 48.0, 46.24)","(3.8, 4.5, 4.404088050314466)","(4.0, 4.6, 4.5183941605839415)","(13.0, 16.0, 15.827433628318584)"
07-01-2023 17:01:28.468272,"(4.2, 4.7, 4.641206896551724)","(101.0, 180.0, 178.0)","(5.5, 6.4, 6.24421906693712)","(11.0, 13.5, 13.28623188405797)","(51.0, 70.0, 67.81818181818181)","(31.0, 48.0, 46.19178082191781)","(3.8, 4.5, 4.404088050314466)","(4.0, 4.6, 4.5207578253706755)","(13.0, 16.0, 15.780303030303031)"
07-01-2023 17:01:29.580660,"(4.2, 4.7, 4.639964788732394)","(101.0, 180.0, 178.0)","(5.5, 6.4, 6.24421906693712)","(12.0, 13.5, 13.28623188405797)","(51.0, 70.0, 67.81818181818181)","(31.0, 48.0, 46.19178082191781)","(3.8, 4.5, 4.404088050314466)","(4.0, 4.6, 4.5207578253706755)","(13.0, 16.0, 15.780303030303031)"
07-01-2023 17:01:30.808135,"(4.2, 4.7, 4.639964788732394)","(101.0, 180.0, 178.0)","(5.5, 6.4, 6.177634408602151)","(12.0, 13.5, 13.28623188405797)","(51.0, 70.0, 67.81818181818181)","(31.0, 48.0, 46.19178082191781)","(3.8, 4.5, 4.415529010238908)","(4.0, 4.6, 4.506237816764132)","(13.0, 16.0, 15.974683544303797)"
07-01-2023 17:01:31.858045,"(4.2, 4.7, 4.639752650176678)","(101.0, 180.0, 178.0)","(5.5, 6.2, 6.177634408602151)","(12.0, 13.5, 13.28623188405797)","(51.0, 70.0, 67.81818181818181)","(31.0, 48.0, 46.19178082191781)","(3.8, 4.5, 4.418541033434651)","(4.0, 4.6, 4.50621359223301)","(13.0, 16.0, 15.974683544303797)"
07-01-2023 17:01:32.930837,"(4.2, 4.6, 4.531411042944785)","(101.0, 180.0, 178.0)","(5.5, 6.4, 6.210294117647059)","(12.0, 13.5, 13.281481481481482)","(51.0, 70.0, 67.23404255319149)","(31.0, 48.0, 43.241379310344826)","(3.8, 4.5, 4.23739837398374)","(4.0, 4.6, 4.721898928024502)","(13.0, 16.0, 15.975)"
07-01-2023 17:01:34.031116,"(4.2, 4.8, 4.74375)","(101.0, 180.0, 175.71428571428572)","(5.5, 6.2, 6.172052401746725)","(12.0, 13.5, 13.281481481481482)","(51.0, 70.0, 69.0)","(31.0, 44.0, 43.282051282051285)","(3.8, 4.3, 4.244827586206896)","(4.0, 4.8, 4.724777448071217)","(13.0, 16.0, 15.97752808988764)"
07-01-2023 17:01:35.176209,"(4.2, 4.8, 4.710596026490066)","(101.0, 180.0, 175.71428571428572)","(5.5, 6.2, 6.171492204899778)","(12.0, 13.5, 13.281481481481482)","(51.0, 70.0, 69.12698412698413)","(31.0, 44.0, 43.282051282051285)","(3.8, 4.3, 4.268565815324165)","(4.0, 4.8, 4.721006289308177)","(13.0, 16.0, 15.97752808988764)"
07-01-2023 17:01:36.311597,"(4.2, 4.8, 4.685344827586206)","(101.0, 180.0, 175.71428571428572)","(5.5, 6.2, 6.1164133738601825)","(11.0, 13.5, 13.314285714285715)","(51.0, 70.0, 69.26229508196721)","(31.0, 44.0, 43.333333333333336)","(3.8, 4.3, 4.3277580071174375)","(4.0, 4.8, 4.724664224664225)","(13.0, 16.0, 16.078125)"
07-01-2023 17:01:37.448816,"(4.2, 4.7, 4.670261437908497)","(101.0, 180.0, 176.25)","(5.5, 6.2, 6.1212034383954155)","(11.0, 13.5, 13.325153374233128)","(51.0, 70.0, 69.19354838709677)","(31.0, 44.0, 43.6)","(3.8, 4.4, 4.288)","(4.0, 4.8, 4.629022082018928)","(13.0, 16.5, 16.083333333333332)"
07-01-2023 17:01:38.564078,"(4.2, 4.7, 4.668856447688564)","(101.0, 180.0, 176.25)","(5.5, 6.2, 6.123055162659123)","(11.0, 13.5, 13.306358381502891)","(51.0, 70.0, 68.93939393939394)","(31.0, 44.0, 43.6)","(3.8, 4.3, 4.2869070208728655)","(4.0, 4.7, 4.6296875)","(13.0, 16.5, 16.35)"
07-01-2023 17:01:39.705789,"(4.2, 4.7, 4.644150943396227)","(101.0, 180.0, 176.25)","(5.5, 6.2, 6.117199391171994)","(11.0, 13.5, 13.28042328042328)","(51.0, 70.0, 68.93939393939394)","(31.0, 44.0, 43.36585365853659)","(3.8, 4.3, 4.284801762114538)","(4.0, 4.7, 4.611673151750972)","(13.0, 16.5, 16.28)"
07-01-2023 17:01:40.905969,"(4.2, 4.8, 4.734080717488789)","(101.0, 180.0, 176.25)","(5.5, 6.2, 6.126829268292683)","(11.0, 13.5, 13.417322834645669)","(51.0, 70.0, 69.48275862068965)","(31.0, 44.0, 44.54545454545455)","(3.8, 4.3, 4.299226804123711)","(4.0, 4.7, 4.602916666666666)","(13.0, 16.5, 16.563063063063062)"
07-01-2023 17:01:42.033043,"(4.2, 4.7, 4.6922155688622755)","(101.0, 200.0, 170.0)","(5.5, 6.2, 6.126829268292683)","(11.0, 13.5, 13.417322834645669)","(51.0, 70.0, 69.81481481481481)","(31.0, 46.0, 45.02040816326531)","(3.8, 4.3, 4.2987179487179485)","(4.0, 4.7, 4.603719008264463)","(13.0, 17.0, 16.663194444444443)"
07-01-2023 17:01:43.123134,"(4.2, 4.7, 4.666517857142857)","(101.0, 200.0, 180.0)","(5.5, 6.2, 6.129245283018868)","(11.0, 14.0, 13.605263157894736)","(51.0, 70.0, 69.82142857142857)","(31.0, 46.0, 45.02040816326531)","(3.8, 4.3, 4.2987179487179485)","(4.0, 4.7, 4.662479871175523)","(13.0, 17.0, 16.608870967741936)"
07-01-2023 17:01:44.243128,"(4.2, 4.7, 4.663675213675214)","(101.0, 200.0, 180.0)","(5.5, 6.2, 6.129245283018868)","(11.0, 13.5, 13.471311475409836)","(51.0, 75.0, 73.95161290322581)","(31.0, 46.0, 45.02040816326531)","(3.8, 4.4, 4.286355140186916)","(4.0, 4.7, 4.662779552715655)","(13.0, 17.0, 16.608870967741936)"
07-01-2023 17:01:45.328652,"(4.2, 4.7, 4.673372781065089)","(101.0, 200.0, 180.0)","(5.5, 6.2, 6.119354838709677)","(12.0, 13.5, 13.27536231884058)","(51.0, 75.0, 79.24528301886792)","(31.0, 46.0, 45.04761904761905)","(3.8, 4.4, 4.266735966735967)","(4.0, 4.7, 4.6220630372492835)","(13.0, 17.0, 16.68300653594771)"
