,Katies Portrait,Swifty Gadget,Aston Nancy,Notorious Diesel,Ruby Tubes,Margo,Cosmic Bruce,Off The Radar
16-12-2022 13:47:52.215862,"(4.2, 8.2, 7.181818181818182)","(19.0, 90.0, 72.14285714285714)","(21.0, 95.0, 92.51851851851852)","(3.7, 4.1, 4.025)","(8.0, 13.0, 11.6)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 21.27777777777778)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:47:53.316585,"(4.2, 8.2, 7.181818181818182)","(19.0, 90.0, 76.84210526315789)","(21.0, 95.0, 62.0)","(3.7, 4.1, 4.025)","(8.0, 13.0, 11.95)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 21.27777777777778)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:47:54.420950,"(4.2, 8.0, 7.3999999999999995)","(19.0, 90.0, 76.84210526315789)","(21.0, 95.0, 62.0)","(3.7, 4.1, 4.025)","(8.0, 13.0, 12.4375)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 21.27777777777778)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:47:55.470742,"(4.2, 7.6, 7.04)","(19.0, 90.0, 76.84210526315789)","(21.0, 95.0, 62.0)","(3.7, 4.1, 4.025)","(8.0, 13.0, 12.4375)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 22.304347826086957)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:47:56.606669,"(4.2, 7.2, 6.704761904761905)","(19.0, 90.0, 72.14285714285714)","(21.0, 95.0, 62.0)","(3.7, 4.1, 4.025)","(8.0, 13.0, 12.4375)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 22.304347826086957)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:47:57.714792,"(4.2, 7.0, 6.742857142857143)","(19.0, 90.0, 72.14285714285714)","(21.0, 95.0, 62.0)","(3.7, 4.1, 4.05)","(8.0, 13.0, 12.4375)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 22.304347826086957)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:47:58.743314,"(4.2, 6.8, 6.4)","(19.0, 90.0, 72.14285714285714)","(21.0, 95.0, 62.0)","(3.7, 4.1, 4.05)","(8.0, 13.0, 12.4375)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 22.304347826086957)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:47:59.855158,"(4.2, 6.6, 6.35)","(19.0, 90.0, 72.14285714285714)","(21.0, 95.0, 86.875)","(3.7, 4.1, 3.975)","(8.0, 13.0, 12.605263157894736)","(19.0, 46.0, 31.846153846153847)","(10.0, 26.0, 22.304347826086957)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:00.975400,"(4.2, 6.6, 6.326315789473684)","(19.0, 90.0, 72.14285714285714)","(21.0, 95.0, 86.875)","(3.7, 4.0, 3.975)","(8.0, 13.0, 12.58695652173913)","(19.0, 46.0, 34.66666666666667)","(10.0, 26.0, 24.0)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:02.107318,"(4.2, 6.4, 6.257142857142857)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 65.0)","(3.7, 4.0, 3.975)","(8.0, 13.5, 12.58695652173913)","(19.0, 44.0, 31.636363636363637)","(10.0, 25.0, 21.73913043478261)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:03.267244,"(4.2, 6.4, 6.3500000000000005)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 72.35294117647058)","(3.7, 4.0, 3.975)","(8.0, 13.5, 12.75)","(19.0, 42.0, 33.55555555555556)","(10.0, 25.0, 21.73913043478261)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:04.395437,"(4.2, 6.4, 6.3500000000000005)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 72.35294117647058)","(3.7, 4.0, 4.05)","(8.0, 13.5, 12.0)","(19.0, 42.0, 33.55555555555556)","(10.0, 25.0, 21.73913043478261)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:05.537717,"(4.2, 6.4, 6.3500000000000005)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 72.35294117647058)","(3.7, 4.1, 4.05)","(8.0, 13.5, 12.0)","(19.0, 42.0, 33.55555555555556)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:06.616682,"(4.2, 6.4, 6.3090909090909095)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 72.35294117647058)","(3.7, 4.1, 4.05)","(8.0, 13.5, 12.0)","(19.0, 42.0, 33.55555555555556)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:07.649677,"(4.2, 6.4, 6.3090909090909095)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 72.35294117647058)","(3.7, 4.1, 4.05)","(8.0, 13.5, 12.0)","(19.0, 42.0, 33.55555555555556)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6572727272727272)"
16-12-2022 13:48:08.838941,"(4.2, 6.4, 6.3090909090909095)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 75.0)","(3.7, 4.1, 4.05)","(8.0, 13.5, 12.0)","(19.0, 42.0, 34.875)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:10.032977,"(4.2, 6.4, 6.257142857142857)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 81.42857142857143)","(3.7, 4.1, 4.05)","(8.0, 13.5, 12.0)","(19.0, 42.0, 34.875)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:11.162633,"(4.2, 6.4, 6.042857142857144)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 81.42857142857143)","(3.7, 4.1, 4.067857142857143)","(8.0, 13.5, 12.0)","(19.0, 42.0, 32.5)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:12.266610,"(4.2, 6.4, 6.0)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 81.42857142857143)","(3.7, 4.1, 4.067857142857143)","(8.0, 13.5, 12.0)","(19.0, 42.0, 32.5)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:13.328784,"(4.2, 6.4, 6.133333333333334)","(19.0, 85.0, 71.15384615384616)","(21.0, 90.0, 81.42857142857143)","(3.7, 4.1, 4.067857142857143)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 32.5)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:14.398106,"(4.2, 6.4, 6.066666666666667)","(19.0, 85.0, 75.0)","(21.0, 90.0, 77.55555555555556)","(3.7, 4.0, 3.9805555555555556)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 32.5)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:15.447198,"(4.2, 6.4, 5.777777777777778)","(19.0, 85.0, 75.0)","(21.0, 90.0, 77.55555555555556)","(3.7, 4.0, 3.984782608695652)","(8.0, 13.5, 12.704545454545455)","(19.0, 42.0, 29.333333333333332)","(10.0, 25.0, 20.982142857142858)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:16.642910,"(4.2, 6.4, 5.777777777777778)","(19.0, 85.0, 75.0)","(21.0, 90.0, 77.55555555555556)","(3.7, 4.0, 3.9805555555555556)","(8.0, 13.5, 12.704545454545455)","(19.0, 42.0, 29.333333333333332)","(10.0, 25.0, 20.862068965517242)","(2.4, 2.66, 2.6557142857142857)"
16-12-2022 13:48:17.831960,"(4.2, 6.4, 5.777777777777778)","(19.0, 85.0, 75.0)","(21.0, 90.0, 82.0)","(3.7, 4.0, 3.9805555555555556)","(8.0, 13.5, 12.704545454545455)","(19.0, 42.0, 29.333333333333332)","(10.0, 25.0, 22.81818181818182)","(2.4, 2.66, 2.6675)"
16-12-2022 13:48:18.861080,"(4.2, 6.4, 5.777777777777778)","(19.0, 85.0, 75.0)","(21.0, 90.0, 82.0)","(3.7, 4.0, 3.9805555555555556)","(8.0, 13.5, 12.851851851851851)","(19.0, 42.0, 28.153846153846153)","(10.0, 24.0, 22.81818181818182)","(2.4, 2.68, 2.70875)"
16-12-2022 13:48:19.933480,"(4.2, 6.0, 5.775)","(19.0, 85.0, 75.0)","(21.0, 90.0, 82.0)","(3.7, 4.0, 4.146428571428571)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 30.75)","(10.0, 24.0, 22.81818181818182)","(2.4, 2.74, 2.7327272727272724)"
16-12-2022 13:48:21.075909,"(4.2, 5.9, 5.8100000000000005)","(19.0, 85.0, 75.0)","(21.0, 90.0, 82.0)","(3.7, 4.2, 4.146428571428571)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 30.75)","(10.0, 24.0, 22.81818181818182)","(2.4, 2.76, 2.7114285714285713)"
16-12-2022 13:48:22.146053,"(4.2, 5.9, 5.7)","(19.0, 85.0, 75.0)","(21.0, 90.0, 82.0)","(3.7, 4.2, 4.102777777777778)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 30.75)","(10.0, 24.0, 22.81818181818182)","(2.4, 2.78, 2.7114285714285713)"
16-12-2022 13:48:23.252885,"(4.2, 5.9, 5.7)","(19.0, 85.0, 75.0)","(21.0, 85.0, 66.21052631578948)","(3.7, 4.2, 4.123913043478261)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 30.75)","(10.0, 24.0, 22.81818181818182)","(2.4, 2.78, 2.7114285714285713)"
16-12-2022 13:48:24.379699,"(4.2, 5.7, 5.590909090909091)","(19.0, 85.0, 75.0)","(21.0, 85.0, 67.15)","(3.7, 4.2, 4.123913043478261)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 30.75)","(10.0, 24.0, 22.81818181818182)","(2.4, 2.78, 2.7275)"
16-12-2022 13:48:25.484628,"(4.2, 5.7, 5.590909090909091)","(19.0, 85.0, 75.0)","(21.0, 85.0, 67.15)","(3.7, 4.2, 4.123913043478261)","(8.0, 13.5, 12.470588235294118)","(19.0, 42.0, 30.75)","(10.0, 24.0, 21.818181818181817)","(2.4, 2.78, 2.744705882352941)"
16-12-2022 13:48:26.490664,"(4.2, 5.7, 5.590909090909091)","(19.0, 85.0, 75.0)","(21.0, 85.0, 56.416666666666664)","(3.7, 4.2, 4.123913043478261)","(8.0, 13.5, 14.1)","(19.0, 42.0, 30.75)","(10.0, 24.0, 20.76923076923077)","(2.4, 2.82, 2.744705882352941)"
16-12-2022 13:48:27.575993,"(4.2, 5.9, 5.814285714285715)","(19.0, 85.0, 75.0)","(21.0, 85.0, 61.5)","(3.7, 4.0, 3.9805555555555556)","(8.0, 14.5, 14.1)","(19.0, 42.0, 30.75)","(10.0, 24.0, 20.833333333333332)","(2.4, 2.82, 2.744705882352941)"
16-12-2022 13:48:28.775128,"(4.4, 5.9, 5.78)","(19.0, 85.0, 75.0)","(21.0, 85.0, 61.5)","(3.7, 4.0, 3.9805555555555556)","(8.0, 14.5, 14.1)","(18.0, 42.0, 30.75)","(11.0, 24.0, 21.014285714285712)","(2.4, 2.82, 2.744705882352941)"
16-12-2022 13:48:30.005488,"(4.4, 5.9, 5.78)","(19.0, 85.0, 75.0)","(21.0, 85.0, 61.5)","(3.7, 4.0, 3.9805555555555556)","(8.0, 14.5, 14.1)","(18.0, 42.0, 30.75)","(11.0, 24.0, 21.014285714285712)","(2.4, 2.82, 2.744705882352941)"
16-12-2022 13:48:31.028687,"(4.4, 5.9, 5.78)","(19.0, 85.0, 75.0)","(21.0, 85.0, 61.5)","(3.7, 4.0, 3.9805555555555556)","(8.0, 14.5, 14.1)","(18.0, 42.0, 30.75)","(11.0, 24.0, 21.014285714285712)","(2.4, 2.82, 2.7133333333333334)"
16-12-2022 13:48:32.150562,"(4.2, 5.9, 5.78)","(19.0, 85.0, 75.0)","(21.0, 85.0, 61.5)","(3.7, 4.0, 3.9825)","(8.0, 14.5, 14.1)","(18.0, 42.0, 30.75)","(11.0, 24.0, 20.48148148148148)","(2.4, 2.82, 2.7133333333333334)"
16-12-2022 13:48:33.126544,"(4.2, 5.9, 5.78)","(19.0, 85.0, 75.0)","(21.0, 85.0, 61.5)","(3.7, 4.0, 3.9825)","(8.0, 14.5, 14.1)","(18.0, 42.0, 30.75)","(11.0, 24.0, 21.12121212121212)","(2.4, 2.82, 2.7285714285714286)"
16-12-2022 13:48:34.087759,"(4.2, 5.9, 5.78)","(19.0, 85.0, 75.0)","(21.0, 85.0, 61.5)","(3.7, 4.0, 3.9825)","(8.0, 14.5, 14.1)","(18.0, 42.0, 30.75)","(11.0, 24.0, 21.666666666666668)","(2.4, 2.82, 2.7285714285714286)"
16-12-2022 13:48:35.174696,"(4.2, 5.9, 5.78)","(19.0, 85.0, 75.0)","(21.0, 85.0, 67.6842105263158)","(3.7, 4.0, 3.9825)","(8.0, 14.5, 14.1)","(18.0, 42.0, 30.75)","(11.0, 24.0, 21.666666666666668)","(2.4, 2.82, 2.7285714285714286)"
16-12-2022 13:48:36.244477,"(4.2, 5.9, 5.66)","(19.0, 85.0, 75.0)","(21.0, 85.0, 67.6842105263158)","(3.7, 4.0, 3.9842105263157896)","(8.0, 14.5, 13.147058823529411)","(18.0, 42.0, 37.714285714285715)","(11.0, 24.0, 21.666666666666668)","(2.4, 2.82, 2.7526315789473683)"
16-12-2022 13:48:37.269485,"(4.2, 5.9, 5.550000000000001)","(19.0, 85.0, 75.0)","(21.0, 85.0, 71.29166666666666)","(3.7, 4.2, 4.121052631578948)","(8.0, 15.0, 13.147058823529411)","(18.0, 40.0, 37.714285714285715)","(11.0, 24.0, 21.666666666666668)","(2.4, 2.82, 2.7773333333333334)"
16-12-2022 13:48:38.326660,"(4.2, 5.9, 5.69)","(19.0, 85.0, 75.0)","(21.0, 85.0, 71.29166666666666)","(3.7, 4.2, 4.121052631578948)","(8.0, 15.0, 13.5)","(18.0, 40.0, 32.5)","(11.0, 24.0, 20.294117647058822)","(2.4, 2.82, 2.7773333333333334)"
16-12-2022 13:48:39.457010,"(4.2, 5.9, 5.69)","(19.0, 85.0, 50.833333333333336)","(21.0, 85.0, 45.0)","(3.7, 4.2, 4.121052631578948)","(8.0, 14.5, 13.078947368421053)","(18.0, 40.0, 28.75)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:40.511882,"(4.2, 5.9, 5.69)","(19.0, 85.0, 50.833333333333336)","(21.0, 85.0, 45.0)","(3.7, 4.2, 4.121052631578948)","(8.0, 14.5, 13.078947368421053)","(18.0, 40.0, 28.75)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:41.516418,"(4.2, 5.9, 5.433333333333334)","(19.0, 85.0, 50.833333333333336)","(21.0, 85.0, 45.0)","(3.7, 4.2, 4.121052631578948)","(8.0, 14.5, 13.642857142857142)","(18.0, 40.0, 28.0)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:42.529501,"(4.2, 5.9, 5.277777777777778)","(19.0, 85.0, 50.833333333333336)","(21.0, 85.0, 45.0)","(3.7, 4.2, 4.08)","(8.0, 14.5, 13.642857142857142)","(18.0, 40.0, 28.0)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:43.604896,"(4.2, 5.8, 5.3)","(19.0, 85.0, 50.833333333333336)","(21.0, 85.0, 45.0)","(3.7, 4.2, 4.121052631578948)","(8.0, 14.5, 13.642857142857142)","(18.0, 40.0, 28.0)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:44.648879,"(4.2, 5.7, 5.175)","(19.0, 85.0, 50.833333333333336)","(21.0, 80.0, 44.44444444444444)","(3.7, 4.2, 4.121052631578948)","(8.0, 14.5, 13.642857142857142)","(18.0, 40.0, 28.0)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:45.757611,"(4.2, 5.7, 5.1499999999999995)","(19.0, 85.0, 72.94117647058823)","(21.0, 80.0, 56.0)","(3.7, 4.2, 4.114285714285715)","(8.0, 14.5, 13.642857142857142)","(18.0, 40.0, 36.14285714285714)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:46.874511,"(4.2, 5.6, 5.225)","(19.0, 80.0, 78.0)","(21.0, 80.0, 56.0)","(3.7, 4.2, 4.114285714285715)","(8.0, 14.5, 13.642857142857142)","(18.0, 38.0, 36.14285714285714)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7514285714285713)"
16-12-2022 13:48:48.000085,"(4.2, 5.6, 5.1625)","(19.0, 80.0, 78.0)","(21.0, 80.0, 57.2)","(3.7, 4.2, 4.038636363636363)","(8.0, 14.5, 13.944444444444445)","(18.0, 38.0, 29.875)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.676)"
16-12-2022 13:48:49.003222,"(4.2, 5.6, 5.449999999999999)","(19.0, 80.0, 78.0)","(21.0, 80.0, 57.2)","(3.7, 4.1, 4.038636363636363)","(8.0, 14.5, 13.944444444444445)","(18.0, 38.0, 34.42857142857143)","(11.0, 24.0, 20.85)","(2.4, 2.82, 2.7323076923076925)"
16-12-2022 13:48:50.016280,"(4.2, 5.6, 5.438461538461538)","(19.0, 80.0, 78.0)","(21.0, 80.0, 57.2)","(3.7, 4.1, 4.035714285714286)","(8.0, 14.5, 13.944444444444445)","(18.0, 36.0, 34.42857142857143)","(11.0, 24.0, 20.85)","(2.4, 2.74, 2.6953846153846155)"
16-12-2022 13:48:51.087566,"(4.2, 5.9, 5.7)","(19.0, 80.0, 78.0)","(21.0, 80.0, 64.8)","(3.7, 4.1, 4.035714285714286)","(8.0, 14.5, 13.944444444444445)","(18.0, 36.0, 31.0)","(11.0, 24.0, 20.85)","(2.4, 2.7, 2.6953846153846155)"
16-12-2022 13:48:52.122789,"(4.2, 5.9, 5.6)","(19.0, 80.0, 78.0)","(21.0, 80.0, 64.8)","(3.7, 4.1, 4.035714285714286)","(8.0, 14.5, 13.944444444444445)","(18.0, 36.0, 31.0)","(11.0, 24.0, 20.85)","(2.4, 2.7, 2.7)"
16-12-2022 13:48:53.209726,"(4.2, 5.9, 5.6)","(19.0, 80.0, 78.0)","(21.0, 80.0, 64.8)","(3.7, 4.1, 4.035714285714286)","(8.0, 14.5, 13.944444444444445)","(18.0, 36.0, 31.11111111111111)","(11.0, 24.0, 20.705882352941178)","(2.4, 2.76, 2.76)"
16-12-2022 13:48:54.320252,"(4.2, 5.9, 5.7)","(19.0, 80.0, 77.75)","(21.0, 80.0, 67.33333333333334)","(3.7, 4.1, 4.035714285714286)","(8.0, 14.5, 13.944444444444445)","(18.0, 36.0, 31.11111111111111)","(11.0, 24.0, 21.925925925925927)","(2.4, 2.78, 2.725714285714286)"
16-12-2022 13:48:55.425500,"(4.2, 5.9, 5.7)","(19.0, 85.0, 74.75)","(21.0, 80.0, 71.85714285714286)","(3.7, 4.1, 4.071428571428571)","(8.0, 14.5, 13.25)","(18.0, 36.0, 29.583333333333332)","(11.0, 24.0, 21.925925925925927)","(2.4, 2.74, 2.7163636363636363)"
16-12-2022 13:48:56.492988,"(4.2, 5.9, 5.42)","(19.0, 85.0, 74.75)","(21.0, 80.0, 72.4)","(3.7, 4.1, 4.071428571428571)","(8.0, 14.5, 13.25)","(18.0, 36.0, 29.583333333333332)","(11.0, 24.0, 21.925925925925927)","(2.4, 2.76, 2.725714285714286)"
16-12-2022 13:48:57.482521,"(4.2, 5.9, 5.633333333333334)","(19.0, 85.0, 74.75)","(21.0, 80.0, 74.3)","(3.7, 4.1, 4.071428571428571)","(8.0, 14.5, 13.25)","(18.0, 36.0, 29.5)","(11.0, 24.0, 21.925925925925927)","(2.4, 2.74, 2.725714285714286)"
16-12-2022 13:48:58.513948,"(4.2, 5.9, 5.633333333333334)","(19.0, 85.0, 74.75)","(21.0, 80.0, 74.3)","(3.7, 4.1, 4.071428571428571)","(8.0, 14.5, 13.25)","(18.0, 34.0, 29.5)","(11.0, 24.0, 21.857142857142858)","(2.4, 2.74, 2.725714285714286)"
16-12-2022 13:48:59.549769,"(4.2, 5.9, 5.633333333333334)","(19.0, 85.0, 74.75)","(21.0, 80.0, 74.3)","(3.7, 4.1, 4.071428571428571)","(8.0, 14.5, 13.25)","(18.0, 34.0, 28.75)","(11.0, 24.0, 21.857142857142858)","(2.4, 2.74, 2.7392857142857143)"
16-12-2022 13:49:00.573379,"(4.2, 5.9, 5.633333333333334)","(20.0, 85.0, 74.75)","(26.0, 80.0, 74.3)","(3.7, 4.1, 4.071428571428571)","(8.5, 14.5, 13.25)","(20.0, 34.0, 28.75)","(11.0, 24.0, 21.857142857142858)","(2.4, 2.74, 2.7392857142857143)"
16-12-2022 13:49:01.669311,"(4.2, 5.9, 5.633333333333334)","(20.0, 85.0, 74.75)","(26.0, 80.0, 74.3)","(3.7, 4.1, 4.071428571428571)","(8.5, 14.5, 13.25)","(20.0, 34.0, 26.6875)","(11.0, 24.0, 20.666666666666668)","(2.4, 2.74, 2.758192771084337)"
16-12-2022 13:49:02.803375,"(4.2, 5.9, 5.633333333333334)","(20.0, 85.0, 76.36842105263159)","(26.0, 80.0, 76.0)","(3.7, 4.1, 4.071428571428571)","(8.5, 14.5, 13.25)","(20.0, 34.0, 26.6875)","(11.0, 24.0, 21.352941176470587)","(2.4, 2.76, 2.7903954802259885)"
16-12-2022 13:49:03.865267,"(4.2, 5.9, 5.75)","(20.0, 85.0, 76.36842105263159)","(26.0, 80.0, 76.0)","(3.7, 4.1, 4.071428571428571)","(8.5, 14.5, 13.25)","(20.0, 34.0, 26.6875)","(11.0, 24.0, 21.352941176470587)","(2.4, 2.8, 2.7341176470588238)"
16-12-2022 13:49:04.868502,"(4.2, 5.9, 5.75)","(20.0, 85.0, 73.0)","(26.0, 80.0, 76.0)","(3.7, 4.0, 3.96)","(8.5, 14.5, 13.928571428571429)","(20.0, 32.0, 27.625)","(11.0, 24.0, 21.352941176470587)","(2.4, 2.8, 2.7326315789473687)"
16-12-2022 13:49:05.873508,"(4.2, 5.9, 5.783333333333333)","(20.0, 85.0, 73.0)","(26.0, 80.0, 76.0)","(3.7, 4.0, 3.96)","(8.5, 14.5, 13.928571428571429)","(20.0, 32.0, 27.625)","(11.0, 24.0, 21.352941176470587)","(2.4, 2.8, 2.7326315789473687)"
16-12-2022 13:49:06.889987,"(4.2, 5.9, 5.783333333333333)","(26.0, 85.0, 73.0)","(26.0, 80.0, 76.0)","(3.5, 4.0, 3.96)","(9.0, 14.5, 13.928571428571429)","(20.0, 32.0, 27.625)","(12.0, 24.0, 21.352941176470587)","(2.35, 2.8, 2.6611764705882353)"
16-12-2022 13:49:07.926296,"(4.2, 5.9, 5.800000000000001)","(26.0, 85.0, 76.33333333333333)","(26.0, 80.0, 76.0)","(3.5, 4.0, 3.9666666666666663)","(9.0, 14.5, 14.071428571428571)","(20.0, 32.0, 27.625)","(12.0, 24.0, 22.0)","(2.35, 2.7, 2.664)"
16-12-2022 13:49:08.994703,"(4.2, 5.9, 5.800000000000001)","(26.0, 85.0, 73.61538461538461)","(26.0, 80.0, 76.0)","(3.5, 4.1, 3.9666666666666663)","(9.0, 14.5, 14.071428571428571)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 22.0)","(2.35, 2.7, 2.66)"
16-12-2022 13:49:10.111369,"(4.2, 5.9, 5.800000000000001)","(26.0, 85.0, 73.61538461538461)","(26.0, 80.0, 76.0)","(3.5, 4.1, 3.9428571428571426)","(9.0, 14.5, 14.071428571428571)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 22.0)","(2.35, 2.68, 2.6133333333333333)"
16-12-2022 13:49:11.199358,"(4.2, 5.9, 5.800000000000001)","(26.0, 85.0, 76.77777777777777)","(26.0, 80.0, 76.0)","(3.5, 4.1, 3.9727272727272727)","(9.0, 14.5, 12.9)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.352941176470587)","(2.35, 2.68, 2.6085714285714285)"
16-12-2022 13:49:12.207833,"(4.2, 5.9, 5.800000000000001)","(26.0, 85.0, 73.61538461538461)","(26.0, 80.0, 76.0)","(3.5, 4.1, 3.9727272727272727)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.352941176470587)","(2.35, 2.68, 2.641904761904762)"
16-12-2022 13:49:13.222603,"(4.2, 5.9, 5.800000000000001)","(26.0, 85.0, 74.23076923076923)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.0, 3.9363636363636365)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.352941176470587)","(2.35, 2.68, 2.6500000000000004)"
16-12-2022 13:49:14.208660,"(4.2, 5.9, 5.861111111111112)","(26.0, 85.0, 78.63636363636363)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.0, 3.9299999999999997)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.352941176470587)","(2.35, 2.68, 2.6329411764705886)"
16-12-2022 13:49:15.216760,"(4.2, 5.9, 5.861111111111112)","(26.0, 85.0, 80.625)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.0, 3.9299999999999997)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.352941176470587)","(2.35, 2.68, 2.6420000000000003)"
16-12-2022 13:49:16.280949,"(4.2, 5.9, 5.861111111111112)","(26.0, 85.0, 80.625)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.0, 3.9299999999999997)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.352941176470587)","(2.35, 2.66, 2.6420000000000003)"
16-12-2022 13:49:17.423344,"(4.2, 5.9, 5.861111111111112)","(26.0, 85.0, 81.66666666666667)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.0, 3.9363636363636365)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.142857142857142)","(2.35, 2.66, 2.564761904761905)"
16-12-2022 13:49:18.525261,"(4.2, 5.9, 5.861111111111112)","(26.0, 85.0, 81.66666666666667)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.0, 3.98)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.142857142857142)","(2.35, 2.66, 2.564761904761905)"
16-12-2022 13:49:19.547026,"(4.2, 5.9, 5.6)","(26.0, 85.0, 80.625)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.1, 3.9666666666666663)","(9.0, 14.5, 12.5)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 21.142857142857142)","(2.3, 2.66, 2.564761904761905)"
16-12-2022 13:49:20.613451,"(4.2, 5.9, 5.6)","(26.0, 85.0, 80.625)","(26.0, 75.0, 68.71428571428572)","(3.5, 4.1, 3.9666666666666663)","(9.0, 14.5, 14.0)","(20.0, 32.0, 26.615384615384617)","(12.0, 24.0, 22.333333333333332)","(2.3, 2.66, 2.564761904761905)"
