,Only You,Fake,Teskey,Little Joe,Cartwheel,Pattaya Pete,Charlie Bender
04-01-2023 16:19:39.867128,"(9.0, 15.0, 11.685714285714285)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.14)","(14.0, 28.0, 14.95)","(7.5, 15.5, 13.536363636363635)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:41.041931,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.14)","(14.0, 28.0, 16.875)","(7.5, 14.5, 13.536363636363635)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:42.186395,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.14)","(14.0, 27.0, 14.95)","(7.5, 14.5, 13.127272727272727)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:43.196982,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.984615384615385)","(14.0, 28.0, 14.95)","(7.5, 14.0, 13.127272727272727)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:44.294523,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.984615384615385)","(14.0, 28.0, 14.95)","(7.5, 14.0, 13.127272727272727)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:45.441004,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.984615384615385)","(14.0, 28.0, 14.95)","(7.5, 14.0, 13.127272727272727)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:46.452400,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.984615384615385)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:47.592265,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 10.114285714285714)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:48.753710,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.0, 10.114285714285714)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:49.795239,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.0, 9.529411764705882)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.633333333333333)"
04-01-2023 16:19:51.052908,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 9.529411764705882)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:19:52.469156,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 9.529411764705882)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:19:53.668051,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 9.529411764705882)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:19:54.795720,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 9.529411764705882)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:19:56.007259,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 9.529411764705882)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:19:57.156622,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 11.5, 9.529411764705882)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:19:58.311575,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2083333333333335)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:19:59.410862,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:20:00.486376,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 14.0, 12.85)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:20:01.660810,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 14.0, 14.628571428571428)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:20:02.773877,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 15.5, 14.32)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:20:03.985385,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 15.5, 14.32)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:20:05.125427,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 15.5, 14.32)","(5.0, 9.0, 7.705263157894737)"
04-01-2023 16:20:06.272225,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 15.5, 14.32)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:07.420267,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 9.685714285714287)","(14.0, 28.0, 14.95)","(7.5, 15.5, 14.32)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:08.516444,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 10.5, 8.227272727272727)","(14.0, 28.0, 14.95)","(7.5, 15.5, 14.32)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:09.722777,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.0, 8.347826086956522)","(14.0, 28.0, 14.95)","(7.5, 15.5, 12.971428571428572)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:10.758535,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.0, 8.347826086956522)","(14.0, 28.0, 14.95)","(7.5, 15.5, 12.971428571428572)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:12.139882,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.0, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 12.971428571428572)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:13.453266,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 12.971428571428572)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:14.580544,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 12.971428571428572)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:15.979395,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 12.971428571428572)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:17.349189,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 11.225000000000001)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:18.729979,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 11.225000000000001)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:19.885420,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 11.225000000000001)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:20.997005,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 11.225000000000001)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:22.146999,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 13.142857142857142)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:23.198794,"(9.0, 14.5, 12.379999999999999)","(4.2, 6.8, 5.838461538461538)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.332)","(14.0, 28.0, 14.95)","(7.5, 15.5, 13.142857142857142)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:24.323571,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.5)","(14.0, 28.0, 14.95)","(7.5, 15.5, 13.142857142857142)","(5.0, 9.0, 7.77)"
04-01-2023 16:20:25.468845,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.5)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 13.142857142857142)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:26.569170,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.5)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:27.632832,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.5)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:28.716683,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.5)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:29.940436,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.5)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:31.087676,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.5)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:32.272695,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 8.160869565217391)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:33.444562,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:34.546094,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:35.558122,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:36.676131,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:37.849998,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:38.923931,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:39.941325,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:40.946690,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.136363636363637)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:42.000399,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.4)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:43.036249,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.4)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:44.188958,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.4)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:45.275583,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.4)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:46.250263,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 16.4)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:47.252075,"(9.0, 14.5, 11.1)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:48.312776,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:49.435271,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:50.588388,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:51.664430,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:52.743670,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:53.840771,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:54.772507,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:55.779572,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.800000000000001)","(3.0, 4.4, 3.2)","(4.4, 11.5, 5.684615384615385)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:56.942580,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.8, 4.84)","(3.0, 4.4, 3.34)","(4.4, 11.5, 7.779999999999999)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:57.966401,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.6, 4.84)","(3.0, 4.3, 3.34)","(4.4, 11.5, 7.779999999999999)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 5.571428571428571)"
04-01-2023 16:20:58.952273,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 6.62)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:20:59.984588,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:01.067720,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:02.131692,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:03.113437,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:04.136317,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:05.140443,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:06.123362,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:07.220779,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:08.302192,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:09.384507,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:10.404659,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.75)","(5.0, 9.0, 6.6)"
04-01-2023 16:21:11.320861,"(9.0, 15.5, 10.077777777777778)","(4.2, 6.4, 5.066666666666667)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 5.86923076923077)","(14.0, 28.0, 17.642857142857142)","(7.5, 15.5, 11.666666666666666)","(5.0, 9.0, 6.8)"
04-01-2023 16:21:12.542330,"(9.0, 15.0, 10.52)","(4.2, 6.4, 5.828571428571429)","(3.0, 4.2, 3.466666666666667)","(4.4, 11.5, 9.066666666666666)","(14.0, 28.0, 17.642857142857142)","(7.5, 14.0, 11.666666666666666)","(5.0, 8.6, 6.85)"
04-01-2023 16:21:13.719527,"(9.0, 15.0, 12.511111111111111)","(4.2, 6.4, 5.828571428571429)","(3.0, 4.2, 3.885714285714286)","(4.4, 11.0, 9.4)","(14.0, 28.0, 17.642857142857142)","(7.5, 14.0, 11.666666666666666)","(5.0, 8.6, 6.85)"
04-01-2023 16:21:14.865976,"(9.0, 15.0, 11.914285714285715)","(4.2, 6.4, 5.828571428571429)","(3.0, 4.2, 3.885714285714286)","(4.4, 11.0, 6.36)","(14.0, 28.0, 17.642857142857142)","(7.5, 14.0, 11.666666666666666)","(5.0, 8.6, 5.88)"
04-01-2023 16:21:16.098034,"(9.0, 15.0, 11.914285714285715)","(4.2, 6.4, 5.828571428571429)","(3.0, 4.2, 3.433333333333333)","(4.4, 11.0, 6.36)","(14.0, 28.0, 17.642857142857142)","(7.5, 14.0, 11.666666666666666)","(5.0, 8.6, 5.88)"
04-01-2023 16:21:17.084519,"(9.0, 15.0, 10.84)","(4.2, 6.4, 5.828571428571429)","(3.0, 4.2, 3.433333333333333)","(4.4, 11.0, 6.36)","(14.0, 28.0, 17.642857142857142)","(7.5, 14.0, 12.0)","(5.0, 8.6, 5.84)"
04-01-2023 16:21:18.119651,"(9.0, 15.0, 10.84)","(4.2, 6.4, 6.092307692307693)","(3.0, 4.1, 3.0999999999999996)","(4.4, 11.0, 9.342857142857142)","(14.0, 28.0, 22.166666666666668)","(7.5, 14.0, 12.0)","(5.0, 8.4, 6.324999999999999)"
04-01-2023 16:21:19.161154,"(9.0, 15.0, 11.0)","(4.2, 6.4, 6.092307692307693)","(3.0, 3.9, 3.086363636363636)","(4.4, 11.0, 9.879999999999999)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.0)","(5.0, 8.2, 6.324999999999999)"
04-01-2023 16:21:20.258941,"(9.0, 15.0, 11.0)","(4.2, 6.4, 6.092307692307693)","(3.0, 3.85, 3.425)","(4.4, 11.0, 9.428571428571429)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.0)","(5.0, 8.2, 6.324999999999999)"
04-01-2023 16:21:21.302308,"(9.0, 15.0, 11.0)","(4.2, 6.4, 6.0200000000000005)","(3.0, 3.8, 3.425)","(4.4, 11.0, 9.428571428571429)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.0)","(5.0, 8.2, 6.324999999999999)"
04-01-2023 16:21:22.254919,"(9.0, 15.0, 11.0)","(4.2, 6.4, 5.2)","(3.0, 3.8, 3.425)","(4.4, 11.0, 9.905263157894737)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.0)","(5.0, 8.2, 6.175)"
04-01-2023 16:21:23.233673,"(9.0, 15.0, 11.0)","(4.2, 6.4, 6.054545454545455)","(3.0, 3.7, 3.375)","(4.4, 11.0, 9.947368421052632)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.0)","(5.0, 7.8, 6.175)"
04-01-2023 16:21:24.362420,"(9.0, 15.0, 11.0)","(4.2, 6.4, 5.2)","(3.0, 3.7, 3.375)","(4.4, 11.0, 9.742857142857144)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.0)","(5.0, 7.8, 6.175)"
