,Tiger Mum,Loveless,Little Hercules,From The Shire,Swerve,Lone Hunter,More Peaches,Rosas Dance
11-01-2023 19:07:09.299333,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 189.16666666666666)","(91.0, 330.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:10.745752,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 189.16666666666666)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:12.072487,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 189.16666666666666)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:13.352914,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 189.16666666666666)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:14.633019,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 189.16666666666666)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:15.914553,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 189.16666666666666)","(91.0, 310.0, 190.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:17.221254,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:18.537691,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:19.843714,"(3.0, 5.4, 5.260000000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:21.188892,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7387499999999996)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:22.522288,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7387499999999996)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:23.896011,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(16.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7387499999999996)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:25.204716,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7399999999999998)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:26.540428,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7411764705882353)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:27.869571,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7411764705882353)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:29.222539,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7411764705882353)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:30.504634,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 220.0)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7411764705882353)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:31.811940,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 10.3)","(101.0, 730.0, 324.375)","(91.0, 310.0, 220.0)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.355555555555556)","(2.2, 2.76, 2.7411764705882353)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:33.168754,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 12.566666666666666)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 176.66666666666669)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.114285714285714)","(2.2, 2.76, 2.7411764705882353)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:34.464633,"(3.0, 5.4, 5.268750000000001)","(5.5, 13.0, 12.566666666666666)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 36.5)","(4.4, 7.2, 6.114285714285714)","(2.2, 2.76, 2.7411764705882353)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:35.770864,"(3.0, 5.4, 5.268750000000001)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 26.666666666666664)","(4.4, 7.2, 6.114285714285714)","(2.2, 2.76, 2.6533333333333333)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:37.060366,"(3.0, 5.4, 5.268750000000001)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 7.2, 6.114285714285714)","(2.2, 2.76, 2.6533333333333333)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:38.432337,"(3.0, 5.4, 5.268750000000001)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 7.2, 6.1866666666666665)","(2.2, 2.76, 2.6849999999999996)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:39.747514,"(3.0, 5.4, 5.1722222222222225)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 7.2, 6.1866666666666665)","(2.2, 2.76, 2.6849999999999996)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:41.031330,"(3.0, 5.4, 5.195)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 7.2, 6.1866666666666665)","(2.2, 2.76, 2.6849999999999996)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:42.428671,"(3.0, 5.1, 4.835)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 7.2, 6.2749999999999995)","(2.2, 2.76, 2.6599999999999997)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:43.807588,"(3.0, 5.0, 4.835)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 198.33333333333334)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.383333333333333)","(2.2, 2.76, 2.63)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:45.226589,"(3.0, 5.3, 4.25)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 245.3846153846154)","(91.0, 310.0, 257.5)","(17.0, 46.0, 31.75)","(4.4, 6.8, 6.383333333333333)","(2.2, 2.7, 2.63)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:46.795032,"(3.0, 5.3, 4.446875)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 287.1428571428571)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.7, 2.63)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:48.239844,"(3.0, 5.3, 4.446875)","(5.5, 14.0, 12.294117647058822)","(101.0, 730.0, 287.1428571428571)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.7, 2.46)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:49.556194,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.0)","(101.0, 730.0, 287.1428571428571)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.7, 2.6)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:50.742849,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.266666666666667)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.66, 2.493333333333333)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:52.043321,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.493333333333333)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:53.250760,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.493333333333333)","(21.0, 55.0, 48.333333333333336)"
11-01-2023 19:07:54.550581,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 44.2)"
11-01-2023 19:07:55.802439,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 257.5)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:57.056606,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 280.0)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:58.302899,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 280.0)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 49.0)"
11-01-2023 19:07:59.592292,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:00.847116,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.8, 6.358823529411764)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:02.122275,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 275.33333333333337)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.8, 5.853846153846154)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:03.453244,"(3.0, 5.1, 4.561538461538461)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 322.3529411764706)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 5.9, 5.814285714285715)","(2.2, 2.64, 2.5142857142857142)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:04.769495,"(3.0, 5.0, 4.585)","(5.5, 14.0, 12.555555555555555)","(101.0, 730.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 5.9, 6.414285714285714)","(2.2, 2.64, 2.397894736842105)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:06.146382,"(3.0, 4.7, 4.585)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.6, 6.414285714285714)","(2.2, 2.4, 2.5454545454545454)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:07.447717,"(3.0, 4.5, 4.405)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.6, 6.414285714285714)","(2.2, 2.56, 2.5454545454545454)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:08.827131,"(3.0, 4.3, 4.225)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.6, 6.414285714285714)","(2.2, 2.56, 2.5454545454545454)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:10.761589,"(3.0, 4.3, 3.95)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.6, 6.414285714285714)","(2.2, 2.56, 2.5454545454545454)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:12.150588,"(3.0, 4.3, 3.95)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 26.666666666666664)","(4.4, 6.6, 6.414285714285714)","(2.2, 2.56, 2.5454545454545454)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:13.721926,"(3.0, 4.3, 4.2)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.0)","(4.4, 6.6, 6.414285714285714)","(2.2, 2.56, 2.5342857142857143)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:15.112326,"(3.0, 4.3, 4.2)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 27.666666666666664)","(4.4, 6.6, 6.414285714285714)","(2.2, 2.56, 2.5342857142857143)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:16.419231,"(3.0, 4.3, 4.025)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.52)","(2.2, 2.56, 2.5342857142857143)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:17.700247,"(3.0, 4.3, 4.025)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.5342857142857143)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:19.001969,"(3.0, 4.3, 4.025)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.5342857142857143)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:20.277630,"(3.0, 4.3, 4.025)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 386.1538461538462)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.5342857142857143)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:21.555708,"(3.0, 4.3, 4.225)","(5.5, 14.0, 12.555555555555555)","(101.0, 720.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.5342857142857143)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:22.822668,"(3.0, 4.3, 4.225)","(5.5, 14.0, 12.555555555555555)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 213.07692307692307)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.545714285714286)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:24.044410,"(3.0, 4.3, 4.225)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.52)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:25.359026,"(3.0, 4.3, 4.225)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.52)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:26.669572,"(3.0, 4.3, 4.225)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.56, 2.536)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:27.944111,"(3.0, 4.3, 4.225)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.58, 2.5275)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:29.159126,"(3.0, 4.4, 4.127272727272727)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 27.666666666666664)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.54, 2.504)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:30.411106,"(3.0, 4.4, 4.127272727272727)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 22.583333333333332)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.54, 2.4114285714285715)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:31.627615,"(3.0, 4.4, 4.127272727272727)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 48.0, 24.625)","(4.4, 6.6, 6.5249999999999995)","(2.2, 2.54, 2.3806451612903223)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:32.869067,"(3.0, 4.4, 4.15)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 35.0)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.52, 2.3646153846153846)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:34.052234,"(3.0, 4.4, 4.15)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 38.14285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.5, 2.313333333333333)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:35.290430,"(3.0, 4.4, 3.9714285714285715)","(5.5, 14.0, 12.631578947368421)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.42857142857143)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.5, 2.328888888888889)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:36.530410,"(3.0, 4.4, 4.15)","(5.5, 14.0, 13.074074074074073)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 35.2)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.5, 2.328888888888889)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:37.820766,"(3.0, 4.4, 4.15)","(5.5, 14.0, 12.0)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 213.07692307692307)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.5, 2.413333333333333)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:38.984896,"(3.0, 4.4, 4.15)","(5.5, 14.0, 12.0)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.48, 2.413333333333333)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:40.110095,"(3.0, 4.4, 4.15)","(5.5, 14.0, 12.0)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.48, 2.413333333333333)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:41.258532,"(3.0, 4.4, 4.15)","(5.5, 14.0, 12.4)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.48, 2.328888888888889)","(21.0, 55.0, 49.0)"
11-01-2023 19:08:42.313740,"(3.0, 4.4, 4.111111111111112)","(5.5, 14.0, 12.466666666666667)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.5, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:43.376280,"(3.0, 4.4, 4.111111111111112)","(5.5, 12.0, 11.2)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:44.523635,"(3.0, 4.4, 4.111111111111112)","(5.5, 12.0, 11.2)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:45.704654,"(3.0, 4.4, 4.111111111111112)","(5.5, 12.0, 11.2)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:46.894319,"(3.0, 4.4, 4.111111111111112)","(5.5, 12.0, 11.2)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:48.036277,"(3.0, 4.4, 4.0285714285714285)","(5.5, 12.0, 11.2)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.64285714285714)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:49.257704,"(3.0, 4.3, 4.242857142857143)","(5.5, 12.0, 11.4)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.0)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:50.460357,"(3.0, 4.4, 4.057894736842106)","(5.5, 12.0, 11.4)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.85714285714286)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.4454545454545453)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:51.657687,"(3.0, 4.4, 4.057894736842106)","(5.5, 12.0, 11.4)","(101.0, 630.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 34.85714285714286)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.424)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:53.074034,"(3.0, 4.4, 4.057894736842106)","(5.5, 12.0, 11.4)","(101.0, 630.0, 421.8181818181818)","(91.0, 310.0, 213.07692307692307)","(17.0, 46.0, 35.6)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.424)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:55.070655,"(3.0, 4.4, 4.057894736842106)","(5.5, 12.0, 11.4)","(101.0, 690.0, 421.8181818181818)","(91.0, 310.0, 205.0)","(17.0, 46.0, 35.6)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.424)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:56.345834,"(3.0, 4.4, 4.057894736842106)","(5.5, 12.0, 11.4)","(101.0, 690.0, 421.8181818181818)","(91.0, 310.0, 205.0)","(17.0, 46.0, 35.6)","(4.4, 6.6, 6.529411764705882)","(2.2, 2.46, 2.424)","(21.0, 55.0, 46.0)"
11-01-2023 19:08:57.630836,"(3.0, 4.4, 4.111111111111112)","(5.5, 12.0, 11.4)","(101.0, 690.0, 344.6153846153846)","(91.0, 310.0, 205.0)","(17.0, 46.0, 35.6)","(4.4, 6.6, 6.5)","(2.2, 2.46, 2.424)","(21.0, 55.0, 46.0)"
