,Manson,Pandoras Raptor,Ten Pineapples,Just A Brew,Storm Shelter,Yeah Sweetie,Disorder,Aston Mead
09-01-2023 16:55:37.444733,"(3.4, 4.1, 3.9961538461538457)","(5.5, 8.4, 7.628571428571428)","(10.0, 19.5, 19.026315789473685)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 182.5)","(10.0, 16.5, 12.833333333333334)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:38.596373,"(3.4, 4.1, 3.9961538461538457)","(5.5, 7.8, 7.285714285714286)","(10.0, 19.5, 19.125)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 182.5)","(10.0, 16.5, 12.833333333333334)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:39.667001,"(3.4, 4.1, 3.9961538461538457)","(5.5, 8.2, 7.879999999999999)","(10.0, 19.5, 19.108695652173914)","(10.0, 17.0, 15.25)","(31.0, 200.0, 182.5)","(10.0, 16.5, 12.833333333333334)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:40.766258,"(3.4, 4.1, 4.02)","(5.5, 8.0, 7.16)","(10.0, 19.5, 19.1)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 185.0)","(10.0, 15.5, 14.5)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:41.773845,"(3.4, 4.1, 4.053846153846154)","(5.5, 9.0, 8.85)","(10.0, 19.5, 19.1)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 160.625)","(10.0, 15.5, 14.5)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:42.774011,"(3.4, 4.1, 3.996774193548387)","(5.5, 10.0, 8.879999999999999)","(10.0, 19.5, 19.1)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.5)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:43.795393,"(3.4, 4.1, 3.996774193548387)","(5.5, 9.8, 9.2)","(10.0, 19.5, 19.1)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.5)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:44.853533,"(3.4, 4.1, 3.996774193548387)","(5.5, 10.5, 8.871428571428572)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.5)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:45.843486,"(3.4, 4.1, 3.996774193548387)","(5.5, 10.0, 9.3)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.5)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:46.925302,"(3.4, 4.2, 4.125925925925926)","(5.5, 10.5, 9.163636363636364)","(10.0, 19.5, 19.0)","(10.0, 17.0, 15.25)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.5)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:47.926188,"(3.4, 4.2, 4.071428571428571)","(5.5, 10.0, 9.11111111111111)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.1875)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:48.946058,"(3.4, 4.2, 3.88)","(5.5, 9.8, 9.100000000000001)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.1875)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:49.930936,"(3.4, 4.2, 3.88)","(5.5, 9.6, 9.0)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 142.72727272727272)","(10.0, 15.5, 14.1875)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:51.030307,"(3.4, 4.2, 3.88)","(5.5, 9.6, 9.0)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 147.5)","(10.0, 15.5, 12.76086956521739)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:52.092907,"(3.4, 4.2, 3.88)","(5.5, 9.6, 8.485714285714286)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 147.5)","(10.0, 15.5, 13.363636363636363)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:53.188198,"(3.4, 4.2, 3.88)","(5.5, 9.6, 8.485714285714286)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 147.5)","(10.0, 15.0, 13.363636363636363)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:54.287963,"(3.4, 4.2, 3.88)","(5.5, 9.6, 8.485714285714286)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:55.421666,"(3.4, 4.2, 3.88)","(5.5, 9.6, 8.8)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:56.553064,"(3.4, 4.2, 3.88)","(5.5, 9.6, 8.8)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:57.674936,"(3.4, 4.2, 4.066666666666666)","(5.5, 9.6, 8.55)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:58.755117,"(3.4, 4.2, 4.066666666666666)","(5.5, 9.2, 8.833333333333332)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:55:59.895157,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.0, 15.25)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:01.111613,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.0, 15.25)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:02.282637,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.5, 15.5)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:03.379360,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.5, 15.5)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.3)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:04.575022,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.5, 15.5)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:05.908808,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.5, 15.5)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:07.170755,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.5, 14.166666666666666)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:08.532956,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.5, 16.142857142857142)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 31.0)","(2.4, 2.8, 2.7359999999999998)"
09-01-2023 16:56:09.867048,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 145.45454545454547)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.798435754189944)"
09-01-2023 16:56:11.231551,"(3.4, 4.2, 3.966666666666667)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 132.5)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.798435754189944)"
09-01-2023 16:56:12.507263,"(3.4, 4.3, 4.0)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 135.71428571428572)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.798292682926829)"
09-01-2023 16:56:13.679533,"(3.4, 4.2, 4.025)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 132.5)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.798292682926829)"
09-01-2023 16:56:14.781088,"(3.4, 4.2, 4.025)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.0, 16.142857142857142)","(31.0, 200.0, 132.5)","(10.0, 15.0, 12.652173913043478)","(12.0, 32.0, 30.933333333333334)","(2.4, 2.8, 2.7756097560975608)"
09-01-2023 16:56:15.830676,"(3.4, 4.2, 4.025)","(5.5, 9.2, 8.466666666666667)","(10.0, 19.5, 19.0)","(10.0, 17.5, 15.5)","(31.0, 200.0, 132.5)","(10.0, 15.0, 14.083333333333334)","(12.0, 32.0, 30.11764705882353)","(2.4, 2.78, 2.7370552147239264)"
09-01-2023 16:56:16.859239,"(3.4, 4.0, 3.859375)","(5.5, 10.5, 10.488172043010753)","(10.0, 19.5, 18.794117647058822)","(10.0, 17.5, 15.5)","(31.0, 200.0, 132.5)","(10.0, 14.5, 12.681818181818182)","(12.0, 32.0, 29.454545454545453)","(2.4, 2.74, 2.6990062111801243)"
09-01-2023 16:56:17.944801,"(3.4, 3.8, 3.7874999999999996)","(5.5, 11.0, 10.886868686868686)","(10.0, 19.5, 19.0)","(10.0, 17.5, 15.5)","(31.0, 200.0, 132.5)","(10.0, 15.0, 13.785714285714286)","(12.0, 30.0, 30.153846153846153)","(2.4, 2.7, 2.6798734177215193)"
09-01-2023 16:56:19.107356,"(3.4, 4.0, 3.8125)","(5.5, 11.0, 10.886868686868686)","(10.0, 19.5, 19.0)","(10.0, 17.5, 15.5)","(31.0, 200.0, 132.5)","(10.0, 14.5, 13.785714285714286)","(12.0, 32.0, 30.153846153846153)","(2.4, 2.68, 2.7575155279503103)"
09-01-2023 16:56:20.325734,"(3.4, 4.0, 3.811111111111111)","(5.5, 11.0, 10.478)","(10.0, 19.5, 18.96666666666667)","(10.0, 17.5, 15.192307692307692)","(31.0, 200.0, 132.5)","(10.0, 14.5, 13.5)","(12.0, 32.0, 29.53846153846154)","(2.4, 2.76, 2.7354716981132077)"
09-01-2023 16:56:21.606489,"(3.4, 4.0, 3.8166666666666664)","(5.5, 10.5, 10.478)","(10.0, 19.5, 18.96666666666667)","(10.0, 17.5, 16.0)","(31.0, 200.0, 132.5)","(10.0, 14.5, 13.166666666666666)","(12.0, 32.0, 28.235294117647058)","(2.4, 2.74, 2.6984615384615385)"
09-01-2023 16:56:22.783740,"(3.4, 4.1, 3.827272727272727)","(5.5, 10.5, 10.478)","(10.0, 19.5, 18.96666666666667)","(10.0, 17.0, 16.25)","(31.0, 200.0, 132.5)","(10.0, 14.5, 12.5)","(12.0, 32.0, 28.235294117647058)","(2.4, 2.7, 2.6792307692307693)"
09-01-2023 16:56:24.025764,"(3.4, 4.1, 3.810344827586207)","(5.5, 11.0, 10.290909090909091)","(10.0, 19.5, 18.96666666666667)","(10.0, 17.0, 15.625)","(31.0, 200.0, 140.0)","(10.0, 14.5, 11.95)","(12.0, 32.0, 28.235294117647058)","(2.4, 2.68, 2.716942675159236)"
09-01-2023 16:56:25.160272,"(3.4, 4.1, 3.810344827586207)","(5.5, 11.0, 10.290909090909091)","(10.0, 19.5, 18.96666666666667)","(10.0, 17.0, 15.625)","(31.0, 200.0, 140.0)","(10.0, 14.5, 12.333333333333334)","(12.0, 32.0, 28.235294117647058)","(2.4, 2.72, 2.716942675159236)"
09-01-2023 16:56:26.451218,"(3.4, 4.1, 3.8125)","(5.5, 11.0, 10.290909090909091)","(10.0, 19.5, 18.1)","(10.0, 17.0, 15.5)","(31.0, 200.0, 133.33333333333334)","(10.0, 14.0, 12.076923076923077)","(12.0, 32.0, 27.6)","(2.4, 2.72, 2.716942675159236)"
09-01-2023 16:56:27.585944,"(3.4, 4.1, 3.8316666666666666)","(5.5, 11.0, 10.261538461538462)","(10.0, 19.5, 18.1)","(10.0, 17.0, 15.5)","(31.0, 200.0, 133.33333333333334)","(10.0, 14.0, 11.840909090909092)","(12.0, 32.0, 27.6)","(2.4, 2.72, 2.716942675159236)"
09-01-2023 16:56:28.747295,"(3.4, 4.1, 3.8316666666666666)","(5.5, 11.0, 10.261538461538462)","(10.0, 19.0, 18.02777777777778)","(10.0, 17.0, 13.8)","(31.0, 200.0, 133.33333333333334)","(10.0, 14.0, 13.0)","(12.0, 32.0, 27.6)","(2.4, 2.72, 2.716942675159236)"
09-01-2023 16:56:29.911749,"(3.4, 4.1, 3.913333333333333)","(5.5, 11.0, 10.261538461538462)","(10.0, 19.0, 18.02777777777778)","(10.0, 17.0, 15.5625)","(31.0, 200.0, 133.33333333333334)","(10.0, 13.5, 12.0)","(12.0, 32.0, 27.6)","(2.4, 2.72, 2.716942675159236)"
09-01-2023 16:56:31.035321,"(3.4, 4.1, 3.8520833333333333)","(5.5, 11.0, 10.261538461538462)","(10.0, 19.0, 18.02777777777778)","(10.0, 16.5, 15.5625)","(31.0, 200.0, 133.33333333333334)","(10.0, 13.5, 12.0)","(12.0, 32.0, 27.6)","(2.4, 2.72, 2.716942675159236)"
09-01-2023 16:56:32.113146,"(3.4, 4.1, 3.8520833333333333)","(5.5, 11.0, 10.261538461538462)","(10.0, 19.0, 18.02777777777778)","(10.0, 16.5, 15.5625)","(31.0, 200.0, 133.33333333333334)","(10.0, 13.5, 12.0)","(12.0, 32.0, 27.6)","(2.4, 2.72, 2.716942675159236)"
09-01-2023 16:56:33.323419,"(3.4, 4.1, 3.8948275862068966)","(5.5, 11.0, 10.261538461538462)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 14.833333333333334)","(31.0, 200.0, 134.54545454545453)","(10.0, 13.5, 11.81578947368421)","(13.0, 32.0, 27.6)","(2.35, 2.72, 2.716595744680851)"
09-01-2023 16:56:34.434040,"(3.4, 4.1, 3.8948275862068966)","(5.5, 11.0, 10.261538461538462)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 14.833333333333334)","(31.0, 200.0, 133.33333333333334)","(10.0, 13.5, 11.81578947368421)","(13.0, 32.0, 27.6)","(2.35, 2.72, 2.716595744680851)"
09-01-2023 16:56:35.655160,"(3.4, 4.1, 3.8948275862068966)","(5.5, 11.0, 10.115789473684211)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 14.833333333333334)","(31.0, 200.0, 133.33333333333334)","(10.0, 13.5, 11.81578947368421)","(13.0, 32.0, 27.6)","(2.35, 2.72, 2.656)"
09-01-2023 16:56:36.949665,"(3.4, 4.1, 3.96)","(5.5, 11.0, 10.115789473684211)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 15.125)","(31.0, 200.0, 137.77777777777777)","(10.0, 13.5, 11.833333333333334)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.648888888888889)"
09-01-2023 16:56:38.068660,"(3.4, 4.1, 3.9499999999999997)","(5.5, 11.0, 10.115789473684211)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 15.125)","(31.0, 200.0, 137.77777777777777)","(10.0, 13.5, 11.833333333333334)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.648888888888889)"
09-01-2023 16:56:39.165221,"(3.4, 4.1, 3.9568181818181816)","(5.5, 11.0, 10.115789473684211)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 15.125)","(31.0, 200.0, 137.77777777777777)","(10.0, 13.5, 11.833333333333334)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.648888888888889)"
09-01-2023 16:56:40.460058,"(3.4, 4.1, 3.9568181818181816)","(5.5, 11.0, 10.115789473684211)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 15.125)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.5, 11.833333333333334)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.648888888888889)"
09-01-2023 16:56:41.652365,"(3.4, 4.1, 3.9568181818181816)","(5.5, 11.0, 9.997014925373135)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 15.125)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.5, 11.833333333333334)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.648888888888889)"
09-01-2023 16:56:42.765139,"(3.4, 4.1, 3.9568181818181816)","(5.5, 11.0, 9.997014925373135)","(11.0, 19.0, 18.02777777777778)","(10.0, 16.5, 13.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.5, 11.81578947368421)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.705276073619632)"
09-01-2023 16:56:43.793077,"(3.4, 4.2, 4.1)","(5.5, 11.0, 9.981818181818182)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.5, 13.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.5, 12.4)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.704634146341464)"
09-01-2023 16:56:44.839040,"(3.4, 4.2, 3.981818181818182)","(5.5, 11.0, 10.019354838709678)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.625)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 12.4)","(13.0, 32.0, 28.235294117647058)","(2.35, 2.72, 2.704634146341464)"
09-01-2023 16:56:45.910828,"(3.4, 4.2, 4.073684210526316)","(5.5, 9.8, 9.725000000000001)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 26.4)","(2.35, 2.72, 2.705276073619632)"
09-01-2023 16:56:47.000774,"(3.4, 4.2, 4.073684210526316)","(5.5, 9.6, 9.4)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 27.916666666666668)","(2.35, 2.72, 2.705276073619632)"
09-01-2023 16:56:48.297194,"(3.4, 4.2, 4.073684210526316)","(5.5, 9.6, 8.7)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 27.916666666666668)","(2.35, 2.72, 2.705276073619632)"
09-01-2023 16:56:49.543490,"(3.4, 4.2, 4.073684210526316)","(5.5, 9.6, 8.52)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 28.18181818181818)","(2.35, 2.72, 2.705276073619632)"
09-01-2023 16:56:50.859880,"(3.4, 4.2, 4.073684210526316)","(5.5, 9.4, 8.6)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 28.18181818181818)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:56:52.045704,"(3.4, 4.2, 4.073684210526316)","(5.5, 9.0, 8.454545454545455)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 28.18181818181818)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:56:53.230784,"(3.4, 4.2, 4.073684210526316)","(5.5, 9.0, 8.333333333333334)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 29.375)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:56:54.416475,"(3.4, 4.2, 4.125)","(5.5, 9.2, 8.327272727272726)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 145.55555555555554)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 29.375)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:56:55.548775,"(3.4, 4.2, 4.117241379310345)","(5.5, 9.0, 8.11111111111111)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 150.0)","(10.0, 13.0, 11.909090909090908)","(13.0, 32.0, 30.57142857142857)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:56:56.674761,"(3.4, 4.2, 4.128571428571429)","(5.5, 9.0, 8.11111111111111)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 150.0)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 30.57142857142857)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:56:57.813186,"(3.4, 4.2, 4.168)","(5.5, 9.0, 8.11111111111111)","(11.0, 19.0, 18.166666666666668)","(10.0, 16.0, 15.75)","(31.0, 200.0, 185.0)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 31.714285714285715)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:56:59.004504,"(3.4, 4.2, 4.168)","(5.5, 9.0, 8.11111111111111)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.75)","(31.0, 200.0, 186.66666666666666)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:57:00.176224,"(3.4, 4.2, 4.168)","(5.5, 9.0, 8.11111111111111)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.75)","(31.0, 210.0, 186.66666666666666)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:57:01.294682,"(3.4, 4.2, 4.168)","(5.5, 9.0, 8.11111111111111)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.75)","(31.0, 210.0, 186.66666666666666)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:57:02.474804,"(3.4, 4.2, 4.15)","(5.5, 9.0, 8.11111111111111)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.75)","(31.0, 200.0, 186.66666666666666)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:57:03.608271,"(3.4, 4.2, 4.152941176470589)","(5.5, 8.8, 8.342857142857143)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 14.36111111111111)","(31.0, 210.0, 186.66666666666666)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7059259259259263)"
09-01-2023 16:57:04.741685,"(3.4, 4.2, 4.152941176470589)","(5.5, 8.8, 8.082758620689654)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.5, 15.76923076923077)","(31.0, 210.0, 186.66666666666666)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7049056603773587)"
09-01-2023 16:57:05.892700,"(3.4, 4.2, 4.08235294117647)","(5.5, 8.8, 8.082758620689654)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.76923076923077)","(31.0, 210.0, 185.0)","(10.0, 13.0, 12.142857142857142)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7050931677018637)"
09-01-2023 16:57:07.080684,"(3.4, 4.2, 4.08235294117647)","(5.5, 8.8, 8.082758620689654)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.666666666666666)","(31.0, 200.0, 186.66666666666666)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7050931677018637)"
09-01-2023 16:57:08.232785,"(3.4, 4.2, 4.08235294117647)","(5.5, 8.8, 8.082758620689654)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.666666666666666)","(31.0, 210.0, 183.75)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7050931677018637)"
09-01-2023 16:57:09.331583,"(3.4, 4.2, 4.08235294117647)","(5.5, 8.8, 8.082758620689654)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.666666666666666)","(31.0, 210.0, 183.75)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7050931677018637)"
09-01-2023 16:57:10.483651,"(3.4, 4.2, 4.08235294117647)","(5.5, 8.8, 8.082758620689654)","(11.0, 19.0, 17.970588235294116)","(10.0, 16.0, 15.666666666666666)","(31.0, 210.0, 183.75)","(10.0, 13.0, 11.909090909090908)","(13.0, 34.0, 32.0)","(2.35, 2.72, 2.7050931677018637)"
