,Alfie Solomon,Unique Mundine,Shared Colour,Never Sweet,Pleasure Cruise,Opal Key,Sugar Hit Lenny
07-12-2022 21:00:19.150314,"(4.0, 7.4, 6.08)","(3.9, 4.5, 3.7800000000000002)","(9.0, 18.0, 15.0)","(4.8, 9.4, 6.414285714285714)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 8.363636363636363)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:20.563993,"(4.0, 7.4, 6.08)","(3.9, 4.5, 3.7800000000000002)","(9.0, 18.0, 15.0)","(4.8, 9.2, 6.414285714285714)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 8.363636363636363)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:21.917929,"(4.0, 7.4, 6.08)","(3.9, 4.5, 3.8181818181818183)","(9.0, 18.0, 15.0)","(4.8, 9.2, 6.414285714285714)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 8.363636363636363)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:23.297049,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 15.0)","(4.8, 9.2, 6.666666666666667)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 8.363636363636363)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:24.662597,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.84)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.622222222222223)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.4)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:25.917055,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.622222222222223)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 8.0)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:27.199196,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.622222222222223)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.4)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:28.375707,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.622222222222223)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.4)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:29.515559,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.800000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.4)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:30.622449,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.4)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:31.725828,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.4)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:32.855207,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 15.0)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.4)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:33.973838,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:35.094949,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:36.279996,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:37.496662,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 8.3)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:38.796375,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.4, 8.3)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:40.072777,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.6285714285714286)","(9.0, 18.0, 15.0)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:41.298020,"(4.0, 7.4, 6.08)","(3.9, 4.9, 3.7263157894736842)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:42.432993,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.7263157894736842)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:43.609770,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.688888888888889)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 31.375)"
07-12-2022 21:00:44.632369,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.688888888888889)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:45.664431,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.688888888888889)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:46.908575,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.7263157894736842)","(9.0, 18.0, 15.0)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:48.133740,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.7666666666666666)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:49.375897,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:50.523216,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.692307692307692)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:51.786223,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 15.0)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.266666666666667)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:52.917067,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.266666666666667)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:54.013971,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.375)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:55.208086,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.375)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:56.370151,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.133333333333333)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:57.473735,"(4.0, 7.4, 6.08)","(3.9, 4.9, 3.6285714285714286)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 11.600000000000001)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:58.473375,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.688888888888889)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.625)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:00:59.536272,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.688888888888889)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.625)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:01:00.701176,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 8.3)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.625)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:01:01.819969,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 16.269230769230766)","(4.8, 9.4, 8.3)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.625)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:01:02.959296,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 16.269230769230766)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.625)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:01:04.097736,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.625)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:01:05.322257,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.7800000000000002)","(9.0, 18.0, 15.0)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.625)","(18.0, 70.0, 46.36363636363637)"
07-12-2022 21:01:06.754760,"(4.0, 7.4, 6.08)","(3.9, 4.5, 3.7800000000000002)","(9.0, 18.0, 15.954545454545453)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.23076923076923)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:07.931252,"(4.0, 7.4, 6.08)","(3.9, 4.5, 3.7800000000000002)","(9.0, 18.0, 15.954545454545453)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.23076923076923)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:09.405940,"(4.0, 7.4, 6.08)","(3.9, 4.5, 3.8200000000000003)","(9.0, 18.0, 15.954545454545453)","(4.8, 9.4, 8.3)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.23076923076923)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:10.580889,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 15.954545454545453)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.23076923076923)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:11.618951,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 14.25)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.23076923076923)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:12.654642,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.7263157894736842)","(9.0, 18.0, 15.818181818181818)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.23076923076923)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:13.824653,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.688888888888889)","(9.0, 18.0, 15.818181818181818)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.23076923076923)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:15.001811,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.688888888888889)","(9.0, 18.0, 15.818181818181818)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:16.232113,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.7263157894736842)","(9.0, 18.0, 15.1875)","(4.8, 9.4, 7.640000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:17.477434,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8200000000000003)","(9.0, 18.0, 14.5)","(4.8, 9.4, 8.6)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:18.691296,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.7666666666666666)","(9.0, 18.0, 14.5)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:19.797080,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 14.5)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:20.858412,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.5625)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:22.028934,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 15.5625)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:23.119004,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 15.5625)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:24.358905,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8200000000000003)","(9.0, 18.0, 15.0)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:25.457121,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 15.0)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:26.585686,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:27.574477,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 15.0)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:28.648370,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.799999999999999)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:29.777699,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:30.929625,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:32.105333,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:33.307335,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8000000000000003)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:34.392798,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:35.467569,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:36.570825,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.783333333333333)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:37.630695,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:38.849454,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:39.912040,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:40.950058,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:41.981603,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:43.041468,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 12.0)","(4.8, 9.2, 7.766666666666666)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:44.093399,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.2, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:45.147896,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.7222222222222223)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.4)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.941176470588236)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:46.192710,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.7222222222222223)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.185714285714286)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 8.363636363636363)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:47.194256,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.185714285714286)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 8.363636363636363)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:48.191497,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.185714285714286)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.538461538461538)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:49.637814,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.328571428571428)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.666666666666666)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:51.208075,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8200000000000003)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.328571428571428)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.666666666666666)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:52.262277,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.328571428571428)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.666666666666666)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:53.414660,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.8200000000000003)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 7.300000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.0)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:54.694940,"(4.0, 7.4, 6.08)","(3.9, 4.7, 3.6285714285714286)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 7.300000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.090909090909092)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:55.836120,"(4.0, 7.4, 6.08)","(3.9, 4.9, 3.6285714285714286)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 7.300000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.090909090909092)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:57.115382,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.8181818181818183)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 8.0)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 9.090909090909092)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:58.267070,"(4.0, 7.4, 6.08)","(3.9, 4.8, 3.7263157894736842)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 7.300000000000001)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.933333333333334)","(18.0, 70.0, 31.375)"
07-12-2022 21:01:59.660952,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 8.076470588235296)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.933333333333334)","(18.0, 70.0, 31.375)"
07-12-2022 21:02:00.875651,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 14.571428571428571)","(4.8, 9.4, 6.328571428571428)","(3.6, 6.0, 3.6717391304347826)","(7.0, 16.0, 10.933333333333334)","(18.0, 70.0, 31.375)"
07-12-2022 21:02:02.110167,"(4.0, 7.4, 6.08)","(3.9, 4.6, 3.7666666666666666)","(9.0, 18.0, 14.5)","(4.8, 9.4, 6.739999999999999)","(3.6, 6.0, 4.266666666666667)","(7.0, 16.0, 12.9125)","(18.0, 70.0, 34.333333333333336)"
07-12-2022 21:02:03.268980,"(4.0, 7.4, 5.3375)","(3.9, 4.9, 3.6282608695652177)","(9.0, 17.5, 14.5)","(4.8, 9.2, 6.739999999999999)","(3.6, 5.9, 4.266666666666667)","(7.0, 15.5, 10.475000000000001)","(18.0, 65.0, 34.333333333333336)"
07-12-2022 21:02:04.391980,"(4.0, 7.4, 5.3375)","(3.9, 4.4, 3.9200000000000004)","(9.0, 17.5, 16.42857142857143)","(4.8, 9.2, 6.739999999999999)","(3.6, 5.9, 4.833333333333334)","(7.0, 15.5, 10.475000000000001)","(18.0, 65.0, 34.333333333333336)"
07-12-2022 21:02:05.471776,"(4.0, 7.4, 5.3375)","(3.9, 4.4, 3.9200000000000004)","(9.0, 17.5, 16.42857142857143)","(4.8, 9.2, 6.739999999999999)","(3.6, 5.9, 4.833333333333334)","(7.0, 15.5, 10.475000000000001)","(18.0, 65.0, 34.333333333333336)"
07-12-2022 21:02:06.435523,"(4.0, 7.4, 5.3375)","(3.9, 4.4, 3.9200000000000004)","(9.0, 17.5, 16.42857142857143)","(4.8, 9.2, 6.739999999999999)","(3.6, 5.9, 4.833333333333334)","(7.0, 15.5, 10.475000000000001)","(18.0, 65.0, 34.333333333333336)"
